,group,variable,month,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
RAVELO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,0,0,6,0,6,6
SACABA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,0,0,1,0,1,1
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,1,3,2,2,3,5,8
SIPE SIPE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,4,0,0,0,4,4
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,1,0,0,0,1,0,1
TACOBAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,6,2,0,0,6,2,8
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,0,3,0,3,0,3
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,0,6,9,6,9,15
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,3,2,5,0,8,2,10
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,1,1,4,1,5,6
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,1,4,2,3,3,7,10
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-01-01,0,0,0,1,0,1,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,1,0,2,1,3,1,4
CAMIRI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,2,4,0,0,2,4,6
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,1,0,0,0,1,0,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,1,3,2,0,3,3,6
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,0,0,0,1,1
LA ASUNTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,1,0,1,1,2
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,0,0,1,0,1,1
MORO MORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,0,0,0,1,1
OCURI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,0,1,0,1,0,1
PAILON,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,2,12,3,4,5,16,21
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,3,0,1,0,4,4
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,4,1,0,0,4,1,5
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,4,2,0,0,4,2,6
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,0,1,0,1,0,1
TACOBAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,18,14,0,0,18,14,32
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,0,1,1,0,1,1,2
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,3,3,1,3,4,6,10
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-02-01,2,2,1,2,3,4,7
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,2,1,2,3
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,0,1,0,1,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,2,0,0,0,2,2
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,2,0,0,0,2,2
CAMIRI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,0,1,0,1
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,0,1,0,1
CHAQUI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,5,2,3,3,8,5,13
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,2,2,1,2,3,5
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,1,1,0,2,1,3,4
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,1,1,1,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,1,0,0,0,1,0,1
OCURI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,1,1,1,2
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,1,0,0,0,1,0,1
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,11,0,0,0,11,0,11
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,2,1,0,0,2,1,3
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,4,5,0,1,4,6,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,0,0,0,0,0
TACOBAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,2,1,2,1,3
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,0,0,1,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,2,3,0,0,2,3,5
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-03-01,2,0,0,0,2,0,2
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,0,1,0,0,0,1,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,0,0,0,2,0,2,2
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,0,0,0,2,0,2,2
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,12,15,16,12,28,27,55
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,4,0,0,0,4,0,4
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,4,3,1,0,5,3,8
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,4,2,0,0,4,2,6
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,5,2,0,0,5,2,7
MACHARETI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,16,29,0,0,16,29,45
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,1,1,0,0,1,1,2
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,2,0,1,3,3,3,6
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,2,7,1,0,3,7,10
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,12,4,6,2,18,6,24
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,20,20,0,0,20,20,40
SIPE SIPE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,0,0,18,13,18,13,31
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,13,9,1,3,14,12,26
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,1,0,0,0,1,0,1
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-04-01,9,8,0,0,9,8,17
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,5,4,0,0,5,4,9
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,13,11,0,0,13,11,24
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,2,0,0,2,2,4
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,1,0,0,1,1,2
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,3,1,4,2,7,3,10
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,13,7,0,0,13,7,20
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,0,2,0,0,0,2,2
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,1,0,0,2,1,3
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,2,1,1,2,3,5
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,0,0,0,2,0,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,1,0,0,1,1,2
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,6,10,1,0,7,10,17
MORO MORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,0,0,0,1,0,1
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,0,0,0,2,0,2
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,1,0,0,1,1,2
POJO (CBBA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,1,0,0,1,1,2
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,0,2,4,3,4,7
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,0,2,1,4,1,5
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,9,10,3,5,12,15,27
SAN IGNACIO DE VELASCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,1,1,0,3,1,4
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,0,4,0,5,0,5
TACOBAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,2,0,0,2,2,2,4
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,13,12,0,0,13,12,25
TORO TORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,1,0,0,1,1,2
TOTORA(CBBA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,0,2,0,0,0,2,2
VILLA MONTES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,0,1,0,0,0,1,1
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,7,6,0,0,7,6,13
YOTALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-05-01,1,0,0,0,1,0,1
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,30,40,0,0,30,40,70
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,6,8,6,8,14
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,2,12,1,7,3,19,22
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,3,5,1,1,4,6,10
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,2,2,0,3,2,5
INCAHUASI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,5,8,3,1,8,9,17
MACHARETI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,4,6,4,6,10
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,1,1,1,1,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,3,0,1,1,4,5
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,5,8,0,0,5,8,13
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,1,0,0,0,1,1
POJO (CBBA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,4,11,4,11,15
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,5,10,0,0,5,10,15
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,1,0,1,0,2,2
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,1,2,1,2,3
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,9,2,9,2,11
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,20,18,20,18,38
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,1,1,0,0,1,1,2
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,4,3,0,0,4,3,7
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,6,6,5,5,11,11,22
TORO TORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,2,1,2,1,3
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,2,0,2,0,2
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,3,2,3,2,5
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,0,0,1,0,1,0,1
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-06-01,4,2,15,11,19,13,32
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,2,1,0,1,2,3
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,3,3,0,1,3,4,7
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,1,0,0,1,1,2
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,1,0,0,0,1,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,12,4,3,1,15,5,20
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,10,5,10,5,15
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,410,59,27,49,437,108,545
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,2,0,2,0,2
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,1,2,1,2,3
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,2,1,2,1,3
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,1,1,2,2,3,5
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,0,2,1,3,1,4
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,1,0,0,0,1,1
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,1,0,0,0,1,1
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,0,0,1,1,1,2
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,2,0,2,0,2
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,1,0,1,0,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,2,1,0,0,2,1,3
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,1,0,1,0,1
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,3,8,7,9,10,19
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,0,0,0,0,0
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,12,10,12,10,22
TOLATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,1,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,0,1,0,1,1
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-07-01,0,0,1,0,1,0,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,2,2,1,0,3,2,5
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,1,0,0,0,1,1
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,13,16,18,31,31,47,78
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,2,2,2,2,4
CAMIRI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,2,0,0,0,2,2
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,0,1,0,1,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,11,5,5,3,16,8,24
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,1,2,0,1,1,3,4
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,2,1,3,3,5,4,9
IXIAMAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,2,0,0,0,2,0,2
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,1,3,1,3,4
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,2,0,2,0,2
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,5,8,5,8,13
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,1,0,1,0,1
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,1,1,1,1,2
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,2,0,2,0,2
TARATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,14,12,4,3,18,15,33
TIQUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,1,0,1,0,1
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,3,2,3,2,5
VILLA CHARCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,6,0,4,0,10,10
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,1,1,0,0,1,1,2
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-08-01,0,0,4,2,4,2,6
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,11,8,1,3,12,11,23
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,11,9,3,6,14,15,29
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,2,2,1,2,3,4,7
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,1,0,0,1,1,1,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,2,1,0,0,2,1,3
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,7,8,0,0,7,8,15
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,3,2,0,0,3,2,5
POCOATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,1,0,0,0,1,1
RIBERALTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,11,10,0,0,11,10,21
SAN BORJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,4,4,0,0,4,4,8
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,0,0,0,0,0,0
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,7,7,0,0,7,7,14
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,0,1,0,1,0,1
VINTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,0,0,1,0,1,0,1
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-09-01,4,2,0,0,4,2,6
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,2,0,0,1,2,3
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,7,4,13,16,20,20,40
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,1,1,1,2,2,4
COROICO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,2,1,0,0,2,1,3
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,2,0,0,0,2,2
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2010-10-01,0,1,0,0,0,1,1
