,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
VINTO,chagas,tratamientos de 15 anos y mas,2010-01-01,0,2,0,0,0,2,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-02-01,0,2,0,0,0,2,2
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-02-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-02-01,20,52,3,5,23,57,80
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-02-01,2,0,1,0,3,0,3
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-02-01,0,0,2,1,2,1,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-02-01,3,4,2,1,5,5,10
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2010-02-01,1,0,0,0,1,0,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-02-01,1,3,0,1,1,4,5
PUNATA,chagas,tratamientos de 15 anos y mas,2010-02-01,4,3,0,0,4,3,7
RAVELO,chagas,tratamientos de 15 anos y mas,2010-02-01,0,0,0,2,0,2,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2010-02-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2010-02-01,0,0,5,3,5,3,8
TACOBAMBA,chagas,tratamientos de 15 anos y mas,2010-02-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-02-01,13,14,27,20,40,34,74
VINTO,chagas,tratamientos de 15 anos y mas,2010-02-01,3,4,0,0,3,4,7
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-03-01,2,3,2,0,4,3,7
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-03-01,1,0,0,0,1,0,1
CAMARGO,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,2,3,2,3,5
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2010-03-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2010-03-01,0,1,0,0,0,1,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-03-01,31,73,22,51,53,124,177
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-03-01,4,3,0,0,4,3,7
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-03-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-03-01,15,15,0,0,15,15,30
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-03-01,1,1,2,1,3,2,5
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,0,1,0,1,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-03-01,1,0,2,0,3,0,3
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2010-03-01,13,6,0,0,13,6,19
PUNATA,chagas,tratamientos de 15 anos y mas,2010-03-01,6,12,3,2,9,14,23
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2010-03-01,0,2,0,0,0,2,2
SAIPINA,chagas,tratamientos de 15 anos y mas,2010-03-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,0,0,0,0,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2010-03-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2010-03-01,5,0,0,0,5,0,5
TACOBAMBA,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,2,7,2,7,9
TORO TORO,chagas,tratamientos de 15 anos y mas,2010-03-01,0,0,2,1,2,1,3
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-03-01,24,25,39,46,63,71,134
VILLAZON,chagas,tratamientos de 15 anos y mas,2010-03-01,0,1,0,0,0,1,1
VINTO,chagas,tratamientos de 15 anos y mas,2010-03-01,4,16,0,0,4,16,20
AZURDUY,chagas,tratamientos de 15 anos y mas,2010-04-01,2,4,0,0,2,4,6
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2010-04-01,1,1,0,0,1,1,2
CHAQUI,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,1,0,1,0,1
CHARAGUA,chagas,tratamientos de 15 anos y mas,2010-04-01,3,2,0,0,3,2,5
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-04-01,2,0,0,1,2,1,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-04-01,47,63,30,45,77,108,185
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-04-01,1,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-04-01,1,6,1,1,2,7,9
EL VILLAR,chagas,tratamientos de 15 anos y mas,2010-04-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2010-04-01,0,1,0,0,0,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-04-01,1,1,0,0,1,1,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2010-04-01,2,3,0,0,2,3,5
MACHARETI,chagas,tratamientos de 15 anos y mas,2010-04-01,6,58,0,0,6,58,64
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-04-01,0,1,0,1,0,2,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-04-01,0,1,0,0,0,1,1
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2010-04-01,0,4,0,0,0,4,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-04-01,10,14,0,0,10,14,24
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-04-01,5,2,0,1,5,3,8
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,1,0,1,0,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-04-01,2,2,3,4,5,6,11
PUNA,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,4,1,4,1,5
PUNATA,chagas,tratamientos de 15 anos y mas,2010-04-01,6,12,4,2,10,14,24
SAIPINA,chagas,tratamientos de 15 anos y mas,2010-04-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,0,2,0,2,2
SUCRE,chagas,tratamientos de 15 anos y mas,2010-04-01,0,1,0,0,0,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2010-04-01,0,0,2,2,2,2,4
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-04-01,11,12,12,9,23,21,44
VILLAZON,chagas,tratamientos de 15 anos y mas,2010-04-01,1,0,0,0,1,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2010-04-01,18,14,1,0,19,14,33
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-05-01,110,83,3,3,113,86,199
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-05-01,2,0,0,0,2,0,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-05-01,21,11,0,0,21,11,32
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2010-05-01,1,2,0,0,1,2,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2010-05-01,2,0,0,0,2,0,2
CHAQUI,chagas,tratamientos de 15 anos y mas,2010-05-01,0,0,1,1,1,1,2
CHARAGUA,chagas,tratamientos de 15 anos y mas,2010-05-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-05-01,3,6,0,0,3,6,9
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-05-01,24,64,23,42,47,106,153
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-05-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2010-05-01,1,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-05-01,4,3,2,1,6,4,10
HUACARETA,chagas,tratamientos de 15 anos y mas,2010-05-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2010-05-01,6,10,0,0,6,10,16
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-05-01,2,8,0,0,2,8,10
LA PAZ,chagas,tratamientos de 15 anos y mas,2010-05-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-05-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-05-01,4,1,1,3,5,4,9
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-05-01,6,4,0,0,6,4,10
MORO MORO,chagas,tratamientos de 15 anos y mas,2010-05-01,1,3,0,0,1,3,4
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-05-01,15,10,2,0,17,10,27
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-05-01,29,27,1,3,30,30,60
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
PUNA,chagas,tratamientos de 15 anos y mas,2010-05-01,3,0,2,1,5,1,6
PUNATA,chagas,tratamientos de 15 anos y mas,2010-05-01,5,9,4,7,9,16,25
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2010-05-01,0,0,0,2,0,2,2
SAIPINA,chagas,tratamientos de 15 anos y mas,2010-05-01,2,1,0,0,2,1,3
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-05-01,31,49,0,0,31,49,80
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-05-01,4,6,0,2,4,8,12
SOPACHUY,chagas,tratamientos de 15 anos y mas,2010-05-01,0,6,0,4,0,10,10
SUCRE,chagas,tratamientos de 15 anos y mas,2010-05-01,2,2,1,0,3,2,5
TARIJA,chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-05-01,6,29,23,0,29,29,58
VILLAZON,chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
VINTO,chagas,tratamientos de 15 anos y mas,2010-05-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-06-01,5,3,10,5,15,8,23
ANZALDO,chagas,tratamientos de 15 anos y mas,2010-06-01,1,0,0,0,1,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-06-01,23,33,0,0,23,33,56
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2010-06-01,2,3,0,0,2,3,5
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-06-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-06-01,38,62,31,40,69,102,171
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,2,0,2,1,3
HUACARETA,chagas,tratamientos de 15 anos y mas,2010-06-01,2,0,0,0,2,0,2
ICLA,chagas,tratamientos de 15 anos y mas,2010-06-01,0,2,0,0,0,2,2
INCAHUASI,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2010-06-01,14,12,0,0,14,12,26
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-06-01,2,5,0,1,2,6,8
MACHARETI,chagas,tratamientos de 15 anos y mas,2010-06-01,0,0,0,7,0,7,7
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-06-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-06-01,2,4,1,0,3,4,7
MORO MORO,chagas,tratamientos de 15 anos y mas,2010-06-01,0,2,0,0,0,2,2
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-06-01,1,6,0,2,1,8,9
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-06-01,4,2,3,2,7,4,11
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-06-01,2,2,0,1,2,3,5
PUNA,chagas,tratamientos de 15 anos y mas,2010-06-01,2,7,0,0,2,7,9
PUNATA,chagas,tratamientos de 15 anos y mas,2010-06-01,11,13,5,8,16,21,37
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2010-06-01,0,0,1,4,1,4,5
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-06-01,2,6,0,0,2,6,8
SUCRE,chagas,tratamientos de 15 anos y mas,2010-06-01,1,2,0,2,1,4,5
TARABUCO,chagas,tratamientos de 15 anos y mas,2010-06-01,1,0,0,0,1,0,1
TOMINA,chagas,tratamientos de 15 anos y mas,2010-06-01,12,32,14,35,26,67,93
TORO TORO,chagas,tratamientos de 15 anos y mas,2010-06-01,0,0,0,1,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-06-01,17,27,11,10,28,37,65
VILLAZON,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,0,0,0,1,1
VINTO,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,1,1,1,2,3
VITICHI,chagas,tratamientos de 15 anos y mas,2010-06-01,0,0,3,1,3,1,4
YACUIBA,chagas,tratamientos de 15 anos y mas,2010-06-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-07-01,9,1,48,34,57,35,92
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-07-01,2,2,0,0,2,2,4
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2010-07-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,1,1,1,1,2
CKOCHAS,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,3,6,3,6,9
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-07-01,7,12,12,7,19,19,38
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,0,1,0,1,1
ICLA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,0,1,0,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-07-01,1,1,1,3,2,4,6
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,0,1,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-07-01,1,2,2,0,3,2,5
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-07-01,4,4,5,1,9,5,14
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-07-01,3,3,15,21,18,24,42
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-07-01,1,2,29,22,30,24,54
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-07-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2010-07-01,10,2,3,9,13,11,24
PUNATA,chagas,tratamientos de 15 anos y mas,2010-07-01,11,13,2,7,13,20,33
SAIPINA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,1,1,1,1,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,7,6,7,6,13
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2010-07-01,4,2,0,0,4,2,6
SUCRE,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,1,0,1,0,1
TARABUCO,chagas,tratamientos de 15 anos y mas,2010-07-01,1,5,0,0,1,5,6
TARIJA,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,0,1,0,1,1
TOMAVE,chagas,tratamientos de 15 anos y mas,2010-07-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-07-01,25,49,3,5,28,54,82
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,4,3,4,3,7
VINTO,chagas,tratamientos de 15 anos y mas,2010-07-01,0,0,1,2,1,2,3
VITICHI,chagas,tratamientos de 15 anos y mas,2010-07-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-08-01,5,1,9,5,14,6,20
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-08-01,0,1,0,0,0,1,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-08-01,3,1,11,11,14,12,26
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,3,4,3,4,7
CAPINOTA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-08-01,36,58,21,54,57,112,169
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,1,1,1,1,2,3
ICLA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,13,9,13,9,22
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-08-01,1,3,1,1,2,4,6
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,8,0,1,0,9,9
MIZQUE,chagas,tratamientos de 15 anos y mas,2010-08-01,0,3,0,0,0,3,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-08-01,3,8,9,4,12,12,24
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,2,2,2,2,4
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-08-01,8,7,3,2,11,9,20
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-08-01,1,1,2,1,3,2,5
PUNATA,chagas,tratamientos de 15 anos y mas,2010-08-01,2,9,11,11,13,20,33
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-08-01,3,10,2,5,5,15,20
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,1,4,1,4,5
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2010-08-01,2,1,2,2,4,3,7
SUCRE,chagas,tratamientos de 15 anos y mas,2010-08-01,4,4,0,1,4,5,9
TARABUCO,chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,0,2,0,2,2
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2010-08-01,1,0,0,0,1,0,1
TOMAVE,chagas,tratamientos de 15 anos y mas,2010-08-01,0,1,0,0,0,1,1
TOMINA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,0,11,29,11,29,40
TORO TORO,chagas,tratamientos de 15 anos y mas,2010-08-01,3,3,0,0,3,3,6
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-08-01,12,29,17,27,29,56,85
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2010-08-01,9,13,0,0,9,13,22
YACUIBA,chagas,tratamientos de 15 anos y mas,2010-08-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-09-01,60,70,12,3,72,73,145
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-09-01,2,6,3,1,5,7,12
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-09-01,22,37,42,55,64,92,156
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2010-09-01,0,1,0,0,0,1,1
CORIPATA,chagas,tratamientos de 15 anos y mas,2010-09-01,0,1,0,0,0,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-09-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-09-01,8,9,2,3,10,12,22
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-09-01,49,51,2,0,51,51,102
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-09-01,58,56,1,3,59,59,118
POCOATA,chagas,tratamientos de 15 anos y mas,2010-09-01,3,4,0,0,3,4,7
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-09-01,0,1,1,0,1,1,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-09-01,0,4,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-09-01,0,0,4,1,4,1,5
TARABUCO,chagas,tratamientos de 15 anos y mas,2010-09-01,0,7,0,0,0,7,7
TARIJA,chagas,tratamientos de 15 anos y mas,2010-09-01,0,1,0,0,0,1,1
TOMAVE,chagas,tratamientos de 15 anos y mas,2010-09-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-09-01,10,16,24,48,34,64,98
VINTO,chagas,tratamientos de 15 anos y mas,2010-09-01,0,0,1,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-10-01,3,1,1,4,4,5,9
BERMEJO,chagas,tratamientos de 15 anos y mas,2010-10-01,0,0,0,1,0,1,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2010-10-01,2,3,3,1,5,4,9
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-10-01,53,79,29,60,82,139,221
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-10-01,16,19,0,0,16,19,35
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2010-10-01,1,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-10-01,6,1,0,0,6,1,7
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2010-10-01,1,1,0,0,1,1,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-10-01,0,1,0,1,0,2,2
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-10-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-10-01,1,7,3,2,4,9,13
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-10-01,25,33,1,4,26,37,63
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-10-01,8,10,3,2,11,12,23
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2010-10-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2010-10-01,7,14,5,11,12,25,37
RAVELO,chagas,tratamientos de 15 anos y mas,2010-10-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2010-10-01,1,6,0,0,1,6,7
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2010-10-01,0,0,2,8,2,8,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-10-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2010-10-01,10,10,0,0,10,10,20
TUPIZA,chagas,tratamientos de 15 anos y mas,2010-10-01,31,44,12,28,43,72,115
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2010-10-01,2,2,8,7,10,9,19
AIQUILE,chagas,tratamientos de 15 anos y mas,2010-11-01,6,6,32,34,38,40,78
CAPINOTA,chagas,tratamientos de 15 anos y mas,2010-11-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2010-11-01,19,31,4,20,23,51,74
COTAGAITA,chagas,tratamientos de 15 anos y mas,2010-11-01,10,13,1,0,11,13,24
EL TORNO,chagas,tratamientos de 15 anos y mas,2010-11-01,1,6,0,0,1,6,7
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2010-11-01,1,1,0,0,1,1,2
MAIRANA,chagas,tratamientos de 15 anos y mas,2010-11-01,0,0,2,2,2,2,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2010-11-01,0,1,0,0,0,1,1
MONTERO,chagas,tratamientos de 15 anos y mas,2010-11-01,1,0,0,0,1,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2010-11-01,0,1,43,28,43,29,72
PASORAPA,chagas,tratamientos de 15 anos y mas,2010-11-01,0,0,47,50,47,50,97
PORTACHUELO,chagas,tratamientos de 15 anos y mas,2010-11-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2010-11-01,1,1,0,0,1,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2010-11-01,1,3,2,3,3,6,9
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2010-11-01,5,1,0,0,5,1,6
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2010-11-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos de 15 anos y mas,2010-11-01,0,2,0,0,0,2,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2010-11-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2010-11-01,4,0,0,0,4,0,4
TARABUCO,chagas,tratamientos de 15 anos y mas,2010-11-01,1,1,0,0,1,1,2
TARIJA,chagas,tratamientos de 15 anos y mas,2010-11-01,0,0,0,1,0,1,1
