,group,variable,month,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,1,0,0,0,1,0,1
SICAYA,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,0,0,1,1,1,1,2
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,1,1,1,0,2,1,3
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,0,1,0,0,0,1,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,1,0,0,3,1,3,4
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-02-01,1,0,2,2,3,2,5
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,0,2,0,0,0,2,2
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,1,0,0,1,1,2
CARANAVI,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
COLCAPIRHUA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,2,4,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,2,1,0,0,2,1,3
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,1,1,2,1,3
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,0,0,0,1,0,1,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,2,0,0,1,2,3
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2010-03-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,0,1,0,1,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,1,0,1,0,1
CARANAVI,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,2,1,0,2,2,4
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,1,0,1,0,1
COLCAPIRHUA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,1,0,1,0,1
EL VILLAR,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,1,0,0,1,1,2
MACHARETI,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,1,0,0,1,1,2
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,2,0,0,1,2,3
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,0,0,0,1,0,1
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,4,3,1,1,5,4,9
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,2,1,0,0,2,1,3
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,1,1,0,2,1,3
TORO TORO,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,0,1,0,1,1
VILLAZON,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,1,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2010-04-01,0,0,1,0,1,0,1
CAMIRI,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,1,0,0,0,1,1
CHIMORE,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,1,1,1,1,2
MAGDALENA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,13,10,0,0,13,10,23
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,1,4,1,4,5
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,11,12,0,0,11,12,23
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,1,2,1,2,3
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,1,0,1,0,1
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,1,1,2,1,3
URIONDO (A. CONCEPCION),chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,1,0,0,0,1,0,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-05-01,0,1,0,2,0,3,3
CAMARGO,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,0,1,0,2,0,2
CARANAVI,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,2,0,0,0,2,2
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,1,1,0,1,1,2
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,1,0,0,1,1,2
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,3,0,0,1,3,4
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,0,0,0,1,0,1
TIQUIPAYA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,1,1,0,1,1,2,3
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,0,1,0,1,0,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-06-01,0,2,0,0,0,2,2
ALCALA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,0,1,0,1
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,0,1,0,1
CAMARGO,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,0,0,1,0,1,0,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,1,0,2,0,2
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,3,0,0,1,3,4
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,0,1,0,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,0,1,0,1
PUNATA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,0,0,0,1,0,1,1
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,0,1,0,0,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-07-01,1,0,0,2,1,2,3
ALCALA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,0,0,1,0,1,1
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,1,0,0,0,1,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,0,0,1,0,1
PUNATA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,0,0,1,0,1
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,1,0,0,0,1,1
TARATA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,1,0,2,0,2
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,0,1,0,1,0,2,2
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-08-01,1,0,1,0,2,0,2
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,1,0,0,0,1,0,1
COLCAPIRHUA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,0,0,0,1,1
MAGDALENA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,3,3,0,0,3,3,6
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,0,1,0,1,0,1
RIBERALTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,71,76,0,0,71,76,147
SAN BORJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,1,1,0,0,1,1,2
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,0,0,0,1,1
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,2,2,0,0,2,2,4
TOMINA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,0,0,0,1,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,1,0,0,0,1,0,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-09-01,0,1,1,1,1,2,3
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,1,0,1,0,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,2,1,0,0,2,1,3
GUAYARAMERIN,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,24,0,0,0,24,24
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,1,0,0,0,1,1
OMEREQUE,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,2,0,1,0,3,3
SIPE SIPE,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,1,0,1,0,1
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,1,0,0,0,1,0,1
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,2,0,2,2,4,2,6
TOMINA,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,1,0,0,0,1,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,0,0,1,0,1,0,1
VILLA SERRANO,chagas,tratamientos rn a menores de 1 ano de edad,2010-10-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,1,1,2,1,3,2,5
CLIZA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,1,0,0,0,1,0,1
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,0,0,1,0,1,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,1,0,0,0,1,1
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,1,0,0,1,1,1,2
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,1,1,0,0,1,1,2
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,2,1,1,0,3,1,4
URIONDO (A. CONCEPCION),chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,0,0,1,0,1,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,0,1,0,0,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2010-11-01,1,0,1,0,2,0,2
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2010-12-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2010-12-01,1,1,0,0,1,1,2
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2010-12-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2010-12-01,0,1,0,0,0,1,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2010-12-01,0,1,0,0,0,1,1
