,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ARQUE,atencion odontologica,restauraciones,2021-01-01,3,2,3,5,18,14,8,19,0,4,0,0,0,0,76
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2021-01-01,15,20,25,63,4,18,11,80,1,2,0,0,0,0,239
ATOCHA,atencion odontologica,restauraciones,2021-01-01,9,7,49,52,34,53,63,62,0,4,0,0,0,0,333
AUCAPATA,atencion odontologica,restauraciones,2021-01-01,3,0,0,1,3,4,5,12,0,0,0,0,0,0,28
AYATA,atencion odontologica,restauraciones,2021-01-01,0,3,6,4,9,20,10,27,1,2,0,0,0,0,82
AYO AYO,atencion odontologica,restauraciones,2021-01-01,2,2,3,4,24,5,2,4,5,0,0,0,0,0,51
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2021-01-01,2,0,13,37,12,36,36,42,3,4,0,0,0,0,185
AZURDUY,atencion odontologica,restauraciones,2021-01-01,3,0,25,8,28,31,9,43,0,1,0,0,0,0,148
BATALLAS,atencion odontologica,restauraciones,2021-01-01,0,1,0,2,6,0,0,2,1,1,0,0,0,0,13
BAURES,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,restauraciones,2021-01-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
BERMEJO,atencion odontologica,restauraciones,2021-01-01,4,3,7,11,19,14,21,56,10,0,0,0,0,0,145
BETANZOS,atencion odontologica,restauraciones,2021-01-01,16,26,31,43,41,63,38,133,9,2,0,0,0,0,402
BOLIVAR,atencion odontologica,restauraciones,2021-01-01,1,1,2,1,10,4,4,8,0,0,0,0,0,0,31
BOYUIBE,atencion odontologica,restauraciones,2021-01-01,0,2,4,0,0,9,17,11,0,1,0,0,0,0,44
BUENA VISTA,atencion odontologica,restauraciones,2021-01-01,1,2,4,21,19,19,2,14,2,1,0,0,0,0,85
CABEZAS,atencion odontologica,restauraciones,2021-01-01,12,15,17,15,5,6,6,29,4,0,0,0,0,0,109
CAIROMA,atencion odontologica,restauraciones,2021-01-01,0,0,2,9,3,3,6,9,0,0,0,0,0,0,32
"CAIZA ""D""",atencion odontologica,restauraciones,2021-01-01,0,2,5,1,1,6,6,22,1,1,0,0,0,0,45
CAJUATA,atencion odontologica,restauraciones,2021-01-01,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,7,5,0,0,0,0,0,0,12
CALAMARCA,atencion odontologica,restauraciones,2021-01-01,9,1,7,12,25,14,14,16,2,0,0,0,0,0,100
CAMARGO,atencion odontologica,restauraciones,2021-01-01,0,5,9,15,3,26,12,20,0,2,0,0,0,0,92
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2021-01-01,0,0,6,1,4,11,5,29,0,0,0,0,0,0,56
CAMIRI,atencion odontologica,restauraciones,2021-01-01,4,22,4,10,3,18,5,41,7,1,0,0,0,0,115
CAPINOTA,atencion odontologica,restauraciones,2021-01-01,16,31,35,63,19,26,26,58,10,7,0,0,0,0,291
CAQUIAVIRI,atencion odontologica,restauraciones,2021-01-01,0,7,3,4,11,2,2,4,2,0,0,0,0,0,35
CARACOLLO,atencion odontologica,restauraciones,2021-01-01,20,17,39,31,11,19,20,70,9,0,0,0,0,0,236
CARANAVI,atencion odontologica,restauraciones,2021-01-01,11,9,39,33,20,32,8,72,9,0,0,0,0,0,233
CARAPARI,atencion odontologica,restauraciones,2021-01-01,4,8,31,47,22,38,50,93,0,0,0,0,0,0,293
CARIPUYO,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,0,3,7,6,0,0,0,0,0,0,18
CATACORA,atencion odontologica,restauraciones,2021-01-01,1,1,2,0,3,1,3,0,0,0,0,0,0,0,11
CHACARILLA,atencion odontologica,restauraciones,2021-01-01,1,5,6,3,0,5,1,0,0,0,0,0,0,0,21
CHALLAPATA,atencion odontologica,restauraciones,2021-01-01,31,30,75,69,67,64,72,167,7,12,0,0,0,0,594
CHAQUI,atencion odontologica,restauraciones,2021-01-01,4,0,7,3,11,18,0,22,1,1,0,0,0,0,67
CHARAGUA,atencion odontologica,restauraciones,2021-01-01,0,5,10,3,6,2,5,18,0,0,0,0,0,0,49
CHARAÑA,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,3,2,3,0,0,0,0,0,0,8
CHAYANTA,atencion odontologica,restauraciones,2021-01-01,4,3,0,0,6,2,8,17,1,0,0,0,0,0,41
CHIMORE,atencion odontologica,restauraciones,2021-01-01,5,7,9,22,14,30,31,49,0,5,0,0,0,0,172
CHIPAYA,atencion odontologica,restauraciones,2021-01-01,0,2,0,0,13,0,0,2,0,0,0,0,0,0,17
CHUA COCANI,atencion odontologica,restauraciones,2021-01-01,0,0,1,1,0,3,2,3,0,0,0,0,0,0,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2021-01-01,2,0,0,2,0,2,0,0,0,0,0,0,0,0,6
CHUMA,atencion odontologica,restauraciones,2021-01-01,0,4,29,15,24,25,56,63,2,2,0,0,0,0,220
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2021-01-01,1,4,3,3,4,9,3,18,0,3,0,0,0,0,48
CKOCHAS,atencion odontologica,restauraciones,2021-01-01,3,3,5,4,0,4,4,15,0,1,0,0,0,0,39
CLIZA,atencion odontologica,restauraciones,2021-01-01,12,19,33,24,15,10,17,62,11,7,0,0,0,0,210
COBIJA,atencion odontologica,restauraciones,2021-01-01,0,4,23,27,16,21,32,141,7,2,0,0,0,0,273
COCAPATA,atencion odontologica,restauraciones,2021-01-01,4,16,9,11,8,20,21,15,0,2,0,0,0,0,106
COCHABAMBA,atencion odontologica,restauraciones,2021-01-01,305,360,698,754,335,539,757,1563,341,215,0,0,0,0,5867
COIPASA,atencion odontologica,restauraciones,2021-01-01,0,0,7,11,3,2,0,0,0,0,0,0,0,0,23
COLCAPIRHUA,atencion odontologica,restauraciones,2021-01-01,11,18,22,49,10,15,21,77,4,5,0,0,0,0,232
"COLCHA ""K""",atencion odontologica,restauraciones,2021-01-01,8,5,9,9,1,4,1,20,1,1,0,0,0,0,59
COLLANA,atencion odontologica,restauraciones,2021-01-01,0,6,6,7,14,6,19,5,1,0,0,0,0,0,64
COLOMI,atencion odontologica,restauraciones,2021-01-01,4,4,14,23,20,35,15,30,0,0,0,0,0,0,145
COLPA BELGICA,atencion odontologica,restauraciones,2021-01-01,0,3,0,2,0,1,0,3,0,0,0,0,0,0,9
COLQUECHACA,atencion odontologica,restauraciones,2021-01-01,5,7,23,31,6,39,11,94,0,2,0,0,0,0,218
COLQUENCHA,atencion odontologica,restauraciones,2021-01-01,2,0,10,17,89,13,27,10,0,0,0,0,0,0,168
COLQUIRI,atencion odontologica,restauraciones,2021-01-01,3,0,13,9,35,24,26,30,3,5,0,0,0,0,148
COMANCHE,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
COMARAPA,atencion odontologica,restauraciones,2021-01-01,2,0,13,21,6,14,2,13,2,1,0,0,0,0,74
COMBAYA,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COPACABANA,atencion odontologica,restauraciones,2021-01-01,0,3,2,0,2,2,1,3,0,0,0,0,0,0,13
CORIPATA,atencion odontologica,restauraciones,2021-01-01,1,0,0,0,0,3,0,2,0,0,0,0,0,0,6
CORO CORO,atencion odontologica,restauraciones,2021-01-01,0,0,3,9,0,0,0,5,0,0,0,0,0,0,17
COROICO,atencion odontologica,restauraciones,2021-01-01,1,1,14,12,14,15,22,36,1,1,0,0,0,0,117
CORQUE,atencion odontologica,restauraciones,2021-01-01,4,2,5,10,14,10,5,16,2,5,0,0,0,0,73
COTAGAITA,atencion odontologica,restauraciones,2021-01-01,4,4,11,19,29,31,34,84,8,6,0,0,0,0,230
COTOCA,atencion odontologica,restauraciones,2021-01-01,3,2,17,27,9,9,16,51,2,4,0,0,0,0,140
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,restauraciones,2021-01-01,0,2,10,16,4,23,6,31,2,0,0,0,0,0,94
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2021-01-01,5,7,10,12,9,1,2,15,2,0,0,0,0,0,63
CUEVO,atencion odontologica,restauraciones,2021-01-01,0,0,3,0,3,3,4,13,0,2,0,0,0,0,28
CULPINA,atencion odontologica,restauraciones,2021-01-01,5,4,5,19,3,13,12,27,4,3,0,0,0,0,95
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2021-01-01,4,4,16,25,7,14,10,13,2,0,0,0,0,0,95
CURVA,atencion odontologica,restauraciones,2021-01-01,0,0,2,4,1,6,1,11,0,1,0,0,0,0,26
DESAGUADERO,atencion odontologica,restauraciones,2021-01-01,0,3,0,0,0,0,0,1,2,0,0,0,0,0,6
EL ALTO,atencion odontologica,restauraciones,2021-01-01,128,145,366,330,312,244,303,427,75,38,0,0,0,0,2368
EL CHORO,atencion odontologica,restauraciones,2021-01-01,2,6,6,15,7,0,7,4,0,0,0,0,0,0,47
EL PUENTE(STC),atencion odontologica,restauraciones,2021-01-01,9,4,7,9,9,10,11,20,0,0,0,0,0,0,79
EL PUENTE(TJA),atencion odontologica,restauraciones,2021-01-01,2,0,3,6,1,8,12,35,2,7,0,0,0,0,76
EL TORNO,atencion odontologica,restauraciones,2021-01-01,64,62,6,2,4,39,14,50,6,3,0,0,0,0,250
EL VILLAR,atencion odontologica,restauraciones,2021-01-01,9,0,2,7,2,0,4,14,0,0,0,0,0,0,38
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2021-01-01,0,0,10,13,10,25,10,25,1,1,0,0,0,0,95
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2021-01-01,22,25,34,40,14,46,20,70,5,0,0,0,0,0,276
ESCARA,atencion odontologica,restauraciones,2021-01-01,1,0,0,0,4,0,0,0,0,0,0,0,0,0,5
ESMERALDA,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6
EUCALIPTUS,atencion odontologica,restauraciones,2021-01-01,0,1,2,2,8,2,6,21,2,0,0,0,0,0,44
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2021-01-01,1,4,5,1,1,5,2,9,1,0,0,0,0,0,29
FILADELFIA,atencion odontologica,restauraciones,2021-01-01,0,0,3,0,0,0,7,6,0,0,0,0,0,0,16
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2021-01-01,0,0,4,3,0,5,3,15,0,0,0,0,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2021-01-01,6,3,2,2,10,7,10,22,0,0,0,0,0,0,62
GUANAY,atencion odontologica,restauraciones,2021-01-01,0,0,4,3,3,4,3,20,5,1,0,0,0,0,43
GUAQUI,atencion odontologica,restauraciones,2021-01-01,1,1,2,8,16,5,9,21,7,5,0,0,0,0,75
GUAYARAMERIN,atencion odontologica,restauraciones,2021-01-01,6,6,9,14,2,23,8,27,1,0,0,0,0,0,96
GUTIERREZ,atencion odontologica,restauraciones,2021-01-01,10,0,10,0,2,0,0,1,0,0,0,0,0,0,23
HUACARETA,atencion odontologica,restauraciones,2021-01-01,5,0,1,3,0,0,1,10,0,0,0,0,0,0,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2021-01-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,restauraciones,2021-01-01,5,0,1,3,10,6,5,0,1,1,0,0,0,0,32
HUANUNI,atencion odontologica,restauraciones,2021-01-01,13,13,46,90,56,115,84,141,10,9,0,0,0,0,577
HUARACAJE,atencion odontologica,restauraciones,2021-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUARINA,atencion odontologica,restauraciones,2021-01-01,0,2,2,0,1,2,1,5,4,1,0,0,0,0,18
HUATAJATA,atencion odontologica,restauraciones,2021-01-01,0,0,3,8,1,4,4,13,0,0,0,0,0,0,33
HUAYLLAMARCA,atencion odontologica,restauraciones,2021-01-01,1,0,5,4,1,4,4,4,3,2,0,0,0,0,28
HUMANATA,atencion odontologica,restauraciones,2021-01-01,0,2,1,0,8,10,9,9,1,0,0,0,0,0,40
ICHOCA,atencion odontologica,restauraciones,2021-01-01,7,2,2,0,1,0,4,16,2,0,0,0,0,0,34
ICLA,atencion odontologica,restauraciones,2021-01-01,6,4,16,20,4,13,6,21,0,0,0,0,0,0,90
INCAHUASI,atencion odontologica,restauraciones,2021-01-01,0,1,9,9,25,16,33,29,6,0,0,0,0,0,128
INQUISIVI,atencion odontologica,restauraciones,2021-01-01,0,0,2,1,2,2,5,9,1,1,0,0,0,0,23
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2021-01-01,11,8,15,24,48,18,26,33,0,4,0,0,0,0,187
IXIAMAS,atencion odontologica,restauraciones,2021-01-01,2,1,19,6,1,10,10,29,0,0,0,0,0,0,78
JESUS DE MACHACA,atencion odontologica,restauraciones,2021-01-01,2,3,3,8,12,8,6,16,1,2,0,0,0,0,61
LA ASUNTA,atencion odontologica,restauraciones,2021-01-01,1,14,20,23,30,57,31,67,3,0,0,0,0,0,246
LA PAZ,atencion odontologica,restauraciones,2021-01-01,306,270,567,545,188,280,601,1303,219,114,0,0,0,0,4393
LA RIVERA,atencion odontologica,restauraciones,2021-01-01,0,2,4,5,2,2,0,8,0,0,0,0,0,0,23
LAGUNILLAS,atencion odontologica,restauraciones,2021-01-01,0,0,4,3,0,2,5,17,3,1,0,0,0,0,35
LAJA,atencion odontologica,restauraciones,2021-01-01,14,8,12,31,13,2,4,11,1,0,0,0,0,0,96
LAS CARRERAS,atencion odontologica,restauraciones,2021-01-01,1,0,2,7,2,6,10,27,0,0,0,0,0,0,55
LLALLAGUA,atencion odontologica,restauraciones,2021-01-01,8,4,20,25,39,31,8,78,5,5,0,0,0,0,223
LURIBAY,atencion odontologica,restauraciones,2021-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,restauraciones,2021-01-01,3,3,2,7,16,13,23,8,7,3,0,0,0,0,85
MACHARETI,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,0,0,2,9,0,0,0,0,0,0,13
MAGDALENA,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,1,1,4,1,0,1,0,0,0,0,10
MALLA,atencion odontologica,restauraciones,2021-01-01,0,1,0,1,0,0,1,2,0,0,0,0,0,0,5
MAPIRI,atencion odontologica,restauraciones,2021-01-01,4,3,1,15,1,13,7,4,1,0,0,0,0,0,49
MECAPACA,atencion odontologica,restauraciones,2021-01-01,4,9,12,12,14,9,8,24,4,0,0,0,0,0,96
MIZQUE,atencion odontologica,restauraciones,2021-01-01,24,5,24,34,7,24,11,25,0,0,0,0,0,0,154
MOCOMOCO,atencion odontologica,restauraciones,2021-01-01,0,0,8,2,13,16,27,22,2,3,0,0,0,0,93
MOJINETE,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,2,1,0,1,2,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,restauraciones,2021-01-01,4,4,22,29,3,10,19,42,4,5,0,0,0,0,142
MONTEAGUDO,atencion odontologica,restauraciones,2021-01-01,8,9,5,58,2,73,58,57,1,1,0,0,0,0,272
MONTERO,atencion odontologica,restauraciones,2021-01-01,11,7,31,37,15,31,23,76,5,3,0,0,0,0,239
MORO MORO,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,1,0,8,0,0,0,0,0,0,9
MOROCHATA,atencion odontologica,restauraciones,2021-01-01,0,2,1,8,3,4,1,11,0,0,0,0,0,0,30
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2021-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,restauraciones,2021-01-01,0,4,5,20,11,15,11,26,5,0,0,0,0,0,97
OMEREQUE,atencion odontologica,restauraciones,2021-01-01,4,1,13,19,0,15,10,12,2,0,0,0,0,0,76
ORURO,atencion odontologica,restauraciones,2021-01-01,204,210,379,605,254,440,525,1014,68,71,0,0,0,0,3770
PADCAYA,atencion odontologica,restauraciones,2021-01-01,0,2,1,3,14,8,5,29,0,0,0,0,0,0,62
PADILLA,atencion odontologica,restauraciones,2021-01-01,0,0,15,2,10,49,9,40,30,3,0,0,0,0,158
PAILON,atencion odontologica,restauraciones,2021-01-01,6,5,9,10,15,13,17,47,0,3,0,0,0,0,125
PALCA,atencion odontologica,restauraciones,2021-01-01,6,6,20,35,23,21,36,57,8,4,0,0,0,0,216
PALOS BLANCOS,atencion odontologica,restauraciones,2021-01-01,13,7,9,15,9,13,9,27,1,3,0,0,0,0,106
PAMPA AULLAGAS,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,1,1,0,6,0,1,0,0,0,0,11
PAMPA GRANDE,atencion odontologica,restauraciones,2021-01-01,4,3,5,4,0,15,5,12,0,3,0,0,0,0,51
PAPEL PAMPA,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,1,0,1,9,2,2,0,0,0,0,17
PASORAPA,atencion odontologica,restauraciones,2021-01-01,1,0,30,8,9,12,9,36,1,0,0,0,0,0,106
PATACAMAYA,atencion odontologica,restauraciones,2021-01-01,29,21,48,46,39,35,10,50,0,0,0,0,0,0,278
PAZÑA,atencion odontologica,restauraciones,2021-01-01,1,5,7,8,8,4,5,22,2,0,0,0,0,0,62
PELECHUCO,atencion odontologica,restauraciones,2021-01-01,15,11,8,19,0,10,17,41,7,2,0,0,0,0,130
POCOATA,atencion odontologica,restauraciones,2021-01-01,4,6,9,16,51,13,23,34,1,1,0,0,0,0,158
POCONA,atencion odontologica,restauraciones,2021-01-01,0,0,5,0,0,8,8,20,5,0,0,0,0,0,46
POJO (CBBA),atencion odontologica,restauraciones,2021-01-01,4,9,15,14,2,37,6,21,0,0,0,0,0,0,108
POOPO,atencion odontologica,restauraciones,2021-01-01,9,3,0,14,4,15,6,10,7,3,0,0,0,0,71
PORCO,atencion odontologica,restauraciones,2021-01-01,2,0,0,10,0,9,1,12,0,0,0,0,0,0,34
POROMA,atencion odontologica,restauraciones,2021-01-01,0,2,0,7,2,2,9,11,0,0,0,0,0,0,33
PORONGO,atencion odontologica,restauraciones,2021-01-01,0,1,3,11,9,4,9,8,0,0,0,0,0,0,45
PORTACHUELO,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PORVENIR,atencion odontologica,restauraciones,2021-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,restauraciones,2021-01-01,42,26,106,127,38,102,109,336,8,5,0,0,0,0,899
PRESTO,atencion odontologica,restauraciones,2021-01-01,4,7,13,1,8,13,18,49,2,0,0,0,0,0,115
PUCARA,atencion odontologica,restauraciones,2021-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,restauraciones,2021-01-01,25,20,18,26,21,51,30,111,9,6,0,0,0,0,317
PUERTO ACOSTA,atencion odontologica,restauraciones,2021-01-01,1,1,8,14,8,25,13,30,0,4,0,0,0,0,104
PUERTO CARABUCO,atencion odontologica,restauraciones,2021-01-01,0,3,1,2,8,1,9,7,2,1,0,0,0,0,34
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2021-01-01,0,13,0,4,9,2,3,4,0,0,0,0,0,0,35
PUERTO PEREZ,atencion odontologica,restauraciones,2021-01-01,2,0,1,0,1,0,1,3,0,0,0,0,0,0,8
PUERTO QUIJARRO,atencion odontologica,restauraciones,2021-01-01,0,0,1,3,1,0,2,2,0,0,0,0,0,0,9
PUERTO RICO,atencion odontologica,restauraciones,2021-01-01,0,0,8,11,3,6,8,25,1,1,0,0,0,0,63
PUERTO VILLARROEL,atencion odontologica,restauraciones,2021-01-01,12,6,18,24,22,35,38,35,1,4,0,0,0,0,195
PUNA,atencion odontologica,restauraciones,2021-01-01,1,1,5,2,2,3,4,12,2,2,0,0,0,0,34
PUNATA,atencion odontologica,restauraciones,2021-01-01,59,35,43,89,41,65,60,210,15,7,0,0,0,0,624
QUIABAYA,atencion odontologica,restauraciones,2021-01-01,4,1,3,0,9,2,5,7,1,0,0,0,0,0,32
QUILLACOLLO,atencion odontologica,restauraciones,2021-01-01,70,81,116,184,65,169,202,360,54,13,0,0,0,0,1314
QUIME,atencion odontologica,restauraciones,2021-01-01,5,10,15,6,1,43,3,13,0,0,0,0,0,0,96
QUIRUSILLAS,atencion odontologica,restauraciones,2021-01-01,0,0,1,1,1,0,2,3,0,0,0,0,0,0,8
RAVELO,atencion odontologica,restauraciones,2021-01-01,1,11,1,7,13,12,17,15,3,2,0,0,0,0,82
REYES,atencion odontologica,restauraciones,2021-01-01,0,1,0,6,3,5,17,8,0,0,0,0,0,0,40
RIBERALTA,atencion odontologica,restauraciones,2021-01-01,15,4,2,9,9,7,4,24,1,1,0,0,0,0,76
ROBORE,atencion odontologica,restauraciones,2021-01-01,2,1,3,3,0,3,2,4,0,0,0,0,0,0,18
RURRENABAQUE,atencion odontologica,restauraciones,2021-01-01,7,10,13,22,26,19,24,37,7,2,0,0,0,0,167
SABAYA,atencion odontologica,restauraciones,2021-01-01,3,2,12,3,11,4,12,18,5,2,0,0,0,0,72
SACABA,atencion odontologica,restauraciones,2021-01-01,45,52,92,130,52,60,77,253,35,17,0,0,0,0,813
SACABAMBA,atencion odontologica,restauraciones,2021-01-01,1,2,3,1,1,1,0,7,1,4,0,0,0,0,21
SACACA,atencion odontologica,restauraciones,2021-01-01,8,1,2,6,14,28,6,36,0,0,0,0,0,0,101
SAIPINA,atencion odontologica,restauraciones,2021-01-01,2,0,4,10,3,6,7,27,6,2,0,0,0,0,67
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2021-01-01,8,10,14,16,3,23,18,26,13,18,0,0,0,0,149
SAMAIPATA,atencion odontologica,restauraciones,2021-01-01,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5
SAN ANDRES,atencion odontologica,restauraciones,2021-01-01,0,0,2,2,5,4,12,10,2,0,0,0,0,0,37
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2021-01-01,4,0,5,0,1,5,5,19,1,1,0,0,0,0,41
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,restauraciones,2021-01-01,1,0,2,1,1,9,10,3,1,0,0,0,0,0,28
SAN BORJA,atencion odontologica,restauraciones,2021-01-01,3,7,8,38,6,21,20,46,9,0,0,0,0,0,158
SAN BUENA VENTURA,atencion odontologica,restauraciones,2021-01-01,0,2,2,10,3,5,4,13,0,0,0,0,0,0,39
SAN CARLOS,atencion odontologica,restauraciones,2021-01-01,5,4,6,6,9,14,5,19,1,2,0,0,0,0,71
SAN IGNACIO,atencion odontologica,restauraciones,2021-01-01,3,0,25,42,29,49,18,88,2,6,0,0,0,0,262
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2021-01-01,13,2,18,7,3,12,30,48,6,1,0,0,0,0,140
SAN JAVIER(STC),atencion odontologica,restauraciones,2021-01-01,3,1,4,1,0,1,0,7,2,1,0,0,0,0,20
SAN JOAQUIN,atencion odontologica,restauraciones,2021-01-01,0,0,9,20,4,12,14,27,0,0,0,0,0,0,86
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2021-01-01,0,0,11,7,10,0,0,3,1,0,0,0,0,0,32
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2021-01-01,9,1,31,28,14,21,15,14,2,0,0,0,0,0,135
SAN JULIAN,atencion odontologica,restauraciones,2021-01-01,36,34,23,33,8,14,13,91,0,1,0,0,0,0,253
SAN LORENZO(PND),atencion odontologica,restauraciones,2021-01-01,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8
SAN LORENZO(TJA),atencion odontologica,restauraciones,2021-01-01,1,1,16,17,10,21,15,69,2,0,0,0,0,0,152
SAN LUCAS,atencion odontologica,restauraciones,2021-01-01,2,9,16,34,24,53,26,106,0,1,0,0,0,0,271
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2021-01-01,0,9,8,19,6,28,27,42,6,0,0,0,0,0,145
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2021-01-01,0,2,2,11,0,7,2,6,2,0,0,0,0,0,32
SAN PEDRO,atencion odontologica,restauraciones,2021-01-01,0,0,2,6,5,7,6,24,3,2,0,0,0,0,55
