,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
ARQUE,atencion odontologica,consulta repetida,2021-01-01,0,1,1,4,15,2,5,11,0,2,0,4,0,0,45
ATOCHA,atencion odontologica,consulta repetida,2021-01-01,6,3,22,20,14,31,47,78,16,15,0,0,0,0,252
AYATA,atencion odontologica,consulta repetida,2021-01-01,0,0,5,0,0,2,0,0,0,0,0,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2021-01-01,5,1,6,11,0,9,12,28,1,4,0,0,0,1,78
AZURDUY,atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,4,1,4,9,0,0,0,0,0,0,19
BAURES,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,consulta repetida,2021-01-01,0,0,1,1,4,0,6,11,2,0,0,0,0,0,25
BETANZOS,atencion odontologica,consulta repetida,2021-01-01,4,0,7,4,3,13,3,35,2,0,0,6,0,1,78
BOLIVAR,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,3,1,0,1,0,0,0,0,5
CABEZAS,atencion odontologica,consulta repetida,2021-01-01,0,3,12,1,1,7,4,20,2,0,0,0,0,0,50
CAIROMA,atencion odontologica,consulta repetida,2021-01-01,0,0,3,15,5,9,7,3,0,0,0,0,0,0,42
"CAIZA ""D""",atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,1,2,0,10,0,0,0,0,0,0,14
CALACOTO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,2,4,0,0,0,2,0,2,10
CALAMARCA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,2,2,5,1,0,0,0,0,0,11
CAMARGO,atencion odontologica,consulta repetida,2021-01-01,2,3,2,10,0,12,7,5,0,0,0,0,0,0,41
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2021-01-01,0,0,1,1,3,4,3,17,0,0,0,0,0,0,29
CAMIRI,atencion odontologica,consulta repetida,2021-01-01,0,1,4,4,3,3,6,23,25,1,0,1,0,0,71
CAPINOTA,atencion odontologica,consulta repetida,2021-01-01,1,3,5,4,1,1,1,8,3,1,0,0,0,0,28
CARACOLLO,atencion odontologica,consulta repetida,2021-01-01,8,4,11,7,1,12,9,28,1,1,0,0,0,0,82
CARANAVI,atencion odontologica,consulta repetida,2021-01-01,0,11,5,2,2,1,0,11,0,0,0,0,0,0,32
CARAPARI,atencion odontologica,consulta repetida,2021-01-01,0,7,14,2,1,7,4,13,13,0,0,0,0,0,61
CARIPUYO,atencion odontologica,consulta repetida,2021-01-01,0,6,0,0,0,4,4,6,0,1,0,0,0,1,22
CHALLAPATA,atencion odontologica,consulta repetida,2021-01-01,5,0,5,7,1,2,8,21,2,2,0,0,0,0,53
CHAQUI,atencion odontologica,consulta repetida,2021-01-01,2,0,0,5,4,4,1,7,2,0,0,0,0,0,25
CHARAGUA,atencion odontologica,consulta repetida,2021-01-01,1,0,0,0,1,0,4,8,0,0,0,3,0,2,19
CHARAÑA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CHAYANTA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,3,1,1,3,0,2,0,0,0,0,10
CHIMORE,atencion odontologica,consulta repetida,2021-01-01,0,1,3,3,2,4,5,14,1,0,0,1,0,0,34
CHIPAYA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9
CHUA COCANI,atencion odontologica,consulta repetida,2021-01-01,0,1,2,4,0,5,5,5,0,0,0,0,0,0,22
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5
CHUMA,atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,8,1,8,29,2,0,0,0,0,0,49
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2021-01-01,0,3,0,6,3,7,3,25,6,3,0,0,0,0,56
CKOCHAS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
CLIZA,atencion odontologica,consulta repetida,2021-01-01,0,0,7,6,3,8,1,8,4,0,0,0,0,0,37
COBIJA,atencion odontologica,consulta repetida,2021-01-01,0,1,7,3,10,6,21,37,2,1,0,1,0,0,89
COCAPATA,atencion odontologica,consulta repetida,2021-01-01,22,22,21,19,10,39,23,65,12,13,0,8,0,8,262
COCHABAMBA,atencion odontologica,consulta repetida,2021-01-01,152,143,328,305,227,250,603,925,255,217,0,2,0,0,3407
COIPASA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,consulta repetida,2021-01-01,1,1,1,1,0,4,6,7,2,0,0,0,0,0,23
"COLCHA ""K""",atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,1,3,3,0,1,0,0,0,0,9
COLLANA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,2,4,1,0,0,0,0,0,0,8
COLPA BELGICA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,consulta repetida,2021-01-01,3,3,9,11,1,16,1,45,0,1,0,0,0,0,90
COLQUENCHA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,8,5,3,4,3,0,0,0,0,0,0,23
COLQUIRI,atencion odontologica,consulta repetida,2021-01-01,1,0,8,8,11,24,8,16,1,0,0,0,0,0,77
COMARAPA,atencion odontologica,consulta repetida,2021-01-01,0,0,4,8,2,0,0,3,0,0,0,0,0,0,17
CORIPATA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,2,3,2,0,0,0,0,0,8
CORQUE,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,4,1,1,0,0,0,0,6
COTAGAITA,atencion odontologica,consulta repetida,2021-01-01,0,6,6,11,13,9,10,41,8,0,0,0,0,0,104
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2021-01-01,8,47,2,0,0,1,2,5,0,0,0,0,0,0,65
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2021-01-01,0,0,6,3,0,2,1,4,1,0,0,2,0,0,19
CUEVO,atencion odontologica,consulta repetida,2021-01-01,0,1,1,0,2,2,1,16,0,5,0,0,0,0,28
CULPINA,atencion odontologica,consulta repetida,2021-01-01,0,3,1,3,4,7,9,13,4,6,0,0,0,0,50
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2021-01-01,2,0,2,2,0,0,2,4,0,0,0,0,0,0,12
DESAGUADERO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,2,0,1,1,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,consulta repetida,2021-01-01,68,36,74,64,44,42,99,90,20,5,0,5,0,4,551
EL CHORO,atencion odontologica,consulta repetida,2021-01-01,0,0,7,3,1,0,2,8,0,0,0,0,0,0,21
EL PUENTE(STC),atencion odontologica,consulta repetida,2021-01-01,0,0,0,7,1,2,4,6,2,0,0,0,0,0,22
EL PUENTE(TJA),atencion odontologica,consulta repetida,2021-01-01,4,0,2,0,2,2,1,7,1,4,0,0,0,0,23
EL TORNO,atencion odontologica,consulta repetida,2021-01-01,9,5,2,3,1,0,2,2,2,3,0,1,0,2,32
EL VILLAR,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2021-01-01,0,0,7,9,1,9,4,16,5,0,0,0,0,0,51
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ESCARA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4
ESMERALDA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,0,2,1,12,0,2,0,0,0,0,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
GUANAY,atencion odontologica,consulta repetida,2021-01-01,0,0,3,0,8,0,3,12,2,0,0,2,0,0,30
GUAYARAMERIN,atencion odontologica,consulta repetida,2021-01-01,0,1,0,0,1,1,7,1,0,0,0,1,0,0,12
GUTIERREZ,atencion odontologica,consulta repetida,2021-01-01,0,1,0,0,0,4,0,5,0,0,0,0,0,0,10
HUACARETA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,2,5
HUACHACALLA,atencion odontologica,consulta repetida,2021-01-01,1,0,0,1,0,1,2,1,4,1,0,1,0,0,12
HUANUNI,atencion odontologica,consulta repetida,2021-01-01,3,1,20,26,13,41,35,53,1,3,0,0,0,0,196
HUARINA,atencion odontologica,consulta repetida,2021-01-01,0,2,1,0,2,0,0,0,1,0,0,0,0,0,6
HUATAJATA,atencion odontologica,consulta repetida,2021-01-01,0,0,1,3,0,1,1,3,0,1,0,0,0,0,10
HUAYLLAMARCA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUMANATA,atencion odontologica,consulta repetida,2021-01-01,1,4,10,4,12,13,13,12,3,3,0,1,0,0,76
ICHOCA,atencion odontologica,consulta repetida,2021-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ICLA,atencion odontologica,consulta repetida,2021-01-01,0,0,2,2,0,0,0,6,0,0,0,0,0,0,10
INCAHUASI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,1,0,1,5,0,0,0,0,0,0,8
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IXIAMAS,atencion odontologica,consulta repetida,2021-01-01,1,2,0,1,2,0,2,15,0,0,0,0,0,0,23
LA ASUNTA,atencion odontologica,consulta repetida,2021-01-01,1,2,2,1,3,14,7,15,0,0,0,3,0,0,48
LA PAZ,atencion odontologica,consulta repetida,2021-01-01,86,79,193,162,108,178,362,734,125,81,0,1,0,0,2109
LA RIVERA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LAGUNILLAS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5
LAJA,atencion odontologica,consulta repetida,2021-01-01,1,1,1,1,0,1,0,4,1,0,0,0,0,0,10
LAS CARRERAS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,6,0,3,4,16,0,0,0,0,0,0,29
LLALLAGUA,atencion odontologica,consulta repetida,2021-01-01,15,1,6,37,28,45,3,40,3,4,0,5,0,4,191
MACHACAMARCA,atencion odontologica,consulta repetida,2021-01-01,1,0,7,1,4,2,7,7,0,0,0,0,0,0,29
MACHARETI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
MAGDALENA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MAPIRI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MECAPACA,atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
MIZQUE,atencion odontologica,consulta repetida,2021-01-01,8,1,6,18,1,21,4,13,6,1,0,4,0,0,83
MOCOMOCO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,4,2,0,3,0,0,0,0,0,0,9
MOJOCOYA,atencion odontologica,consulta repetida,2021-01-01,0,9,6,2,4,4,2,16,0,2,0,0,0,0,45
MONTEAGUDO,atencion odontologica,consulta repetida,2021-01-01,0,0,1,1,1,7,2,12,0,0,0,0,0,0,24
MONTERO,atencion odontologica,consulta repetida,2021-01-01,0,2,12,7,4,18,7,34,8,5,0,1,0,0,98
MORO MORO,atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,0,0,1,5,0,1,0,0,0,0,8
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2021-01-01,0,0,2,3,2,3,0,7,7,0,0,1,0,0,25
OMEREQUE,atencion odontologica,consulta repetida,2021-01-01,3,2,12,21,0,13,11,11,3,0,0,0,0,3,79
ORURO,atencion odontologica,consulta repetida,2021-01-01,73,71,195,238,69,190,308,623,65,59,0,30,0,22,1943
PADCAYA,atencion odontologica,consulta repetida,2021-01-01,0,0,2,0,10,8,5,14,0,0,0,0,0,0,39
PADILLA,atencion odontologica,consulta repetida,2021-01-01,0,0,3,0,0,1,0,1,4,1,0,0,0,0,10
PAILON,atencion odontologica,consulta repetida,2021-01-01,27,5,12,10,12,16,12,38,1,6,0,0,0,0,139
PALCA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,1,0,19,0,0,0,0,0,0,21
PALOS BLANCOS,atencion odontologica,consulta repetida,2021-01-01,0,0,2,4,2,4,7,11,1,1,0,0,0,0,32
PAMPA GRANDE,atencion odontologica,consulta repetida,2021-01-01,1,0,0,1,0,2,0,1,0,0,0,0,0,0,5
PASORAPA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6
PAZÑA,atencion odontologica,consulta repetida,2021-01-01,5,2,4,12,2,4,1,17,0,5,0,0,0,0,52
POCOATA,atencion odontologica,consulta repetida,2021-01-01,1,0,0,1,8,4,2,11,1,0,0,3,0,1,32
POCONA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,3,2,4,2,0,0,0,0,0,11
POJO (CBBA),atencion odontologica,consulta repetida,2021-01-01,0,2,5,13,1,11,2,7,0,0,0,0,0,0,41
POOPO,atencion odontologica,consulta repetida,2021-01-01,1,1,0,7,2,13,19,22,4,1,0,1,0,0,71
PORCO,atencion odontologica,consulta repetida,2021-01-01,3,0,0,0,0,2,0,2,0,0,0,0,0,1,8
POROMA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,3,5,1,2,2,0,0,0,0,0,0,13
PORVENIR,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,consulta repetida,2021-01-01,43,39,79,96,27,92,107,308,9,14,0,3,0,2,819
PRESTO,atencion odontologica,consulta repetida,2021-01-01,0,0,3,0,0,1,1,2,0,2,0,0,0,0,9
PUCARANI,atencion odontologica,consulta repetida,2021-01-01,1,1,0,0,0,1,0,7,1,0,0,0,0,0,11
PUERTO ACOSTA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,2,6,0,0,0,0,0,0,0,8
PUERTO CARABUCO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,6,3,1,0,0,0,0,0,10
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2021-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,consulta repetida,2021-01-01,0,0,4,8,1,2,5,16,0,0,0,0,0,0,36
PUERTO SUAREZ,atencion odontologica,consulta repetida,2021-01-01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2021-01-01,1,0,4,2,1,5,7,14,0,0,0,1,0,3,38
PUNA,atencion odontologica,consulta repetida,2021-01-01,1,0,1,3,2,6,1,14,2,0,0,0,0,0,30
PUNATA,atencion odontologica,consulta repetida,2021-01-01,16,19,8,37,10,16,8,36,9,1,0,0,0,0,160
QUIABAYA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,2,1,1,1,0,0,0,0,0,0,5
QUILLACOLLO,atencion odontologica,consulta repetida,2021-01-01,16,19,28,55,36,41,73,110,16,9,0,0,0,0,403
QUIME,atencion odontologica,consulta repetida,2021-01-01,0,4,4,0,1,0,4,1,0,0,0,0,0,0,14
QUIRUSILLAS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,consulta repetida,2021-01-01,0,2,0,0,1,1,1,10,0,1,0,1,0,2,19
REYES,atencion odontologica,consulta repetida,2021-01-01,2,0,1,6,4,2,5,2,0,0,0,0,0,0,22
RIBERALTA,atencion odontologica,consulta repetida,2021-01-01,0,6,17,13,10,8,13,6,7,1,0,1,0,1,83
ROBORE,atencion odontologica,consulta repetida,2021-01-01,0,0,7,7,0,6,7,15,2,6,0,0,0,0,50
RURRENABAQUE,atencion odontologica,consulta repetida,2021-01-01,0,0,2,1,3,2,6,10,1,0,0,0,0,0,25
SABAYA,atencion odontologica,consulta repetida,2021-01-01,1,1,0,0,1,0,0,3,0,3,0,0,0,0,9
SACABA,atencion odontologica,consulta repetida,2021-01-01,8,5,8,9,5,8,29,36,13,4,0,0,0,0,125
SACACA,atencion odontologica,consulta repetida,2021-01-01,0,0,1,4,0,0,0,5,0,0,0,2,0,0,12
SAIPINA,atencion odontologica,consulta repetida,2021-01-01,0,1,0,9,0,5,2,9,0,0,0,0,0,0,26
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2021-01-01,1,1,5,8,1,8,6,25,6,3,0,1,0,0,65
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,consulta repetida,2021-01-01,0,0,2,1,0,7,10,6,1,0,0,0,0,0,27
SAN BORJA,atencion odontologica,consulta repetida,2021-01-01,0,0,2,4,1,0,1,3,0,2,0,0,0,0,13
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5
SAN CARLOS,atencion odontologica,consulta repetida,2021-01-01,2,0,5,10,1,3,4,8,3,0,0,0,0,1,37
SAN IGNACIO,atencion odontologica,consulta repetida,2021-01-01,2,0,3,4,1,8,0,8,0,0,0,0,0,0,26
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2021-01-01,0,0,10,4,2,0,4,9,2,2,0,3,0,0,36
SAN JAVIER(STC),atencion odontologica,consulta repetida,2021-01-01,5,1,0,0,0,0,0,1,0,0,0,0,0,1,8
SAN JOAQUIN,atencion odontologica,consulta repetida,2021-01-01,0,0,2,9,2,7,5,0,0,0,0,0,0,0,25
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2021-01-01,0,0,8,8,6,0,1,2,2,0,0,0,0,0,27
SAN JULIAN,atencion odontologica,consulta repetida,2021-01-01,1,0,2,27,5,0,4,43,0,0,0,0,0,0,82
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2021-01-01,0,0,4,4,0,3,0,15,0,0,0,0,0,0,26
SAN LUCAS,atencion odontologica,consulta repetida,2021-01-01,2,1,0,9,2,32,8,41,0,2,0,0,0,0,97
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2021-01-01,2,1,5,13,4,11,14,27,0,0,0,1,0,0,78
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2021-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,3,2,3,6,7,1,1,0,0,0,0,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2021-01-01,0,1,4,3,0,8,13,41,2,2,0,3,0,4,81
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2021-01-01,0,1,3,9,7,19,16,43,0,1,0,4,0,0,103
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAMON BENI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2021-01-01,8,19,59,69,63,114,369,530,84,65,0,2,0,0,1382
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2021-01-01,0,1,0,0,0,0,1,5,0,0,0,0,0,0,7
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2021-01-01,2,0,0,0,3,2,3,6,1,2,0,0,0,0,19
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SANTIVAÑES,atencion odontologica,consulta repetida,2021-01-01,0,2,1,0,2,4,0,6,1,1,0,0,0,0,17
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,0,0,3,0,3,0,0,0,0,7
SAPAHAQUI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,2,2,7,3,0,0,0,0,0,0,15
SENA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SHINAOTA,atencion odontologica,consulta repetida,2021-01-01,1,2,3,1,0,0,10,0,1,0,0,0,0,0,18
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2021-01-01,0,0,0,1,0,1,4,0,0,0,0,0,0,0,6
SICAYA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,consulta repetida,2021-01-01,6,11,9,26,1,3,0,9,0,0,0,0,0,0,65
SOPACHUY,atencion odontologica,consulta repetida,2021-01-01,0,0,1,5,5,8,6,5,0,1,0,0,0,0,31
SORACACHI,atencion odontologica,consulta repetida,2021-01-01,1,1,10,11,6,1,20,12,2,2,0,0,0,2,68
SORATA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,1,1,0,5,0,0,0,0,0,0,9
SUCRE,atencion odontologica,consulta repetida,2021-01-01,58,40,90,162,50,126,251,516,54,34,0,13,0,0,1394
TACACHI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,6,3,8,2,17,0,1,0,0,0,0,37
TACACOMA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
TACOBAMBA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,3,0,2,0,2,0,0,0,0,0,0,7
TACOPAYA,atencion odontologica,consulta repetida,2021-01-01,0,1,2,3,4,7,7,17,4,8,0,1,0,0,54
TAPACARI,atencion odontologica,consulta repetida,2021-01-01,0,0,1,1,0,3,6,13,0,0,0,0,0,1,25
TARABUCO,atencion odontologica,consulta repetida,2021-01-01,0,2,0,1,0,3,3,7,0,0,0,0,0,0,16
TARACO,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,5
TARATA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,2,1,0,0,8,0,3,0,0,0,0,14
TARIJA,atencion odontologica,consulta repetida,2021-01-01,19,13,43,55,32,79,136,196,25,18,0,0,0,0,616
TARVITA,atencion odontologica,consulta repetida,2021-01-01,1,2,3,13,6,7,7,19,0,0,0,0,0,2,60
TEOPONTE,atencion odontologica,consulta repetida,2021-01-01,0,1,2,1,0,1,1,8,0,0,0,0,0,0,14
TIAHUANACU,atencion odontologica,consulta repetida,2021-01-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
TINGUIPAYA,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TIPUANI,atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5
TIQUIPAYA,atencion odontologica,consulta repetida,2021-01-01,1,8,1,2,0,5,0,6,0,2,0,0,0,1,26
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2021-01-01,2,0,3,3,0,2,3,6,1,1,0,0,0,0,21
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta repetida,2021-01-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,5
