,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,10,8,3,2,0,1,3,0,0,0,0,0,27
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,0,0,4,2,0,1,0,0,0,0,8
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,2,0,0,1,1,0,0,0,0,0,0,7
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,0,0,0,2,0,1,0,0,0,0,4
CULPINA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,5,0,0,3,5,0,4,0,0,0,0,20
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,7,2,31,38,17,14,24,43,9,6,0,0,0,0,191
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,2,2,3,1,0,2,9,5,7,0,0,0,0,32
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,2,0,0,1,1,3,0,0,0,0,0,7
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,5,2,0,2,0,4,0,0,0,0,0,0,13
HUARACAJE,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,3,0,3,1,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,40,36,6,8,10,30,2,4,0,0,0,0,137
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,3,3,6,5,27,3,0,0,0,0,0,49
LAS CARRERAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,4,1,0,1,9,0,0,0,0,0,0,17
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,0,0,1,2,0,3,0,0,0,0,7
MACHACAMARCA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,1,1,0,2,0,0,0,0,0,0,0,6
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,2,1,3,2,3,4,3,3,0,0,0,0,0,0,21
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,1,2,6,1,4,3,4,0,0,0,0,0,0,21
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,4,9,1,4,4,16,4,3,0,0,0,0,45
OKINAWA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,52,75,11,24,52,67,50,15,0,0,0,0,346
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,2,0,0,1,1,2,0,0,0,0,0,8
PORVENIR,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,3,11,5,6,2,11,5,2,0,0,0,0,46
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,1,1,0,0,0,1,0,0,0,0,0,5
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,9,2,0,0,2,3,1,5,0,0,0,0,22
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,6,0,0,3,11,0,0,0,0,0,0,20
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,1,0,0,0,3,0,7,0,0,0,0,0,0,11
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,6,0,6,3,15,0,0,0,0,0,0,33
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,2,5,3,0,1,16,3,2,0,0,0,0,32
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,9,3,3,8,6,15,0,3,0,0,0,0,48
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,7,6,5,3,5,10,0,0,0,0,0,0,36
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,0,0,6,5,3,1,0,0,0,0,16
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,1,0,2,0,9,2,1,0,0,0,0,18
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,1,2,2,2,3,2,0,0,0,0,0,13
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,3,1,0,0,1,5,2,11,4,2,0,0,0,0,29
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,6,2,7,4,41,12,7,0,0,0,0,82
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,3,10,1,1,13,17,6,6,0,0,0,0,58
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,0,1,0,2,1,1,0,0,0,0,0,8
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
SOPACHUY,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,1,1,3,0,1,1,1,0,0,0,0,0,0,8
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,11,15,3,5,14,50,2,3,0,0,0,0,103
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,8,16,10,16,15,24,2,0,0,0,0,0,92
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,11,4,3,0,5,11,0,1,0,0,0,0,35
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,0,0,0,1,1,2,4,3,2,0,0,0,0,14
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,0,0,2,2,1,1,0,0,0,0,7
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,3,3,0,0,4,6,2,2,0,0,0,0,20
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,4,37,33,17,26,22,45,8,8,0,0,0,0,201
VILLA CHARCAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,4,0,1,3,3,0,8,0,0,0,0,20
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,0,1,1,1,1,2,4,4,0,0,0,0,14
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,4,0,0,1,1,2,0,0,0,0,0,0,8
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,5,5,1,2,6,8,1,1,0,0,0,0,29
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,1,3,4,1,0,0,5,5,0,2,0,0,0,0,21
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-01-01,0,0,1,3,1,2,1,4,0,0,0,0,0,0,12
ACACIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,1,0,1,3,2,0,1,0,0,0,0,8
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,6,4,3,2,7,0,0,1,0,0,0,0,23
BELEN DE URMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,1,0,2,2,0,1,9,3,0,0,0,0,0,0,18
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,0,0,0,1,4,0,0,0,0,0,0,6
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,8,4,1,2,4,9,1,2,0,0,0,0,31
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,6,0,0,1,0,0,0,0,0,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,0,0,0,0,0,1,0,2,0,0,0,0,4
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,3,4,11,2,4,4,7,3,4,0,0,0,0,42
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,7,17,16,25,28,10,5,0,0,0,0,109
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,3,0,1,4,0,1,0,0,0,0,0,11
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,2,4,35,14,3,10,13,43,11,3,0,0,0,0,138
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,7,6,0,0,1,8,8,6,0,0,0,0,37
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,5,5,3,2,4,13,3,1,0,0,0,0,36
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,0,1,1,2,0,0,0,0,0,0,0,6
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4
HUARACAJE,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,3,0,3,2,1,0,0,0,0,0,9
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,3,2,26,16,6,14,12,10,5,5,0,0,0,0,99
LAS CARRERAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,1,0,1,1,8,0,1,0,0,0,0,12
LLICA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,2,1,0,0,4,0,1,0,0,0,0,9
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,2,1,1,1,1,1,2,10,1,0,0,0,0,0,20
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,2,7,1,4,1,8,1,0,0,0,0,0,25
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
OKINAWA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,4,0,1,5,15,9,2,1,0,0,0,0,37
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,7,16,7,1,5,5,46,16,7,0,0,0,0,110
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,1,1,0,3,0,0,0,0,5
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,1,0,1,0,16,0,0,0,0,0,0,20
PUNA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,1,7,1,5,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,12,4,0,9,5,1,0,0,0,0,0,33
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,1,1,9,2,0,1,4,8,0,0,0,0,0,0,26
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,2,0,5,6,1,3,4,10,0,2,0,0,0,0,33
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,4,2,4,3,3,5,1,0,0,0,0,23
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,9,11,3,3,1,26,1,0,0,0,0,0,54
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,1,0,0,0,2,4,2,0,0,0,0,9
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,0,0,0,1,2,1,2,0,0,0,0,8
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,0,2,2,0,0,0,0,0,0,0,0,5
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,7,3,0,1,6,13,3,3,0,0,0,0,36
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,4,4,1,0,1,12,5,4,0,0,0,0,31
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,1,4,5,1,1,6,23,4,0,0,0,0,0,45
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,6,2,2,1,2,0,0,0,0,0,0,14
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,2,0,3,2,1,0,0,4,0,0,0,0,0,0,12
SOPACHUY,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,11,7,0,0,5,16,4,2,0,0,0,0,45
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,4,3,3,0,8,16,18,8,2,0,0,0,0,62
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,6,6,1,1,3,10,0,0,0,0,0,0,27
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,2,1,2,0,1,3,0,12,5,1,0,0,0,0,27
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,1,1,1,0,1,1,1,0,0,0,0,6
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,3,4,17,33,3,7,9,28,22,7,0,0,0,0,133
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,2,0,1,1,6,13,3,1,0,0,0,0,27
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,6,6,1,0,2,3,1,2,0,0,0,0,21
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-02-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
ACACIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,1,0,0,2,0,0,0,0,4,1,0,0,0,0,8
AIQUILE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,2,0,0,1,2,0,1,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,3,4,1,2,15,2,4,0,0,0,0,31
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,0,1,1,3,0,0,0,0,0,0,0,7
BOYUIBE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,4,1,0,2,12,3,1,0,0,0,0,25
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,4,6,0,1,3,1,2,1,0,0,0,0,18
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,4,5,1,1,1,2,1,1,0,0,0,0,16
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,4,0,0,3,1,1,0,0,0,0,0,10
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,1,0,2,2,1,0,0,0,0,0,0,7
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,0,3,0,8,7,1,0,0,0,0,0,20
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,2,1,3,3,2,3,0,0,0,0,14
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,2,0,7,5,5,2,3,16,7,2,0,0,0,0,49
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,4,6,13,10,15,35,12,8,0,0,0,0,103
"COLCHA ""K""",atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,8,3,0,2,1,2,0,2,0,0,0,0,18
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,8,9,0,3,1,11,0,0,0,0,0,0,32
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,4,1,2,6,2,1,0,0,0,0,0,16
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,3,3,7,0,0,2,3,0,0,0,0,0,18
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,1,0,0,2,1,4,0,0,0,0,0,8
COTOCA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,0,0,0,0,8,1,0,0,0,0,0,11
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,8,6,38,60,17,26,49,86,38,14,0,0,0,0,342
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,2,5,6,1,2,1,10,17,4,0,0,0,0,48
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,1,7,3,0,6,8,13,0,5,0,0,0,0,43
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,2,0,1,0,5,6,6,0,0,0,0,21
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,5,0,0,2,2,7,2,0,0,0,0,20
HUARACAJE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,2,5,1,0,0,4,3,1,4,0,0,0,0,20
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,7,6,62,53,5,4,46,53,18,15,0,0,0,0,269
LAS CARRERAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,1,1,0,0,3,2,4,0,0,0,0,13
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,6,7,0,2,6,6,2,0,0,0,0,0,29
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,2,0,0,1,4,1,2,0,0,0,0,10
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,9,1,0,8,26,9,0,0,0,0,0,53
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,2,1,2,3,2,0,0,0,0,0,0,10
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,4,1,14,14,7,13,25,38,9,5,0,0,0,0,130
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,0,1,3,3,5,3,1,0,0,0,0,17
PATACAMAYA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,3,2,12,18,7,15,6,36,2,3,0,0,0,0,104
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
POOPO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,5,4,1,0,8,5,3,0,0,0,0,0,26
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,2,0,0,0,3,2,0,0,0,0,0,8
PORVENIR,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,1,6,13,3,1,10,12,3,0,0,0,0,0,49
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,2,2,16,18,4,17,10,29,4,10,0,0,0,0,112
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,1,2,1,2,3,0,2,3,0,0,0,0,0,0,14
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,1,0,1,0,1,3,2,6,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4
