,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
LLALLAGUA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,2,0,1,4,0,1,0,0,0,0,8
MONTEAGUDO,atencion odontologica,rayos x dental,2021-01-01,0,0,0,2,0,2,0,4,0,0,0,0,0,0,8
ORURO,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
PADILLA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,0,1,8,9,0,0,0,0,0,0,19
PORCO,atencion odontologica,rayos x dental,2021-01-01,0,0,2,0,0,0,2,1,0,0,0,0,0,0,5
POROMA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,rayos x dental,2021-01-01,0,0,1,1,0,2,1,1,0,0,0,0,0,0,6
PRESTO,atencion odontologica,rayos x dental,2021-01-01,0,0,2,0,0,0,0,4,0,1,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
SAPAHAQUI,atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,2,0,3,1,0,0,0,0,0,0,7
SIPE SIPE,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
SUCRE,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,3,2,0,1,1,0,0,0,0,0,7
TARABUCO,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
TIAHUANACU,atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,1,2,0,1,0,0,0,0,0,0,5
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TURCO,atencion odontologica,rayos x dental,2021-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
VACAS,atencion odontologica,rayos x dental,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,rayos x dental,2021-01-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,rayos x dental,2021-01-01,0,0,1,0,0,2,3,8,1,1,0,0,0,0,16
YOTALA,atencion odontologica,rayos x dental,2021-01-01,0,0,1,0,0,1,2,1,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,rayos x dental,2021-01-01,0,0,0,1,1,4,1,3,0,0,0,0,0,0,10
ARANI,atencion odontologica,rayos x dental,2021-02-01,0,0,0,2,1,1,1,6,0,0,0,0,0,0,11
AYO AYO,atencion odontologica,rayos x dental,2021-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2021-02-01,0,0,0,2,0,1,0,2,0,1,0,0,0,0,6
CHALLAPATA,atencion odontologica,rayos x dental,2021-02-01,0,0,1,0,0,4,2,4,0,0,0,0,0,0,11
COBIJA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,rayos x dental,2021-02-01,1,0,0,1,0,0,16,17,7,5,0,0,0,0,47
COIPASA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLLANA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,5,0,1,0,0,0,0,6
EL VILLAR,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,0,0,3,4,0,4,0,0,0,0,12
MOJOCOYA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
MONTEAGUDO,atencion odontologica,rayos x dental,2021-02-01,0,1,0,0,0,2,1,3,0,0,0,0,0,0,7
ORURO,atencion odontologica,rayos x dental,2021-02-01,0,0,1,1,1,2,2,10,0,0,0,0,0,0,17
PADILLA,atencion odontologica,rayos x dental,2021-02-01,0,0,1,0,0,0,6,10,0,0,0,0,0,0,17
PASORAPA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
PAZÑA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,2,0,1,1,4,0,2,0,0,0,0,10
POOPO,atencion odontologica,rayos x dental,2021-02-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
PORCO,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
POROMA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,6,0,0,1,1,0,0,0,0,0,0,8
POTOSI,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PRESTO,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
SACABA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,1,2,0,0,1,1,0,0,0,0,5
SAPAHAQUI,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SUCRE,atencion odontologica,rayos x dental,2021-02-01,0,1,1,0,0,0,1,3,2,0,0,0,0,0,8
TACACHI,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2021-02-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,5
TIAHUANACU,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TURCO,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
UYUNI,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
VALLEGRANDE,atencion odontologica,rayos x dental,2021-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
VINTO,atencion odontologica,rayos x dental,2021-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,rayos x dental,2021-02-01,0,0,2,3,3,4,5,18,1,0,0,0,0,0,36
YOTALA,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,0,2,7,6,0,0,0,0,0,0,16
ZUDAÑEZ,atencion odontologica,rayos x dental,2021-02-01,0,0,0,1,1,0,1,5,0,0,0,0,0,0,8
ANTEQUERA,atencion odontologica,rayos x dental,2021-03-01,0,0,2,0,3,0,7,2,0,4,0,0,0,0,18
APOLO,atencion odontologica,rayos x dental,2021-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,rayos x dental,2021-03-01,0,0,1,0,1,0,1,2,0,0,0,0,0,0,5
AYATA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,4,14,1,1,0,0,0,0,20
CHALLAPATA,atencion odontologica,rayos x dental,2021-03-01,0,0,3,0,1,0,0,3,1,0,0,0,0,0,8
COBIJA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,rayos x dental,2021-03-01,0,0,2,2,4,12,44,70,23,6,0,0,0,0,163
COIPASA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2021-03-01,0,0,12,14,4,0,0,14,1,0,0,0,0,0,45
EL PUENTE(TJA),atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7
EL VILLAR,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
LA ASUNTA,atencion odontologica,rayos x dental,2021-03-01,1,0,0,1,1,0,3,2,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LLALLAGUA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
MACHACAMARCA,atencion odontologica,rayos x dental,2021-03-01,0,1,0,4,3,1,6,27,3,6,0,0,0,0,51
MOJOCOYA,atencion odontologica,rayos x dental,2021-03-01,0,0,1,0,0,0,1,4,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,rayos x dental,2021-03-01,0,0,1,1,0,1,2,11,2,0,0,0,0,0,18
ORURO,atencion odontologica,rayos x dental,2021-03-01,0,1,6,4,1,3,11,27,2,2,0,0,0,0,57
PADILLA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,2,6,9,7,0,0,0,0,0,0,24
PASORAPA,atencion odontologica,rayos x dental,2021-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,rayos x dental,2021-03-01,3,0,3,3,0,1,9,14,0,2,0,0,0,0,35
POOPO,atencion odontologica,rayos x dental,2021-03-01,1,0,0,0,0,1,0,5,0,0,0,0,0,0,7
PORCO,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,7
POROMA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,3,0,0,2,5,0,0,0,0,0,0,10
POTOSI,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,2,0,4,0,0,0,0,0,0,6
PRESTO,atencion odontologica,rayos x dental,2021-03-01,0,0,1,1,0,4,1,10,0,2,0,0,0,0,19
SACABA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,2,1,1,1,0,0,0,0,0,0,5
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SUCRE,atencion odontologica,rayos x dental,2021-03-01,1,0,0,0,1,4,2,4,0,0,0,0,0,0,12
TARABUCO,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
TARVITA,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TIAHUANACU,atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,2,2,6,0,0,0,0,0,0,10
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,rayos x dental,2021-03-01,0,0,1,1,4,1,5,6,2,3,0,0,0,0,23
TURCO,atencion odontologica,rayos x dental,2021-03-01,1,0,2,2,2,0,4,4,0,1,0,0,0,0,16
VALLEGRANDE,atencion odontologica,rayos x dental,2021-03-01,0,0,0,1,2,1,1,3,1,1,0,0,0,0,10
VINTO,atencion odontologica,rayos x dental,2021-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,rayos x dental,2021-03-01,0,0,1,0,1,1,3,6,2,0,0,0,0,0,14
YOTALA,atencion odontologica,rayos x dental,2021-03-01,0,0,2,0,1,2,5,18,2,5,0,0,0,0,35
ZUDAÑEZ,atencion odontologica,rayos x dental,2021-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,rayos x dental,2021-04-01,0,0,2,2,2,1,3,8,0,0,0,0,0,0,18
ATOCHA,atencion odontologica,rayos x dental,2021-04-01,0,0,1,1,0,2,0,8,0,0,0,0,0,0,12
AYO AYO,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2021-04-01,0,0,0,3,0,5,3,8,1,2,0,0,0,0,22
CABEZAS,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,2,8,9,2,0,0,0,0,0,22
CAPINOTA,atencion odontologica,rayos x dental,2021-04-01,0,2,2,2,3,1,2,5,4,1,0,0,0,0,22
CHALLAPATA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
CHOQUE COTA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
COCHABAMBA,atencion odontologica,rayos x dental,2021-04-01,13,18,43,45,20,64,185,271,113,52,0,0,0,0,824
COIPASA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,2,0,1,1,0,0,0,0,0,4
COLLANA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLPA BELGICA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
COLQUECHACA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLQUENCHA,atencion odontologica,rayos x dental,2021-04-01,0,1,4,0,0,1,0,1,0,0,0,0,0,0,7
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2021-04-01,2,0,1,8,0,2,1,8,0,0,0,0,0,0,22
EL ALTO,atencion odontologica,rayos x dental,2021-04-01,0,1,0,3,0,2,7,4,0,3,0,0,0,0,20
EL PUENTE(TJA),atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,0,2,10,0,0,0,0,0,0,13
ESMERALDA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
HUANUNI,atencion odontologica,rayos x dental,2021-04-01,0,0,3,7,1,6,26,27,1,1,0,0,0,0,72
LA ASUNTA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,rayos x dental,2021-04-01,0,0,3,5,8,9,14,12,3,4,0,0,0,0,58
LLALLAGUA,atencion odontologica,rayos x dental,2021-04-01,1,0,1,2,0,1,3,4,0,0,0,0,0,0,12
MACHACAMARCA,atencion odontologica,rayos x dental,2021-04-01,2,0,2,1,5,4,7,12,1,2,0,0,0,0,36
MAPIRI,atencion odontologica,rayos x dental,2021-04-01,2,3,4,0,0,0,5,3,1,0,0,0,0,0,18
MOJOCOYA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,2,5,5,1,0,0,0,0,0,14
MONTEAGUDO,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,1,4,5,11,3,3,0,0,0,0,28
ORURO,atencion odontologica,rayos x dental,2021-04-01,2,0,9,13,12,15,30,47,1,3,0,0,0,0,132
PADILLA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,8,13,0,0,0,0,0,0,21
PAZÑA,atencion odontologica,rayos x dental,2021-04-01,0,2,1,1,2,1,0,5,0,0,0,0,0,0,12
POOPO,atencion odontologica,rayos x dental,2021-04-01,0,2,4,5,1,1,6,13,0,1,0,0,0,0,33
POROMA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,1,4,0,3,0,0,0,0,0,0,8
PORONGO,atencion odontologica,rayos x dental,2021-04-01,0,0,2,3,2,1,4,4,1,0,0,0,0,0,17
POTOSI,atencion odontologica,rayos x dental,2021-04-01,0,0,4,6,1,2,2,9,1,0,0,0,0,0,25
PRESTO,atencion odontologica,rayos x dental,2021-04-01,0,1,0,2,0,1,1,15,0,1,0,0,0,0,21
PUERTO RICO,atencion odontologica,rayos x dental,2021-04-01,0,0,1,0,0,5,4,13,2,0,0,0,0,0,25
PUNATA,atencion odontologica,rayos x dental,2021-04-01,1,0,2,1,0,1,2,8,2,3,0,0,0,0,20
QUILLACOLLO,atencion odontologica,rayos x dental,2021-04-01,2,3,12,7,4,6,15,34,9,7,0,0,0,0,99
REYES,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
RIBERALTA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,1,2,3,1,0,0,0,0,0,8
SACABA,atencion odontologica,rayos x dental,2021-04-01,3,3,2,6,2,5,11,10,7,1,0,0,0,0,50
SACACA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,2,1,1,2,0,0,0,0,0,0,6
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
SAN RAMON SCZ,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2021-04-01,26,17,35,35,12,32,188,226,31,33,0,0,0,0,635
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAPAHAQUI,atencion odontologica,rayos x dental,2021-04-01,0,0,3,3,2,1,7,7,0,0,0,0,0,0,23
SUCRE,atencion odontologica,rayos x dental,2021-04-01,1,0,0,0,5,5,12,10,0,0,0,0,0,0,33
TAPACARI,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
TARIJA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARVITA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRINIDAD,atencion odontologica,rayos x dental,2021-04-01,0,0,1,0,0,2,12,6,0,2,0,0,0,0,23
TUPIZA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,1,6,9,0,0,0,0,0,0,17
TURCO,atencion odontologica,rayos x dental,2021-04-01,0,0,2,6,2,0,5,5,2,1,0,0,0,0,23
UNCIA,atencion odontologica,rayos x dental,2021-04-01,0,0,1,1,2,1,0,9,1,0,0,0,0,0,15
UYUNI,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
VALLEGRANDE,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,1,2,3,0,5,0,0,0,0,11
VILLA MONTES,atencion odontologica,rayos x dental,2021-04-01,0,0,1,0,0,1,3,4,0,1,0,0,0,0,10
VILLA RIVERO,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,0,1,5,0,0,0,0,0,0,7
VINTO,atencion odontologica,rayos x dental,2021-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,rayos x dental,2021-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
YOTALA,atencion odontologica,rayos x dental,2021-04-01,1,0,1,0,0,0,1,11,0,3,0,0,0,0,17
AIQUILE,atencion odontologica,rayos x dental,2021-05-01,0,0,0,3,0,3,5,13,2,0,0,0,0,0,26
ANDAMARCA,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,1,2,4,0,1,0,0,0,0,8
ANTEQUERA,atencion odontologica,rayos x dental,2021-05-01,0,2,1,5,0,4,20,30,1,0,0,0,0,0,63
APOLO,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ARANI,atencion odontologica,rayos x dental,2021-05-01,0,0,1,0,0,2,2,9,0,0,0,0,0,0,14
ARQUE,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,rayos x dental,2021-05-01,0,0,0,1,0,2,0,4,0,0,0,0,0,0,7
AYO AYO,atencion odontologica,rayos x dental,2021-05-01,1,0,1,0,0,1,1,4,0,2,0,0,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2021-05-01,0,0,2,0,1,2,0,3,1,0,0,0,0,0,9
BATALLAS,atencion odontologica,rayos x dental,2021-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
CABEZAS,atencion odontologica,rayos x dental,2021-05-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,1,6,7,0,0,0,0,0,0,14
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2021-05-01,0,0,2,1,1,2,3,10,1,0,0,0,0,0,20
CAPINOTA,atencion odontologica,rayos x dental,2021-05-01,0,0,2,6,4,2,1,10,4,0,0,0,0,0,29
CHALLAPATA,atencion odontologica,rayos x dental,2021-05-01,2,0,0,5,0,1,0,7,2,3,0,0,0,0,20
CHARAGUA,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,2,0,4,1,1,0,0,0,0,0,8
CHIMORE,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2021-05-01,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,rayos x dental,2021-05-01,3,7,40,48,29,72,163,336,89,49,0,0,0,0,836
COLQUECHACA,atencion odontologica,rayos x dental,2021-05-01,0,1,2,1,0,3,4,18,0,0,0,0,0,0,29
CORQUE,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,rayos x dental,2021-05-01,0,0,5,5,0,1,11,12,5,1,0,0,0,0,40
CULPINA,atencion odontologica,rayos x dental,2021-05-01,0,2,5,3,10,7,21,27,8,4,0,0,0,0,87
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2021-05-01,1,3,1,4,2,4,2,12,0,1,0,0,0,0,30
EL ALTO,atencion odontologica,rayos x dental,2021-05-01,0,0,1,3,1,1,6,12,1,0,0,0,0,0,25
EL PUENTE(TJA),atencion odontologica,rayos x dental,2021-05-01,0,0,2,0,0,1,0,3,0,0,0,0,0,0,6
EL TORNO,atencion odontologica,rayos x dental,2021-05-01,0,0,0,0,0,0,3,3,5,6,0,0,0,0,17
EL VILLAR,atencion odontologica,rayos x dental,2021-05-01,0,0,1,0,2,1,1,14,1,2,0,0,0,0,22
