,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,0,0,1,6,1,0,0,0,0,0,9
ARANI,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,4,8,1,1,2,7,3,3,0,0,0,0,31
ARBIETO,atencion odontologica,cirugia bucal menor,2021-01-01,2,2,24,25,2,5,4,18,6,5,0,0,0,0,93
ARQUE,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,9,8,6,5,18,21,7,7,0,0,0,0,82
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2021-01-01,7,9,46,69,1,26,7,63,16,17,0,0,0,0,261
ATOCHA,atencion odontologica,cirugia bucal menor,2021-01-01,2,4,17,18,12,13,32,40,20,8,0,0,0,0,166
AUCAPATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,6,5,5,11,20,0,0,0,0,0,0,47
AYATA,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,14,11,6,8,18,34,6,8,0,0,0,0,107
AYO AYO,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,3,6,11,9,1,18,6,4,0,0,0,0,60
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2021-01-01,5,1,18,12,4,7,14,32,4,8,0,0,0,0,105
AZURDUY,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,6,5,1,2,0,70,2,13,0,0,0,0,99
BATALLAS,atencion odontologica,cirugia bucal menor,2021-01-01,2,3,4,7,3,5,11,28,8,13,0,0,0,0,84
BAURES,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
BERMEJO,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,3,5,5,1,11,32,2,1,0,0,0,0,62
BETANZOS,atencion odontologica,cirugia bucal menor,2021-01-01,2,1,26,39,14,16,24,65,20,22,0,0,0,0,229
BOLIVAR,atencion odontologica,cirugia bucal menor,2021-01-01,0,4,13,7,5,6,10,9,4,8,0,0,0,0,66
BOYUIBE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,4,1,0,4,6,5,4,0,0,0,0,29
BUENA VISTA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,4,4,2,2,0,3,3,3,0,0,0,0,22
CABEZAS,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,10,18,4,14,4,32,11,1,0,0,0,0,95
CAIROMA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,7,9,4,8,3,5,1,2,0,0,0,0,40
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2021-01-01,1,0,7,4,1,5,16,25,1,1,0,0,0,0,61
CAJUATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,1,2,2,4,10,4,0,0,0,0,0,27
CALACOTO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,4,0,2,0,3,5,7,0,0,0,0,22
CALAMARCA,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,10,14,9,10,16,16,5,3,0,0,0,0,85
CAMARGO,atencion odontologica,cirugia bucal menor,2021-01-01,3,0,4,6,1,1,6,9,1,5,0,0,0,0,36
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,6,0,0,0,6,0,1,0,0,0,0,17
CAMIRI,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,5,4,3,5,4,13,10,7,0,0,0,0,53
CAPINOTA,atencion odontologica,cirugia bucal menor,2021-01-01,1,3,18,21,1,1,2,5,1,1,0,0,0,0,54
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,3,2,6,8,3,21,5,2,0,0,0,0,52
CARACOLLO,atencion odontologica,cirugia bucal menor,2021-01-01,4,4,20,24,6,5,8,33,3,3,0,0,0,0,110
CARANAVI,atencion odontologica,cirugia bucal menor,2021-01-01,10,2,29,40,11,15,32,55,14,2,0,0,0,0,210
CARAPARI,atencion odontologica,cirugia bucal menor,2021-01-01,3,0,16,25,4,12,26,64,1,1,0,0,0,0,152
CARIPUYO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,4,2,1,2,4,1,2,0,0,0,0,19
CATACORA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,3,3,3,6,1,12,0,1,0,0,0,0,30
CHACARILLA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,2,0,1,2,4,0,1,0,0,0,0,13
CHALLAPATA,atencion odontologica,cirugia bucal menor,2021-01-01,11,3,51,46,13,24,32,50,25,18,0,0,0,0,273
CHAQUI,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,8,7,3,4,3,9,9,8,0,0,0,0,51
CHARAGUA,atencion odontologica,cirugia bucal menor,2021-01-01,1,2,10,11,13,7,18,58,5,3,0,0,0,0,128
CHARAÑA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,1,2,2,3,7,1,1,0,0,0,0,17
CHAYANTA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,14,8,5,2,9,12,2,11,0,0,0,0,63
CHIMORE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,11,9,5,10,2,29,2,0,0,0,0,0,68
CHIPAYA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,6,1,0,0,0,3,0,0,0,0,0,0,10
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,0,0,0,2,2,1,0,0,0,0,6
CHUA COCANI,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,2,5,0,3,3,2,1,0,0,0,0,0,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2021-01-01,1,0,2,4,1,2,1,10,0,0,0,0,0,0,21
CHUMA,atencion odontologica,cirugia bucal menor,2021-01-01,3,4,11,18,9,17,38,34,13,12,0,0,0,0,159
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,3,2,1,5,4,20,1,3,0,0,0,0,40
CKOCHAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,4,6,2,6,11,18,8,3,0,0,0,0,59
CLIZA,atencion odontologica,cirugia bucal menor,2021-01-01,3,1,20,14,3,1,4,20,11,11,0,0,0,0,88
COBIJA,atencion odontologica,cirugia bucal menor,2021-01-01,2,2,18,16,6,8,15,36,4,2,0,0,0,0,109
COCAPATA,atencion odontologica,cirugia bucal menor,2021-01-01,2,5,47,30,8,37,29,64,7,9,0,0,0,0,238
COCHABAMBA,atencion odontologica,cirugia bucal menor,2021-01-01,24,52,156,203,49,54,129,239,83,53,0,0,0,0,1042
COIPASA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,0,1,0,0,0,2,0,0,0,0,0,6
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2021-01-01,0,7,6,17,2,4,3,13,3,1,0,0,0,0,56
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2021-01-01,3,1,3,7,2,3,5,17,2,3,0,0,0,0,46
COLLANA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,2,6,7,5,9,0,0,0,0,0,0,34
COLOMI,atencion odontologica,cirugia bucal menor,2021-01-01,2,3,10,29,7,16,11,11,2,2,0,0,0,0,93
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,cirugia bucal menor,2021-01-01,7,3,10,20,6,25,20,52,4,7,0,0,0,0,154
COLQUENCHA,atencion odontologica,cirugia bucal menor,2021-01-01,3,0,7,10,23,17,15,31,2,2,0,0,0,0,110
COLQUIRI,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,15,8,3,4,11,13,2,8,0,0,0,0,64
COMANCHE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,3,2,6,2,13,3,1,0,0,0,0,34
COMARAPA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,1,0,0,4,2,0,1,0,0,0,0,9
COMBAYA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,0,0,0,0,3,1,0,0,0,0,5
COPACABANA,atencion odontologica,cirugia bucal menor,2021-01-01,0,5,6,6,2,7,1,10,3,2,0,0,0,0,42
CORIPATA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,3,10,5,3,14,8,1,0,0,0,0,0,45
CORO CORO,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,8,4,0,5,5,5,0,2,0,0,0,0,30
COROICO,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,16,17,8,3,12,31,2,2,0,0,0,0,93
CORQUE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,6,3,4,3,14,7,5,0,0,0,0,47
COTAGAITA,atencion odontologica,cirugia bucal menor,2021-01-01,2,2,20,15,7,12,13,48,12,11,0,0,0,0,142
COTOCA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,13,15,12,10,11,42,4,0,0,0,0,0,108
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,0,0,0,1,1,0,0,0,0,0,0,7
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2021-01-01,0,2,3,4,2,1,4,2,1,0,0,0,0,0,19
CUEVO,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,8,1,1,3,2,7,1,0,0,0,0,0,24
CULPINA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,18,11,0,7,8,19,7,13,0,0,0,0,84
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,9,23,9,5,3,5,2,1,0,0,0,0,57
CURVA,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,0,1,0,3,3,4,1,1,0,0,0,0,15
DESAGUADERO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,1,1,0,6,1,1,0,0,0,0,0,15
EL ALTO,atencion odontologica,cirugia bucal menor,2021-01-01,43,35,147,159,47,64,82,180,28,17,0,0,0,0,802
EL CHORO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,6,10,0,4,5,5,0,0,0,0,0,0,30
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2021-01-01,0,1,12,9,3,1,7,27,3,1,0,0,0,0,64
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2021-01-01,1,0,10,13,3,8,15,35,5,4,0,0,0,0,94
EL TORNO,atencion odontologica,cirugia bucal menor,2021-01-01,6,7,7,4,16,22,27,26,22,13,0,0,0,0,150
EL VILLAR,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,1,0,2,1,6,3,0,0,0,0,0,14
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,9,13,10,7,12,46,8,2,0,0,0,0,108
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,7,6,1,2,6,17,8,0,0,0,0,0,49
ESMERALDA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,4,0,0,3,4,1,0,0,0,0,0,16
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,2,0,1,0,5,2,0,0,0,0,0,11
FILADELFIA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,8,10,1,8,9,3,1,0,0,0,0,0,41
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,4,0,2,1,0,3,1,0,0,0,0,0,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2021-01-01,1,3,18,12,5,7,21,9,7,6,0,0,0,0,89
GUANAY,atencion odontologica,cirugia bucal menor,2021-01-01,1,2,6,5,2,4,7,12,1,2,0,0,0,0,42
GUAQUI,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,8,8,6,1,6,29,4,9,0,0,0,0,73
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2021-01-01,2,3,23,24,5,10,14,24,0,3,0,0,0,0,108
GUTIERREZ,atencion odontologica,cirugia bucal menor,2021-01-01,10,0,10,1,0,1,0,0,0,0,0,0,0,0,22
HUACARETA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,2,0,3,1,9,0,0,0,0,0,0,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,8,0,0,1,9,0,0,0,0,0,0,19
HUACHACALLA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,1,11,1,1,1,0,1,0,0,0,0,19
HUANUNI,atencion odontologica,cirugia bucal menor,2021-01-01,2,3,25,23,15,32,23,34,6,5,0,0,0,0,168
HUARACAJE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,2,1,3,0,3,2,0,0,0,0,0,0,11
HUARINA,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,0,0,1,0,1,1,0,1,0,0,0,0,6
HUATAJATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,5,2,1,0,6,8,0,0,0,0,0,0,23
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4
HUMANATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,15,8,11,10,13,10,5,6,0,0,0,0,79
ICHOCA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,2,0,0,5,5,2,4,0,0,0,0,19
ICLA,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,3,6,1,3,2,22,4,3,0,0,0,0,46
INCAHUASI,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,4,9,7,8,11,19,6,3,0,0,0,0,69
INQUISIVI,atencion odontologica,cirugia bucal menor,2021-01-01,1,3,13,16,7,6,14,34,5,9,0,0,0,0,108
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2021-01-01,11,1,22,22,10,18,20,53,12,12,0,0,0,0,181
IXIAMAS,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,10,16,5,11,9,17,11,2,0,0,0,0,83
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,5,9,7,9,4,9,4,2,0,0,0,0,51
LA ASUNTA,atencion odontologica,cirugia bucal menor,2021-01-01,2,2,53,36,26,23,62,69,12,10,0,0,0,0,295
LA GUARDIA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucal menor,2021-01-01,34,25,166,159,39,108,165,297,102,64,0,0,0,0,1159
LA RIVERA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,4,5,12,1,0,0,0,0,0,22
LAJA,atencion odontologica,cirugia bucal menor,2021-01-01,6,1,19,25,18,35,11,60,8,14,0,0,0,0,197
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,2,4,1,0,2,11,0,0,0,0,0,0,20
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,cirugia bucal menor,2021-01-01,0,6,5,27,6,13,4,44,3,8,0,0,0,0,116
LORETO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,1,0,0,1,2,0,2,0,0,0,0,7
LURIBAY,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,1,2,1,0,2,9,2,0,0,0,0,0,19
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,8,1,3,2,4,2,0,4,0,0,0,0,25
MACHARETI,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,4,0,0,1,4,1,0,0,0,0,0,10
MAGDALENA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
MALLA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,0,1,1,0,5,0,0,0,0,0,0,8
MAPIRI,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,4,1,0,5,6,3,0,0,0,0,0,23
MECAPACA,atencion odontologica,cirugia bucal menor,2021-01-01,1,3,5,11,7,8,4,19,7,6,0,0,0,0,71
MINEROS,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,2,3,0,1,1,5,2,1,0,0,0,0,16
MIZQUE,atencion odontologica,cirugia bucal menor,2021-01-01,4,0,9,25,1,7,4,24,8,2,0,0,0,0,84
MOCOMOCO,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,9,20,4,19,27,50,15,7,0,0,0,0,153
MOJINETE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,2,1,0,2,2,14,0,0,0,0,0,0,21
MOJOCOYA,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,8,13,3,4,7,24,4,4,0,0,0,0,68
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,9,14,0,3,19,33,1,0,0,0,0,0,80
MONTERO,atencion odontologica,cirugia bucal menor,2021-01-01,4,5,52,47,8,23,34,77,15,13,0,0,0,0,278
MORO MORO,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,2,1,0,2,1,2,3,3,0,0,0,0,16
MOROCHATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,4,6,4,3,7,9,2,0,0,0,0,0,36
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,4,1,2,1,1,0,0,0,0,0,0,9
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,1,2,1,1,3,1,2,0,0,0,0,16
OCURI,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,5,9,2,7,14,32,12,11,0,0,0,0,93
OKINAWA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,2,0,0,4,0,7,0,0,0,0,0,0,14
OMEREQUE,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,5,6,1,1,2,2,1,0,0,0,0,0,19
ORURO,atencion odontologica,cirugia bucal menor,2021-01-01,22,33,226,270,63,117,168,441,102,46,0,0,0,0,1488
PADCAYA,atencion odontologica,cirugia bucal menor,2021-01-01,4,1,7,7,2,5,11,18,0,1,0,0,0,0,56
PADILLA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,5,2,4,14,26,7,1,0,0,0,0,64
PAILON,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,5,8,0,2,4,21,4,0,0,0,0,0,45
PALCA,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,14,13,12,10,19,22,2,2,0,0,0,0,96
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,11,6,1,4,12,11,2,4,0,0,0,0,53
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2021-01-01,3,0,6,6,1,4,4,16,17,6,0,0,0,0,63
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,1,3,0,4,1,10,4,4,0,0,0,0,28
PASORAPA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,6,0,2,2,8,0,0,0,0,0,0,22
PATACAMAYA,atencion odontologica,cirugia bucal menor,2021-01-01,1,3,20,19,6,17,5,14,1,2,0,0,0,0,88
PAZÑA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,11,7,6,4,3,10,0,2,0,0,0,0,43
PELECHUCO,atencion odontologica,cirugia bucal menor,2021-01-01,1,4,6,2,1,3,11,23,7,5,0,0,0,0,63
POCOATA,atencion odontologica,cirugia bucal menor,2021-01-01,5,1,11,7,9,4,14,22,5,6,0,0,0,0,84
POCONA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,0,1,1,0,6,9,5,0,0,0,0,26
POJO (CBBA),atencion odontologica,cirugia bucal menor,2021-01-01,1,1,5,6,2,4,6,6,0,1,0,0,0,0,32
POOPO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,4,3,3,3,11,1,1,0,0,0,0,29
PORCO,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,5,7,4,4,2,11,2,3,0,0,0,0,39
POROMA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,5,2,1,8,14,3,2,0,0,0,0,35
PORONGO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,8,0,3,4,15,0,2,0,0,0,0,36
PORTACHUELO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,2,2,0,0,1,1,2,0,0,0,0,0,8
PORVENIR,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,9,8,1,3,3,2,1,0,0,0,0,0,29
POTOSI,atencion odontologica,cirugia bucal menor,2021-01-01,18,14,88,115,35,40,68,167,34,34,0,0,0,0,613
PRESTO,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,6,5,0,8,9,13,6,2,0,0,0,0,50
PUCARA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,1,10,0,0,0,0,0,0,11
PUCARANI,atencion odontologica,cirugia bucal menor,2021-01-01,7,2,30,48,29,38,26,87,20,12,0,0,0,0,299
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2021-01-01,2,1,12,8,5,11,19,26,16,23,0,0,0,0,123
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,9,6,6,3,9,18,5,3,0,0,0,0,60
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2021-01-01,2,1,4,8,0,0,5,2,0,0,0,0,0,0,22
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,3,4,0,4,3,12,4,1,0,0,0,0,31
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,1,1,0,2,0,0,1,0,0,0,0,0,5
PUERTO RICO,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,9,3,1,6,14,28,0,0,0,0,0,0,62
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2021-01-01,1,0,6,7,1,1,3,9,0,0,0,0,0,0,28
PUNA,atencion odontologica,cirugia bucal menor,2021-01-01,0,1,4,9,0,3,9,7,14,5,0,0,0,0,52
PUNATA,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,19,23,0,3,6,16,6,4,0,0,0,0,79
QUIABAYA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,8,2,3,6,11,8,0,1,0,0,0,0,39
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2021-01-01,12,7,40,52,11,18,17,53,7,11,0,0,0,0,228
QUIME,atencion odontologica,cirugia bucal menor,2021-01-01,1,1,17,28,10,10,26,17,4,0,0,0,0,0,114
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RAVELO,atencion odontologica,cirugia bucal menor,2021-01-01,0,2,5,4,3,4,7,21,6,6,0,0,0,0,58
REYES,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,5,9,0,6,7,15,0,0,0,0,0,0,42
RIBERALTA,atencion odontologica,cirugia bucal menor,2021-01-01,9,2,38,29,9,13,17,48,16,5,0,0,0,0,186
ROBORE,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,0,2,0,3,4,5,0,0,0,0,0,0,14
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2021-01-01,4,2,5,11,3,2,7,10,4,1,0,0,0,0,49
SABAYA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,9,5,2,10,6,2,2,0,0,0,0,40
SACABA,atencion odontologica,cirugia bucal menor,2021-01-01,3,6,23,38,7,14,17,36,11,13,0,0,0,0,168
SACABAMBA,atencion odontologica,cirugia bucal menor,2021-01-01,0,0,4,2,0,0,2,5,1,5,0,0,0,0,19
SACACA,atencion odontologica,cirugia bucal menor,2021-01-01,2,0,13,9,5,8,11,26,5,3,0,0,0,0,82
