,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ARBIETO,atencion odontologica,periodoncia,2021-01-01,0,0,4,4,7,4,8,21,3,3,0,0,0,0,54
ARQUE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,1,10,0,0,0,0,0,0,12
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2021-01-01,0,0,14,16,2,15,4,34,0,0,0,0,0,0,85
ATOCHA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,1,1,8,20,11,7,0,0,0,0,49
AUCAPATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2021-01-01,0,0,2,0,1,5,3,17,0,0,0,0,0,0,28
AZURDUY,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,1,1,2,5,0,0,0,0,0,0,10
BATALLAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAURES,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,periodoncia,2021-01-01,0,0,0,4,0,0,3,8,0,0,0,0,0,0,15
BERMEJO,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,2,14,3,0,0,0,0,0,20
BETANZOS,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,4,2,1,10,0,0,0,0,0,0,18
BOLIVAR,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
BOYUIBE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CABEZAS,atencion odontologica,periodoncia,2021-01-01,0,0,5,4,2,3,6,4,0,0,0,0,0,0,24
"CAIZA ""D""",atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CALACOTO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
CALAMARCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
CAMARGO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,2,2,10,9,0,0,0,0,0,23
CAPINOTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,1,1,0,5,1,5,0,0,0,0,15
CARACOLLO,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,1,1,6,0,0,0,0,0,0,9
CARANAVI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,6,3,19,0,0,0,0,0,0,29
CARAPARI,atencion odontologica,periodoncia,2021-01-01,0,0,3,1,1,2,9,7,0,1,0,0,0,0,24
CARIPUYO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CHALLAPATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,3,6,5,33,4,2,0,0,0,0,53
CHAQUI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
CHARAGUA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,2,1,2,0,0,0,0,6
CHAYANTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,3,1,1,0,0,0,0,0,5
CHIMORE,atencion odontologica,periodoncia,2021-01-01,0,0,7,4,9,13,4,11,0,0,0,0,0,0,48
CHIPAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,3,4,2,0,0,0,0,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,1,2,4,4,0,0,0,0,0,0,12
CKOCHAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
CLIZA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,3,0,2,6,3,6,0,0,0,0,21
COBIJA,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,1,3,7,16,1,1,0,0,0,0,31
COCAPATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,3,2,0,1,0,0,0,0,0,6
COCHABAMBA,atencion odontologica,periodoncia,2021-01-01,0,0,11,20,38,46,179,287,46,39,0,0,0,0,666
COLCAPIRHUA,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,4,1,9,23,3,2,0,0,0,0,44
"COLCHA ""K""",atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COLLANA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COLOMI,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,3,0,8,9,1,2,0,0,0,0,25
COLPA BELGICA,atencion odontologica,periodoncia,2021-01-01,0,0,2,0,0,2,3,3,0,0,0,0,0,0,10
COLQUECHACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,4,0,3,0,0,0,0,0,0,8
COLQUENCHA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,4,0,1,0,0,0,0,6
COMARAPA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,2,3,4,9,0,1,0,0,0,0,20
COMBAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
COPACABANA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORIPATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CORO CORO,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,0,2,2,0,0,0,0,0,0,0,6
COROICO,atencion odontologica,periodoncia,2021-01-01,0,0,2,1,2,3,4,6,0,0,0,0,0,0,18
CORQUE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,2,1,2,3,0,0,0,0,9
COTAGAITA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,2,4,8,0,1,0,0,0,0,16
COTOCA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,2,5,15,29,1,1,0,0,0,0,54
CRUZ DE MACHACAMARCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,2,0,1,6,0,1,0,0,0,0,12
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2021-01-01,0,0,1,0,1,4,1,5,0,0,0,0,0,0,12
CUEVO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CULPINA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,1,2,5,0,0,0,0,0,0,9
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CURVA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
EL ALTO,atencion odontologica,periodoncia,2021-01-01,0,0,9,9,27,17,35,98,3,3,0,0,0,0,201
EL CHORO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,periodoncia,2021-01-01,0,0,1,1,3,1,3,12,0,0,0,0,0,0,21
EL PUENTE(TJA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
EL TORNO,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,1,13,11,31,3,3,0,0,0,0,64
EL VILLAR,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,4,10,13,25,4,0,0,0,0,0,57
ESCARA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ESMERALDA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
EUCALIPTUS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,6,4,2,0,0,0,0,0,12
GUANAY,atencion odontologica,periodoncia,2021-01-01,0,0,2,0,0,0,1,6,2,1,0,0,0,0,12
GUAYARAMERIN,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,1,3,1,8,0,0,0,0,0,0,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2021-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,periodoncia,2021-01-01,0,0,5,3,10,7,15,16,0,0,0,0,0,0,56
HUATAJATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
HUAYLLAMARCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,2,2,10,3,0,0,0,0,17
HUMANATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
ICHOCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,3,6,0,0,0,0,0,0,10
ICLA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,5,2,4,1,1,0,0,0,0,14
INCAHUASI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,2,7,9,0,1,0,0,0,0,20
IXIAMAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,3,7,14,19,0,1,0,0,0,0,46
LA PAZ,atencion odontologica,periodoncia,2021-01-01,0,0,18,9,36,48,203,267,24,25,0,0,0,0,630
LAGUNILLAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LAJA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,1,2,0,2,1,1,0,0,0,0,8
LAS CARRERAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4
MACHACAMARCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,3,1,1,2,0,1,0,0,0,0,8
MAGDALENA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MAPIRI,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,3,3,6,0,0,0,0,0,0,13
MECAPACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4
MIZQUE,atencion odontologica,periodoncia,2021-01-01,0,0,0,3,1,3,3,9,0,1,0,0,0,0,20
MOCOMOCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
MOJOCOYA,atencion odontologica,periodoncia,2021-01-01,0,0,2,3,1,4,4,10,2,2,0,0,0,0,28
MONTEAGUDO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,6,6,2,0,0,0,0,0,15
MONTERO,atencion odontologica,periodoncia,2021-01-01,0,0,5,7,8,18,20,59,6,4,0,0,0,0,127
MORO MORO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,periodoncia,2021-01-01,0,0,1,2,5,3,6,12,2,0,0,0,0,0,31
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,periodoncia,2021-01-01,0,0,7,12,11,35,75,157,10,6,0,0,0,0,313
PADCAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PADILLA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,3,2,8,0,0,0,0,0,0,14
PAILON,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,1,3,0,6,0,0,0,0,0,0,12
PALCA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
PALOS BLANCOS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,3,2,3,6,0,0,0,0,0,0,14
PAMPA GRANDE,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PAPEL PAMPA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,3,5,10,0,1,0,0,0,0,20
PATACAMAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,2,1,2,8,0,1,0,0,0,0,14
PAZÑA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
PELECHUCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
POCOATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,14,8,20,45,7,10,0,0,0,0,105
POJO (CBBA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,1,1,5,8,13,0,0,0,0,29
PORCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
POROMA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
PORTACHUELO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,periodoncia,2021-01-01,0,0,2,6,4,2,5,25,3,2,0,0,0,0,49
PRESTO,atencion odontologica,periodoncia,2021-01-01,0,0,2,0,1,3,1,2,0,0,0,0,0,0,9
PUCARANI,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,2,1,2,10,0,0,0,0,0,0,16
PUERTO ACOSTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
PUERTO PEREZ,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
PUERTO RICO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,periodoncia,2021-01-01,0,0,2,5,1,4,9,19,0,0,0,0,0,0,40
PUNA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
PUNATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,3,1,2,4,20,1,3,0,0,0,0,34
QUILLACOLLO,atencion odontologica,periodoncia,2021-01-01,0,0,2,6,5,4,29,48,4,3,0,0,0,0,101
QUIME,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,2,0,12,3,0,0,0,0,0,0,18
RAVELO,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,0,4,0,5,0,0,0,0,0,0,11
REYES,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6
RIBERALTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,4,2,22,0,0,0,0,0,0,29
ROBORE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,8,1,0,0,0,0,0,0,9
RURRENABAQUE,atencion odontologica,periodoncia,2021-01-01,0,0,3,7,0,2,2,7,1,1,0,0,0,0,23
SABAYA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
SACABA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,3,5,8,52,3,5,0,0,0,0,76
SACABAMBA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,1,8,1,3,0,0,0,0,14
SACACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
SAIPINA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,1,0,1,3,0,0,0,0,0,0,7
SAN BUENA VENTURA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,5,2,6,0,0,0,0,0,0,14
SAN CARLOS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,2,4,4,1,0,0,0,0,0,12
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,1,1,3,0,3,0,0,0,0,9
SAN JAVIER(BNI),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,periodoncia,2021-01-01,0,0,0,4,2,9,4,9,0,0,0,0,0,0,28
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,3,7,2,1,0,0,0,0,0,0,13
SAN JULIAN,atencion odontologica,periodoncia,2021-01-01,0,0,6,7,0,1,2,5,0,1,0,0,0,0,22
SAN LORENZO(TJA),atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,3,4,0,0,0,0,0,0,8
SAN LUCAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,0,6,7,17,0,0,0,0,0,0,32
SAN MATIAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,2,0,1,0,0,0,0,0,0,0,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,1,0,2,9,1,0,0,0,0,0,14
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,4,7,15,0,2,0,0,0,0,28
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,2,0,3,1,0,1,0,0,0,0,8
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2021-01-01,0,0,10,9,111,12,264,366,36,13,0,0,0,0,821
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,5,4,0,0,0,0,0,0,10
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
SANTIVAÑES,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,4,2,11,1,2,0,0,0,0,20
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAPAHAQUI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
SHINAOTA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,1,6,1,2,0,0,0,0,11
SICAYA,atencion odontologica,periodoncia,2021-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,periodoncia,2021-01-01,0,0,0,2,3,10,5,36,3,4,0,0,0,0,63
SOPACHUY,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
SORACACHI,atencion odontologica,periodoncia,2021-01-01,0,0,1,1,0,2,2,6,0,1,0,0,0,0,13
SORATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SUCRE,atencion odontologica,periodoncia,2021-01-01,0,0,2,3,15,9,41,125,11,5,0,0,0,0,211
TACACOMA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TACOPAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
TAHUA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
TAPACARI,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,0,0,2,4,1,2,0,0,0,0,10
TARABUCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,3,1,8,0,3,0,0,0,0,16
TARATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4
TARIJA,atencion odontologica,periodoncia,2021-01-01,0,0,10,2,8,15,39,63,5,2,0,0,0,0,144
TARVITA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
TEOPONTE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TIAHUANACU,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,5
TIPUANI,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,3,5,6,0,0,0,0,0,0,14
TIRAQUE (CBBA),atencion odontologica,periodoncia,2021-01-01,0,0,0,2,5,5,0,10,0,0,0,0,0,0,22
TOCO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,0,3,5,0,0,0,0,0,0,9
TOLATA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,5
TOLEDO,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4
TOMAVE,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
TOMINA,atencion odontologica,periodoncia,2021-01-01,0,0,0,0,1,2,2,3,0,0,0,0,0,0,8
