,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
BUENA VISTA,malaria,de 5 anos y mas,2016-02-01,1,1,0,0,1,1,2
CARANAVI,malaria,de 5 anos y mas,2016-02-01,2,0,0,0,2,0,2
COBIJA,malaria,de 5 anos y mas,2016-02-01,11,6,0,0,11,6,17
COCHABAMBA,malaria,de 5 anos y mas,2016-02-01,1,1,0,0,1,1,2
CONCEPCION,malaria,de 5 anos y mas,2016-02-01,19,13,0,0,19,13,32
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2016-02-01,4,0,0,0,4,0,4
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-02-01,4,0,0,0,4,0,4
FILADELFIA,malaria,de 5 anos y mas,2016-02-01,4,3,0,0,4,3,7
GUAYARAMERIN,malaria,de 5 anos y mas,2016-02-01,25,23,0,0,25,23,48
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-02-01,3,3,0,0,3,3,6
IXIAMAS,malaria,de 5 anos y mas,2016-02-01,31,17,0,0,31,17,48
MAGDALENA,malaria,de 5 anos y mas,2016-02-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-02-01,8,7,0,0,8,7,15
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-02-01,3,2,0,0,3,2,5
PALOS BLANCOS,malaria,de 5 anos y mas,2016-02-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2016-02-01,10,1,0,0,10,1,11
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-02-01,14,2,0,0,14,2,16
PUERTO RICO,malaria,de 5 anos y mas,2016-02-01,7,5,0,0,7,5,12
REYES,malaria,de 5 anos y mas,2016-02-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2016-02-01,83,48,0,0,83,48,131
SACABA,malaria,de 5 anos y mas,2016-02-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2016-02-01,29,52,0,0,29,52,81
SAN BORJA,malaria,de 5 anos y mas,2016-02-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,malaria,de 5 anos y mas,2016-02-01,2,0,0,0,2,0,2
SAN MATIAS,malaria,de 5 anos y mas,2016-02-01,115,88,0,0,115,88,203
SAN PEDRO(PND),malaria,de 5 anos y mas,2016-02-01,2,1,0,0,2,1,3
SANTA ROSA,malaria,de 5 anos y mas,2016-02-01,0,1,0,0,0,1,1
SENA,malaria,de 5 anos y mas,2016-02-01,86,44,0,0,86,44,130
TEOPONTE,malaria,de 5 anos y mas,2016-02-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,de 5 anos y mas,2016-02-01,2,0,0,0,2,0,2
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-02-01,2,0,0,0,2,0,2
YACUIBA,malaria,de 5 anos y mas,2016-02-01,4,7,0,0,4,7,11
AIQUILE,malaria,de 5 anos y mas,2016-03-01,3,0,0,0,3,0,3
BELLA FLOR,malaria,de 5 anos y mas,2016-03-01,2,1,0,0,2,1,3
BUENA VISTA,malaria,de 5 anos y mas,2016-03-01,1,2,0,0,1,2,3
COBIJA,malaria,de 5 anos y mas,2016-03-01,8,1,0,0,8,1,9
CONCEPCION,malaria,de 5 anos y mas,2016-03-01,21,15,0,0,21,15,36
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-03-01,3,3,0,0,3,3,6
GUAYARAMERIN,malaria,de 5 anos y mas,2016-03-01,29,23,0,0,29,23,52
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-03-01,2,1,0,0,2,1,3
IXIAMAS,malaria,de 5 anos y mas,2016-03-01,24,19,0,0,24,19,43
MAGDALENA,malaria,de 5 anos y mas,2016-03-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-03-01,17,15,0,0,17,15,32
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-03-01,2,3,0,0,2,3,5
PALOS BLANCOS,malaria,de 5 anos y mas,2016-03-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2016-03-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-03-01,5,2,0,0,5,2,7
PUERTO RICO,malaria,de 5 anos y mas,2016-03-01,5,2,0,0,5,2,7
REYES,malaria,de 5 anos y mas,2016-03-01,2,0,0,0,2,0,2
RIBERALTA,malaria,de 5 anos y mas,2016-03-01,118,59,2,1,120,60,180
RURRENABAQUE,malaria,de 5 anos y mas,2016-03-01,5,0,0,0,5,0,5
SAIPINA,malaria,de 5 anos y mas,2016-03-01,31,32,0,0,31,32,63
SAN BORJA,malaria,de 5 anos y mas,2016-03-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,malaria,de 5 anos y mas,2016-03-01,2,0,0,0,2,0,2
SAN JULIAN,malaria,de 5 anos y mas,2016-03-01,1,0,0,0,1,0,1
SAN MATIAS,malaria,de 5 anos y mas,2016-03-01,46,9,0,0,46,9,55
SANTA ROSA,malaria,de 5 anos y mas,2016-03-01,3,0,0,0,3,0,3
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-03-01,3,4,0,0,3,4,7
YACUIBA,malaria,de 5 anos y mas,2016-03-01,11,10,0,0,11,10,21
AIQUILE,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
CARANAVI,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2016-04-01,4,2,0,0,4,2,6
CONCEPCION,malaria,de 5 anos y mas,2016-04-01,26,28,0,0,26,28,54
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-04-01,6,2,0,0,6,2,8
FILADELFIA,malaria,de 5 anos y mas,2016-04-01,2,0,0,0,2,0,2
GUAYARAMERIN,malaria,de 5 anos y mas,2016-04-01,9,4,0,0,9,4,13
IXIAMAS,malaria,de 5 anos y mas,2016-04-01,27,13,0,0,27,13,40
MOJOCOYA,malaria,de 5 anos y mas,2016-04-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-04-01,7,8,0,0,7,8,15
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-04-01,2,1,0,0,2,1,3
PALOS BLANCOS,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
PRESTO,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-04-01,6,2,0,0,6,2,8
PUERTO RICO,malaria,de 5 anos y mas,2016-04-01,1,1,0,0,1,1,2
REYES,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2016-04-01,108,99,0,0,108,99,207
RURRENABAQUE,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2016-04-01,51,103,0,0,51,103,154
SAN BUENA VENTURA,malaria,de 5 anos y mas,2016-04-01,2,1,0,0,2,1,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-04-01,6,1,0,0,6,1,7
SAN MATIAS,malaria,de 5 anos y mas,2016-04-01,72,42,0,0,72,42,114
SAN PEDRO(PND),malaria,de 5 anos y mas,2016-04-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2016-04-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2016-04-01,88,43,0,0,88,43,131
TEOPONTE,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,de 5 anos y mas,2016-04-01,2,0,0,0,2,0,2
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-04-01,2,6,0,0,2,6,8
YACUIBA,malaria,de 5 anos y mas,2016-04-01,1,0,0,0,1,0,1
AIQUILE,malaria,de 5 anos y mas,2016-05-01,0,2,0,0,0,2,2
AZURDUY,malaria,de 5 anos y mas,2016-05-01,0,1,0,0,0,1,1
BAURES,malaria,de 5 anos y mas,2016-05-01,4,0,0,0,4,0,4
BELLA FLOR,malaria,de 5 anos y mas,2016-05-01,4,0,0,0,4,0,4
BERMEJO,malaria,de 5 anos y mas,2016-05-01,1,0,0,0,1,0,1
CARAPARI,malaria,de 5 anos y mas,2016-05-01,1,1,0,0,1,1,2
COBIJA,malaria,de 5 anos y mas,2016-05-01,4,2,0,0,4,2,6
CONCEPCION,malaria,de 5 anos y mas,2016-05-01,24,22,0,0,24,22,46
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2016-05-01,5,3,0,0,5,3,8
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-05-01,5,1,0,0,5,1,6
FILADELFIA,malaria,de 5 anos y mas,2016-05-01,5,3,0,0,5,3,8
GUAYARAMERIN,malaria,de 5 anos y mas,2016-05-01,25,22,0,0,25,22,47
INCAHUASI,malaria,de 5 anos y mas,2016-05-01,2,1,0,0,2,1,3
IXIAMAS,malaria,de 5 anos y mas,2016-05-01,7,7,0,0,7,7,14
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-05-01,17,13,0,0,17,13,30
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-05-01,5,1,0,0,5,1,6
POROMA,malaria,de 5 anos y mas,2016-05-01,4,15,0,0,4,15,19
PORVENIR,malaria,de 5 anos y mas,2016-05-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-05-01,9,0,0,0,9,0,9
PUERTO RICO,malaria,de 5 anos y mas,2016-05-01,7,4,0,0,7,4,11
REYES,malaria,de 5 anos y mas,2016-05-01,1,1,3,0,4,1,5
RIBERALTA,malaria,de 5 anos y mas,2016-05-01,128,67,0,0,128,67,195
RURRENABAQUE,malaria,de 5 anos y mas,2016-05-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2016-05-01,68,66,0,0,68,66,134
SAN BUENA VENTURA,malaria,de 5 anos y mas,2016-05-01,1,0,0,0,1,0,1
SAN JOAQUIN,malaria,de 5 anos y mas,2016-05-01,2,1,0,0,2,1,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-05-01,0,1,0,0,0,1,1
SAN MATIAS,malaria,de 5 anos y mas,2016-05-01,42,40,0,0,42,40,82
SANTA ROSA,malaria,de 5 anos y mas,2016-05-01,3,0,0,0,3,0,3
SENA,malaria,de 5 anos y mas,2016-05-01,64,29,0,0,64,29,93
VILLA MONTES,malaria,de 5 anos y mas,2016-05-01,1,4,0,1,1,5,6
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-05-01,1,0,0,0,1,0,1
YACUIBA,malaria,de 5 anos y mas,2016-05-01,5,3,0,0,5,3,8
BELLA FLOR,malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2016-06-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2016-06-01,26,24,0,0,26,24,50
CUEVO,malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-06-01,8,0,0,0,8,0,8
FILADELFIA,malaria,de 5 anos y mas,2016-06-01,10,1,0,0,10,1,11
GUAYARAMERIN,malaria,de 5 anos y mas,2016-06-01,21,13,0,0,21,13,34
IXIAMAS,malaria,de 5 anos y mas,2016-06-01,19,18,0,0,19,18,37
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-06-01,5,2,0,0,5,2,7
PORVENIR,malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-06-01,6,2,0,0,6,2,8
PUERTO RICO,malaria,de 5 anos y mas,2016-06-01,2,1,0,0,2,1,3
RIBERALTA,malaria,de 5 anos y mas,2016-06-01,94,55,0,0,94,55,149
SAIPINA,malaria,de 5 anos y mas,2016-06-01,89,74,0,0,89,74,163
SAN BORJA,malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-06-01,23,15,0,0,23,15,38
SAN MATIAS,malaria,de 5 anos y mas,2016-06-01,22,18,0,0,22,18,40
SANTA ROSA,malaria,de 5 anos y mas,2016-06-01,1,0,0,0,1,0,1
SENA,malaria,de 5 anos y mas,2016-06-01,59,28,0,0,59,28,87
COBIJA,malaria,de 5 anos y mas,2016-07-01,1,1,0,0,1,1,2
CONCEPCION,malaria,de 5 anos y mas,2016-07-01,26,24,0,0,26,24,50
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-07-01,3,2,0,0,3,2,5
FILADELFIA,malaria,de 5 anos y mas,2016-07-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2016-07-01,14,6,0,0,14,6,20
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-07-01,1,0,0,0,1,0,1
INQUISIVI,malaria,de 5 anos y mas,2016-07-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2016-07-01,5,8,0,0,5,8,13
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-07-01,10,4,0,0,10,4,14
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-07-01,5,0,0,0,5,0,5
PORVENIR,malaria,de 5 anos y mas,2016-07-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-07-01,5,1,0,0,5,1,6
RIBERALTA,malaria,de 5 anos y mas,2016-07-01,137,95,0,1,137,96,233
SAIPINA,malaria,de 5 anos y mas,2016-07-01,50,85,0,0,50,85,135
SAN BORJA,malaria,de 5 anos y mas,2016-07-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2016-07-01,1,0,0,0,1,0,1
SAN MATIAS,malaria,de 5 anos y mas,2016-07-01,51,51,0,0,51,51,102
SANTA ROSA,malaria,de 5 anos y mas,2016-07-01,1,0,0,0,1,0,1
SENA,malaria,de 5 anos y mas,2016-07-01,18,7,0,0,18,7,25
YOTALA,malaria,de 5 anos y mas,2016-07-01,1,1,0,0,1,1,2
AIQUILE,malaria,de 5 anos y mas,2016-08-01,0,1,0,0,0,1,1
BELLA FLOR,malaria,de 5 anos y mas,2016-08-01,4,3,0,0,4,3,7
COBIJA,malaria,de 5 anos y mas,2016-08-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 5 anos y mas,2016-08-01,44,62,0,0,44,62,106
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-08-01,2,2,0,0,2,2,4
FILADELFIA,malaria,de 5 anos y mas,2016-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2016-08-01,3,3,0,0,3,3,6
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-08-01,0,1,0,0,0,1,1
IXIAMAS,malaria,de 5 anos y mas,2016-08-01,7,8,0,0,7,8,15
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-08-01,15,13,0,0,15,13,28
PORVENIR,malaria,de 5 anos y mas,2016-08-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-08-01,2,0,0,0,2,0,2
REYES,malaria,de 5 anos y mas,2016-08-01,3,0,0,1,3,1,4
RIBERALTA,malaria,de 5 anos y mas,2016-08-01,48,20,0,0,48,20,68
SAIPINA,malaria,de 5 anos y mas,2016-08-01,15,31,0,0,15,31,46
SAN BORJA,malaria,de 5 anos y mas,2016-08-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-08-01,9,5,0,0,9,5,14
SAN MATIAS,malaria,de 5 anos y mas,2016-08-01,71,83,0,0,71,83,154
SENA,malaria,de 5 anos y mas,2016-08-01,12,7,0,0,12,7,19
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-08-01,2,1,0,0,2,1,3
YOTALA,malaria,de 5 anos y mas,2016-08-01,5,0,0,1,5,1,6
BELLA FLOR,malaria,de 5 anos y mas,2016-09-01,2,2,0,0,2,2,4
COBIJA,malaria,de 5 anos y mas,2016-09-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2016-09-01,20,15,0,0,20,15,35
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2016-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2016-09-01,4,5,0,0,4,5,9
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-09-01,3,1,0,0,3,1,4
IXIAMAS,malaria,de 5 anos y mas,2016-09-01,6,4,0,0,6,4,10
MAGDALENA,malaria,de 5 anos y mas,2016-09-01,0,1,0,0,0,1,1
MOJOCOYA,malaria,de 5 anos y mas,2016-09-01,10,2,0,0,10,2,12
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-09-01,7,1,0,0,7,1,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-09-01,4,1,0,0,4,1,5
PALOS BLANCOS,malaria,de 5 anos y mas,2016-09-01,0,1,0,0,0,1,1
PORVENIR,malaria,de 5 anos y mas,2016-09-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-09-01,2,0,0,0,2,0,2
RIBERALTA,malaria,de 5 anos y mas,2016-09-01,59,19,0,0,59,19,78
RURRENABAQUE,malaria,de 5 anos y mas,2016-09-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2016-09-01,99,150,0,0,99,150,249
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-09-01,16,6,0,0,16,6,22
SAN MATIAS,malaria,de 5 anos y mas,2016-09-01,67,82,0,0,67,82,149
SANTA ROSA,malaria,de 5 anos y mas,2016-09-01,1,0,0,0,1,0,1
TARVITA,malaria,de 5 anos y mas,2016-09-01,0,0,0,1,0,1,1
YACUIBA,malaria,de 5 anos y mas,2016-09-01,1,4,0,0,1,4,5
AIQUILE,malaria,de 5 anos y mas,2016-10-01,1,0,0,0,1,0,1
BAURES,malaria,de 5 anos y mas,2016-10-01,2,2,0,0,2,2,4
BELLA FLOR,malaria,de 5 anos y mas,2016-10-01,9,3,0,0,9,3,12
COBIJA,malaria,de 5 anos y mas,2016-10-01,0,1,0,0,0,1,1
CONCEPCION,malaria,de 5 anos y mas,2016-10-01,19,11,0,0,19,11,30
GUAYARAMERIN,malaria,de 5 anos y mas,2016-10-01,9,9,0,0,9,9,18
INGAVI (HUMAITA),malaria,de 5 anos y mas,2016-10-01,0,1,0,0,0,1,1
IXIAMAS,malaria,de 5 anos y mas,2016-10-01,5,14,0,1,5,15,20
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-10-01,10,3,0,0,10,3,13
PORVENIR,malaria,de 5 anos y mas,2016-10-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-10-01,1,1,0,0,1,1,2
PUERTO RICO,malaria,de 5 anos y mas,2016-10-01,2,0,0,0,2,0,2
RIBERALTA,malaria,de 5 anos y mas,2016-10-01,63,24,0,0,63,24,87
RURRENABAQUE,malaria,de 5 anos y mas,2016-10-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2016-10-01,317,279,0,0,317,279,596
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-10-01,18,12,0,0,18,12,30
SAN MATIAS,malaria,de 5 anos y mas,2016-10-01,3,7,0,0,3,7,10
SANTA ROSA,malaria,de 5 anos y mas,2016-10-01,7,1,0,0,7,1,8
TRINIDAD,malaria,de 5 anos y mas,2016-10-01,0,0,0,1,0,1,1
VILLA TUNARI,malaria,de 5 anos y mas,2016-10-01,1,0,0,0,1,0,1
YACUIBA,malaria,de 5 anos y mas,2016-10-01,10,15,0,0,10,15,25
BELLA FLOR,malaria,de 5 anos y mas,2016-11-01,10,7,0,0,10,7,17
COBIJA,malaria,de 5 anos y mas,2016-11-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2016-11-01,7,3,0,0,7,3,10
EL ALTO,malaria,de 5 anos y mas,2016-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2016-11-01,10,9,0,0,10,9,19
IXIAMAS,malaria,de 5 anos y mas,2016-11-01,15,11,0,0,15,11,26
LA GUARDIA,malaria,de 5 anos y mas,2016-11-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-11-01,34,19,0,0,34,19,53
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-11-01,9,3,0,0,9,3,12
PORVENIR,malaria,de 5 anos y mas,2016-11-01,3,1,0,0,3,1,4
POSTRER VALLE,malaria,de 5 anos y mas,2016-11-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 5 anos y mas,2016-11-01,5,1,0,0,5,1,6
REYES,malaria,de 5 anos y mas,2016-11-01,0,2,0,0,0,2,2
RIBERALTA,malaria,de 5 anos y mas,2016-11-01,72,28,0,0,72,28,100
SAIPINA,malaria,de 5 anos y mas,2016-11-01,27,56,0,0,27,56,83
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-11-01,24,4,0,0,24,4,28
SAN MATIAS,malaria,de 5 anos y mas,2016-11-01,17,31,0,0,17,31,48
SANTA ROSA,malaria,de 5 anos y mas,2016-11-01,4,0,0,0,4,0,4
TARABUCO,malaria,de 5 anos y mas,2016-11-01,0,0,0,2,0,2,2
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-11-01,1,0,0,0,1,0,1
YOTALA,malaria,de 5 anos y mas,2016-11-01,2,1,0,2,2,3,5
BELLA FLOR,malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2016-12-01,0,5,0,0,0,5,5
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2016-12-01,1,1,0,0,1,1,2
FILADELFIA,malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2016-12-01,11,7,0,0,11,7,18
IXIAMAS,malaria,de 5 anos y mas,2016-12-01,14,18,2,1,16,19,35
MOJOCOYA,malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2016-12-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2016-12-01,5,2,0,0,5,2,7
PALOS BLANCOS,malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
POROMA,malaria,de 5 anos y mas,2016-12-01,0,0,26,36,26,36,62
PORVENIR,malaria,de 5 anos y mas,2016-12-01,5,4,0,0,5,4,9
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2016-12-01,1,1,0,0,1,1,2
PUERTO RICO,malaria,de 5 anos y mas,2016-12-01,0,3,0,0,0,3,3
RIBERALTA,malaria,de 5 anos y mas,2016-12-01,61,41,0,0,61,41,102
SAIPINA,malaria,de 5 anos y mas,2016-12-01,55,62,0,0,55,62,117
SAN JULIAN,malaria,de 5 anos y mas,2016-12-01,0,0,1,2,1,2,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2016-12-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2016-12-01,8,6,0,0,8,6,14
VILLA MONTES,malaria,de 5 anos y mas,2016-12-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2016-12-01,3,0,0,0,3,0,3
