,group,variable,month,DE 1 A MENORES DE 5 AÑOS VIVAX,DE 1 A MENORES DE 5 AÑOS VIVAX,DE 1 A MENORES DE 5 AÑOS FALCIPARUM,DE 1 A MENORES DE 5 AÑOS FALCIPARUM,TOTALES,TOTALES,TOTALES
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-03-01,1,1,0,0,1,1,2
GUANAY,malaria,de 1 a menores de 5 anos,2020-03-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-03-01,3,1,1,0,4,1,5
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-03-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-03-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,de 1 a menores de 5 anos,2020-03-01,0,1,0,0,0,1,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-03-01,2,1,0,0,2,1,3
REYES,malaria,de 1 a menores de 5 anos,2020-03-01,0,1,0,0,0,1,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-03-01,6,3,0,0,6,3,9
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-03-01,1,1,0,0,1,1,2
SENA,malaria,de 1 a menores de 5 anos,2020-03-01,14,6,0,0,14,6,20
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-04-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-04-01,1,2,0,0,1,2,3
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2020-04-01,0,1,0,0,0,1,1
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-04-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-04-01,0,4,0,0,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-04-01,1,2,0,0,1,2,3
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-04-01,4,3,0,0,4,3,7
REYES,malaria,de 1 a menores de 5 anos,2020-04-01,2,2,0,0,2,2,4
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-04-01,7,22,0,0,7,22,29
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-04-01,2,7,0,0,2,7,9
SAN PEDRO(PND),malaria,de 1 a menores de 5 anos,2020-04-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 1 a menores de 5 anos,2020-04-01,1,0,0,0,1,0,1
SENA,malaria,de 1 a menores de 5 anos,2020-04-01,13,8,0,0,13,8,21
VILLA NUEVA (LOMA ALTA),malaria,de 1 a menores de 5 anos,2020-04-01,1,0,0,0,1,0,1
COBIJA,malaria,de 1 a menores de 5 anos,2020-05-01,0,0,0,0,0,0,0
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-05-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-05-01,5,1,0,0,5,1,6
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-05-01,2,1,0,0,2,1,3
MONTERO,malaria,de 1 a menores de 5 anos,2020-05-01,0,0,0,0,0,0,0
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-05-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-05-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-05-01,2,0,0,0,2,0,2
REYES,malaria,de 1 a menores de 5 anos,2020-05-01,2,1,0,0,2,1,3
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-05-01,6,2,0,0,6,2,8
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-05-01,0,2,0,0,0,2,2
SENA,malaria,de 1 a menores de 5 anos,2020-05-01,9,6,0,0,9,6,15
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-06-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-06-01,5,5,0,0,5,5,10
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2020-06-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-06-01,4,2,0,0,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-06-01,1,2,0,0,1,2,3
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-06-01,1,0,0,0,1,0,1
REYES,malaria,de 1 a menores de 5 anos,2020-06-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-06-01,1,2,0,0,1,2,3
SENA,malaria,de 1 a menores de 5 anos,2020-06-01,1,5,0,0,1,5,6
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-07-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-07-01,5,3,0,0,5,3,8
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-07-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-07-01,0,4,0,0,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-07-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-07-01,1,0,0,0,1,0,1
REYES,malaria,de 1 a menores de 5 anos,2020-07-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-07-01,14,11,0,0,14,11,25
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-07-01,1,6,0,0,1,6,7
SENA,malaria,de 1 a menores de 5 anos,2020-07-01,6,5,0,0,6,5,11
COBIJA,malaria,de 1 a menores de 5 anos,2020-08-01,0,0,0,0,0,0,0
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-08-01,1,0,0,0,1,0,1
FILADELFIA,malaria,de 1 a menores de 5 anos,2020-08-01,0,2,0,0,0,2,2
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-08-01,3,3,0,0,3,3,6
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-08-01,5,5,0,0,5,5,10
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-08-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-08-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-08-01,4,1,0,0,4,1,5
REYES,malaria,de 1 a menores de 5 anos,2020-08-01,0,1,0,0,0,1,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-08-01,7,6,0,0,7,6,13
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-08-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 1 a menores de 5 anos,2020-08-01,1,0,0,0,1,0,1
SENA,malaria,de 1 a menores de 5 anos,2020-08-01,0,6,0,0,0,6,6
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-09-01,3,3,0,0,3,3,6
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-09-01,3,1,0,0,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-09-01,2,1,0,0,2,1,3
PUERTO GONZALO MORENO,malaria,de 1 a menores de 5 anos,2020-09-01,0,1,0,0,0,1,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-09-01,5,1,0,0,5,1,6
REYES,malaria,de 1 a menores de 5 anos,2020-09-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-09-01,8,4,0,0,8,4,12
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-09-01,2,2,0,0,2,2,4
SENA,malaria,de 1 a menores de 5 anos,2020-09-01,3,0,0,0,3,0,3
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-10-01,2,3,0,0,2,3,5
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-10-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2020-10-01,0,1,0,0,0,1,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-10-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-10-01,9,5,0,0,9,5,14
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-10-01,2,2,0,0,2,2,4
SENA,malaria,de 1 a menores de 5 anos,2020-10-01,3,0,0,0,3,0,3
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2020-11-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-11-01,2,2,0,0,2,2,4
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2020-11-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 1 a menores de 5 anos,2020-11-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-11-01,4,2,0,0,4,2,6
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-11-01,3,2,0,0,3,2,5
REYES,malaria,de 1 a menores de 5 anos,2020-11-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-11-01,13,10,0,0,13,10,23
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-11-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 1 a menores de 5 anos,2020-11-01,0,1,0,0,0,1,1
SENA,malaria,de 1 a menores de 5 anos,2020-11-01,4,2,0,0,4,2,6
EL TORNO,malaria,de 1 a menores de 5 anos,2020-12-01,2,2,0,0,2,2,4
FILADELFIA,malaria,de 1 a menores de 5 anos,2020-12-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2020-12-01,5,3,0,0,5,3,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 1 a menores de 5 anos,2020-12-01,4,0,0,0,4,0,4
PUERTO RICO,malaria,de 1 a menores de 5 anos,2020-12-01,4,0,0,0,4,0,4
REYES,malaria,de 1 a menores de 5 anos,2020-12-01,1,1,0,0,1,1,2
RIBERALTA,malaria,de 1 a menores de 5 anos,2020-12-01,16,15,0,0,16,15,31
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2020-12-01,2,3,0,0,2,3,5
SANTA ROSA,malaria,de 1 a menores de 5 anos,2020-12-01,2,1,0,0,2,1,3
SENA,malaria,de 1 a menores de 5 anos,2020-12-01,4,5,0,0,4,5,9
