municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,6,6
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,94,94
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,15434,15434
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,14,14
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,94,94
LURIBAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,18,18
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,11,11
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,36,36
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,14,14
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,57,57
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1556,1556
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2778,2778
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,46,46
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,4,4
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,50,50
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,33,33
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,11,11
PORVENIR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1260,1260
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
PUCARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,8,8
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,9,9
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,467,467
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1195,1195
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,394,394
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,601,601
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,8,8
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,26,26
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,635,635
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,4,4
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,35,35
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,142,142
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,67,67
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,23,23
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,41,41
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,10,10
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,7,7
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,8,8
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,11804,11804
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,7,7
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,16,16
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,8,8
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2085,2085
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,47,47
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,4,4
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2951,2951
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,27,27
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,252,252
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
TOLEDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,32,32
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,1382,1382
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,451,451
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,20,20
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,16,16
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,60,60
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,83,83
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,179,179
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,5,5
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,478,478
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,9,9
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,211,211
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,171,171
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,461,461
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,714,714
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,2,2
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-01-01,592,592
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,199,199
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,13,13
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,11,11
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,36,36
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,188,188
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,10,10
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4,4
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,676,676
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,33,33
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,110,110
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,9,9
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,43,43
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,47,47
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,21,21
CATACORA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,32,32
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,55,55
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,5,5
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,11,11
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,42,42
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,12,12
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,142,142
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,103,103
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,6422,6422
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,24,24
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,63,63
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,200,200
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,56,56
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,20,20
CUEVO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,12,12
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4189,4189
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,305,305
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,30,30
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,5,5
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,7,7
GAIOC JATUN AYLLU YURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,26,26
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,18,18
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,59,59
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,206,206
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,6,6
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,6,6
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,86,86
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,15493,15493
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,47,47
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,16,16
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,9,9
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,7,7
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,10,10
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4,4
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,44,44
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1807,1807
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4,4
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2156,2156
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,5,5
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,29,29
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,10,10
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,11,11
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,17,17
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4,4
PORVENIR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,9,9
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1017,1017
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,5,5
PUCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
PUCARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,8,8
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
PUERTO SILES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,424,424
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,3,3
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,916,916
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,350,350
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,2,2
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,421,421
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,12,12
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2023-02-01,45,45
