municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,25,25
CAMIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,338,338
CAPINOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,234,234
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,12,12
CARACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,25,25
CARANAVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,100,100
CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
CARAPARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,103,103
CARIPUYO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
CATACORA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
CHACARILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
CHALLAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,63,63
CHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
CHARAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,70,70
CHAYANTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
CHIMORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,74,74
CHOQUE COTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
CHUA COCANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,23,23
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,66,66
CHUMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,17,17
CLIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
COBIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,356,356
COCAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
COCHABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6753,6753
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,346,346
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,55,55
COLLANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
COLOMI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,46,46
COLPA BELGICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,58,58
COLQUECHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,12,12
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,29,29
COMANCHE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,55,55
COMBAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,17,17
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,42,42
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,102,102
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,21,21
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,185,185
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,103,103
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,369,369
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,48,48
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,14,14
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,50,50
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
CURVA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
DESAGUADERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,10285,10285
EL CHORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,28,28
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,353,353
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,36,36
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,54,54
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,136,136
ESCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,54,54
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,13,13
GAIOC JATUN AYLLU YURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,85,85
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,34,34
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,349,349
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,30,30
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,43,43
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,123,123
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,41,41
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
HUMANATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
ICHOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,29,29
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,47,47
INGAVI (HUMAITA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,15,15
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,46,46
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,35,35
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,78,78
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1114,1114
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,14193,14193
LA RIVERA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,56,56
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,58,58
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,17,17
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,28,28
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,31,31
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,10,10
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,77,77
MALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,55,55
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,120,120
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,105,105
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,27,27
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,34,34
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,130,130
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2378,2378
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,54,54
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3016,3016
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,113,113
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,34,34
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,74,74
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,97,97
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,50,50
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,36,36
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,10,10
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,85,85
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,23,23
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,24,24
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,33,33
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,16,16
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,17,17
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,255,255
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,39,39
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,86,86
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,19,19
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,12,12
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,46,46
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,522,522
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,21,21
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1032,1032
QUIABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1816,1816
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,28,28
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,10,10
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,619,619
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,51,51
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,67,67
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1311,1311
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18,18
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,12,12
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,21,21
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
SAN ANTONIO DE ESMORUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,10,10
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,33,33
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,61,61
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,15,15
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,110,110
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,14,14
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,88,88
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,17,17
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,31,31
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,32,32
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,110,110
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,154,154
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,101,101
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,40,40
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,60,60
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,79,79
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,23,23
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,13,13
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,7,7
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,25,25
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,18283,18283
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,31,31
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2,2
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,9,9
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,34,34
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,179,179
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,100,100
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,38,38
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,57,57
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4265,4265
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,5,5
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,12,12
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,42,42
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,28,28
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,2239,2239
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,50,50
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
TIAHUANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,29,29
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,4,4
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,21,21
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,366,366
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,29,29
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,33,33
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,8,8
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,62,62
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,6,6
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,37,37
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
TRIGAL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,1847,1847
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,292,292
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,23,23
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,62,62
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,11,11
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2023-01-01,110,110
