municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,4,4
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,12,12
SAN JAVIER(BNI),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,1,1
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,4,4
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,1,1
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,3,3
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,16,16
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,421,421
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,1,1
WALDO BALLIVIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,46,46
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,28,28
CLIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,7,7
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,16,16
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,4,4
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,6,6
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,4,4
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,6,6
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,18,18
SAN LORENZO(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,40,40
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,2,2
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,1,1
AYATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,15,15
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,11,11
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,4,4
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,18,18
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,10,10
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,3,3
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,19,19
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,3,3
SORATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,5,5
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,12,12
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-05-01,1,1
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,0,0
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,11,11
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,33,33
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,54,54
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,3,3
INCAHUASI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,50,50
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,3,3
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,8,8
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,11,11
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,2,2
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,26,26
RURRENABAQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,2,2
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
SAN CARLOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,5,5
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,26,26
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,20,20
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-06-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
CALAMARCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,6,6
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,6,6
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,6,6
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,5,5
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,6,6
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,12,12
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,8,8
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,9,9
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,15,15
SAN LORENZO(PND),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,31,31
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,2,2
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,18,18
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,2,2
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-07-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,5,5
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,10,10
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,36,36
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,10,10
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,2,2
MAIRANA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,8,8
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,6,6
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,3,3
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,3,3
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
SAN LORENZO(PND),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,27,27
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,8,8
UNCIA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-08-01,22,22
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,4,4
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,11,11
CHARAÑA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,17,17
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,29,29
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,7,7
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,3,3
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,4,4
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,9,9
PUCARA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,7,7
SACABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,4,4
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,18,18
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-09-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,5,5
CARACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,6,6
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,7,7
CKOCHAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,30,30
COTAGAITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,13,13
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,3,3
GUANAY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,35,35
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,252,252
MIZQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,3,3
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,4,4
MOROCHATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,10,10
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,5,5
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,15,15
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,2,2
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,1,1
RURRENABAQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,2,2
SAN ANDRES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,2,2
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,294,294
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,14,14
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-10-01,121,121
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,15,15
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,25,25
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,4,4
MIZQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,2,2
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,4,4
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,2,2
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,6,6
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,2,2
SANTA ROSA DEL SARA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,11,11
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-11-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,6,6
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,4,4
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,2,2
EXALTACION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,5,5
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,16,16
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,1,1
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2023-12-01,3,3
