municipality,group,variable,month,Vacunaciones fiebre amarilla fuera de servici,TOTAL
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,16,16
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,15,15
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,17,17
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,28,28
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,17,17
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,12,12
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,14,14
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,11,11
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,85,85
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,24,24
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,11,11
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,103,103
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
ICHOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,38,38
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,25,25
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,32,32
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,115,115
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,33,33
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,26,26
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,20,20
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,31,31
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,21,21
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,18,18
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,48,48
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,27,27
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,14,14
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,62,62
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,15,15
PAMPA AULLAGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
PAPEL PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,12,12
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,28,28
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
PORCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,16,16
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,10,10
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,16,16
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,23,23
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,11,11
PUCARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,15,15
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,29,29
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,25,25
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
PUERTO PEREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,12,12
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,21,21
PUERTO SILES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,16,16
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,14,14
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,44,44
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,15,15
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,39,39
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,46,46
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,3,3
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,11,11
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,11,11
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,13,13
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,46,46
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,24,24
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,14,14
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,16,16
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,5,5
SAN PEDRO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,186,186
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,21,21
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,4,4
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,2,2
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,21,21
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,1,1
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,20,20
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,29,29
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,22,22
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,42,42
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,7,7
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,12,12
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,31,31
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,12,12
TARACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,58,58
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,9,9
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,6,6
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla fuera de servici,2007-01-01,8,8
