municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,6,6
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,49,49
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,6,6
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,37,37
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,6,6
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,7,7
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,8,8
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,14,14
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,23,23
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,10,10
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-01-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,7,7
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,50,50
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,50,50
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,9,9
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
PORCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
POROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
PRESTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,8,8
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,7,7
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,5,5
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,12,12
SAN CARLOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,31,31
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,10,10
TARACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
TOLEDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,2,2
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,4,4
VINTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,35,35
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-02-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,2,2
ALTO BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,7,7
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,4,4
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-03-01,2,2
