municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,16,16
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,11,11
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,29,29
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,338,338
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,10,10
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,34,34
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,90,90
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,16,16
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,14,14
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,15,15
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
EXALTACION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,14,14
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,16,16
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,10,10
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,38,38
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,12,12
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,10,10
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,195,195
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,97,97
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,21,21
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,43,43
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,15,15
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,20,20
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,131,131
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,15,15
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,413,413
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,16,16
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,6,6
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,45,45
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,27,27
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,48,48
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,25,25
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,27,27
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,18,18
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,259,259
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,37,37
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,40,40
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,25,25
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,21,21
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,12,12
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,28,28
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,6,6
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,53,53
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,35,35
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,34,34
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,11,11
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,83,83
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,25,25
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,545,545
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,11,11
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,69,69
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,22,22
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,9,9
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,120,120
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,58,58
TIAWANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,38,38
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,49,49
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,14,14
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,8,8
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,20,20
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,17,17
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,45,45
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,22,22
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,3,3
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,16,16
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,13,13
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,24,24
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,23,23
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,7,7
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,14,14
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,129,129
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,22,22
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,21,21
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,4,4
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-01-01,34,34
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,6,6
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,23,23
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,16,16
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,5,5
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,27,27
AUCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,19,19
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,27,27
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,11,11
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,12,12
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,17,17
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,18,18
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,11,11
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,20,20
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,8,8
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,70,70
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,18,18
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,28,28
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,30,30
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,8,8
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,39,39
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,9,9
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,6,6
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,25,25
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,256,256
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,81,81
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,4,4
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,17,17
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,20,20
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,12,12
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,14,14
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,5,5
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,8,8
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,30,30
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,17,17
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,36,36
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,11,11
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,303,303
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,2,2
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,4,4
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,31,31
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,143,143
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,16,16
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,33,33
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,20,20
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,31,31
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,6,6
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,14,14
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-02-01,29,29
