municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,6,6
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,16,16
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,34,34
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,15,15
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,19,19
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-03-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,25,25
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,40,40
MOROCHATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,8,8
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,12,12
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,13,13
TORO TORO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-04-01,2,2
ALTO BENI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,15,15
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,38,38
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
POJO (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,16,16
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,12,12
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,13,13
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,10,10
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-05-01,14,14
ANTEQUERA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,20,20
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,15,15
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,12,12
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,8,8
SABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,6,6
SENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,8,8
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,60,60
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-06-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,5,5
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,27,27
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,23,23
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,22,22
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,3,3
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,9,9
SAN ANDRES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,15,15
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-07-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,19,19
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,18,18
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,13,13
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,12,12
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2016-08-01,3,3
