municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,120,120
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,13,13
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,7,7
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,86,86
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,10,10
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,136,136
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,39,39
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,21,21
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,9,9
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,100,100
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,24,24
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,146,146
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,10,10
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,4250,4250
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,86,86
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,18,18
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,49,49
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,865,865
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,35,35
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,39,39
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,50,50
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,95,95
ESMERALDA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,14,14
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,74,74
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,12,12
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,20,20
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,47,47
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,241,241
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,50,50
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,47,47
HUACHACALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,15,15
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,47,47
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,15,15
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1,1
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,120,120
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,34,34
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,30,30
LA ASUNTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,315,315
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,18,18
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,41,41
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,45,45
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,35,35
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,214,214
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,23,23
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,130,130
MAPIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,30,30
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,20,20
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,57,57
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,30,30
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,218,218
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,565,565
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,43,43
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,90,90
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,74,74
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,2126,2126
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,92,92
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,144,144
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,44,44
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,36,36
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,15,15
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,101,101
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,65,65
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,65,65
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,165,165
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,236,236
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,54,54
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,36,36
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,132,132
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,75,75
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,15,15
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1734,1734
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,121,121
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,10,10
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,50,50
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,55,55
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,104,104
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,500,500
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,159,159
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,148,148
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,672,672
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1657,1657
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,8,8
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,59,59
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,176,176
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,26,26
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,145,145
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,62,62
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,37,37
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,130,130
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,96,96
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,80,80
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,27,27
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,29,29
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,60,60
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,329,329
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,77,77
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,14,14
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,210,210
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,401,401
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,19,19
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,191,191
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,13,13
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,182,182
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,301,301
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,251,251
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,10,10
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,20,20
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,25,25
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,2432,2432
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,5,5
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,156,156
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,40,40
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,89,89
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,65,65
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,13,13
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,370,370
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,101,101
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,241,241
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,70,70
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1370,1370
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,25,25
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,15,15
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,56,56
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,121,121
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,125,125
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,1251,1251
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,207,207
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,42,42
TIAWANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,10,10
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,108,108
TIPUANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,6,6
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,732,732
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,46,46
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,19,19
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,81,81
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,27,27
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,91,91
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,45,45
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,37,37
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,16,16
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,193,193
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,354,354
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,58,58
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,21,21
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,4,4
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,36,36
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,44,44
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,79,79
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,26,26
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,69,69
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,68,68
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,51,51
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,100,100
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,150,150
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,140,140
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,209,209
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,325,325
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,33,33
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,128,128
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,396,396
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,142,142
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,9,9
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,878,878
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,93,93
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-01-01,72,72
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,45,45
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,67,67
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,409,409
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,70,70
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,15,15
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,123,123
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,73,73
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,44,44
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,59,59
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,44,44
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,165,165
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,40,40
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,259,259
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,18,18
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,124,124
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,7,7
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,147,147
BOYUIBE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,24,24
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,152,152
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,98,98
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,92,92
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,75,75
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,48,48
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,64,64
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,314,314
CAPINOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,111,111
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,34,34
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,8,8
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,20,20
CATACORA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,179,179
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,75,75
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,22,22
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,11,11
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,146,146
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,20,20
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-02-01,57,57
