municipality,group,variable,month,Otras actividades,TOTAL
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2019-01-01,21,21
HUMANATA,otras actividades de enfermeria,otras actividades,2019-01-01,7,7
ICHOCA,otras actividades de enfermeria,otras actividades,2019-01-01,8,8
ICLA,otras actividades de enfermeria,otras actividades,2019-01-01,928,928
INCAHUASI,otras actividades de enfermeria,otras actividades,2019-01-01,3,3
INQUISIVI,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2019-01-01,49,49
IXIAMAS,otras actividades de enfermeria,otras actividades,2019-01-01,17,17
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2019-01-01,14,14
LA ASUNTA,otras actividades de enfermeria,otras actividades,2019-01-01,101,101
LA GUARDIA,otras actividades de enfermeria,otras actividades,2019-01-01,1894,1894
LA PAZ,otras actividades de enfermeria,otras actividades,2019-01-01,66998,66998
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2019-01-01,72,72
LAJA,otras actividades de enfermeria,otras actividades,2019-01-01,5,5
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2019-01-01,55,55
LLALLAGUA,otras actividades de enfermeria,otras actividades,2019-01-01,3152,3152
LLICA,otras actividades de enfermeria,otras actividades,2019-01-01,251,251
LORETO,otras actividades de enfermeria,otras actividades,2019-01-01,17,17
LURIBAY,otras actividades de enfermeria,otras actividades,2019-01-01,13,13
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2019-01-01,27,27
MACHARETI,otras actividades de enfermeria,otras actividades,2019-01-01,49,49
MAGDALENA,otras actividades de enfermeria,otras actividades,2019-01-01,456,456
MAIRANA,otras actividades de enfermeria,otras actividades,2019-01-01,710,710
MAPIRI,otras actividades de enfermeria,otras actividades,2019-01-01,9,9
MECAPACA,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
MINEROS,otras actividades de enfermeria,otras actividades,2019-01-01,238,238
MIZQUE,otras actividades de enfermeria,otras actividades,2019-01-01,2224,2224
MOCOMOCO,otras actividades de enfermeria,otras actividades,2019-01-01,19,19
MOJOCOYA,otras actividades de enfermeria,otras actividades,2019-01-01,14,14
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2019-01-01,17768,17768
MONTERO,otras actividades de enfermeria,otras actividades,2019-01-01,170506,170506
MORO MORO,otras actividades de enfermeria,otras actividades,2019-01-01,12,12
MOROCHATA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2019-01-01,1,1
OCURI,otras actividades de enfermeria,otras actividades,2019-01-01,10,10
OKINAWA,otras actividades de enfermeria,otras actividades,2019-01-01,60,60
OMEREQUE,otras actividades de enfermeria,otras actividades,2019-01-01,36,36
ORURO,otras actividades de enfermeria,otras actividades,2019-01-01,45918,45918
PADCAYA,otras actividades de enfermeria,otras actividades,2019-01-01,46,46
PADILLA,otras actividades de enfermeria,otras actividades,2019-01-01,3769,3769
PAILON,otras actividades de enfermeria,otras actividades,2019-01-01,797,797
PALCA,otras actividades de enfermeria,otras actividades,2019-01-01,3,3
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2019-01-01,44,44
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2019-01-01,107,107
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2019-01-01,19,19
PASORAPA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
PATACAMAYA,otras actividades de enfermeria,otras actividades,2019-01-01,32,32
PAZÑA,otras actividades de enfermeria,otras actividades,2019-01-01,29,29
PELECHUCO,otras actividades de enfermeria,otras actividades,2019-01-01,64,64
POCOATA,otras actividades de enfermeria,otras actividades,2019-01-01,7,7
POCONA,otras actividades de enfermeria,otras actividades,2019-01-01,30,30
POOPO,otras actividades de enfermeria,otras actividades,2019-01-01,82,82
PORCO,otras actividades de enfermeria,otras actividades,2019-01-01,43,43
POROMA,otras actividades de enfermeria,otras actividades,2019-01-01,5,5
PORONGO,otras actividades de enfermeria,otras actividades,2019-01-01,73,73
PORTACHUELO,otras actividades de enfermeria,otras actividades,2019-01-01,515,515
PORVENIR,otras actividades de enfermeria,otras actividades,2019-01-01,9,9
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2019-01-01,7,7
POTOSI,otras actividades de enfermeria,otras actividades,2019-01-01,11402,11402
PRESTO,otras actividades de enfermeria,otras actividades,2019-01-01,76,76
PUCARANI,otras actividades de enfermeria,otras actividades,2019-01-01,5,5
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2019-01-01,74,74
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2019-01-01,6,6
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2019-01-01,551,551
PUERTO RICO,otras actividades de enfermeria,otras actividades,2019-01-01,1343,1343
PUERTO SILES,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2019-01-01,195,195
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2019-01-01,292,292
PUNA,otras actividades de enfermeria,otras actividades,2019-01-01,231,231
PUNATA,otras actividades de enfermeria,otras actividades,2019-01-01,672,672
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2019-01-01,1411,1411
QUIME,otras actividades de enfermeria,otras actividades,2019-01-01,390,390
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2019-01-01,43,43
RAVELO,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
REYES,otras actividades de enfermeria,otras actividades,2019-01-01,216,216
RIBERALTA,otras actividades de enfermeria,otras actividades,2019-01-01,1827,1827
ROBORE,otras actividades de enfermeria,otras actividades,2019-01-01,3522,3522
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2019-01-01,525,525
SABAYA,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
SACABA,otras actividades de enfermeria,otras actividades,2019-01-01,10711,10711
SACABAMBA,otras actividades de enfermeria,otras actividades,2019-01-01,5,5
SACACA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
SAIPINA,otras actividades de enfermeria,otras actividades,2019-01-01,108,108
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2019-01-01,461,461
SAMAIPATA,otras actividades de enfermeria,otras actividades,2019-01-01,61,61
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,otras actividades,2019-01-01,24,24
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2019-01-01,55,55
SAN BENITO,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
SAN BORJA,otras actividades de enfermeria,otras actividades,2019-01-01,953,953
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2019-01-01,203,203
SAN CARLOS,otras actividades de enfermeria,otras actividades,2019-01-01,12362,12362
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2019-01-01,2464,2464
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2019-01-01,34257,34257
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2019-01-01,74,74
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2019-01-01,166,166
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2019-01-01,330,330
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2019-01-01,5442,5442
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2019-01-01,170,170
SAN JULIAN,otras actividades de enfermeria,otras actividades,2019-01-01,876,876
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2019-01-01,15,15
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2019-01-01,65,65
SAN LUCAS,otras actividades de enfermeria,otras actividades,2019-01-01,1177,1177
SAN MATIAS,otras actividades de enfermeria,otras actividades,2019-01-01,653,653
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2019-01-01,173,173
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2019-01-01,11,11
SAN PEDRO,otras actividades de enfermeria,otras actividades,2019-01-01,211,211
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2019-01-01,12,12
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2019-01-01,53,53
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2019-01-01,288,288
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2019-01-01,9,9
SANTA ANA,otras actividades de enfermeria,otras actividades,2019-01-01,1526,1526
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2019-01-01,616955,616955
SANTA ROSA,otras actividades de enfermeria,otras actividades,2019-01-01,5,5
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2019-01-01,168,168
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2019-01-01,24,24
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2019-01-01,29,29
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2019-01-01,20,20
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2019-01-01,22,22
SENA,otras actividades de enfermeria,otras actividades,2019-01-01,383,383
SHINAOTA,otras actividades de enfermeria,otras actividades,2019-01-01,94,94
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2019-01-01,79,79
SICAYA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
SIPE SIPE,otras actividades de enfermeria,otras actividades,2019-01-01,40,40
SOPACHUY,otras actividades de enfermeria,otras actividades,2019-01-01,21,21
SORACACHI,otras actividades de enfermeria,otras actividades,2019-01-01,85,85
SORATA,otras actividades de enfermeria,otras actividades,2019-01-01,910,910
SUCRE,otras actividades de enfermeria,otras actividades,2019-01-01,152963,152963
TACACOMA,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
TACOBAMBA,otras actividades de enfermeria,otras actividades,2019-01-01,1,1
TACOPAYA,otras actividades de enfermeria,otras actividades,2019-01-01,13,13
TAHUA,otras actividades de enfermeria,otras actividades,2019-01-01,20,20
TAPACARI,otras actividades de enfermeria,otras actividades,2019-01-01,40,40
TARABUCO,otras actividades de enfermeria,otras actividades,2019-01-01,127,127
TARACO,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
TARATA,otras actividades de enfermeria,otras actividades,2019-01-01,23,23
TARIJA,otras actividades de enfermeria,otras actividades,2019-01-01,527638,527638
TARVITA,otras actividades de enfermeria,otras actividades,2019-01-01,489,489
TEOPONTE,otras actividades de enfermeria,otras actividades,2019-01-01,154,154
TIPUANI,otras actividades de enfermeria,otras actividades,2019-01-01,13,13
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2019-01-01,89,89
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2019-01-01,38,38
TOCO,otras actividades de enfermeria,otras actividades,2019-01-01,25,25
TOLATA,otras actividades de enfermeria,otras actividades,2019-01-01,9,9
TOLEDO,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
TOMAVE,otras actividades de enfermeria,otras actividades,2019-01-01,34,34
TOMINA,otras actividades de enfermeria,otras actividades,2019-01-01,2027,2027
TORO TORO,otras actividades de enfermeria,otras actividades,2019-01-01,3,3
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2019-01-01,1246,1246
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2019-01-01,24,24
TRIGAL,otras actividades de enfermeria,otras actividades,2019-01-01,11,11
TRINIDAD,otras actividades de enfermeria,otras actividades,2019-01-01,330177,330177
TUPIZA,otras actividades de enfermeria,otras actividades,2019-01-01,7540,7540
TURCO,otras actividades de enfermeria,otras actividades,2019-01-01,41,41
UMALA,otras actividades de enfermeria,otras actividades,2019-01-01,9,9
UNCIA,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2019-01-01,53,53
URUBICHA,otras actividades de enfermeria,otras actividades,2019-01-01,43,43
UYUNI,otras actividades de enfermeria,otras actividades,2019-01-01,2107,2107
VACAS,otras actividades de enfermeria,otras actividades,2019-01-01,3,3
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2019-01-01,4766,4766
VIACHA,otras actividades de enfermeria,otras actividades,2019-01-01,267,267
VILA VILA,otras actividades de enfermeria,otras actividades,2019-01-01,6,6
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2019-01-01,14,14
VILLA MONTES,otras actividades de enfermeria,otras actividades,2019-01-01,26198,26198
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2019-01-01,6,6
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2019-01-01,128,128
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2019-01-01,518,518
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2019-01-01,69,69
VILLAZON,otras actividades de enfermeria,otras actividades,2019-01-01,8887,8887
VINTO,otras actividades de enfermeria,otras actividades,2019-01-01,463,463
VITICHI,otras actividades de enfermeria,otras actividades,2019-01-01,8,8
WARNES,otras actividades de enfermeria,otras actividades,2019-01-01,12485,12485
YACUIBA,otras actividades de enfermeria,otras actividades,2019-01-01,60584,60584
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2019-01-01,4,4
YANACACHI,otras actividades de enfermeria,otras actividades,2019-01-01,12,12
YAPACANI,otras actividades de enfermeria,otras actividades,2019-01-01,1065,1065
YOCALLA,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
YOTALA,otras actividades de enfermeria,otras actividades,2019-01-01,13,13
YUNCHARA,otras actividades de enfermeria,otras actividades,2019-01-01,2,2
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2019-01-01,213,213
ACACIO,otras actividades de enfermeria,otras actividades,2019-02-01,3,3
ACHACACHI,otras actividades de enfermeria,otras actividades,2019-02-01,45,45
ACHOCALLA,otras actividades de enfermeria,otras actividades,2019-02-01,2,2
AIQUILE,otras actividades de enfermeria,otras actividades,2019-02-01,517,517
ALALAY,otras actividades de enfermeria,otras actividades,2019-02-01,3,3
ALCALA,otras actividades de enfermeria,otras actividades,2019-02-01,19,19
ALTO BENI,otras actividades de enfermeria,otras actividades,2019-02-01,17,17
ANCORAIMES,otras actividades de enfermeria,otras actividades,2019-02-01,59,59
ANDAMARCA,otras actividades de enfermeria,otras actividades,2019-02-01,32,32
ANTEQUERA,otras actividades de enfermeria,otras actividades,2019-02-01,2,2
ANZALDO,otras actividades de enfermeria,otras actividades,2019-02-01,5,5
APOLO,otras actividades de enfermeria,otras actividades,2019-02-01,1061,1061
ARANI,otras actividades de enfermeria,otras actividades,2019-02-01,11,11
ARBIETO,otras actividades de enfermeria,otras actividades,2019-02-01,3,3
ARQUE,otras actividades de enfermeria,otras actividades,2019-02-01,6,6
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2019-02-01,1389,1389
ATOCHA,otras actividades de enfermeria,otras actividades,2019-02-01,5204,5204
AUCAPATA,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
AYO AYO,otras actividades de enfermeria,otras actividades,2019-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2019-02-01,18,18
AZURDUY,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
BATALLAS,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
BAURES,otras actividades de enfermeria,otras actividades,2019-02-01,152,152
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,otras actividades,2019-02-01,55,55
BERMEJO,otras actividades de enfermeria,otras actividades,2019-02-01,22338,22338
BETANZOS,otras actividades de enfermeria,otras actividades,2019-02-01,603,603
BOLIVAR,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
BOLPEBRA,otras actividades de enfermeria,otras actividades,2019-02-01,2,2
BOYUIBE,otras actividades de enfermeria,otras actividades,2019-02-01,58,58
BUENA VISTA,otras actividades de enfermeria,otras actividades,2019-02-01,322,322
CABEZAS,otras actividades de enfermeria,otras actividades,2019-02-01,259,259
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2019-02-01,419,419
CAJUATA,otras actividades de enfermeria,otras actividades,2019-02-01,21,21
CALACOTO,otras actividades de enfermeria,otras actividades,2019-02-01,3,3
CALAMARCA,otras actividades de enfermeria,otras actividades,2019-02-01,8,8
CAMARGO,otras actividades de enfermeria,otras actividades,2019-02-01,1569,1569
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CAMIRI,otras actividades de enfermeria,otras actividades,2019-02-01,19479,19479
CAPINOTA,otras actividades de enfermeria,otras actividades,2019-02-01,173,173
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2019-02-01,6,6
CARACOLLO,otras actividades de enfermeria,otras actividades,2019-02-01,64,64
CARANAVI,otras actividades de enfermeria,otras actividades,2019-02-01,9659,9659
CARAPARI,otras actividades de enfermeria,otras actividades,2019-02-01,570,570
CARIPUYO,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2019-02-01,43,43
CATACORA,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CHACARILLA,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CHALLAPATA,otras actividades de enfermeria,otras actividades,2019-02-01,3805,3805
CHAQUI,otras actividades de enfermeria,otras actividades,2019-02-01,5,5
CHARAGUA,otras actividades de enfermeria,otras actividades,2019-02-01,455,455
CHAYANTA,otras actividades de enfermeria,otras actividades,2019-02-01,173,173
CHIMORE,otras actividades de enfermeria,otras actividades,2019-02-01,917,917
CHIPAYA,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2019-02-01,1301,1301
CHUMA,otras actividades de enfermeria,otras actividades,2019-02-01,41,41
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2019-02-01,10,10
CKOCHAS,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
CLIZA,otras actividades de enfermeria,otras actividades,2019-02-01,769,769
COBIJA,otras actividades de enfermeria,otras actividades,2019-02-01,2377,2377
COCAPATA,otras actividades de enfermeria,otras actividades,2019-02-01,9,9
COCHABAMBA,otras actividades de enfermeria,otras actividades,2019-02-01,83989,83989
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2019-02-01,3759,3759
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2019-02-01,102,102
COLLANA,otras actividades de enfermeria,otras actividades,2019-02-01,1,1
COLOMI,otras actividades de enfermeria,otras actividades,2019-02-01,31,31
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2019-02-01,56,56
