municipality,group,variable,month,Sueros,TOTAL
CORO CORO,otras actividades de enfermeria,sueros,2019-01-01,3,3
COROICO,otras actividades de enfermeria,sueros,2019-01-01,318,318
CORQUE,otras actividades de enfermeria,sueros,2019-01-01,6,6
COTAGAITA,otras actividades de enfermeria,sueros,2019-01-01,168,168
COTOCA,otras actividades de enfermeria,sueros,2019-01-01,410,410
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2019-01-01,150,150
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2019-01-01,1,1
CUEVO,otras actividades de enfermeria,sueros,2019-01-01,15,15
CULPINA,otras actividades de enfermeria,sueros,2019-01-01,109,109
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2019-01-01,6,6
CURVA,otras actividades de enfermeria,sueros,2019-01-01,2,2
DESAGUADERO,otras actividades de enfermeria,sueros,2019-01-01,8,8
EL ALTO,otras actividades de enfermeria,sueros,2019-01-01,12069,12069
EL CHORO,otras actividades de enfermeria,sueros,2019-01-01,7,7
EL PUENTE(STC),otras actividades de enfermeria,sueros,2019-01-01,63,63
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2019-01-01,11,11
EL TORNO,otras actividades de enfermeria,sueros,2019-01-01,1068,1068
EL VILLAR,otras actividades de enfermeria,sueros,2019-01-01,56,56
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2019-01-01,89,89
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2019-01-01,93,93
ESCOMA,otras actividades de enfermeria,sueros,2019-01-01,12,12
EUCALIPTUS,otras actividades de enfermeria,sueros,2019-01-01,2,2
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2019-01-01,3,3
EXALTACION,otras actividades de enfermeria,sueros,2019-01-01,7,7
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2019-01-01,51,51
FILADELFIA,otras actividades de enfermeria,sueros,2019-01-01,39,39
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2019-01-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2019-01-01,6,6
GUANAY,otras actividades de enfermeria,sueros,2019-01-01,42,42
GUAQUI,otras actividades de enfermeria,sueros,2019-01-01,3,3
GUAYARAMERIN,otras actividades de enfermeria,sueros,2019-01-01,4098,4098
GUTIERREZ,otras actividades de enfermeria,sueros,2019-01-01,4,4
HUACARETA,otras actividades de enfermeria,sueros,2019-01-01,145,145
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2019-01-01,22,22
HUACHACALLA,otras actividades de enfermeria,sueros,2019-01-01,5,5
HUANUNI,otras actividades de enfermeria,sueros,2019-01-01,1907,1907
HUARACAJE,otras actividades de enfermeria,sueros,2019-01-01,19,19
HUARINA,otras actividades de enfermeria,sueros,2019-01-01,6,6
HUATAJATA,otras actividades de enfermeria,sueros,2019-01-01,4,4
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2019-01-01,8,8
HUMANATA,otras actividades de enfermeria,sueros,2019-01-01,3,3
ICHOCA,otras actividades de enfermeria,sueros,2019-01-01,3,3
ICLA,otras actividades de enfermeria,sueros,2019-01-01,170,170
INCAHUASI,otras actividades de enfermeria,sueros,2019-01-01,75,75
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2019-01-01,14,14
INQUISIVI,otras actividades de enfermeria,sueros,2019-01-01,8,8
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2019-01-01,29,29
IXIAMAS,otras actividades de enfermeria,sueros,2019-01-01,32,32
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2019-01-01,12,12
LA ASUNTA,otras actividades de enfermeria,sueros,2019-01-01,62,62
LA GUARDIA,otras actividades de enfermeria,sueros,2019-01-01,742,742
LA PAZ,otras actividades de enfermeria,sueros,2019-01-01,72674,72674
LAGUNILLAS,otras actividades de enfermeria,sueros,2019-01-01,35,35
LAJA,otras actividades de enfermeria,sueros,2019-01-01,3,3
LAS CARRERAS,otras actividades de enfermeria,sueros,2019-01-01,62,62
LLALLAGUA,otras actividades de enfermeria,sueros,2019-01-01,762,762
LLICA,otras actividades de enfermeria,sueros,2019-01-01,4,4
LORETO,otras actividades de enfermeria,sueros,2019-01-01,17,17
LURIBAY,otras actividades de enfermeria,sueros,2019-01-01,9,9
MACHACAMARCA,otras actividades de enfermeria,sueros,2019-01-01,20,20
MACHARETI,otras actividades de enfermeria,sueros,2019-01-01,36,36
MAGDALENA,otras actividades de enfermeria,sueros,2019-01-01,341,341
MAIRANA,otras actividades de enfermeria,sueros,2019-01-01,170,170
MALLA,otras actividades de enfermeria,sueros,2019-01-01,2,2
MAPIRI,otras actividades de enfermeria,sueros,2019-01-01,158,158
MECAPACA,otras actividades de enfermeria,sueros,2019-01-01,7,7
MINEROS,otras actividades de enfermeria,sueros,2019-01-01,133,133
MIZQUE,otras actividades de enfermeria,sueros,2019-01-01,178,178
MOCOMOCO,otras actividades de enfermeria,sueros,2019-01-01,7,7
MOJINETE,otras actividades de enfermeria,sueros,2019-01-01,3,3
MOJOCOYA,otras actividades de enfermeria,sueros,2019-01-01,21,21
MONTEAGUDO,otras actividades de enfermeria,sueros,2019-01-01,1839,1839
MONTERO,otras actividades de enfermeria,sueros,2019-01-01,9165,9165
MORO MORO,otras actividades de enfermeria,sueros,2019-01-01,12,12
MOROCHATA,otras actividades de enfermeria,sueros,2019-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2019-01-01,40,40
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2019-01-01,3,3
OCURI,otras actividades de enfermeria,sueros,2019-01-01,18,18
OKINAWA,otras actividades de enfermeria,sueros,2019-01-01,71,71
OMEREQUE,otras actividades de enfermeria,sueros,2019-01-01,68,68
ORURO,otras actividades de enfermeria,sueros,2019-01-01,51658,51658
PADCAYA,otras actividades de enfermeria,sueros,2019-01-01,76,76
PADILLA,otras actividades de enfermeria,sueros,2019-01-01,642,642
PAILON,otras actividades de enfermeria,sueros,2019-01-01,304,304
PALCA,otras actividades de enfermeria,sueros,2019-01-01,25,25
PALOS BLANCOS,otras actividades de enfermeria,sueros,2019-01-01,67,67
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2019-01-01,5,5
PAMPA GRANDE,otras actividades de enfermeria,sueros,2019-01-01,34,34
PAPEL PAMPA,otras actividades de enfermeria,sueros,2019-01-01,3,3
PASORAPA,otras actividades de enfermeria,sueros,2019-01-01,15,15
PATACAMAYA,otras actividades de enfermeria,sueros,2019-01-01,42,42
PAZÑA,otras actividades de enfermeria,sueros,2019-01-01,21,21
PELECHUCO,otras actividades de enfermeria,sueros,2019-01-01,9,9
POCOATA,otras actividades de enfermeria,sueros,2019-01-01,10,10
POCONA,otras actividades de enfermeria,sueros,2019-01-01,12,12
POJO (CBBA),otras actividades de enfermeria,sueros,2019-01-01,28,28
POOPO,otras actividades de enfermeria,sueros,2019-01-01,18,18
PORCO,otras actividades de enfermeria,sueros,2019-01-01,17,17
POROMA,otras actividades de enfermeria,sueros,2019-01-01,27,27
PORONGO,otras actividades de enfermeria,sueros,2019-01-01,42,42
PORTACHUELO,otras actividades de enfermeria,sueros,2019-01-01,320,320
PORVENIR,otras actividades de enfermeria,sueros,2019-01-01,69,69
POSTRER VALLE,otras actividades de enfermeria,sueros,2019-01-01,7,7
POTOSI,otras actividades de enfermeria,sueros,2019-01-01,78497,78497
PRESTO,otras actividades de enfermeria,sueros,2019-01-01,39,39
PUCARA,otras actividades de enfermeria,sueros,2019-01-01,8,8
PUCARANI,otras actividades de enfermeria,sueros,2019-01-01,8,8
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2019-01-01,4,4
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2019-01-01,50,50
PUERTO PEREZ,otras actividades de enfermeria,sueros,2019-01-01,4,4
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2019-01-01,256,256
PUERTO RICO,otras actividades de enfermeria,sueros,2019-01-01,38,38
PUERTO SILES,otras actividades de enfermeria,sueros,2019-01-01,6,6
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2019-01-01,3226,3226
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2019-01-01,2492,2492
PUNA,otras actividades de enfermeria,sueros,2019-01-01,27,27
PUNATA,otras actividades de enfermeria,sueros,2019-01-01,728,728
QUIABAYA,otras actividades de enfermeria,sueros,2019-01-01,3,3
QUILLACOLLO,otras actividades de enfermeria,sueros,2019-01-01,1147,1147
QUIME,otras actividades de enfermeria,sueros,2019-01-01,13,13
QUIRUSILLAS,otras actividades de enfermeria,sueros,2019-01-01,7,7
RAQAYPAMPA(ETA),otras actividades de enfermeria,sueros,2019-01-01,4,4
RAVELO,otras actividades de enfermeria,sueros,2019-01-01,61,61
REYES,otras actividades de enfermeria,sueros,2019-01-01,180,180
RIBERALTA,otras actividades de enfermeria,sueros,2019-01-01,444,444
ROBORE,otras actividades de enfermeria,sueros,2019-01-01,461,461
RURRENABAQUE,otras actividades de enfermeria,sueros,2019-01-01,244,244
SABAYA,otras actividades de enfermeria,sueros,2019-01-01,8,8
SACABA,otras actividades de enfermeria,sueros,2019-01-01,1190,1190
SACABAMBA,otras actividades de enfermeria,sueros,2019-01-01,12,12
SACACA,otras actividades de enfermeria,sueros,2019-01-01,11,11
SAIPINA,otras actividades de enfermeria,sueros,2019-01-01,49,49
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2019-01-01,19,19
SAMAIPATA,otras actividades de enfermeria,sueros,2019-01-01,53,53
SAN AGUSTIN,otras actividades de enfermeria,sueros,2019-01-01,2,2
SAN ANDRES,otras actividades de enfermeria,sueros,2019-01-01,55,55
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2019-01-01,26,26
SAN BENITO,otras actividades de enfermeria,sueros,2019-01-01,2,2
SAN BORJA,otras actividades de enfermeria,sueros,2019-01-01,178,178
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2019-01-01,101,101
SAN CARLOS,otras actividades de enfermeria,sueros,2019-01-01,823,823
SAN IGNACIO,otras actividades de enfermeria,sueros,2019-01-01,221,221
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2019-01-01,1702,1702
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2019-01-01,13,13
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2019-01-01,23,23
SAN JOAQUIN,otras actividades de enfermeria,sueros,2019-01-01,44,44
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2019-01-01,490,490
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2019-01-01,45,45
SAN JULIAN,otras actividades de enfermeria,sueros,2019-01-01,354,354
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2019-01-01,17,17
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2019-01-01,72,72
SAN LUCAS,otras actividades de enfermeria,sueros,2019-01-01,297,297
SAN MATIAS,otras actividades de enfermeria,sueros,2019-01-01,351,351
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2019-01-01,68,68
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2019-01-01,2,2
SAN PEDRO,otras actividades de enfermeria,sueros,2019-01-01,61,61
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2019-01-01,24,24
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2019-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2019-01-01,6,6
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2019-01-01,6,6
SAN RAFAEL,otras actividades de enfermeria,sueros,2019-01-01,55,55
SAN RAMON BENI,otras actividades de enfermeria,sueros,2019-01-01,479,479
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2019-01-01,89,89
SANTA ANA,otras actividades de enfermeria,sueros,2019-01-01,268,268
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2019-01-01,42463,42463
SANTA ROSA,otras actividades de enfermeria,sueros,2019-01-01,106,106
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2019-01-01,80,80
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2019-01-01,15,15
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2019-01-01,9,9
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2019-01-01,1,1
SANTIVAÑES,otras actividades de enfermeria,sueros,2019-01-01,8,8
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2019-01-01,6,6
SAPAHAQUI,otras actividades de enfermeria,sueros,2019-01-01,11,11
SENA,otras actividades de enfermeria,sueros,2019-01-01,60,60
SHINAOTA,otras actividades de enfermeria,sueros,2019-01-01,139,139
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2019-01-01,8,8
SICAYA,otras actividades de enfermeria,sueros,2019-01-01,1,1
SIPE SIPE,otras actividades de enfermeria,sueros,2019-01-01,55,55
SOPACHUY,otras actividades de enfermeria,sueros,2019-01-01,62,62
SORACACHI,otras actividades de enfermeria,sueros,2019-01-01,2,2
SORATA,otras actividades de enfermeria,sueros,2019-01-01,21,21
SUCRE,otras actividades de enfermeria,sueros,2019-01-01,20466,20466
TACACHI,otras actividades de enfermeria,sueros,2019-01-01,1,1
TACACOMA,otras actividades de enfermeria,sueros,2019-01-01,16,16
TACOBAMBA,otras actividades de enfermeria,sueros,2019-01-01,12,12
TACOPAYA,otras actividades de enfermeria,sueros,2019-01-01,6,6
TAPACARI,otras actividades de enfermeria,sueros,2019-01-01,20,20
TARABUCO,otras actividades de enfermeria,sueros,2019-01-01,333,333
TARACO,otras actividades de enfermeria,sueros,2019-01-01,8,8
TARATA,otras actividades de enfermeria,sueros,2019-01-01,7,7
TARIJA,otras actividades de enfermeria,sueros,2019-01-01,14621,14621
TARVITA,otras actividades de enfermeria,sueros,2019-01-01,122,122
TEOPONTE,otras actividades de enfermeria,sueros,2019-01-01,144,144
TIAHUANACU,otras actividades de enfermeria,sueros,2019-01-01,1,1
TINGUIPAYA,otras actividades de enfermeria,sueros,2019-01-01,16,16
TIPUANI,otras actividades de enfermeria,sueros,2019-01-01,22,22
TIQUIPAYA,otras actividades de enfermeria,sueros,2019-01-01,38,38
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2019-01-01,19,19
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2019-01-01,1,1
TOCO,otras actividades de enfermeria,sueros,2019-01-01,15,15
TOLATA,otras actividades de enfermeria,sueros,2019-01-01,10,10
TOLEDO,otras actividades de enfermeria,sueros,2019-01-01,1,1
TOMAVE,otras actividades de enfermeria,sueros,2019-01-01,41,41
TOMINA,otras actividades de enfermeria,sueros,2019-01-01,84,84
TORO TORO,otras actividades de enfermeria,sueros,2019-01-01,26,26
TOTORA(CBBA),otras actividades de enfermeria,sueros,2019-01-01,50,50
TOTORA(ORR),otras actividades de enfermeria,sueros,2019-01-01,7,7
TRINIDAD,otras actividades de enfermeria,sueros,2019-01-01,37342,37342
TUPIZA,otras actividades de enfermeria,sueros,2019-01-01,1032,1032
TURCO,otras actividades de enfermeria,sueros,2019-01-01,2,2
UMALA,otras actividades de enfermeria,sueros,2019-01-01,15,15
UNCIA,otras actividades de enfermeria,sueros,2019-01-01,746,746
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2019-01-01,26,26
URUBICHA,otras actividades de enfermeria,sueros,2019-01-01,48,48
UYUNI,otras actividades de enfermeria,sueros,2019-01-01,1123,1123
VACAS,otras actividades de enfermeria,sueros,2019-01-01,4,4
VALLEGRANDE,otras actividades de enfermeria,sueros,2019-01-01,557,557
VIACHA,otras actividades de enfermeria,sueros,2019-01-01,519,519
VILA VILA,otras actividades de enfermeria,sueros,2019-01-01,2,2
VILLA CHARCAS,otras actividades de enfermeria,sueros,2019-01-01,41,41
VILLA MONTES,otras actividades de enfermeria,sueros,2019-01-01,1550,1550
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2019-01-01,30,30
VILLA RIVERO,otras actividades de enfermeria,sueros,2019-01-01,14,14
VILLA SERRANO,otras actividades de enfermeria,sueros,2019-01-01,98,98
VILLA TUNARI,otras actividades de enfermeria,sueros,2019-01-01,270,270
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2019-01-01,43,43
VILLAZON,otras actividades de enfermeria,sueros,2019-01-01,659,659
VINTO,otras actividades de enfermeria,sueros,2019-01-01,403,403
VITICHI,otras actividades de enfermeria,sueros,2019-01-01,14,14
WARNES,otras actividades de enfermeria,sueros,2019-01-01,906,906
YACO,otras actividades de enfermeria,sueros,2019-01-01,2,2
YACUIBA,otras actividades de enfermeria,sueros,2019-01-01,4497,4497
YAMPARAEZ,otras actividades de enfermeria,sueros,2019-01-01,39,39
YANACACHI,otras actividades de enfermeria,sueros,2019-01-01,7,7
YAPACANI,otras actividades de enfermeria,sueros,2019-01-01,1157,1157
YOCALLA,otras actividades de enfermeria,sueros,2019-01-01,3,3
YOTALA,otras actividades de enfermeria,sueros,2019-01-01,30,30
YUNCHARA,otras actividades de enfermeria,sueros,2019-01-01,15,15
ZUDAÑEZ,otras actividades de enfermeria,sueros,2019-01-01,40,40
ACACIO,otras actividades de enfermeria,sueros,2019-02-01,11,11
ACHACACHI,otras actividades de enfermeria,sueros,2019-02-01,98,98
ACHOCALLA,otras actividades de enfermeria,sueros,2019-02-01,8,8
AIQUILE,otras actividades de enfermeria,sueros,2019-02-01,67,67
ALALAY,otras actividades de enfermeria,sueros,2019-02-01,7,7
ALCALA,otras actividades de enfermeria,sueros,2019-02-01,13,13
ALTO BENI,otras actividades de enfermeria,sueros,2019-02-01,12,12
ANCORAIMES,otras actividades de enfermeria,sueros,2019-02-01,6,6
ANDAMARCA,otras actividades de enfermeria,sueros,2019-02-01,7,7
ANTEQUERA,otras actividades de enfermeria,sueros,2019-02-01,2,2
ANZALDO,otras actividades de enfermeria,sueros,2019-02-01,11,11
APOLO,otras actividades de enfermeria,sueros,2019-02-01,36,36
ARAMPAMPA,otras actividades de enfermeria,sueros,2019-02-01,4,4
ARANI,otras actividades de enfermeria,sueros,2019-02-01,12,12
ARBIETO,otras actividades de enfermeria,sueros,2019-02-01,4,4
ARQUE,otras actividades de enfermeria,sueros,2019-02-01,6,6
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2019-02-01,509,509
ATOCHA,otras actividades de enfermeria,sueros,2019-02-01,93,93
AUCAPATA,otras actividades de enfermeria,sueros,2019-02-01,5,5
AYATA,otras actividades de enfermeria,sueros,2019-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2019-02-01,65,65
AZURDUY,otras actividades de enfermeria,sueros,2019-02-01,31,31
BATALLAS,otras actividades de enfermeria,sueros,2019-02-01,5,5
BAURES,otras actividades de enfermeria,sueros,2019-02-01,58,58
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2019-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,sueros,2019-02-01,19,19
BERMEJO,otras actividades de enfermeria,sueros,2019-02-01,1482,1482
BETANZOS,otras actividades de enfermeria,sueros,2019-02-01,70,70
BOLIVAR,otras actividades de enfermeria,sueros,2019-02-01,2,2
BOLPEBRA,otras actividades de enfermeria,sueros,2019-02-01,39,39
BOYUIBE,otras actividades de enfermeria,sueros,2019-02-01,45,45
BUENA VISTA,otras actividades de enfermeria,sueros,2019-02-01,57,57
CABEZAS,otras actividades de enfermeria,sueros,2019-02-01,156,156
CAIROMA,otras actividades de enfermeria,sueros,2019-02-01,13,13
"CAIZA ""D""",otras actividades de enfermeria,sueros,2019-02-01,20,20
CAJUATA,otras actividades de enfermeria,sueros,2019-02-01,15,15
CALACOTO,otras actividades de enfermeria,sueros,2019-02-01,5,5
CALAMARCA,otras actividades de enfermeria,sueros,2019-02-01,8,8
CAMARGO,otras actividades de enfermeria,sueros,2019-02-01,322,322
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2019-02-01,21,21
CAMIRI,otras actividades de enfermeria,sueros,2019-02-01,2031,2031
CAPINOTA,otras actividades de enfermeria,sueros,2019-02-01,88,88
CAQUIAVIRI,otras actividades de enfermeria,sueros,2019-02-01,2,2
CARACOLLO,otras actividades de enfermeria,sueros,2019-02-01,17,17
CARANAVI,otras actividades de enfermeria,sueros,2019-02-01,682,682
CARAPARI,otras actividades de enfermeria,sueros,2019-02-01,74,74
CARIPUYO,otras actividades de enfermeria,sueros,2019-02-01,9,9
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2019-02-01,23,23
CATACORA,otras actividades de enfermeria,sueros,2019-02-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2019-02-01,146,146
CHAQUI,otras actividades de enfermeria,sueros,2019-02-01,18,18
CHARAGUA,otras actividades de enfermeria,sueros,2019-02-01,204,204
CHAYANTA,otras actividades de enfermeria,sueros,2019-02-01,25,25
CHIMORE,otras actividades de enfermeria,sueros,2019-02-01,95,95
CHOQUE COTA,otras actividades de enfermeria,sueros,2019-02-01,3,3
CHUA COCANI,otras actividades de enfermeria,sueros,2019-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2019-02-01,173,173
CHUMA,otras actividades de enfermeria,sueros,2019-02-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2019-02-01,5,5
CKOCHAS,otras actividades de enfermeria,sueros,2019-02-01,20,20
CLIZA,otras actividades de enfermeria,sueros,2019-02-01,61,61
COBIJA,otras actividades de enfermeria,sueros,2019-02-01,1664,1664
COCAPATA,otras actividades de enfermeria,sueros,2019-02-01,10,10
COCHABAMBA,otras actividades de enfermeria,sueros,2019-02-01,8240,8240
COLCAPIRHUA,otras actividades de enfermeria,sueros,2019-02-01,1327,1327
"COLCHA ""K""",otras actividades de enfermeria,sueros,2019-02-01,26,26
COLLANA,otras actividades de enfermeria,sueros,2019-02-01,4,4
COLOMI,otras actividades de enfermeria,sueros,2019-02-01,35,35
COLPA BELGICA,otras actividades de enfermeria,sueros,2019-02-01,36,36
COLQUECHACA,otras actividades de enfermeria,sueros,2019-02-01,17,17
