municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,310,310
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,558,558
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,140,140
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,727,727
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,52,52
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,1235,1235
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,278,278
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,186,186
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,217,217
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,16204,16204
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,465,465
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
SENA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,86,86
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,31,31
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,775,775
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,460,460
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
SORATA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,124,124
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,3950,3950
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,31,31
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,341,341
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,525,525
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,525,525
TARATA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,124,124
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,1581,1581
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,738,738
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,217,217
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,744,744
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,527,527
TOCO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,38,38
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,496,496
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,341,341
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,1581,1581
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,527,527
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,557,557
VACAS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,250,250
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,490,490
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,564,564
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,372,372
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,403,403
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,434,434
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2016-01-01,248,248
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,434,434
VINTO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,589,589
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,155,155
WARNES,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,310,310
YACO,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,60,60
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,697,697
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,338,338
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,62,62
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,526,526
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2016-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,84,84
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,319,319
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,493,493
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,58,58
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,174,174
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,28,28
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,87,87
APOLO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
ARANI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,145,145
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,232,232
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,316,316
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,406,406
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,232,232
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2016-02-01,755,755
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,255,255
BAURES,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,58,58
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,58,58
BELLA FLOR,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,25,25
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,503,503
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,203,203
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,135,135
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2016-02-01,99,99
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,87,87
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,88,88
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,203,203
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2016-02-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,418,418
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,232,232
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,289,289
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,192,192
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,265,265
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,62,62
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,438,438
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,60,60
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,206,206
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2016-02-01,261,261
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,48,48
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,171,171
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,319,319
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,1106,1106
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,377,377
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,10552,10552
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,638,638
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,348,348
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,58,58
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,116,116
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,30,30
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,174,174
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,62,62
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,145,145
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,154,154
COROICO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,261,261
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,58,58
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,174,174
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,551,551
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,147,147
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2016-02-01,29,29
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,87,87
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,215,215
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,142,142
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,6746,6746
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2016-02-01,56,56
