municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,10,10
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,102,102
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,337,337
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,12,12
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6469,6469
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,56,56
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,33,33
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,7,7
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,5,5
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,121,121
COMBAYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,99,99
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,9,9
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,41,41
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,288,288
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,204,204
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,68,68
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,58,58
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4019,4019
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,17,17
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,160,160
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,25,25
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,43,43
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,18,18
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,15,15
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,387,387
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,28,28
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,33,33
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,98,98
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,5,5
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,10,10
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,27,27
INGAVI (HUMAITA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,18,18
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,11,11
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,70,70
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,584,584
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6598,6598
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,12,12
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,8,8
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,254,254
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,14,14
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,40,40
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,59,59
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,13,13
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,15,15
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,75,75
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,19,19
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,233,233
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,193,193
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,16,16
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,9,9
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3084,3084
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,80,80
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,8,8
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,35,35
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,11,11
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,39,39
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,14,14
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,21,21
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,20,20
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,10,10
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,161,161
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1328,1328
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,14,14
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,9,9
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,15,15
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,285,285
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,35,35
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,212,212
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,472,472
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,8,8
REYES,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,58,58
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1251,1251
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,48,48
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,178,178
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,461,461
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,8,8
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,32,32
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,19,19
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,19,19
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,34,34
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,24,24
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,209,209
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,31,31
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,14,14
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,89,89
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,316,316
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,56,56
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,25,25
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,159,159
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,14,14
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,115,115
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,10,10
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,68,68
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,43,43
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,48,48
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,12,12
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,7,7
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,18,18
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,32,32
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,126,126
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,10904,10904
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,44,44
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,11,11
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,36,36
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,12,12
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
SENA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,7,7
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,60,60
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1,1
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,104,104
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,61,61
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,9,9
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2075,2075
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,72,72
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,18,18
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1505,1505
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,44,44
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,25,25
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,5,5
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,19,19
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,381,381
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,18,18
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,12,12
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,5,5
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,22,22
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,20,20
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,16,16
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,31,31
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,1119,1119
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,334,334
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,3,3
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,248,248
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,124,124
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,107,107
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,4,4
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,25,25
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,381,381
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,7,7
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,29,29
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,434,434
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,19,19
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,162,162
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,107,107
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,9,9
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,223,223
YACO,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,2,2
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,521,521
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,17,17
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,6,6
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,182,182
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,20,20
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2016-01-01,42,42
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,68,68
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,3,3
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,82,82
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,7,7
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,12,12
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,4,4
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,4,4
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,17,17
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,25,25
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,253,253
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,30,30
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,49,49
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,27,27
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,7,7
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,24,24
BELLA FLOR,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,149,149
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,20,20
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,3,3
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,18,18
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,18,18
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,17,17
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,24,24
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,14,14
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,189,189
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,7,7
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,448,448
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,40,40
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,39,39
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,170,170
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,12,12
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,118,118
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,147,147
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,26,26
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,26,26
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,108,108
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,10,10
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,3,3
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,78,78
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,611,611
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,10,10
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,6013,6013
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,105,105
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,31,31
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,4,4
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,16,16
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,8,8
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,103,103
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,83,83
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,6,6
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,9,9
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,42,42
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,3,3
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,237,237
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,38,38
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,53,53
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,4,4
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,4014,4014
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,9,9
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,421,421
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,9,9
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,21,21
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,50,50
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,10,10
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,5,5
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2016-02-01,1,1
