municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,150,150
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,726,726
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,475,475
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,99,99
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,142,142
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,168,168
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,261,261
PUERTO RICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,89,89
PUERTO SUAREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,10,10
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,744,744
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1886,1886
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,177,177
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,139,139
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1786,1786
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,221,221
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,75,75
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,464,464
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1812,1812
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,618,618
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,329,329
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,585,585
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,190,190
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,4429,4429
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,410,410
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1120,1120
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,322,322
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,670,670
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,212,212
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,84,84
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,230,230
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,417,417
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,37,37
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,90,90
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,960,960
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,393,393
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1,1
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,203,203
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1572,1572
SAN JAVIER(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,172,172
SAN JOAQUIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,102,102
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,338,338
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,210,210
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1666,1666
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,122,122
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,129,129
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,2371,2371
SAN MATIAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,198,198
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,5,5
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,151,151
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,352,352
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1235,1235
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,332,332
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,48,48
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,400,400
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,61,61
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,3,3
SAN RAMON BENI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,151,151
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,42,42
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,37,37
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,9666,9666
SANTA ROSA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,1,1
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,640,640
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,750,750
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,555,555
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,399,399
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,218,218
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,531,531
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-01-01,275,275
