,group,variable,month,CÁNCER CERVICOUTERINO CANTIDAD,CÁNCER CERVICOUTERINO CANTIDAD,TOTALES
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,58,58
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,12,12
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,55,55
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,4,4
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,7,7
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,38,38
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,34,34
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,5,5
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,11,11
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,6,6
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,12,12
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,7,7
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-02-01,0,3,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,55,55
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,3,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,49,49
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,7,7
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,3,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,54,54
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,15,15
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,11,11
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,4,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,2,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-03-01,0,1,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,3,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,3,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,59,59
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,7,7
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,6,6
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,2,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,3,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,44,44
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,3,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,6,6
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,4,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,2,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,2,2
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,35,35
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,6,6
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,3,3
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,7,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,9,9
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-04-01,0,1,1
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,42,42
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,10,10
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,22,22
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,4,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,5,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,39,39
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,14,14
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,5,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,5,5
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-05-01,0,3,3
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,6,6
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,7,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,47,47
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,4,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,12,12
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,4,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,52,52
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,17,17
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,9,9
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,4,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,53,53
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,16,16
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,7,7
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,8,8
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-06-01,0,2,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,3,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,45,45
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,3,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,17,17
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,2,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,5,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,5,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,71,71
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,13,13
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,14,14
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,3,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,3,3
