,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,4,5,9
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,3,0,3
QUIME,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,6,1,7
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,6,1,7
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,1,2
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,2,1,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,109,61,170
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
SENA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,2,3,5
SICAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,3,4,7
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,1,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,6,4,10
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,7,2,9
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,7,5,12
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,2,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,1,1,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,6,3,9
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,7,2,9
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,9,2,11
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-01-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,2,3
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
AUCAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
AYATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,1,4
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,1,4
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,4,2,6
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,1,2
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,4,0,4
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,10,19,29
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,2,4
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,1,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,21,16,37
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,3,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,3,6
EUCALIPTUS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
HUARINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,7,6,13
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,17,21,38
LAS CARRERAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,1,4
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,0,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,10,3,13
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,8,7,15
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,0,3
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,7,3,10
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,2,4
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,3,5
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,86,47,133
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,4,2,6
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,1,2
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,1,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,1,4
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,5,0,5
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,3,0,3
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,9,0,9
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,7,7
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,4,3,7
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,2,4
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,0,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,2,5,7
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,5,5,10
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,4,2,6
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,1,3
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,3,4
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,2,2
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,6,1,7
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,2,2
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,18,16,34
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
COLPA BELGICA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,13,5,18
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,16,8,24
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
EUREKA (SANTOS MERCADO),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,0,2
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,6,5,11
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,16,7,23
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,13,5,18
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,5,7
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,6,9
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,1,3
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,1,4
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,4,3,7
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,82,49,131
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,1,2
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,4,5
SICAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SOPACHUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,6,3,9
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,0,2
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
TARACO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,1,4
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,3,1,4
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,1,3,4
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,10,3,13
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-03-01,2,5,7
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,2,4
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,3,1,4
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,9,7,16
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,4,1,5
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,14,4,18
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,4,3,7
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,9,5,14
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,3,3
