,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,10,4,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,5,9,14
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,10,13,23
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
MOCOMOCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,3,1,4
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,6,3,9
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,5,1,6
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,17,9,26
SANTIAGO DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,2,1,3
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,2,0,2
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,5,2,7
COLQUIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,12,4,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,2,2
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,13,7,20
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,1,2
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
QUIME,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,15,12,27
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,2,1,3
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-03-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,2,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,4,2,6
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,11,4,15
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,2,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,11,8,19
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,3,4
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,11,2,13
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,3,2,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,2,0,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,3,0,3
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,1,1
CHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,0,0
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,2,1,3
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,7,0,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,2,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,7,3,10
LAGUNILLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,0,0
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,5,0,5
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,2,2
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,7,3,10
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,1,2
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,1,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-05-01,1,0,1
ANTEQUERA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,6,8,14
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,8,7,15
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,5,1,6
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,3,0,3
RAQAYPAMPA(ETA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,6,3,9
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,2,3,5
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-06-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
CHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
"COLCHA ""K""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,6,3,9
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,6,4,10
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,2,2
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,2,0,2
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,11,7,18
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,1,1,2
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-07-01,0,1,1
ALCALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,0,3,3
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,3,2,5
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,4,0,4
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,2,0,2
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,7,5,12
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,2,2,4
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,2,0,2
ZUDAÑEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-08-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,3,2,5
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
COMBAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
DESAGUADERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,3,6,9
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,6,4,10
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,2,2
QUIME,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,7,6,13
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,4,0,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,2,0,2
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-09-01,2,1,3
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,0,1,1
