,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-03-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-03-01,3,3,6
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,20,6,26
TACOPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,2,3
YACO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,0,0,0
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,7,2,9
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,0,0,0
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,1,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-05-01,18,9,27
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,7,4,11
PORVENIR,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,2,3,5
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-06-01,2,0,2
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,4,3,7
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,0,0,0
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,23,5,28
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-07-01,0,2,2
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,0,0,0
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,6,1,7
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,8,2,10
SORATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-08-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,0,0,0
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,15,10,25
UNCIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,1,2
GUANAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,0,0
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,2,0,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,17,7,24
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
TOMINA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
YACO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,0,1,1
YANACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-10-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,2,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,3,1,4
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,3,4
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,23,12,35
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,3,0,3
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-11-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,7,1,8
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
PRESTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,16,12,28
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,2,0,2
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2020-12-01,0,1,1
