,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,18,3,21
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,6,2,8
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,1,3
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,3,1,4
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,4,5,9
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,3,0,3
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,0,2
REYES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,6,1,7
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,6,1,7
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,124,63,187
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,0,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,3,3,6
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,3,4,7
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,6,4,10
TACOPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,7,2,9
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,10,5,15
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,2,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,1,2
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,7,5,12
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,8,4,12
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,9,2,11
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,1,1
YUNCHARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-01-01,0,2,2
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,2,3
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,1,4
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,1,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,0,4
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,2,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,2,5
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,0,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,7,12,19
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,3,5
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,2,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,1,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,22,13,35
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,3,6
EUCALIPTUS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
HUARINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,1,3
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,7,6,13
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,28,27,55
LAS CARRERAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,1,4
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,0,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,2,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,11,4,15
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,8,8,16
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,4,5
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,2,3
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,0,3
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,7,1,8
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,8,8
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,8,3,11
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,2,4
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,3,5
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,3,5
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
SAN JOAQUIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,100,67,167
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
SANTIAGO DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,2,6
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,2,3
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
TACOBAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,3,6
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,5,0,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
TOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,0,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,13,0,13
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,7,7
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,1,2
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,3,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,3,7
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,3,5,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,6,10
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,4,2,6
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,0,1,1
YUNCHARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,1,3
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,2,3
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,2,2
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,9,3,12
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,2,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,5,2,7
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,19,14,33
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,2,2
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,13,5,18
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,26,13,39
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,5,0,5
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
EUREKA (SANTOS MERCADO),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,4,0,4
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,0,2
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,2,4
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,3,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,6,5,11
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,30,12,42
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,1,3
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,16,7,23
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,3,6
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,2,5
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,6,9
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,2,4
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,1,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,4,1,5
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,4,3,7
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,107,58,165
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,4,6
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
