municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,21,21
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1348,1348
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,39,39
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,26,26
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,13,13
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,10,10
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,32,32
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,36,36
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,15,15
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,45,45
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,63,63
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1803,1803
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,10,10
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,15,15
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,82,82
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,21,21
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,17,17
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,49,49
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,10,10
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,20,20
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,248,248
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,27,27
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,20,20
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,633,633
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,28,28
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,24,24
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,36,36
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,18,18
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,16,16
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,62,62
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,828,828
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,24,24
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,34,34
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,16,16
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,99,99
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,29,29
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,31,31
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,186,186
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,82,82
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,42,42
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,21,21
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,272,272
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,10,10
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,15,15
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,10,10
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,43,43
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,16,16
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,37,37
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,75,75
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,17,17
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,17,17
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,18,18
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,51,51
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,27,27
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,16,16
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,13,13
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,27,27
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2783,2783
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,5,5
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,31,31
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,45,45
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,20,20
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,351,351
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,12,12
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,23,23
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,14,14
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,173,173
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,21,21
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,20,20
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,86,86
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,77,77
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,13,13
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,26,26
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,186,186
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,30,30
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,55,55
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,11,11
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,48,48
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,4,4
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,43,43
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,37,37
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,2,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,6,6
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,111,111
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,24,24
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,47,47
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,9,9
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,3,3
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,77,77
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,8,8
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,164,164
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,7,7
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-01-01,1,1
