municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,14,14
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,16,16
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,33,33
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,87,87
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,23,23
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,29,29
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1541,1541
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,20,20
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,15,15
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,76,76
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,36,36
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,21,21
ESMERALDA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,12,12
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,20,20
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,8,8
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,18,18
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,103,103
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,16,16
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,15,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,57,57
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,35,35
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,14,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,27,27
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,13,13
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,65,65
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,108,108
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1742,1742
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,15,15
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,93,93
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,14,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,28,28
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,21,21
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,25,25
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,11,11
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,42,42
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,31,31
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,44,44
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,198,198
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,34,34
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,31,31
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,25,25
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,719,719
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,39,39
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,25,25
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,26,26
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,61,61
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,11,11
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,20,20
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,19,19
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,18,18
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,24,24
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,22,22
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,11,11
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,133,133
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,619,619
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,11,11
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,35,35
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,21,21
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,26,26
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,30,30
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,88,88
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,28,28
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,50,50
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,259,259
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,16,16
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,33,33
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,166,166
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,31,31
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,27,27
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,353,353
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,23,23
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,12,12
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,13,13
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,18,18
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,19,19
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,79,79
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,21,21
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,35,35
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,47,47
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,117,117
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,26,26
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,19,19
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,23,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,24,24
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,101,101
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,27,27
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,39,39
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,26,26
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,15,15
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,30,30
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,24,24
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,15,15
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,33,33
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3350,3350
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,30,30
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,8,8
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,8,8
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,25,25
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,1,1
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,62,62
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,18,18
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,23,23
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,575,575
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,16,16
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,29,29
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,24,24
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,389,389
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,49,49
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,12,12
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,31,31
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,22,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,121,121
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,96,96
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,7,7
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,14,14
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,234,234
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,68,68
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,3,3
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,56,56
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,25,25
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,12,12
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,49,49
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,8,8
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,19,19
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,75,75
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,4,4
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,59,59
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,156,156
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,81,81
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,59,59
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,9,9
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,5,5
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,113,113
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,6,6
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,162,162
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,10,10
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,2,2
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-01-01,69,69
