municipality,group,variable,month,Repetidas,TOTAL
CHAYANTA,consultas prenatales,repetidas,2007-01-01,56,56
CHIMORE,consultas prenatales,repetidas,2007-01-01,82,82
CHIPAYA,consultas prenatales,repetidas,2007-01-01,7,7
CHOQUE COTA,consultas prenatales,repetidas,2007-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-01-01,135,135
CHUMA,consultas prenatales,repetidas,2007-01-01,20,20
CLIZA,consultas prenatales,repetidas,2007-01-01,132,132
COBIJA,consultas prenatales,repetidas,2007-01-01,424,424
COCHABAMBA,consultas prenatales,repetidas,2007-01-01,5183,5183
COIPASA,consultas prenatales,repetidas,2007-01-01,1,1
COLCAPIRHUA,consultas prenatales,repetidas,2007-01-01,320,320
"COLCHA ""K""",consultas prenatales,repetidas,2007-01-01,29,29
COLLANA,consultas prenatales,repetidas,2007-01-01,4,4
COLOMI,consultas prenatales,repetidas,2007-01-01,129,129
COLPA BELGICA,consultas prenatales,repetidas,2007-01-01,24,24
COLQUECHACA,consultas prenatales,repetidas,2007-01-01,137,137
COLQUENCHA,consultas prenatales,repetidas,2007-01-01,14,14
COLQUIRI,consultas prenatales,repetidas,2007-01-01,60,60
COMANCHE,consultas prenatales,repetidas,2007-01-01,9,9
COMARAPA,consultas prenatales,repetidas,2007-01-01,183,183
COMBAYA,consultas prenatales,repetidas,2007-01-01,2,2
CONCEPCION,consultas prenatales,repetidas,2007-01-01,88,88
COPACABANA,consultas prenatales,repetidas,2007-01-01,37,37
CORIPATA,consultas prenatales,repetidas,2007-01-01,98,98
CORO CORO,consultas prenatales,repetidas,2007-01-01,28,28
COROICO,consultas prenatales,repetidas,2007-01-01,91,91
CORQUE,consultas prenatales,repetidas,2007-01-01,13,13
COTAGAITA,consultas prenatales,repetidas,2007-01-01,135,135
COTOCA,consultas prenatales,repetidas,2007-01-01,354,354
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-01-01,101,101
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-01-01,7,7
CUEVO,consultas prenatales,repetidas,2007-01-01,23,23
CULPINA,consultas prenatales,repetidas,2007-01-01,138,138
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-01-01,42,42
CURVA,consultas prenatales,repetidas,2007-01-01,5,5
DESAGUADERO,consultas prenatales,repetidas,2007-01-01,29,29
EL ALTO,consultas prenatales,repetidas,2007-01-01,5432,5432
EL CHORO,consultas prenatales,repetidas,2007-01-01,9,9
EL PUENTE(STC),consultas prenatales,repetidas,2007-01-01,86,86
EL PUENTE(TJA),consultas prenatales,repetidas,2007-01-01,73,73
EL TORNO,consultas prenatales,repetidas,2007-01-01,370,370
EL VILLAR,consultas prenatales,repetidas,2007-01-01,19,19
ENTRE RIOS,consultas prenatales,repetidas,2007-01-01,80,80
ENTRE RIOS,consultas prenatales,repetidas,2007-01-01,127,127
ESMERALDA,consultas prenatales,repetidas,2007-01-01,2,2
EUCALIPTUS,consultas prenatales,repetidas,2007-01-01,13,13
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2007-01-01,1,1
EXALTACION,consultas prenatales,repetidas,2007-01-01,15,15
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-01-01,110,110
FILADELFIA,consultas prenatales,repetidas,2007-01-01,14,14
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-01-01,83,83
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2007-01-01,15,15
GUANAY,consultas prenatales,repetidas,2007-01-01,75,75
GUAQUI,consultas prenatales,repetidas,2007-01-01,23,23
GUAYARAMERIN,consultas prenatales,repetidas,2007-01-01,380,380
GUTIERREZ,consultas prenatales,repetidas,2007-01-01,54,54
HUACARETA,consultas prenatales,repetidas,2007-01-01,65,65
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2007-01-01,15,15
HUACHACALLA,consultas prenatales,repetidas,2007-01-01,8,8
HUANUNI,consultas prenatales,repetidas,2007-01-01,190,190
HUARACAJE,consultas prenatales,repetidas,2007-01-01,20,20
HUAYLLAMARCA,consultas prenatales,repetidas,2007-01-01,22,22
ICHOCA,consultas prenatales,repetidas,2007-01-01,14,14
ICLA,consultas prenatales,repetidas,2007-01-01,69,69
INCAHUASI,consultas prenatales,repetidas,2007-01-01,145,145
INGAVI (HUMAITA),consultas prenatales,repetidas,2007-01-01,4,4
INQUISIVI,consultas prenatales,repetidas,2007-01-01,28,28
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2007-01-01,57,57
IXIAMAS,consultas prenatales,repetidas,2007-01-01,41,41
JESUS DE MACHACA,consultas prenatales,repetidas,2007-01-01,35,35
LA ASUNTA,consultas prenatales,repetidas,2007-01-01,183,183
LA GUARDIA,consultas prenatales,repetidas,2007-01-01,461,461
LA PAZ,consultas prenatales,repetidas,2007-01-01,7374,7374
LAGUNILLAS,consultas prenatales,repetidas,2007-01-01,25,25
LAJA,consultas prenatales,repetidas,2007-01-01,44,44
LAS CARRERAS,consultas prenatales,repetidas,2007-01-01,18,18
LICOMA PAMPA,consultas prenatales,repetidas,2007-01-01,10,10
LLALLAGUA,consultas prenatales,repetidas,2007-01-01,398,398
LLICA,consultas prenatales,repetidas,2007-01-01,15,15
LORETO,consultas prenatales,repetidas,2007-01-01,7,7
LURIBAY,consultas prenatales,repetidas,2007-01-01,24,24
MACHACAMARCA,consultas prenatales,repetidas,2007-01-01,20,20
MACHARETI,consultas prenatales,repetidas,2007-01-01,66,66
MAGDALENA,consultas prenatales,repetidas,2007-01-01,81,81
MAIRANA,consultas prenatales,repetidas,2007-01-01,76,76
MALLA,consultas prenatales,repetidas,2007-01-01,14,14
MAPIRI,consultas prenatales,repetidas,2007-01-01,129,129
MECAPACA,consultas prenatales,repetidas,2007-01-01,31,31
MINEROS,consultas prenatales,repetidas,2007-01-01,129,129
MIZQUE,consultas prenatales,repetidas,2007-01-01,109,109
MOCOMOCO,consultas prenatales,repetidas,2007-01-01,13,13
MOJINETE,consultas prenatales,repetidas,2007-01-01,2,2
MOJOCOYA,consultas prenatales,repetidas,2007-01-01,25,25
MONTEAGUDO,consultas prenatales,repetidas,2007-01-01,308,308
MONTERO,consultas prenatales,repetidas,2007-01-01,792,792
MORO MORO,consultas prenatales,repetidas,2007-01-01,6,6
MOROCHATA,consultas prenatales,repetidas,2007-01-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2007-01-01,7,7
OCURI,consultas prenatales,repetidas,2007-01-01,80,80
OKINAWA,consultas prenatales,repetidas,2007-01-01,130,130
OMEREQUE,consultas prenatales,repetidas,2007-01-01,25,25
ORURO,consultas prenatales,repetidas,2007-01-01,2355,2355
PADCAYA,consultas prenatales,repetidas,2007-01-01,93,93
PADILLA,consultas prenatales,repetidas,2007-01-01,84,84
PAILON,consultas prenatales,repetidas,2007-01-01,102,102
PALCA,consultas prenatales,repetidas,2007-01-01,13,13
PALOS BLANCOS,consultas prenatales,repetidas,2007-01-01,167,167
PAMPA AULLAGAS,consultas prenatales,repetidas,2007-01-01,17,17
PAMPA GRANDE,consultas prenatales,repetidas,2007-01-01,34,34
PAPEL PAMPA,consultas prenatales,repetidas,2007-01-01,15,15
PASORAPA,consultas prenatales,repetidas,2007-01-01,7,7
PATACAMAYA,consultas prenatales,repetidas,2007-01-01,84,84
PAZÑA,consultas prenatales,repetidas,2007-01-01,24,24
PELECHUCO,consultas prenatales,repetidas,2007-01-01,11,11
POCOATA,consultas prenatales,repetidas,2007-01-01,79,79
POCONA,consultas prenatales,repetidas,2007-01-01,45,45
POJO (CBBA),consultas prenatales,repetidas,2007-01-01,31,31
POOPO,consultas prenatales,repetidas,2007-01-01,31,31
PORCO,consultas prenatales,repetidas,2007-01-01,68,68
POROMA,consultas prenatales,repetidas,2007-01-01,56,56
PORONGO,consultas prenatales,repetidas,2007-01-01,33,33
PORTACHUELO,consultas prenatales,repetidas,2007-01-01,136,136
PORVENIR,consultas prenatales,repetidas,2007-01-01,25,25
POSTRER VALLE,consultas prenatales,repetidas,2007-01-01,3,3
POTOSI,consultas prenatales,repetidas,2007-01-01,1528,1528
PRESTO,consultas prenatales,repetidas,2007-01-01,26,26
PUCARA,consultas prenatales,repetidas,2007-01-01,11,11
PUCARANI,consultas prenatales,repetidas,2007-01-01,94,94
PUERTO ACOSTA,consultas prenatales,repetidas,2007-01-01,38,38
PUERTO CARABUCO,consultas prenatales,repetidas,2007-01-01,25,25
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2007-01-01,22,22
PUERTO PEREZ,consultas prenatales,repetidas,2007-01-01,5,5
PUERTO QUIJARRO,consultas prenatales,repetidas,2007-01-01,83,83
PUERTO RICO,consultas prenatales,repetidas,2007-01-01,40,40
PUERTO SILES,consultas prenatales,repetidas,2007-01-01,2,2
PUERTO SUAREZ,consultas prenatales,repetidas,2007-01-01,131,131
PUERTO VILLARROEL,consultas prenatales,repetidas,2007-01-01,301,301
PUNA,consultas prenatales,repetidas,2007-01-01,131,131
PUNATA,consultas prenatales,repetidas,2007-01-01,185,185
QUIABAYA,consultas prenatales,repetidas,2007-01-01,9,9
QUILLACOLLO,consultas prenatales,repetidas,2007-01-01,758,758
QUIME,consultas prenatales,repetidas,2007-01-01,26,26
QUIRUSILLAS,consultas prenatales,repetidas,2007-01-01,4,4
RAVELO,consultas prenatales,repetidas,2007-01-01,64,64
REYES,consultas prenatales,repetidas,2007-01-01,72,72
RIBERALTA,consultas prenatales,repetidas,2007-01-01,886,886
ROBORE,consultas prenatales,repetidas,2007-01-01,71,71
RURRENABAQUE,consultas prenatales,repetidas,2007-01-01,83,83
SABAYA,consultas prenatales,repetidas,2007-01-01,11,11
SACABA,consultas prenatales,repetidas,2007-01-01,433,433
SACABAMBA,consultas prenatales,repetidas,2007-01-01,18,18
SACACA,consultas prenatales,repetidas,2007-01-01,126,126
SAIPINA,consultas prenatales,repetidas,2007-01-01,39,39
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2007-01-01,27,27
SAMAIPATA,consultas prenatales,repetidas,2007-01-01,48,48
SAN AGUSTIN,consultas prenatales,repetidas,2007-01-01,7,7
SAN ANDRES,consultas prenatales,repetidas,2007-01-01,60,60
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2007-01-01,12,12
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2007-01-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2007-01-01,15,15
SAN BENITO,consultas prenatales,repetidas,2007-01-01,38,38
SAN BORJA,consultas prenatales,repetidas,2007-01-01,245,245
SAN BUENA VENTURA,consultas prenatales,repetidas,2007-01-01,83,83
SAN CARLOS,consultas prenatales,repetidas,2007-01-01,171,171
SAN IGNACIO,consultas prenatales,repetidas,2007-01-01,120,120
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2007-01-01,461,461
SAN JAVIER(BNI),consultas prenatales,repetidas,2007-01-01,6,6
SAN JAVIER(STC),consultas prenatales,repetidas,2007-01-01,143,143
SAN JOAQUIN,consultas prenatales,repetidas,2007-01-01,38,38
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2007-01-01,80,80
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2007-01-01,64,64
SAN JULIAN,consultas prenatales,repetidas,2007-01-01,211,211
SAN LORENZO(PND),consultas prenatales,repetidas,2007-01-01,15,15
SAN LORENZO(TJA),consultas prenatales,repetidas,2007-01-01,66,66
SAN LUCAS,consultas prenatales,repetidas,2007-01-01,211,211
SAN MATIAS,consultas prenatales,repetidas,2007-01-01,76,76
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2007-01-01,60,60
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2007-01-01,16,16
SAN PEDRO,consultas prenatales,repetidas,2007-01-01,135,135
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2007-01-01,52,52
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2007-01-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2007-01-01,14,14
SAN PEDRO(PND),consultas prenatales,repetidas,2007-01-01,12,12
SAN RAFAEL,consultas prenatales,repetidas,2007-01-01,39,39
SAN RAMON,consultas prenatales,repetidas,2007-01-01,26,26
SAN RAMON,consultas prenatales,repetidas,2007-01-01,54,54
SANTA ANA,consultas prenatales,repetidas,2007-01-01,148,148
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2007-01-01,9155,9155
SANTA ROSA,consultas prenatales,repetidas,2007-01-01,27,27
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2007-01-01,161,161
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2007-01-01,3,3
SANTIAGO DE HUARI,consultas prenatales,repetidas,2007-01-01,39,39
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2007-01-01,12,12
SANTIVAÑES,consultas prenatales,repetidas,2007-01-01,9,9
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2007-01-01,10,10
SAPAHAQUI,consultas prenatales,repetidas,2007-01-01,5,5
SENA,consultas prenatales,repetidas,2007-01-01,40,40
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2007-01-01,74,74
SICAYA,consultas prenatales,repetidas,2007-01-01,1,1
SIPE SIPE,consultas prenatales,repetidas,2007-01-01,264,264
SOPACHUY,consultas prenatales,repetidas,2007-01-01,57,57
SORACACHI,consultas prenatales,repetidas,2007-01-01,27,27
SORATA,consultas prenatales,repetidas,2007-01-01,61,61
SUCRE,consultas prenatales,repetidas,2007-01-01,1948,1948
TACACHI,consultas prenatales,repetidas,2007-01-01,1,1
TACACOMA,consultas prenatales,repetidas,2007-01-01,37,37
TACOBAMBA,consultas prenatales,repetidas,2007-01-01,14,14
TACOPAYA,consultas prenatales,repetidas,2007-01-01,40,40
TAHUA,consultas prenatales,repetidas,2007-01-01,4,4
TAPACARI,consultas prenatales,repetidas,2007-01-01,102,102
TARABUCO,consultas prenatales,repetidas,2007-01-01,134,134
TARACO,consultas prenatales,repetidas,2007-01-01,5,5
TARATA,consultas prenatales,repetidas,2007-01-01,22,22
TARIJA,consultas prenatales,repetidas,2007-01-01,1142,1142
TARVITA,consultas prenatales,repetidas,2007-01-01,80,80
TEOPONTE,consultas prenatales,repetidas,2007-01-01,27,27
TIAWANACU,consultas prenatales,repetidas,2007-01-01,33,33
TINGUIPAYA,consultas prenatales,repetidas,2007-01-01,59,59
TIPUANI,consultas prenatales,repetidas,2007-01-01,84,84
TIQUIPAYA,consultas prenatales,repetidas,2007-01-01,234,234
TIRAQUE (CBBA),consultas prenatales,repetidas,2007-01-01,225,225
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2007-01-01,10,10
TOCO,consultas prenatales,repetidas,2007-01-01,12,12
TOLATA,consultas prenatales,repetidas,2007-01-01,4,4
TOLEDO,consultas prenatales,repetidas,2007-01-01,26,26
TOMAVE,consultas prenatales,repetidas,2007-01-01,25,25
TOMINA,consultas prenatales,repetidas,2007-01-01,56,56
TORO TORO,consultas prenatales,repetidas,2007-01-01,24,24
TOTORA(CBBA),consultas prenatales,repetidas,2007-01-01,60,60
TOTORA(ORR),consultas prenatales,repetidas,2007-01-01,15,15
TRIGAL,consultas prenatales,repetidas,2007-01-01,9,9
TRINIDAD,consultas prenatales,repetidas,2007-01-01,921,921
TUPIZA,consultas prenatales,repetidas,2007-01-01,290,290
TURCO,consultas prenatales,repetidas,2007-01-01,27,27
UMALA,consultas prenatales,repetidas,2007-01-01,1,1
UNCIA,consultas prenatales,repetidas,2007-01-01,153,153
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2007-01-01,76,76
URUBICHA,consultas prenatales,repetidas,2007-01-01,43,43
UYUNI,consultas prenatales,repetidas,2007-01-01,217,217
VACAS,consultas prenatales,repetidas,2007-01-01,55,55
VALLEGRANDE,consultas prenatales,repetidas,2007-01-01,69,69
VIACHA,consultas prenatales,repetidas,2007-01-01,202,202
VILA VILA,consultas prenatales,repetidas,2007-01-01,11,11
VILLA MONTES,consultas prenatales,repetidas,2007-01-01,254,254
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2007-01-01,20,20
VILLA RIVERO,consultas prenatales,repetidas,2007-01-01,4,4
VILLA SERRANO,consultas prenatales,repetidas,2007-01-01,42,42
VILLA TUNARI,consultas prenatales,repetidas,2007-01-01,353,353
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2007-01-01,64,64
VILLAZON,consultas prenatales,repetidas,2007-01-01,313,313
VINTO,consultas prenatales,repetidas,2007-01-01,151,151
VITICHI,consultas prenatales,repetidas,2007-01-01,59,59
WALDO BALLIVIAN,consultas prenatales,repetidas,2007-01-01,5,5
WARNES,consultas prenatales,repetidas,2007-01-01,446,446
YACO,consultas prenatales,repetidas,2007-01-01,20,20
YACUIBA,consultas prenatales,repetidas,2007-01-01,528,528
YAMPARAEZ,consultas prenatales,repetidas,2007-01-01,39,39
YANACACHI,consultas prenatales,repetidas,2007-01-01,13,13
YAPACANI,consultas prenatales,repetidas,2007-01-01,230,230
YOCALLA,consultas prenatales,repetidas,2007-01-01,20,20
YOTALA,consultas prenatales,repetidas,2007-01-01,27,27
YUNCHARA,consultas prenatales,repetidas,2007-01-01,24,24
ZUDAÑEZ,consultas prenatales,repetidas,2007-01-01,64,64
ACACIO,consultas prenatales,repetidas,2007-02-01,20,20
ACHACACHI,consultas prenatales,repetidas,2007-02-01,173,173
ACHOCALLA,consultas prenatales,repetidas,2007-02-01,25,25
AIQUILE,consultas prenatales,repetidas,2007-02-01,167,167
ALALAY,consultas prenatales,repetidas,2007-02-01,13,13
ALCALA,consultas prenatales,repetidas,2007-02-01,11,11
ANCORAIMES,consultas prenatales,repetidas,2007-02-01,45,45
ANDAMARCA,consultas prenatales,repetidas,2007-02-01,21,21
ANTEQUERA,consultas prenatales,repetidas,2007-02-01,18,18
ANZALDO,consultas prenatales,repetidas,2007-02-01,6,6
APOLO,consultas prenatales,repetidas,2007-02-01,77,77
ARAMPAMPA,consultas prenatales,repetidas,2007-02-01,20,20
ARANI,consultas prenatales,repetidas,2007-02-01,24,24
ARBIETO,consultas prenatales,repetidas,2007-02-01,19,19
ARQUE,consultas prenatales,repetidas,2007-02-01,37,37
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2007-02-01,209,209
ATOCHA,consultas prenatales,repetidas,2007-02-01,46,46
AUCAPATA,consultas prenatales,repetidas,2007-02-01,10,10
AYATA,consultas prenatales,repetidas,2007-02-01,13,13
AYO AYO,consultas prenatales,repetidas,2007-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2007-02-01,96,96
AZURDUY,consultas prenatales,repetidas,2007-02-01,67,67
BATALLAS,consultas prenatales,repetidas,2007-02-01,50,50
BAURES,consultas prenatales,repetidas,2007-02-01,23,23
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2007-02-01,2,2
BELEN DE URMIRI,consultas prenatales,repetidas,2007-02-01,8,8
BELLA FLOR,consultas prenatales,repetidas,2007-02-01,8,8
BERMEJO,consultas prenatales,repetidas,2007-02-01,159,159
BETANZOS,consultas prenatales,repetidas,2007-02-01,139,139
BOLIVAR,consultas prenatales,repetidas,2007-02-01,12,12
BOLPEBRA,consultas prenatales,repetidas,2007-02-01,1,1
BOYUIBE,consultas prenatales,repetidas,2007-02-01,19,19
BUENA VISTA,consultas prenatales,repetidas,2007-02-01,55,55
CABEZAS,consultas prenatales,repetidas,2007-02-01,86,86
CAIROMA,consultas prenatales,repetidas,2007-02-01,23,23
"CAIZA ""D""",consultas prenatales,repetidas,2007-02-01,32,32
CAJUATA,consultas prenatales,repetidas,2007-02-01,47,47
CALACOTO,consultas prenatales,repetidas,2007-02-01,11,11
CALAMARCA,consultas prenatales,repetidas,2007-02-01,27,27
CAMARGO,consultas prenatales,repetidas,2007-02-01,83,83
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2007-02-01,21,21
CAMIRI,consultas prenatales,repetidas,2007-02-01,176,176
CAPINOTA,consultas prenatales,repetidas,2007-02-01,112,112
CAQUIAVIRI,consultas prenatales,repetidas,2007-02-01,20,20
CARACOLLO,consultas prenatales,repetidas,2007-02-01,95,95
CARANAVI,consultas prenatales,repetidas,2007-02-01,290,290
CARANGAS,consultas prenatales,repetidas,2007-02-01,3,3
CARAPARI,consultas prenatales,repetidas,2007-02-01,51,51
CARIPUYO,consultas prenatales,repetidas,2007-02-01,32,32
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2007-02-01,7,7
CATACORA,consultas prenatales,repetidas,2007-02-01,1,1
CHACARILLA,consultas prenatales,repetidas,2007-02-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2007-02-01,107,107
CHAQUI,consultas prenatales,repetidas,2007-02-01,22,22
CHARAGUA,consultas prenatales,repetidas,2007-02-01,149,149
CHARAÑA,consultas prenatales,repetidas,2007-02-01,8,8
CHAYANTA,consultas prenatales,repetidas,2007-02-01,57,57
CHIMORE,consultas prenatales,repetidas,2007-02-01,77,77
CHOQUE COTA,consultas prenatales,repetidas,2007-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-02-01,122,122
CHUMA,consultas prenatales,repetidas,2007-02-01,18,18
CLIZA,consultas prenatales,repetidas,2007-02-01,94,94
COBIJA,consultas prenatales,repetidas,2007-02-01,410,410
COCHABAMBA,consultas prenatales,repetidas,2007-02-01,4773,4773
COLCAPIRHUA,consultas prenatales,repetidas,2007-02-01,326,326
"COLCHA ""K""",consultas prenatales,repetidas,2007-02-01,25,25
COLLANA,consultas prenatales,repetidas,2007-02-01,1,1
COLOMI,consultas prenatales,repetidas,2007-02-01,110,110
COLPA BELGICA,consultas prenatales,repetidas,2007-02-01,25,25
COLQUECHACA,consultas prenatales,repetidas,2007-02-01,102,102
COLQUENCHA,consultas prenatales,repetidas,2007-02-01,19,19
COLQUIRI,consultas prenatales,repetidas,2007-02-01,78,78
COMANCHE,consultas prenatales,repetidas,2007-02-01,9,9
COMARAPA,consultas prenatales,repetidas,2007-02-01,137,137
COMBAYA,consultas prenatales,repetidas,2007-02-01,5,5
CONCEPCION,consultas prenatales,repetidas,2007-02-01,127,127
COPACABANA,consultas prenatales,repetidas,2007-02-01,31,31
CORIPATA,consultas prenatales,repetidas,2007-02-01,92,92
CORO CORO,consultas prenatales,repetidas,2007-02-01,26,26
COROICO,consultas prenatales,repetidas,2007-02-01,93,93
CORQUE,consultas prenatales,repetidas,2007-02-01,6,6
COTAGAITA,consultas prenatales,repetidas,2007-02-01,114,114
COTOCA,consultas prenatales,repetidas,2007-02-01,294,294
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-02-01,95,95
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-02-01,4,4
CUEVO,consultas prenatales,repetidas,2007-02-01,25,25
CULPINA,consultas prenatales,repetidas,2007-02-01,95,95
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-02-01,43,43
CURVA,consultas prenatales,repetidas,2007-02-01,10,10
DESAGUADERO,consultas prenatales,repetidas,2007-02-01,19,19
EL ALTO,consultas prenatales,repetidas,2007-02-01,4775,4775
EL CHORO,consultas prenatales,repetidas,2007-02-01,22,22
EL PUENTE(STC),consultas prenatales,repetidas,2007-02-01,27,27
EL PUENTE(TJA),consultas prenatales,repetidas,2007-02-01,56,56
EL TORNO,consultas prenatales,repetidas,2007-02-01,327,327
EL VILLAR,consultas prenatales,repetidas,2007-02-01,23,23
ENTRE RIOS,consultas prenatales,repetidas,2007-02-01,80,80
ENTRE RIOS,consultas prenatales,repetidas,2007-02-01,80,80
EUCALIPTUS,consultas prenatales,repetidas,2007-02-01,14,14
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2007-02-01,4,4
EXALTACION,consultas prenatales,repetidas,2007-02-01,24,24
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-02-01,70,70
FILADELFIA,consultas prenatales,repetidas,2007-02-01,17,17
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-02-01,79,79
