,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,18,24,1,0,19,24,43
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,6,0,0,2,6,8
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,47,37,3,8,50,45,95
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,1,1,2,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,1,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,2,0,0,3,2,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,2,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,4,0,0,2,4,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,15,8,0,1,15,9,24
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,2,0,0,0,2,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,10,2,0,3,10,13
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,10,5,0,1,10,6,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,2,1,1,2,3,5
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,3,0,0,1,3,4
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,1,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,16,34,2,1,18,35,53
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,1,0,0,3,1,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,3,0,2,3,5,8
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,2,0,0,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,1,0,0,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,2,1,0,1,2,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,2,6,5,9,7,16
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,0,4,2,7,2,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,2,0,0,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,5,1,0,0,5,1,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,56,50,3,1,59,51,110
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,1,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,2,1,1,4,3,7
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,2,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,5,4,0,0,5,4,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,2,0,1,1,3,1,4
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,2,0,1,1,3,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,0,2,0,3,0,3
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,8,11,0,0,8,11,19
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,7,2,0,0,7,2,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,1,1,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,1,1,0,2,1,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,1,0,1,3,2,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,0,0,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,1,2,0,1,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,4,5,0,0,4,5,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-01-01,3,2,0,0,3,2,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,1,0,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,2,0,2,0,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,1,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,3,1,3,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,1,1,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,17,12,1,1,18,13,31
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,0,0,0,2,0,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,3,2,0,0,3,2,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,1,0,1,2,2,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,16,20,5,6,21,26,47
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,5,0,0,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,1,0,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,5,3,0,0,5,3,8
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,2,1,3,1,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,4,5,1,1,5,6,11
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,13,9,2,2,15,11,26
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,2,0,2,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,2,0,0,2,2,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,6,3,1,1,7,4,11
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,1,0,2,0,2
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,4,0,0,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,1,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,9,8,4,0,13,8,21
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,1,3,6,5,7,12
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,2,1,2,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,7,3,4,2,11,5,16
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,2,0,0,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,1,4,5,6,6,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,11,5,11,5,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,48,38,2,1,50,39,89
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,2,1,2,1,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,0,1,0,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,0,0,1,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,2,1,2,1,4,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,4,5,0,1,4,6,10
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,0,0,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,4,4,0,0,4,4,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,0,2,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,10,3,1,0,11,3,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,1,2,0,0,1,2,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,1,3,0,3,1,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,4,4,1,1,5,5,10
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,2,1,3,3,5,8
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,3,2,2,0,5,2,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,0,0,0,1,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-02-01,2,3,0,0,2,3,5
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-03-01,0,0,0,1,0,1,1
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-03-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-03-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-03-01,0,0,1,0,1,0,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 3ra dosis,2020-03-01,0,0,0,1,0,1,1
