,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,2,0,0,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,21,18,0,1,21,19,40
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,4,0,0,0,4,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,2,0,0,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-01-01,0,0,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,0,1,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,1,0,1,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,5,2,6,2,11,4,15
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,1,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,3,0,0,0,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,4,0,0,0,4,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,3,0,0,1,3,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,1,0,0,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,1,0,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,3,0,0,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,2,1,0,0,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,6,3,0,1,6,4,10
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,0,1,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,6,1,6,7
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,10,8,1,1,11,9,20
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,4,1,0,0,4,1,5
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,5,2,0,0,5,2,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,2,1,0,0,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-02-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,2,0,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,3,0,0,0,3,3
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,2,0,0,0,2,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,1,1,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,2,0,0,1,2,1,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,2,0,0,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,3,2,3,1,6,3,9
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,1,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,2,0,0,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,3,5,0,0,3,5,8
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,1,1,2,1,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,1,0,0,1,1,2
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,1,5,6,6,7,13
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,5,4,1,5,6,11
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,6,3,0,0,6,3,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,1,2,1,3,2,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,3,8,0,0,3,8,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,2,0,0,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,2,0,0,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,2,0,0,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,3,0,0,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,2,0,0,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-03-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,3,1,0,0,3,1,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,1,0,0,1,1,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,3,2,2,2,5,4,9
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,0,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,1,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,3,0,0,0,3,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,5,3,0,1,5,4,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,0,1,0,0,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,1,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,0,0,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,1,1,0,1,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-04-01,2,0,0,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,2,3,1,0,3,3,6
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,1,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,2,4,4,4,6,10
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,1,1,2,1,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,5,2,0,0,5,2,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,1,0,2,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,0,0,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,3,5,3,0,6,5,11
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,4,0,1,1,5,6
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,0,0,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-05-01,1,2,0,0,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,22,18,0,1,22,19,41
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,4,2,0,0,4,2,6
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,4,5,0,1,4,6,10
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,10,9,0,2,10,11,21
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,2,0,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2020-06-01,3,4,0,0,3,4,7
