municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2006-01-01,34,34
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2006-01-01,14,14
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2006-01-01,10,10
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2006-01-01,19,19
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2006-01-01,26,26
GUANAY,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2006-01-01,66,66
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2006-01-01,8,8
HUACARETA,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
HUACHACALLA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
INQUISIVI,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
JESUS DE MACHACA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2006-01-01,133,133
LA PAZ,referencias,pacientes referidos a otros establecimientos,2006-01-01,7194,7194
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
LAJA,referencias,pacientes referidos a otros establecimientos,2006-01-01,17,17
LICOMA PAMPA,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2006-01-01,22,22
LORETO,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
LURIBAY,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
MACHACAMARCA,referencias,pacientes referidos a otros establecimientos,2006-01-01,30,30
MACHARETI,referencias,pacientes referidos a otros establecimientos,2006-01-01,12,12
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
MAIRANA,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
MAPIRI,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
MECAPACA,referencias,pacientes referidos a otros establecimientos,2006-01-01,10,10
MINEROS,referencias,pacientes referidos a otros establecimientos,2006-01-01,21,21
MIZQUE,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
MOCOMOCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2006-01-01,29,29
MONTERO,referencias,pacientes referidos a otros establecimientos,2006-01-01,125,125
MORO MORO,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
OCURI,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
OKINAWA,referencias,pacientes referidos a otros establecimientos,2006-01-01,25,25
OMEREQUE,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
ORURO,referencias,pacientes referidos a otros establecimientos,2006-01-01,623,623
PADCAYA,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
PADILLA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
PAILON,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
PALOS BLANCOS,referencias,pacientes referidos a otros establecimientos,2006-01-01,11,11
PAMPA AULLAGAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
PAMPA GRANDE,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
PAPEL PAMPA,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
PASORAPA,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
PATACAMAYA,referencias,pacientes referidos a otros establecimientos,2006-01-01,22,22
PAZÑA,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
POCOATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
POOPO,referencias,pacientes referidos a otros establecimientos,2006-01-01,11,11
PORCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
POROMA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
PORONGO,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
PORTACHUELO,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
PORVENIR,referencias,pacientes referidos a otros establecimientos,2006-01-01,16,16
POSTRER VALLE,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
POTOSI,referencias,pacientes referidos a otros establecimientos,2006-01-01,238,238
PRESTO,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
PUCARANI,referencias,pacientes referidos a otros establecimientos,2006-01-01,10,10
PUERTO ACOSTA,referencias,pacientes referidos a otros establecimientos,2006-01-01,15,15
PUERTO CARABUCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
PUERTO GONZALO MORENO,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
PUERTO RICO,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
PUERTO VILLARROEL,referencias,pacientes referidos a otros establecimientos,2006-01-01,29,29
PUNA,referencias,pacientes referidos a otros establecimientos,2006-01-01,19,19
PUNATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,152,152
QUILLACOLLO,referencias,pacientes referidos a otros establecimientos,2006-01-01,43,43
QUIME,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
QUIRUSILLAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
RAVELO,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
REYES,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
RIBERALTA,referencias,pacientes referidos a otros establecimientos,2006-01-01,44,44
ROBORE,referencias,pacientes referidos a otros establecimientos,2006-01-01,22,22
RURRENABAQUE,referencias,pacientes referidos a otros establecimientos,2006-01-01,21,21
SACABA,referencias,pacientes referidos a otros establecimientos,2006-01-01,145,145
SACABAMBA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SACACA,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
SAIPINA,referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
SAMAIPATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,8,8
SAN AGUSTIN,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2006-01-01,14,14
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2006-01-01,40,40
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,27,27
SAN JOAQUIN,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2006-01-01,13,13
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2006-01-01,47,47
SAN LORENZO(PND),referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2006-01-01,16,16
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,15,15
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,15,15
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2006-01-01,31,31
SAN PEDRO DE BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
SAN PEDRO DE TIQUINA,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2006-01-01,131,131
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1984,1984
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
SANTIAGO DE CALLAPA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2006-01-01,8,8
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
SANTUARIO DE QUILLACAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
SENA,referencias,pacientes referidos a otros establecimientos,2006-01-01,8,8
SICA SICA (VILLA AROMA),referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2006-01-01,45,45
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
SORATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
SUCRE,referencias,pacientes referidos a otros establecimientos,2006-01-01,389,389
TACACOMA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
TAPACARI,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
TARABUCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,17,17
TARIJA,referencias,pacientes referidos a otros establecimientos,2006-01-01,109,109
TARVITA,referencias,pacientes referidos a otros establecimientos,2006-01-01,15,15
TEOPONTE,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
TIPUANI,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2006-01-01,39,39
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
TOCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
TOLATA,referencias,pacientes referidos a otros establecimientos,2006-01-01,6,6
TOLEDO,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
TOMAVE,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
TOMINA,referencias,pacientes referidos a otros establecimientos,2006-01-01,10,10
TORO TORO,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
TRIGAL,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2006-01-01,282,282
TUPIZA,referencias,pacientes referidos a otros establecimientos,2006-01-01,84,84
TURCO,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
UMALA,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
UNCIA,referencias,pacientes referidos a otros establecimientos,2006-01-01,27,27
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2006-01-01,14,14
URUBICHA,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
UYUNI,referencias,pacientes referidos a otros establecimientos,2006-01-01,28,28
VACAS,referencias,pacientes referidos a otros establecimientos,2006-01-01,20,20
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2006-01-01,73,73
VIACHA,referencias,pacientes referidos a otros establecimientos,2006-01-01,161,161
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2006-01-01,28,28
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2006-01-01,10,10
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2006-01-01,59,59
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
VILLAZON,referencias,pacientes referidos a otros establecimientos,2006-01-01,134,134
VINTO,referencias,pacientes referidos a otros establecimientos,2006-01-01,29,29
VITICHI,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
WALDO BALLIVIAN,referencias,pacientes referidos a otros establecimientos,2006-01-01,3,3
WARNES,referencias,pacientes referidos a otros establecimientos,2006-01-01,37,37
YACO,referencias,pacientes referidos a otros establecimientos,2006-01-01,4,4
YACUIBA,referencias,pacientes referidos a otros establecimientos,2006-01-01,126,126
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2006-01-01,9,9
YANACACHI,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
YAPACANI,referencias,pacientes referidos a otros establecimientos,2006-01-01,38,38
YOCALLA,referencias,pacientes referidos a otros establecimientos,2006-01-01,5,5
YOTALA,referencias,pacientes referidos a otros establecimientos,2006-01-01,7,7
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2006-01-01,2,2
ZUDAÑEZ,referencias,pacientes referidos a otros establecimientos,2006-01-01,1,1
ACACIO,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
ACHACACHI,referencias,pacientes referidos a otros establecimientos,2006-02-01,28,28
ACHOCALLA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
AIQUILE,referencias,pacientes referidos a otros establecimientos,2006-02-01,15,15
ALALAY,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
ALCALA,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
ANCORAIMES,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
ANDAMARCA,referencias,pacientes referidos a otros establecimientos,2006-02-01,3,3
APOLO,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
ARAMPAMPA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
ARANI,referencias,pacientes referidos a otros establecimientos,2006-02-01,8,8
ARBIETO,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
ARQUE,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
ASCENCION DE GUARAYOS,referencias,pacientes referidos a otros establecimientos,2006-02-01,20,20
ATOCHA,referencias,pacientes referidos a otros establecimientos,2006-02-01,49,49
AYOPAYA (V. DE INDEPENDENCIA),referencias,pacientes referidos a otros establecimientos,2006-02-01,8,8
BERMEJO,referencias,pacientes referidos a otros establecimientos,2006-02-01,57,57
BETANZOS,referencias,pacientes referidos a otros establecimientos,2006-02-01,28,28
BOLIVAR,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
BOYUIBE,referencias,pacientes referidos a otros establecimientos,2006-02-01,7,7
BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
CABEZAS,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
"CAIZA ""D""",referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
CAJUATA,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
CALAMARCA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
CAMARGO,referencias,pacientes referidos a otros establecimientos,2006-02-01,23,23
CAMIRI,referencias,pacientes referidos a otros establecimientos,2006-02-01,19,19
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2006-02-01,9,9
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2006-02-01,17,17
CARANAVI,referencias,pacientes referidos a otros establecimientos,2006-02-01,29,29
CARAPARI,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
CARMEN RIVERO TORREZ,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2006-02-01,10,10
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2006-02-01,16,16
CHAYANTA,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
CHIMORE,referencias,pacientes referidos a otros establecimientos,2006-02-01,16,16
CHOQUE COTA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
CHUMA,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
CLIZA,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
COBIJA,referencias,pacientes referidos a otros establecimientos,2006-02-01,59,59
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2006-02-01,229,229
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2006-02-01,11,11
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
COLOMI,referencias,pacientes referidos a otros establecimientos,2006-02-01,29,29
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2006-02-01,26,26
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2006-02-01,12,12
COMANCHE,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
COMARAPA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2006-02-01,12,12
COPACABANA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
CORIPATA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
CORO CORO,referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
COROICO,referencias,pacientes referidos a otros establecimientos,2006-02-01,11,11
CORQUE,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2006-02-01,11,11
COTOCA,referencias,pacientes referidos a otros establecimientos,2006-02-01,26,26
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2006-02-01,16,16
CUEVO,referencias,pacientes referidos a otros establecimientos,2006-02-01,10,10
CULPINA,referencias,pacientes referidos a otros establecimientos,2006-02-01,3,3
CURAHUARA DE CARANGAS,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
EL ALTO,referencias,pacientes referidos a otros establecimientos,2006-02-01,1110,1110
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2006-02-01,4,4
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2006-02-01,21,21
EL TORNO,referencias,pacientes referidos a otros establecimientos,2006-02-01,72,72
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2006-02-01,21,21
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2006-02-01,20,20
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2006-02-01,25,25
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2006-02-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2006-02-01,81,81
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2006-02-01,15,15
HUACARETA,referencias,pacientes referidos a otros establecimientos,2006-02-01,9,9
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
HUACHACALLA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
HUANUNI,referencias,pacientes referidos a otros establecimientos,2006-02-01,71,71
ICLA,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2006-02-01,3,3
INGAVI (HUMAITA),referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2006-02-01,3,3
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2006-02-01,74,74
LA PAZ,referencias,pacientes referidos a otros establecimientos,2006-02-01,6170,6170
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2006-02-01,11,11
LAJA,referencias,pacientes referidos a otros establecimientos,2006-02-01,9,9
LICOMA PAMPA,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2006-02-01,50,50
MACHARETI,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2006-02-01,1,1
MAIRANA,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
MAPIRI,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
MECAPACA,referencias,pacientes referidos a otros establecimientos,2006-02-01,18,18
MINEROS,referencias,pacientes referidos a otros establecimientos,2006-02-01,16,16
MIZQUE,referencias,pacientes referidos a otros establecimientos,2006-02-01,17,17
MOCOMOCO,referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
MOJOCOYA,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2006-02-01,9,9
MONTERO,referencias,pacientes referidos a otros establecimientos,2006-02-01,78,78
MORO MORO,referencias,pacientes referidos a otros establecimientos,2006-02-01,5,5
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2006-02-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),referencias,pacientes referidos a otros establecimientos,2006-02-01,2,2
OCURI,referencias,pacientes referidos a otros establecimientos,2006-02-01,6,6
OKINAWA,referencias,pacientes referidos a otros establecimientos,2006-02-01,29,29
