,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,0,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,0,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,49,38,87
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,4,0,4
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,21,17,38
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,3,7,10
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,1,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,15,11,26
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,15,6,21
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,1,2
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,6,2,8
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,0,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,13,7,20
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-01-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,1,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,1,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,1,5
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,2,2
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,0,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,6,8
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,5,3,8
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,8,6,14
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,1,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,3,1,4
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,19,9,28
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,18,20,38
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,1,5
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,13,11,24
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,1,3
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,3,7
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,1,3
HUARACAJE,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,1,3
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,2,4
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,22,23,45
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,3,3
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,2,4
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,1,2
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,44,15,59
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,8,4,12
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,10,6,16
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,8,3,11
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,3,3,6
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,5,0,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,3,1,4
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,0,2
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,28,12,40
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,15,3,18
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,3,0,3
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,2,3
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,30,15,45
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,2,4
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,0,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,0,2
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,3,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,92,42,134
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,7,5,12
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,22,14,36
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,1,5
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,0,1,1
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,3,3,6
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,11,12,23
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,8,9,17
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,4,3,7
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,8,8,16
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,5,7
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,12,12,24
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,2,1,3
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-02-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,31,22,53
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,2,3,5
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,4,2,6
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,12,13,25
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,2,3
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,10,11,21
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,5,3,8
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,6,3,9
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,7,4,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,4,1,5
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,8,24,32
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,63,55,118
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,4,1,5
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,2,5
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,2,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,7,4,11
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,63,41,104
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,5,6
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
ESCOMA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,17,12,29
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,1,4
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,2,1,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,9,6,15
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,79,102,181
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,7,10
MACHARETI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,0,1
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,4,0,4
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,12,11,23
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,67,54,121
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,22,7,29
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,6,7,13
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,9,11,20
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,2,5
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,5,6
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,2,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,8,4,12
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,4,7
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,26,18,44
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,5,3,8
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,7,8,15
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,5,6
SACABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,2,2,4
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,6,5,11
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,7,9,16
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,2,5,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,42,29,71
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,4,5
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,6,7,13
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,2,5,7
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,5,0,5
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,3,4
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,3,3
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,3,6
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,96,30,126
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,15,9,24
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,2,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,26,21,47
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,20,8,28
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,0,1,1
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,4,5,9
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,27,17,44
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,26,20,46
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,5,0,5
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,13,10,23
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,11,6,17
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,24,3,27
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,1,1,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,3,7,10
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,18,12,30
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-03-01,8,8,16
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,21,10,31
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,1,3
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,12,3,15
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,2,3
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,0,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,24,23,47
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,26,24,50
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,2,6
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,5,8,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,1,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,2,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,12,8,20
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,105,84,189
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,2,6
COLQUIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,2,6
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,3,7
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,6,7,13
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,1,2
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,4,7
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,90,77,167
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,5,3,8
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,5,8
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,6,4,10
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,7,7
INCAHUASI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,2,4
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,6,10
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,79,119,198
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,7,10
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,1,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,1,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
MOJOCOYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,7,7,14
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,37,25,62
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,19,17,36
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,2,5
PASORAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,1,5
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,8,13,21
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,20,9,29
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,10,2,12
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,11,11,22
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,16,2,18
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,0,3
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,6,16,22
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,3,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,13,10,23
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,2,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,5,9
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,0,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,20,16,36
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,0,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,5,7,12
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,3,1,4
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,12,11,23
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,1,3
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,1,5
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,2,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,166,41,207
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,17,8,25
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,1,3
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,52,52,104
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,11,2,13
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,24,21,45
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,0,2
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,14,14,28
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,2,4
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,8,10
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,3,5
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,1,2
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,1,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,13,9,22
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,14,17,31
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,2,0,2
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,1,5
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,1,2,3
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,4,4,8
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,38,31,69
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-04-01,50,37,87
