,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,17,16,33
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,3,0,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,2,6,8
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,4,5,9
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,1,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,1,2
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,3,5,8
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,0,4,4
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,46,38,84
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,2,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,0,1
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,2,4,6
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,2,3,5
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,429,201,630
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,0,1,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,9,6,15
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,2,3
SORATA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,121,87,208
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,0,2,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,69,61,130
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,10,13,23
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-01-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,75,59,134
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,16,14,30
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,1,1,2
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,10,2,12
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,4,5,9
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,14,8,22
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,2,1,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,3,7,10
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,27,34,61
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,3,1,4
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2011-01-01,4,1,5
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,30,40,70
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,1,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,134,161,295
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,4,7
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,5,0,5
CABEZAS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,2,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,14,13,27
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,32,16,48
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,4,3,7
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,1,3
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,7,5,12
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,2,5
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,42,47,89
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,193,155,348
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,3,6
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,2,4
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,4,10
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,128,119,247
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,1,7
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,5,8
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,0,2
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,283,345,628
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,14,17,31
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,3,6
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,1,3
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,1,2
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,1,2
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,207,228,435
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,14,15,29
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,4,5
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,1,3
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,0,2
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,13,6,19
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,75,47,122
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,24,25,49
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,5,8,13
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,46,47,93
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,62,48,110
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,10,16
PUNA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,15,20,35
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,4,8,12
REYES,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,1,3
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,7,19,26
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,10,1,11
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,32,34,66
SACABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,7,10,17
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,7,13
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,1,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,53,24,77
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,0,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,5,7,12
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,3,5
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
SAN PEDRO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,2,5
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,2,3,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,530,320,850
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,8,14
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,0,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,133,107,240
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,6,2,8
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,90,58,148
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,13,16
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,76,94,170
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,16,14,30
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,0,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,7,10
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,21,5,26
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,26,22,48
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,5,14,19
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,1,2,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,3,5,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-02-01,31,38,69
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,29,20,49
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,113,89,202
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,2,3
CABEZAS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,28,22,50
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,9,20,29
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,1,5
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,10,3,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,3,4
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,53,44,97
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,238,202,440
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,4,6
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,4,4
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,9,14,23
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,3,0,3
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,3,1,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,142,109,251
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,5,9
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,14,13,27
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,1,5
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,3,5,8
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,339,393,732
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,17,18,35
MACHARETI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,7,9
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,2,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,23,16,39
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,89,74,163
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,22,12,34
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,6,4,10
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,50,61,111
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,69,57,126
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,11,9,20
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,22,15,37
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,9,8,17
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,9,13
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,3,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,9,13
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,28,24,52
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,0,2
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,3,2,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,48,51,99
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,4,4,8
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,2,4
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,5,2,7
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,3,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,931,624,1555
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,9,6,15
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,104,85,189
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,3,4,7
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,63,50,113
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,12,12,24
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,39,55,94
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,17,26,43
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,0,2,2
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,13,13,26
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,6,5,11
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,21,19,40
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2011-03-01,1,0,1
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,10,12,22
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,1,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,10,7,17
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,43,51,94
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,2,2,4
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2011-03-01,10,0,10
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,2,6
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,23,18,41
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,3,2,5
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,190,212,402
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,3,3
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,12,9,21
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,34,25,59
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,6,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,5,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,1,1
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,35,26,61
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,206,172,378
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,6,6,12
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,2,0,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,11,9,20
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,154,146,300
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,2,2,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,46,46
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,26,9,35
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,2,2,4
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,0,1
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,3,4,7
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,429,477,906
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,5,5
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,2,2,4
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,1,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,8,11,19
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,77,73,150
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,21,17,38
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,34,43,77
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,40,37,77
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,15,4,19
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,23,12,35
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,5,5,10
REYES,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,0,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,31,16,47
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,9,10
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,5,6,11
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,19,18,37
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,0,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,6,2,8
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,5,9
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,2,2,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,48,43,91
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,4,5
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,5,9
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,3,1,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,689,483,1172
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,6,5,11
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,111,69,180
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,1,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,75,59,134
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,10,5,15
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,63,50,113
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,18,8,26
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,0,1,1
