,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,22,17,4,6,49
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,1,2,1,6
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,0,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,3,1,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,15,8,0,1,24
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,12,20,2,0,34
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,4,0,2,9
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,7,0,3,15
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,12,11,0,0,23
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,3,3,2,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,9,4,0,21
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,17,9,1,0,27
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,33,35,2,2,72
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,18,9,0,0,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,3,0,0,7
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,7,3,1,19
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,29,30,2,4,65
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,12,11,2,1,26
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,3,3,3,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,6,2,1,11
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,2,1,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,29,23,6,3,61
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,6,4,1,18
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,10,9,2,13,34
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,14,3,4,0,21
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,24,17,1,1,43
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,1,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,0,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,20,15,0,2,37
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,5,4,5,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,4,0,1,10
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,5,4,1,16
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,19,14,0,2,35
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,42,56,5,3,106
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,10,2,6,27
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,694,676,2,3,1375
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,45,47,0,1,93
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,4,1,1,12
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,5,0,0,9
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,13,14,1,1,29
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,5,1,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,21,15,11,4,51
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,8,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,3,10,1,19
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,0,1,1,7
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,15,12,0,3,30
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,2,3,6
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,21,18,3,5,47
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,7,1,2,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,17,0,0,26
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,6,0,1,9
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,5,1,1,15
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,3,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,12,13,5,2,32
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,77,75,2,1,155
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,20,5,4,45
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,0,1,1,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,5,0,2,9
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,10,2,1,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,3,1,0,6
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,4,1,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,774,683,106,82,1645
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,3,0,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,13,11,2,0,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,3,1,0,12
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,41,34,5,1,81
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,2,0,2,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,14,15,4,4,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,34,33,0,0,67
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,1,2
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,5,2,0,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,3,1,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,1,0,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,10,1,0,13
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,4,5,3,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,11,0,0,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,6,1,3,11
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,10,0,0,19
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,0,4,3,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,50,41,1,1,93
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,6,7,3,21
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,4,4,2,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,1,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,23,19,1,0,43
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,3,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,4,0,0,7
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,1,0,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,1,0,1,5
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,4,3,2,11
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,0,2,3,8
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,3,2,0,5
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,4,3,1,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,2,0,0,6
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,3,4,2,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,10,6,3,6,25
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,10,1,1,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,3,2,1,9
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,34,32,3,3,72
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,80,79,1,0,160
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,653,636,2,2,1293
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,1,1,2,9
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,12,2,3,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,4,0,3,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,0,0,1,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,25,31,16,83
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,2,0,0,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,3,1,3,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,1,6,1,13
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,1,0,1,3
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,4,0,2,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,10,6,0,3,19
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,11,1,0,28
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,1,2
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,13,9,0,2,24
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,13,2,3,25
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,27,16,0,0,43
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,25,14,7,3,49
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,3,3,7,18
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,3,1,1,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,21,14,0,1,36
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,113,105,0,1,219
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,3,2,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,0,3,5,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,1,1,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,3,2,8,18
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,6,0,0,17
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,5,5,4,16
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,325,257,5,5,592
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,13,4,0,26
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,5,0,1,11
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,24,22,5,7,58
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,12,12,4,4,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,20,2,3,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,4,1,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,3,0,0,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,1,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,22,12,2,5,41
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,2,1,4
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,3,4,1,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,10,6,10,9,35
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,5,7,5,20
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,13,1,3,28
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,4,0,1,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,9,11,3,0,23
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,4,6,7,21
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,7,3,2,17
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,15,0,0,31
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,2,0,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,190,211,23,14,438
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,5,5,6,19
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,21,24,9,5,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,2,4,3,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,8,11,3,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,4,4,1,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,2,0,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,16,1,0,24
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,11,0,1,17
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,14,15,1,0,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,37,45,1,2,85
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,7,1,2,14
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,19,21,0,0,40
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,2,2,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,99,103,33,44,279
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,7,2,0,14
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,2,8,10,21
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,9,1,2,23
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,101,85,1,1,188
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,10,16,0,1,27
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,21,0,1,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,151,135,4,5,295
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,1,1,0,7
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,13,10,10,7,40
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,5,0,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,5,6,2,14
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,5,1,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,0,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,15,8,0,3,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,3,0,0,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,1,2,0,7
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,12,0,5,23
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,43,49,2,5,99
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,5,2,4,19
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,15,14,2,4,35
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,14,15,1,1,31
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,55,48,8,7,118
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,0,1,4,4,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,21,13,1,2,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,7,0,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,13,19,4,6,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,2,5,1,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,29,32,4,8,73
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,6,3,5,3,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,18,19,1,3,41
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,13,12,10,46
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,14,15,3,1,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,11,8,1,0,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,8,11,0,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,16,17,6,4,43
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,7,4,1,1,13
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,4,5,0,0,9
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,5,1,2,1,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-01-01,3,5,1,1,10
