,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
CAJUATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,10,7,0,0,17
CALACOTO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,2,6,8,22
CAMARGO,vacunaciones en menores de 1 ano,bcg,2017-01-01,13,13,2,1,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2017-01-01,37,50,3,0,90
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,11,6,0,0,17
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,3,1,0,5
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,9,4,1,21
CARANAVI,vacunaciones en menores de 1 ano,bcg,2017-01-01,44,32,3,3,82
CARAPARI,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,1,1,0,6
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,3,3,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,3,3,1,8
CATACORA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,3,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,28,31,6,8,73
CHAQUI,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,2,1,4
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2017-01-01,11,8,6,6,31
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,5,5,6,25
CHIMORE,vacunaciones en menores de 1 ano,bcg,2017-01-01,21,15,1,0,37
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,0,1,4
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,2,4,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2017-01-01,18,16,0,1,35
CHUMA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,1,1,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,0,0,3
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,6,1,10
CLIZA,vacunaciones en menores de 1 ano,bcg,2017-01-01,21,10,2,2,35
COBIJA,vacunaciones en menores de 1 ano,bcg,2017-01-01,83,64,3,0,150
COCAPATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,5,9,11,28
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2017-01-01,833,785,2,6,1626
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2017-01-01,36,40,0,0,76
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2017-01-01,7,3,1,2,13
COLLANA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,1,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,6,4,1,19
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,0,0,3
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,9,22,15,54
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,6,3,10
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,9,14,23
COMARAPA,vacunaciones en menores de 1 ano,bcg,2017-01-01,22,14,0,0,36
COMBAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2017-01-01,20,24,4,0,48
COPACABANA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,9,1,0,14
CORIPATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,11,0,0,20
CORO CORO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,0,0,3
COROICO,vacunaciones en menores de 1 ano,bcg,2017-01-01,10,3,0,4,17
CORQUE,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,3,3,8
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,7,7,2,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,44,55,0,0,99
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,11,4,5,26
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,1,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,1,1,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2017-01-01,5,14,2,0,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,1,3
CURVA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,4,0,0,4
EL ALTO,vacunaciones en menores de 1 ano,bcg,2017-01-01,794,800,37,44,1675
EL CHORO,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2017-01-01,6,5,2,0,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,7,1,10
EL TORNO,vacunaciones en menores de 1 ano,bcg,2017-01-01,44,51,0,0,95
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,7,1,1,17
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2017-01-01,31,32,0,0,63
ESCOMA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,3,1,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,9,1,0,19
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,5,1,1,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2017-01-01,10,8,0,0,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2017-01-01,4,3,0,3,10
GUANAY,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,7,5,3,24
GUAQUI,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,2,3,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2017-01-01,60,42,0,0,102
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,6,2,3,15
HUACARETA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,2,2,0,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,1,1,3
HUANUNI,vacunaciones en menores de 1 ano,bcg,2017-01-01,20,12,1,2,35
HUARINA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,2,0,5
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,3,3,4,11
ICHOCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,5,5,10
ICLA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,1,1,1,7
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,0,1,4
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,5,7,5,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2017-01-01,7,5,3,1,16
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,1,1,2,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,5,2,5,15
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,34,23,0,0,57
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2017-01-01,61,53,0,1,115
LA PAZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,1114,584,0,0,1698
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,3,2,2,10
LAJA,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,12,6,8,33
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2017-01-01,17,19,21,21,78
LLICA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,0,0,3
LORETO,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,2,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,3,1,0,7
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,3,0,1,7
MACHARETI,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,0,0,3
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,5,5,4,18
MAIRANA,vacunaciones en menores de 1 ano,bcg,2017-01-01,13,16,0,0,29
MALLA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2017-01-01,11,13,1,0,25
MECAPACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,1,4,1,9
MINEROS,vacunaciones en menores de 1 ano,bcg,2017-01-01,18,13,1,0,32
MIZQUE,vacunaciones en menores de 1 ano,bcg,2017-01-01,20,15,3,2,40
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,2,11,7,23
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,4,5,9
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2017-01-01,26,18,0,0,44
MONTERO,vacunaciones en menores de 1 ano,bcg,2017-01-01,184,157,0,1,342
MORO MORO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,9,8,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,1,0,3
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,1,7,11,22
OKINAWA,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,6,0,0,12
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,5,0,1,8
ORURO,vacunaciones en menores de 1 ano,bcg,2017-01-01,384,347,5,6,742
PADCAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,1,2,1,10
PADILLA,vacunaciones en menores de 1 ano,bcg,2017-01-01,23,4,0,0,27
PAILON,vacunaciones en menores de 1 ano,bcg,2017-01-01,37,32,10,11,90
PALCA,vacunaciones en menores de 1 ano,bcg,2017-01-01,11,9,7,5,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2017-01-01,12,22,4,8,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,2,0,0,4
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,2,3
PASORAPA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,30,12,0,0,42
PAZÑA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,1,2,5
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,1,0,3
POCOATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,18,17,37
POCONA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,4,2,6
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2017-01-01,10,6,1,6,23
POOPO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,1,0,1,5
PORCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,8,2,1,17
POROMA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,4,3,2,10
PORONGO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,2,5,7,17
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,26,0,0,35
PORVENIR,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,2,0,0,4
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2017-01-01,228,210,12,13,463
PRESTO,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,2,4,0,10
PUCARA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2017-01-01,12,11,7,15,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,2,2,3,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,4,12,7,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,1,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,1,1,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,9,0,0,16
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,4,1,0,8
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,28,20,0,0,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2017-01-01,64,51,0,0,115
PUNA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,4,3,4,15
PUNATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,16,24,1,1,42
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2017-01-01,126,131,13,9,279
QUIME,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,5,7,12
RAVELO,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,10,6,18
REYES,vacunaciones en menores de 1 ano,bcg,2017-01-01,15,7,1,3,26
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,145,142,8,5,300
ROBORE,vacunaciones en menores de 1 ano,bcg,2017-01-01,13,8,1,0,22
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2017-01-01,19,23,0,0,42
SABAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2017-01-01,129,129,0,0,258
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,4,5
SACACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,16,13,12,10,51
SAIPINA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,2,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,3,3,2,10
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,4,0,0,5
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,2,2,0,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,1,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,3,2,1,8
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,1,2,6,12
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2017-01-01,51,47,11,12,121
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,6,0,1,15
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2017-01-01,12,14,4,2,32
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2017-01-01,15,22,0,1,38
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,64,65,10,7,146
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,4,10,15
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2017-01-01,16,13,0,0,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,7,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2017-01-01,23,11,6,6,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,6,0,1,14
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2017-01-01,28,22,7,1,58
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,1,1,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2017-01-01,8,2,0,0,10
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,9,18,7,43
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,13,14,5,4,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,5,0,2,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2017-01-01,5,7,0,4,16
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,10,15,14,5,44
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,3,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,0,0,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,1,1,1,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,0,3,6,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,3,1,0,12
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2017-01-01,15,18,0,0,33
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1733,1660,69,84,3546
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2017-01-01,10,2,0,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,6,3,1,11
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,0,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,4,3,2,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,2,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,3,3,8
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2017-01-01,9,4,2,0,15
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,1,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,7,5,9,23
SENA,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,3,1,1,13
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2017-01-01,19,18,1,0,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2017-01-01,3,3,5,3,14
SICAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,5,2,0,8
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2017-01-01,25,27,0,0,52
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,0,1,4
SORACACHI,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,3,2,7
SORATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,10,10,8,35
SUCRE,vacunaciones en menores de 1 ano,bcg,2017-01-01,288,306,3,0,597
TACACOMA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,1,0,1,6
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,1,5,5,11
TAHUA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2017-01-01,12,16,3,6,37
TARABUCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,12,7,2,1,22
TARACO,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,3,1,0,7
TARATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,6,1,0,13
TARIJA,vacunaciones en menores de 1 ano,bcg,2017-01-01,238,253,1,0,492
TARVITA,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,10,5,5,24
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2017-01-01,6,11,0,1,18
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,1,3,7
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,0,10,16,29
TIPUANI,vacunaciones en menores de 1 ano,bcg,2017-01-01,4,4,0,0,8
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2017-01-01,48,54,8,4,114
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2017-01-01,9,7,3,9,28
TOCO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,1,1,0,3
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,4,0,0,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,0,3,6
TOMAVE,vacunaciones en menores de 1 ano,bcg,2017-01-01,3,5,2,2,12
TOMINA,vacunaciones en menores de 1 ano,bcg,2017-01-01,7,2,0,0,9
TORO TORO,vacunaciones en menores de 1 ano,bcg,2017-01-01,2,4,6,3,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2017-01-01,20,11,2,0,33
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,4,3,9
TRIGAL,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2017-01-01,169,152,9,7,337
TUPIZA,vacunaciones en menores de 1 ano,bcg,2017-01-01,24,22,9,9,64
UMALA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,0,7,1,9
UNCIA,vacunaciones en menores de 1 ano,bcg,2017-01-01,8,14,5,4,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2017-01-01,2,10,0,0,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,2,0,0,3
UYUNI,vacunaciones en menores de 1 ano,bcg,2017-01-01,25,21,1,0,47
VACAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,0,5,2,7
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2017-01-01,19,13,0,0,32
VIACHA,vacunaciones en menores de 1 ano,bcg,2017-01-01,42,45,2,1,90
VILA VILA,vacunaciones en menores de 1 ano,bcg,2017-01-01,0,2,3,6,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2017-01-01,1,6,8,5,20
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2017-01-01,50,59,1,2,112
