,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,35,23,4,5,67
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,14,4,6,32
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,3,0,1,5
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,0,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,12,13,3,2,30
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,13,1,2,32
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,6,5,2,4,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,7,3,3,20
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,8,2,1,22
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,1,2,5
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,8,0,1,17
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,13,4,3,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,8,1,1,12
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,35,42,0,1,78
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,27,14,3,0,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,3,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,11,4,3,25
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,44,40,3,2,89
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,15,17,3,3,38
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,2,2,3,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,1,4,1,10
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,24,12,7,4,47
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,6,9,3,0,18
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,18,9,8,43
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,2,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,6,4,1,4,15
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,18,24,4,2,48
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,0,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,0,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,10,2,2,23
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,4,0,4,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,6,0,0,15
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,5,1,2,11
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,19,11,0,1,31
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,43,46,10,6,105
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,7,4,8,22
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,614,662,2,3,1281
COIPASA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,48,42,3,1,94
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,4,1,1,15
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,15,19,0,0,34
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,0,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,19,25,10,7,61
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,10,0,1,19
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,14,5,4,7,30
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,26,7,1,0,34
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,21,2,6,45
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,2,3,14
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,8,0,0,24
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,6,1,1,11
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,3,3,3,16
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,2,2,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,13,4,8,41
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,77,72,2,2,153
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,15,16,2,1,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,3,0,0,3
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,4,2,1,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,6,0,0,7
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,2,0,0,7
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,598,612,91,112,1413
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,1,1,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,12,10,0,0,22
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,7,1,1,12
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,45,42,5,7,99
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,1,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,10,12,2,3,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,46,44,0,1,91
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,3,1,0,4
ESMERALDA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,5,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,7,1,0,16
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,6,3,4,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,13,14,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,6,7,3,2,18
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,11,9,7,38
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,4,0,1,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,53,46,1,2,102
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,8,1,2,19
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,10,1,2,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,17,1,0,29
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,3,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,2,1,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,3,0,3,8
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,3,2,1,6
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,3,2,0,6
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,1,5,3,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,1,7,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,8,1,7,25
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,5,2,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,1,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,38,27,1,8,74
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,90,87,1,2,180
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,685,554,4,7,1250
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,3,0,0,3
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,14,2,3,24
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,1,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,1,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,20,23,16,75
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,0,1
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,4,1,2,8
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,2,3,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,0,0,3
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,6,0,2,11
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,17,14,3,6,40
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,19,9,0,0,28
MALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,13,13,0,1,27
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,9,0,1,14
MINEROS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,10,16,0,1,27
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,23,16,5,6,50
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,2,5,5,16
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,1,1,1,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,25,13,0,2,40
MONTERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,123,119,3,2,247
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,0,3,2,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,1,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,0,2,2
OCURI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,4,4,17
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,12,1,1,25
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,10,8,3,1,22
ORURO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,314,254,4,13,585
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,13,3,0,27
PADILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,1,2,0,7
PAILON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,27,23,8,7,65
PALCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,12,13,5,3,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,19,13,3,8,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,3,0,0,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,3,0,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,2,0,0,7
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,17,13,2,4,36
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,5,1,1,8
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,1,1,5
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,6,11,5,24
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,9,5,2,20
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,4,4,3,19
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,6,2,1,14
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,15,2,0,21
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,2,1,3,8
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,6,5,4,24
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,15,17,0,0,32
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,8,1,2,13
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,2,0,5
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,193,199,17,24,433
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,2,1,0,7
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,24,20,7,3,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,2,2,2,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,6,6,5,4,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,3,4,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,0,2,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,8,0,1,16
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,8,2,1,16
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,17,1,2,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,54,48,1,2,105
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,5,4,6,17
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,23,18,3,1,45
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,3,2,0,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,78,99,28,43,248
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,5,0,1,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,2,0,0,4
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,6,9,18
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,12,3,2,26
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,69,81,3,3,156
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,11,0,1,28
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,12,22,1,0,35
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,2,1,0,3
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,131,113,5,7,256
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,1,3,6
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,6,8,6,29
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,3,0,1,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,5,4,4,2,15
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,13,9,0,1,23
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,3,0,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,11,4,2,0,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,1,2,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,1,5,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,6,0,1,11
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,36,37,4,5,82
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,6,9,2,26
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,15,18,3,2,38
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,16,0,2,34
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,42,36,6,8,92
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,5,2,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,14,16,0,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,14,6,0,0,20
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,14,13,8,4,39
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,7,9,2,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,32,38,17,5,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,1,3,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,17,19,0,3,39
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,19,8,4,7,38
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,14,10,3,1,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,13,1,0,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,9,10,0,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,16,17,3,2,38
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,4,3,0,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,2,0,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,1,0,0,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-01-01,8,5,0,2,15
