municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,42,42
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,9,9
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,66,66
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,14,14
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,6,6
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,14,14
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,53,53
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,20,20
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,33,33
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,150,150
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1721,1721
COIPASA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,48,48
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,72,72
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,86,86
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,19,19
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,31,31
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,54,54
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,73,73
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,47,47
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,11,11
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,41,41
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,15,15
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,103,103
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,15,15
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,30,30
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,19,19
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,9,9
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1806,1806
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,6,6
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,13,13
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,115,115
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,42,42
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,76,76
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,240,240
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,9,9
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,16,16
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,39,39
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,128,128
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,43,43
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,15,15
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,74,74
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,6,6
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,23,23
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,64,64
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,76,76
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,63,63
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,53,53
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1726,1726
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,14,14
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,15,15
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,43,43
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,16,16
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,30,30
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,42,42
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,47,47
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,39,39
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,41,41
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,379,379
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,68,68
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,68,68
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,23,23
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,448,448
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,15,15
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,21,21
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,29,29
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,51,51
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,37,37
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,41,41
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,7,7
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,86,86
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,21,21
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,60,60
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,301,301
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,24,24
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,27,27
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,81,81
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,26,26
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,220,220
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,33,33
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,321,321
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,26,26
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,395,395
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,34,34
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,24,24
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,158,158
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,29,29
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,9,9
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,261,261
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,24,24
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,42,42
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,13,13
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,28,28
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,33,33
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,21,21
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,177,177
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,50,50
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,157,157
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,47,47
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,5,5
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,63,63
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,37,37
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,58,58
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,32,32
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,34,34
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,75,75
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,58,58
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,31,31
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,13,13
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,8,8
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,17,17
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,20,20
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,16,16
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3998,3998
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,25,25
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,50,50
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,29,29
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,27,27
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,11,11
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,16,16
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,62,62
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,42,42
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,690,690
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,6,6
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,19,19
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,18,18
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,130,130
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,2,2
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,14,14
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,443,443
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,58,58
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,4,4
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,10,10
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,86,86
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,12,12
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,93,93
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,161,161
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,56,56
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,3,3
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,1,1
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,11,11
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,11,11
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-01-01,34,34
