municipality,group,variable,month,Mujeres de 15 a 49 años 2da dosis de dT,TOTAL
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,46,46
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,66,66
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,20,20
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,9,9
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,30,30
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,85,85
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,18,18
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,31,31
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,8,8
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,993,993
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,60,60
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,29,29
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,50,50
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,12,12
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,36,36
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,16,16
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,16,16
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,138,138
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,15,15
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,43,43
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,42,42
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,30,30
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,87,87
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1084,1084
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,7,7
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,28,28
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,18,18
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,12,12
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,48,48
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,7,7
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,24,24
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,206,206
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,74,74
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,48,48
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,55,55
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,228,228
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,19,19
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,7,7
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,29,29
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,30,30
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,32,32
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,48,48
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,28,28
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,192,192
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,20,20
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,21,21
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,59,59
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,15,15
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,119,119
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,21,21
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,99,99
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,151,151
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,9,9
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,42,42
REYES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,16,16
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,113,113
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,29,29
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,183,183
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,9,9
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,45,45
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,17,17
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,16,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,8,8
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,97,97
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,43,43
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,31,31
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,55,55
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,8,8
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,37,37
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,30,30
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,54,54
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,8,8
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,28,28
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,16,16
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,26,26
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,29,29
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3040,3040
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,30,30
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,32,32
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,22,22
SENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,41,41
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,27,27
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,229,229
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,6,6
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,103,103
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,9,9
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,310,310
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,54,54
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,55,55
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,32,32
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,98,98
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,11,11
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,2,2
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,4,4
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,9,9
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,1,1
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,5,5
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,201,201
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,42,42
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,20,20
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,14,14
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,18,18
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,13,13
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,10,10
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,32,32
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,76,76
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,7,7
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,42,42
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,3,3
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2005-01-01,12,12
