municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dT,TOTAL
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,133,133
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,47,47
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,11,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,216,216
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
LAJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
LORETO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,60,60
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
OCURI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,11,11
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
ORURO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,24,24
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
PAILON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,19,19
PALCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
POCONA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
POROMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,16,16
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,7,7
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
PUNA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,17,17
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,22,22
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,26,26
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,10,10
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SACABA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,77,77
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,7,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,8,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,26,26
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,8,8
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,35,35
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,25,25
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,427,427
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,23,23
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,7,7
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
SORATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,67,67
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,11,11
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,18,18
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,27,27
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,7,7
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,20,20
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,19,19
TURCO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
UMALA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
VACAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,9,9
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,2,2
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,28,28
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,5,5
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,6,6
WARNES,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,4,4
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,18,18
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,19,19
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,13,13
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,3,3
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-01-01,1,1
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,12,12
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,4,4
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
APOLO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
ARANI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,26,26
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
AYATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,4,4
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,12,12
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,5,5
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,23,23
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,20,20
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,13,13
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,7,7
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,8,8
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,26,26
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,4,4
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,5,5
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,202,202
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,7,7
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,6,6
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,7,7
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,6,6
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,7,7
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,11,11
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
COROICO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,4,4
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,6,6
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,251,251
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,10,10
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,5,5
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,4,4
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,2,2
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,29,29
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,14,14
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos  5ta dosis de dt,2005-02-01,3,3
