municipality,group,variable,month,Antirrábica canina,TOTAL
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-01-01,88,88
TUPIZA,otras vacunaciones,antirrabica canina,2005-01-01,6,6
TURCO,otras vacunaciones,antirrabica canina,2005-01-01,93,93
UMALA,otras vacunaciones,antirrabica canina,2005-01-01,178,178
VACAS,otras vacunaciones,antirrabica canina,2005-01-01,173,173
VIACHA,otras vacunaciones,antirrabica canina,2005-01-01,870,870
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-01-01,876,876
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-01-01,88,88
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-01-01,989,989
VINTO,otras vacunaciones,antirrabica canina,2005-01-01,415,415
WARNES,otras vacunaciones,antirrabica canina,2005-01-01,201,201
YACUIBA,otras vacunaciones,antirrabica canina,2005-01-01,3694,3694
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-01-01,47,47
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-01-01,28,28
ACHACACHI,otras vacunaciones,antirrabica canina,2005-02-01,15,15
AIQUILE,otras vacunaciones,antirrabica canina,2005-02-01,83,83
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-02-01,15,15
ANZALDO,otras vacunaciones,antirrabica canina,2005-02-01,208,208
APOLO,otras vacunaciones,antirrabica canina,2005-02-01,1,1
ARANI,otras vacunaciones,antirrabica canina,2005-02-01,12,12
ARBIETO,otras vacunaciones,antirrabica canina,2005-02-01,350,350
ARQUE,otras vacunaciones,antirrabica canina,2005-02-01,288,288
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-02-01,136,136
BERMEJO,otras vacunaciones,antirrabica canina,2005-02-01,136,136
BOLIVAR,otras vacunaciones,antirrabica canina,2005-02-01,20,20
BUENA VISTA,otras vacunaciones,antirrabica canina,2005-02-01,238,238
CAJUATA,otras vacunaciones,antirrabica canina,2005-02-01,20,20
CAMARGO,otras vacunaciones,antirrabica canina,2005-02-01,8,8
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2005-02-01,95,95
CAPINOTA,otras vacunaciones,antirrabica canina,2005-02-01,161,161
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2005-02-01,37,37
CARACOLLO,otras vacunaciones,antirrabica canina,2005-02-01,15,15
CARAPARI,otras vacunaciones,antirrabica canina,2005-02-01,603,603
CHAQUI,otras vacunaciones,antirrabica canina,2005-02-01,38,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2005-02-01,101,101
CLIZA,otras vacunaciones,antirrabica canina,2005-02-01,18,18
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-02-01,3262,3262
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-02-01,469,469
COLOMI,otras vacunaciones,antirrabica canina,2005-02-01,172,172
COLPA BELGICA,otras vacunaciones,antirrabica canina,2005-02-01,4,4
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-02-01,55,55
COMARAPA,otras vacunaciones,antirrabica canina,2005-02-01,11,11
COPACABANA,otras vacunaciones,antirrabica canina,2005-02-01,35,35
CORIPATA,otras vacunaciones,antirrabica canina,2005-02-01,25,25
CORO CORO,otras vacunaciones,antirrabica canina,2005-02-01,20,20
COROICO,otras vacunaciones,antirrabica canina,2005-02-01,88,88
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-02-01,40,40
CULPINA,otras vacunaciones,antirrabica canina,2005-02-01,433,433
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-02-01,13,13
EL ALTO,otras vacunaciones,antirrabica canina,2005-02-01,3047,3047
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2005-02-01,621,621
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-02-01,986,986
EL TORNO,otras vacunaciones,antirrabica canina,2005-02-01,438,438
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-02-01,1106,1106
HUACARETA,otras vacunaciones,antirrabica canina,2005-02-01,39,39
HUACHACALLA,otras vacunaciones,antirrabica canina,2005-02-01,7,7
ICLA,otras vacunaciones,antirrabica canina,2005-02-01,118,118
INCAHUASI,otras vacunaciones,antirrabica canina,2005-02-01,25,25
INQUISIVI,otras vacunaciones,antirrabica canina,2005-02-01,40,40
IXIAMAS,otras vacunaciones,antirrabica canina,2005-02-01,10,10
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-02-01,67,67
LA ASUNTA,otras vacunaciones,antirrabica canina,2005-02-01,38,38
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-02-01,681,681
LA PAZ,otras vacunaciones,antirrabica canina,2005-02-01,1190,1190
LA RIVERA,otras vacunaciones,antirrabica canina,2005-02-01,3,3
LAS CARRERAS,otras vacunaciones,antirrabica canina,2005-02-01,9,9
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2005-02-01,70,70
MECAPACA,otras vacunaciones,antirrabica canina,2005-02-01,16,16
MIZQUE,otras vacunaciones,antirrabica canina,2005-02-01,17,17
MOCOMOCO,otras vacunaciones,antirrabica canina,2005-02-01,48,48
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-02-01,33,33
MONTEAGUDO,otras vacunaciones,antirrabica canina,2005-02-01,40,40
MONTERO,otras vacunaciones,antirrabica canina,2005-02-01,2,2
MOROCHATA,otras vacunaciones,antirrabica canina,2005-02-01,384,384
OCURI,otras vacunaciones,antirrabica canina,2005-02-01,43,43
ORURO,otras vacunaciones,antirrabica canina,2005-02-01,23,23
PADCAYA,otras vacunaciones,antirrabica canina,2005-02-01,252,252
PADILLA,otras vacunaciones,antirrabica canina,2005-02-01,46,46
PALCA,otras vacunaciones,antirrabica canina,2005-02-01,63,63
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-02-01,25,25
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2005-02-01,362,362
PATACAMAYA,otras vacunaciones,antirrabica canina,2005-02-01,20,20
POCOATA,otras vacunaciones,antirrabica canina,2005-02-01,74,74
POCONA,otras vacunaciones,antirrabica canina,2005-02-01,37,37
POJO (CBBA),otras vacunaciones,antirrabica canina,2005-02-01,50,50
POROMA,otras vacunaciones,antirrabica canina,2005-02-01,214,214
PORONGO,otras vacunaciones,antirrabica canina,2005-02-01,197,197
POTOSI,otras vacunaciones,antirrabica canina,2005-02-01,5,5
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2005-02-01,295,295
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-02-01,315,315
PUNATA,otras vacunaciones,antirrabica canina,2005-02-01,204,204
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-02-01,688,688
QUIME,otras vacunaciones,antirrabica canina,2005-02-01,61,61
RAVELO,otras vacunaciones,antirrabica canina,2005-02-01,10,10
SACABA,otras vacunaciones,antirrabica canina,2005-02-01,326,326
SACABAMBA,otras vacunaciones,antirrabica canina,2005-02-01,126,126
SACACA,otras vacunaciones,antirrabica canina,2005-02-01,20,20
SAIPINA,otras vacunaciones,antirrabica canina,2005-02-01,383,383
SAN ANDRES,otras vacunaciones,antirrabica canina,2005-02-01,5,5
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-02-01,89,89
SAN BENITO,otras vacunaciones,antirrabica canina,2005-02-01,51,51
SAN BUENA VENTURA,otras vacunaciones,antirrabica canina,2005-02-01,11,11
SAN CARLOS,otras vacunaciones,antirrabica canina,2005-02-01,164,164
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2005-02-01,3,3
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2005-02-01,100,100
SAN LORENZO(PND),otras vacunaciones,antirrabica canina,2005-02-01,84,84
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-02-01,733,733
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-02-01,20,20
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2005-02-01,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-02-01,2967,2967
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-02-01,1360,1360
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-02-01,333,333
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-02-01,123,123
SICAYA,otras vacunaciones,antirrabica canina,2005-02-01,8,8
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-02-01,180,180
SOPACHUY,otras vacunaciones,antirrabica canina,2005-02-01,105,105
SUCRE,otras vacunaciones,antirrabica canina,2005-02-01,694,694
TACACHI,otras vacunaciones,antirrabica canina,2005-02-01,15,15
TACOPAYA,otras vacunaciones,antirrabica canina,2005-02-01,115,115
TAPACARI,otras vacunaciones,antirrabica canina,2005-02-01,71,71
TARABUCO,otras vacunaciones,antirrabica canina,2005-02-01,94,94
TARATA,otras vacunaciones,antirrabica canina,2005-02-01,89,89
TARIJA,otras vacunaciones,antirrabica canina,2005-02-01,1006,1006
TIAWANACU,otras vacunaciones,antirrabica canina,2005-02-01,40,40
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-02-01,198,198
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-02-01,432,432
TORO TORO,otras vacunaciones,antirrabica canina,2005-02-01,1,1
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-02-01,15,15
TOTORA(ORR),otras vacunaciones,antirrabica canina,2005-02-01,5,5
TURCO,otras vacunaciones,antirrabica canina,2005-02-01,18,18
UMALA,otras vacunaciones,antirrabica canina,2005-02-01,56,56
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-02-01,2280,2280
URUBICHA,otras vacunaciones,antirrabica canina,2005-02-01,4,4
VACAS,otras vacunaciones,antirrabica canina,2005-02-01,34,34
VIACHA,otras vacunaciones,antirrabica canina,2005-02-01,714,714
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-02-01,110,110
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-02-01,13,13
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-02-01,73,73
VINTO,otras vacunaciones,antirrabica canina,2005-02-01,228,228
WARNES,otras vacunaciones,antirrabica canina,2005-02-01,73,73
YACUIBA,otras vacunaciones,antirrabica canina,2005-02-01,23,23
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-02-01,221,221
YANACACHI,otras vacunaciones,antirrabica canina,2005-02-01,15,15
YAPACANI,otras vacunaciones,antirrabica canina,2005-02-01,30,30
YUNCHARA,otras vacunaciones,antirrabica canina,2005-02-01,478,478
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-02-01,296,296
ACACIO,otras vacunaciones,antirrabica canina,2005-03-01,26,26
ACHACACHI,otras vacunaciones,antirrabica canina,2005-03-01,144,144
ACHOCALLA,otras vacunaciones,antirrabica canina,2005-03-01,50,50
AIQUILE,otras vacunaciones,antirrabica canina,2005-03-01,20,20
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-03-01,33,33
ANZALDO,otras vacunaciones,antirrabica canina,2005-03-01,326,326
ARANI,otras vacunaciones,antirrabica canina,2005-03-01,2500,2500
ARBIETO,otras vacunaciones,antirrabica canina,2005-03-01,1467,1467
ARQUE,otras vacunaciones,antirrabica canina,2005-03-01,67,67
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-03-01,294,294
AZURDUY,otras vacunaciones,antirrabica canina,2005-03-01,243,243
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2005-03-01,5,5
BOLIVAR,otras vacunaciones,antirrabica canina,2005-03-01,53,53
CALACOTO,otras vacunaciones,antirrabica canina,2005-03-01,42,42
CAMARGO,otras vacunaciones,antirrabica canina,2005-03-01,34,34
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2005-03-01,100,100
CAPINOTA,otras vacunaciones,antirrabica canina,2005-03-01,110,110
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2005-03-01,20,20
CARANAVI,otras vacunaciones,antirrabica canina,2005-03-01,89,89
CARAPARI,otras vacunaciones,antirrabica canina,2005-03-01,44,44
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2005-03-01,88,88
CLIZA,otras vacunaciones,antirrabica canina,2005-03-01,1061,1061
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-03-01,147352,147352
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-03-01,9413,9413
COLOMI,otras vacunaciones,antirrabica canina,2005-03-01,3282,3282
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-03-01,15,15
COMARAPA,otras vacunaciones,antirrabica canina,2005-03-01,4,4
COPACABANA,otras vacunaciones,antirrabica canina,2005-03-01,6,6
CORIPATA,otras vacunaciones,antirrabica canina,2005-03-01,66,66
COROICO,otras vacunaciones,antirrabica canina,2005-03-01,74,74
CORQUE,otras vacunaciones,antirrabica canina,2005-03-01,10,10
COTAGAITA,otras vacunaciones,antirrabica canina,2005-03-01,542,542
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2005-03-01,430,430
CULPINA,otras vacunaciones,antirrabica canina,2005-03-01,203,203
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-03-01,14,14
DESAGUADERO,otras vacunaciones,antirrabica canina,2005-03-01,5,5
EL ALTO,otras vacunaciones,antirrabica canina,2005-03-01,1594,1594
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2005-03-01,86,86
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-03-01,638,638
EL TORNO,otras vacunaciones,antirrabica canina,2005-03-01,102,102
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-03-01,220,220
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2005-03-01,110,110
HUACARETA,otras vacunaciones,antirrabica canina,2005-03-01,84,84
HUACHACALLA,otras vacunaciones,antirrabica canina,2005-03-01,17,17
HUANUNI,otras vacunaciones,antirrabica canina,2005-03-01,20,20
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-03-01,7,7
ICLA,otras vacunaciones,antirrabica canina,2005-03-01,314,314
INCAHUASI,otras vacunaciones,antirrabica canina,2005-03-01,136,136
INQUISIVI,otras vacunaciones,antirrabica canina,2005-03-01,48,48
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-03-01,210,210
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-03-01,227,227
LA PAZ,otras vacunaciones,antirrabica canina,2005-03-01,1547,1547
LAS CARRERAS,otras vacunaciones,antirrabica canina,2005-03-01,15,15
LORETO,otras vacunaciones,antirrabica canina,2005-03-01,4,4
MACHARETI,otras vacunaciones,antirrabica canina,2005-03-01,91,91
MECAPACA,otras vacunaciones,antirrabica canina,2005-03-01,43,43
MIZQUE,otras vacunaciones,antirrabica canina,2005-03-01,122,122
MOCOMOCO,otras vacunaciones,antirrabica canina,2005-03-01,179,179
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-03-01,87,87
MOROCHATA,otras vacunaciones,antirrabica canina,2005-03-01,627,627
OCURI,otras vacunaciones,antirrabica canina,2005-03-01,101,101
OKINAWA,otras vacunaciones,antirrabica canina,2005-03-01,98,98
ORURO,otras vacunaciones,antirrabica canina,2005-03-01,15566,15566
PADCAYA,otras vacunaciones,antirrabica canina,2005-03-01,2314,2314
PALCA,otras vacunaciones,antirrabica canina,2005-03-01,44,44
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-03-01,12,12
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2005-03-01,106,106
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2005-03-01,21,21
POCOATA,otras vacunaciones,antirrabica canina,2005-03-01,58,58
POCONA,otras vacunaciones,antirrabica canina,2005-03-01,4,4
POJO (CBBA),otras vacunaciones,antirrabica canina,2005-03-01,10,10
POROMA,otras vacunaciones,antirrabica canina,2005-03-01,507,507
PORONGO,otras vacunaciones,antirrabica canina,2005-03-01,87,87
POTOSI,otras vacunaciones,antirrabica canina,2005-03-01,19,19
PRESTO,otras vacunaciones,antirrabica canina,2005-03-01,118,118
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2005-03-01,264,264
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-03-01,166,166
PUNA,otras vacunaciones,antirrabica canina,2005-03-01,10,10
PUNATA,otras vacunaciones,antirrabica canina,2005-03-01,6635,6635
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-03-01,28756,28756
QUIRUSILLAS,otras vacunaciones,antirrabica canina,2005-03-01,184,184
RAVELO,otras vacunaciones,antirrabica canina,2005-03-01,8,8
SACABA,otras vacunaciones,antirrabica canina,2005-03-01,29892,29892
SACABAMBA,otras vacunaciones,antirrabica canina,2005-03-01,94,94
SACACA,otras vacunaciones,antirrabica canina,2005-03-01,5,5
SAIPINA,otras vacunaciones,antirrabica canina,2005-03-01,192,192
SAMAIPATA,otras vacunaciones,antirrabica canina,2005-03-01,220,220
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-03-01,162,162
SAN BENITO,otras vacunaciones,antirrabica canina,2005-03-01,3400,3400
SAN BUENA VENTURA,otras vacunaciones,antirrabica canina,2005-03-01,40,40
SAN CARLOS,otras vacunaciones,antirrabica canina,2005-03-01,615,615
SAN JULIAN,otras vacunaciones,antirrabica canina,2005-03-01,335,335
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-03-01,1214,1214
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-03-01,123,123
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-03-01,23,23
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2005-03-01,20,20
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-03-01,2954,2954
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-03-01,104,104
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-03-01,43,43
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-03-01,88,88
SICAYA,otras vacunaciones,antirrabica canina,2005-03-01,7,7
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-03-01,9680,9680
SOPACHUY,otras vacunaciones,antirrabica canina,2005-03-01,213,213
SUCRE,otras vacunaciones,antirrabica canina,2005-03-01,3226,3226
TACACHI,otras vacunaciones,antirrabica canina,2005-03-01,506,506
TACOPAYA,otras vacunaciones,antirrabica canina,2005-03-01,23,23
TAPACARI,otras vacunaciones,antirrabica canina,2005-03-01,294,294
TARABUCO,otras vacunaciones,antirrabica canina,2005-03-01,977,977
TARATA,otras vacunaciones,antirrabica canina,2005-03-01,1465,1465
TARIJA,otras vacunaciones,antirrabica canina,2005-03-01,382,382
TIAWANACU,otras vacunaciones,antirrabica canina,2005-03-01,31,31
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-03-01,8420,8420
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-03-01,2790,2790
TOCO,otras vacunaciones,antirrabica canina,2005-03-01,168,168
TOLATA,otras vacunaciones,antirrabica canina,2005-03-01,1583,1583
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-03-01,29,29
TURCO,otras vacunaciones,antirrabica canina,2005-03-01,22,22
UMALA,otras vacunaciones,antirrabica canina,2005-03-01,78,78
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-03-01,709,709
URUBICHA,otras vacunaciones,antirrabica canina,2005-03-01,8,8
UYUNI,otras vacunaciones,antirrabica canina,2005-03-01,587,587
VACAS,otras vacunaciones,antirrabica canina,2005-03-01,1825,1825
VIACHA,otras vacunaciones,antirrabica canina,2005-03-01,836,836
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-03-01,110,110
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-03-01,1295,1295
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-03-01,65,65
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2005-03-01,547,547
VINTO,otras vacunaciones,antirrabica canina,2005-03-01,9793,9793
WARNES,otras vacunaciones,antirrabica canina,2005-03-01,30,30
YACUIBA,otras vacunaciones,antirrabica canina,2005-03-01,150,150
