,group,variable,month,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TOTALES,TOTALES
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2021-04-01,0,1,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-04-01,0,1,1,0,1,1
VALLEGRANDE,chagas,tratamientos rn a menores de 1 ano de edad,2021-04-01,0,0,1,0,1,0
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos rn a menores de 1 ano de edad,2021-04-01,0,0,1,0,1,0
CARANAVI,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,1,0,0,0,1,0
CARAPARI,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,0,0,0,1,0,1
PRESTO,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,0,0,0,1,0,1
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,1,0,0,1,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,1,0,0,1,1,1
VALLEGRANDE,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,0,0,1,0,1,0
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-05-01,1,0,2,0,3,0
CARANAVI,chagas,tratamientos rn a menores de 1 ano de edad,2021-06-01,0,0,1,0,1,0
MINEROS,chagas,tratamientos rn a menores de 1 ano de edad,2021-06-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2021-06-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-06-01,0,0,1,0,1,0
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-06-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,0,1,0,0,0,1
MINEROS,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,0,1,0,0,0,1
RIBERALTA,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,1,0,0,0,1,0
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,2,0,0,0,2,0
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,1,1,1,1,2,2
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-07-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-08-01,1,0,0,1,1,1
EL TORNO,chagas,tratamientos rn a menores de 1 ano de edad,2021-08-01,1,0,0,0,1,0
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2021-08-01,0,0,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-08-01,0,1,0,0,0,1
VALLEGRANDE,chagas,tratamientos rn a menores de 1 ano de edad,2021-08-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,0,1,0,1,0
GUAYARAMERIN,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,1,2,0,0,1,2
LA ASUNTA,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,2,0,0,0,2,0
MACHARETI,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,3,0,0,0,3,0
PASORAPA,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,1,0,0,0,1
POROMA,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,1,0,0,0,1
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,1,0,0,0,1,0
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,0,1,1,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,1,0,0,0,1
VALLEGRANDE,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,0,0,1,0,1
YAMPARAEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-09-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,1,0,1,0
EL TORNO,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,1,0,0,0,1,0
MACHARETI,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,3,0,3,0
POROMA,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,0,1,0,1
PRESTO,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,1,0,0,0,1
YAMPARAEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-10-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,0,2,0,0,0,2
INCAHUASI,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,0,1,0,0,0,1
MACHARETI,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,1,0,0,0,1,0
PRESTO,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,0,0,0,1,0,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,1,0,0,0,1,0
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-11-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,0,0,2,0,2
COMARAPA,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,1,0,0,0,1
INCAHUASI,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,1,0,0,0,1,0
MACHARETI,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,0,1,0,1,0
POROMA,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,1,0,0,0,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2021-12-01,0,0,1,0,1,0
