,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-01-01,0,0,1,0,1,0
VINTO,chagas,tratamientos de 15 anos y mas,2021-01-01,0,1,0,0,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-01-01,0,1,0,0,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2021-01-01,1,3,0,1,1,4
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2021-01-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,1,1,1,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,0,1,0,1
ARQUE,chagas,tratamientos de 15 anos y mas,2021-02-01,0,1,0,0,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2021-02-01,2,5,2,4,4,9
CAPINOTA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,1,0,1,0
CLIZA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-02-01,8,10,6,11,14,21
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-02-01,2,0,0,0,2,0
ICLA,chagas,tratamientos de 15 anos y mas,2021-02-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-02-01,0,2,1,0,1,2
OCURI,chagas,tratamientos de 15 anos y mas,2021-02-01,0,2,0,0,0,2
PADILLA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,2,0,1,0,3
SACABA,chagas,tratamientos de 15 anos y mas,2021-02-01,1,3,0,0,1,3
SACABAMBA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,1,0,0,0,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,1,0,1,0
SICAYA,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,1,1,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,2,1,2,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-02-01,17,5,0,0,17,5
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-02-01,9,9,3,3,12,12
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-02-01,4,7,3,8,7,15
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-02-01,0,1,0,0,0,1
VINTO,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,0,1,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2021-02-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2021-02-01,0,0,1,0,1,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-03-01,1,1,0,1,1,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-03-01,1,0,0,0,1,0
ARQUE,chagas,tratamientos de 15 anos y mas,2021-03-01,0,1,0,0,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2021-03-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-03-01,11,13,9,10,20,23
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-03-01,1,3,3,1,4,4
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2021-03-01,1,0,0,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-03-01,0,0,1,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-03-01,0,2,0,0,0,2
ORURO,chagas,tratamientos de 15 anos y mas,2021-03-01,0,1,0,0,0,1
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-03-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-03-01,0,2,0,0,0,2
PUNATA,chagas,tratamientos de 15 anos y mas,2021-03-01,1,3,0,3,1,6
SACABA,chagas,tratamientos de 15 anos y mas,2021-03-01,0,0,2,4,2,4
SACABAMBA,chagas,tratamientos de 15 anos y mas,2021-03-01,2,0,0,0,2,0
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2021-03-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-03-01,0,2,0,0,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2021-03-01,11,19,22,25,33,44
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-03-01,1,1,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-03-01,11,13,6,5,17,18
TOCO,chagas,tratamientos de 15 anos y mas,2021-03-01,0,2,0,0,0,2
TRIGAL,chagas,tratamientos de 15 anos y mas,2021-03-01,1,1,0,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-03-01,5,4,2,1,7,5
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-03-01,0,0,2,0,2,0
VINTO,chagas,tratamientos de 15 anos y mas,2021-03-01,0,2,0,0,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-03-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2021-03-01,1,2,0,0,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-04-01,0,0,0,1,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,0,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2021-04-01,1,2,0,0,1,2
CLIZA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-04-01,11,13,6,11,17,24
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2021-04-01,0,0,1,3,1,3
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-04-01,3,7,2,0,5,7
EL VILLAR,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,0,0,1
INQUISIVI,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
MECAPACA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-04-01,2,2,0,2,2,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-04-01,0,2,0,0,0,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2021-04-01,0,2,1,0,1,2
RAVELO,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,7,2,1,3,8
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-04-01,2,1,0,0,2,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-04-01,18,21,15,5,33,26
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-04-01,0,2,0,0,0,2
TARATA,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2021-04-01,8,12,3,8,11,20
TOCO,chagas,tratamientos de 15 anos y mas,2021-04-01,0,0,1,0,1,0
TOLATA,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,0,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2021-04-01,2,2,0,0,2,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-04-01,15,17,4,6,19,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-04-01,1,6,0,0,1,6
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-04-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,1,0,2
VINTO,chagas,tratamientos de 15 anos y mas,2021-04-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-05-01,1,1,0,0,1,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
ARQUE,chagas,tratamientos de 15 anos y mas,2021-05-01,0,2,0,0,0,2
BOLPEBRA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,2,0,0,0,2
COBIJA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-05-01,17,28,9,14,26,42
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-05-01,2,3,1,3,3,6
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2021-05-01,0,4,0,0,0,4
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,0,1,0
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2021-05-01,0,0,1,0,1,0
ICLA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-05-01,2,2,0,0,2,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-05-01,1,1,0,0,1,1
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,0,1,0
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-05-01,2,0,0,0,2,0
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,1,0,2,0
PUNATA,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,1,0,2,0
RIBERALTA,chagas,tratamientos de 15 anos y mas,2021-05-01,7,0,3,0,10,0
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2021-05-01,1,1,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-05-01,8,6,0,0,8,6
SHINAOTA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,0,2,0,2,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,2,1,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-05-01,18,32,17,18,35,50
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-05-01,2,1,1,1,3,2
TARATA,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
TOCO,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,2,1,2
TORO TORO,chagas,tratamientos de 15 anos y mas,2021-05-01,6,4,0,0,6,4
TRIGAL,chagas,tratamientos de 15 anos y mas,2021-05-01,2,1,0,0,2,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-05-01,10,11,4,4,14,15
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-05-01,0,9,0,0,0,9
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-05-01,0,2,0,0,0,2
VINTO,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2021-05-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-05-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,1,1,1,1
ARQUE,chagas,tratamientos de 15 anos y mas,2021-06-01,1,0,0,1,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,0,0,0,1
CLIZA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,1,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-06-01,21,27,9,10,30,37
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,3,0,0,0,3
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,2,5,2,6
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2021-06-01,1,1,0,1,1,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-06-01,2,4,0,0,2,4
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-06-01,0,2,1,1,1,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-06-01,4,9,0,2,4,11
MONTERO,chagas,tratamientos de 15 anos y mas,2021-06-01,1,0,0,0,1,0
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,0,1,0,1
PUCARA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,2,0,0,0,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,2,0,2,0
PUNATA,chagas,tratamientos de 15 anos y mas,2021-06-01,2,3,0,3,2,6
SACABAMBA,chagas,tratamientos de 15 anos y mas,2021-06-01,1,0,2,0,3,0
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-06-01,5,6,0,0,5,6
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,1,1,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-06-01,18,35,27,26,45,61
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-06-01,1,0,0,3,1,3
TARATA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,0,0,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-06-01,8,11,6,3,14,14
TARVITA,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,0,0,0,1
TOMINA,chagas,tratamientos de 15 anos y mas,2021-06-01,1,1,0,0,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2021-06-01,0,0,1,1,1,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2021-06-01,0,3,0,0,0,3
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-06-01,6,5,14,16,20,21
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-06-01,1,1,0,4,1,5
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-06-01,1,0,0,1,1,1
VINTO,chagas,tratamientos de 15 anos y mas,2021-06-01,0,1,0,1,0,2
VITICHI,chagas,tratamientos de 15 anos y mas,2021-06-01,2,2,0,0,2,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,1,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2021-07-01,1,3,0,0,1,3
ARQUE,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,0,2,0,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2021-07-01,4,1,1,2,5,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-07-01,15,31,12,19,27,50
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-07-01,7,2,2,2,9,4
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2021-07-01,1,2,0,3,1,5
EL TORNO,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,0,0,1
IXIAMAS,chagas,tratamientos de 15 anos y mas,2021-07-01,4,3,0,0,4,3
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-07-01,2,1,0,0,2,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-07-01,4,2,1,1,5,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-07-01,3,5,2,0,5,5
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2021-07-01,1,2,0,1,1,3
PUNATA,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,1,2,1,3
SACABA,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,0,0,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2021-07-01,3,4,0,0,3,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-07-01,6,13,5,3,11,16
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-07-01,1,1,2,1,3,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2021-07-01,23,10,20,27,43,37
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-07-01,0,2,1,1,1,3
TARATA,chagas,tratamientos de 15 anos y mas,2021-07-01,1,0,2,0,3,0
TARIJA,chagas,tratamientos de 15 anos y mas,2021-07-01,20,20,1,14,21,34
TOCO,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,0,1,0
TOLATA,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,1,0,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,1,1,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-07-01,8,3,9,10,17,13
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-07-01,1,1,0,3,1,4
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-07-01,0,0,1,2,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-07-01,3,1,0,0,3,1
VINTO,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,0,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2021-07-01,0,1,0,0,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-07-01,0,5,0,1,0,6
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,0,0,1,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2021-08-01,0,0,0,1,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-08-01,0,0,0,1,0,1
ATOCHA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2021-08-01,2,4,0,0,2,4
CAPINOTA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,1,0,1,1,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
CLIZA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-08-01,14,32,11,13,25,45
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,1,2,2,2
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2021-08-01,2,6,1,1,3,7
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,0,1,1,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
HUANUNI,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
ICLA,chagas,tratamientos de 15 anos y mas,2021-08-01,2,1,0,0,2,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,6,2,3,2,9
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,2,0,0,0,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-08-01,6,0,0,2,6,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-08-01,1,2,2,7,3,9
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,2,0,0,0,2
PUCARA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,0,0,2,0,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-08-01,2,3,0,1,2,4
PUNATA,chagas,tratamientos de 15 anos y mas,2021-08-01,3,1,3,0,6,1
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,2,0,0,1,2
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-08-01,2,0,0,0,2,0
SANTA ANA,chagas,tratamientos de 15 anos y mas,2021-08-01,1,1,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-08-01,5,9,1,4,6,13
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-08-01,16,26,21,34,37,60
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
TARATA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,1,0,2
TARIJA,chagas,tratamientos de 15 anos y mas,2021-08-01,10,27,3,9,13,36
TARVITA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,0,0,1,0,1
TOCO,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,0,0,1
TOMINA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,0,1,1,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2021-08-01,2,0,0,0,2,0
TRIGAL,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,3,0,4
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-08-01,11,11,6,5,17,16
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,1,2,2,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2021-08-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-08-01,0,2,0,0,0,2
VINTO,chagas,tratamientos de 15 anos y mas,2021-08-01,0,1,0,1,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-08-01,0,3,0,0,0,3
ALCALA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,0,1,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-09-01,1,0,0,0,1,0
BETANZOS,chagas,tratamientos de 15 anos y mas,2021-09-01,1,0,0,0,1,0
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-09-01,13,34,11,24,24,58
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-09-01,5,5,5,1,10,6
COTOCA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,1,2,1,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2021-09-01,0,2,0,0,0,2
EL VILLAR,chagas,tratamientos de 15 anos y mas,2021-09-01,1,2,0,0,1,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,3,8,3,8
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,3,0,0,0,3
MAIRANA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-09-01,8,3,5,2,13,5
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-09-01,2,6,3,5,5,11
PADILLA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,2,0,0,0,2
PUCARA,chagas,tratamientos de 15 anos y mas,2021-09-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,1,1,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,2,1,1,1,3
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
RIBERALTA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,1,0,2
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2021-09-01,1,1,0,1,1,2
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-09-01,1,1,0,0,1,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
