,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-02-01,0,3,3
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-02-01,0,2,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-02-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-02-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,3,4
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,3,2,5
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,10,0,10
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,3,3,6
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,1,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,7,0,7
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
SAN AGUSTIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,12,2,14
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,3,0,3
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,0,1,1
TORO TORO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,2,1,3
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,2,2,4
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,3,2,5
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,2,2
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,2,3
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,9,2,11
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
PALCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
POCONA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,6,3,9
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,5,8,13
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,0,1,1
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,3,0,3
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-04-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,2,1,3
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,5,0,5
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,3,5,8
MINEROS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,3,3
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,10,7,17
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-05-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,0,2,2
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,3,4
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,2,2,4
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,5,5,10
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,6,4,10
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-06-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
CARAPARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,3,4,7
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,3,0,3
EL PUENTE(TJA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,6,7,13
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
PUNA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,5,6,11
SHINAOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,2,0,2
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,2,1,3
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-07-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,5,0,5
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,7,0,7
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,3,5,8
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,3,1,4
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
PUNA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,0,3,3
ROBORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,7,2,9
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,0,2,2
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,5,0,5
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-08-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,2,4,6
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,5,0,5
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,3,3
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,2,1,3
LORETO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
OKINAWA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,9,4,13
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,2,2
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,2,0,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-09-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,24,27,51
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,7,0,7
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,4,0,4
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,3,0,3
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,8,8,16
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,5,5,10
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,0,1,1
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-10-01,2,2,4
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,2,3
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,7,1,8
LAGUNILLAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,3,0,3
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,2,5,7
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,3,2,5
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,1,2
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-11-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,2,3,5
MIZQUE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,0,1,1
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,9,0,9
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,0,1,1
SAN LORENZO(PND),tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,5,10,15
SAN LUCAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,2,8,10
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,2,0,2
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2016-12-01,4,0,4
