,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,21,10,31
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,2,3,5
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,15,0,15
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,3,1,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,11,7,18
SANTIVAÑES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,7,0,7
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,2,3
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,1,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-02-01,2,0,2
AUCAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,17,9,26
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,3,0,3
COLQUECHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,10,4,14
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
HUATAJATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,36,12,48
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,3,3,6
PADCAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,11,0,11
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,3,0,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,21,9,30
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,3,1,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,0,3,3
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,1,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,1,2
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
CHUMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,11,4,15
COMARAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,9,3,12
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,1,2
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,2,0,2
JESUS DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,26,6,32
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,2,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,3,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
POCONA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,6,6
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,3,0,3
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,10,10,20
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,4,3,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,2,0,2
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,12,5,17
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,6,15,21
EL PUENTE(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,24,7,31
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,3,3,6
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,4,1,5
PUERTO SUAREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,3,0,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,15,9,24
SORACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,4,2,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,2,0,2
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-05-01,2,0,2
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
CAIROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,2,0,2
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
COCAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,2,7,9
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,10,6,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,16,15,31
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,3,1,4
OKINAWA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,1,2
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,6,1,7
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,2,2,4
ROBORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,1,2
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,14,9,23
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,1,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,4,1,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,2,2
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,2,0,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-06-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,2,0,2
CHAYANTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,6,13,19
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,7,5,12
EL PUENTE(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,11,15,26
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,2,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,2,2,4
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,4,1,5
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,2,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,15,5,20
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
TAPACARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,2,2,4
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-07-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,11,5,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
DESAGUADERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,11,7,18
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,20,13,33
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,2,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,2,1,3
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,4,5,9
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,3,0,3
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,3,0,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,2,2,4
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,12,15,27
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
SOPACHUY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,2,1,3
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,2,0,2
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-08-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,0,2,2
