,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,0,1,0,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,1,1,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,0,2,0,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,2,0,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,1,0,2,1,4
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-01-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,2,0,0,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,2,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,1,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,3,1,2,1,7
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,1,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,1,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,7,6,2,1,16
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,1,2,4
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,2,0,1,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,3,4,0,0,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,1,0,2
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,6,1,0,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,2,3,5,3,13
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,2,0,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,2,3,6
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,2,0,0,2
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,3,0,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,3,0,0,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,5,3,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,26,19,2,5,52
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,2,2,1,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,3,0,2,6
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,0,0,2,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-02-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,1,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,1,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,5,7,1,1,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,2,0,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,1,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,4,5,7,3,19
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,2,0,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,2,0,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,5,8,1,1,15
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,4,1,0,1,6
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,3,3,0,1,7
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,7,9,16
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,2,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,4,6,3,5,18
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,2,4,6
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,2,2,1,0,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,3,1,1,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,1,0,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,0,2,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,1,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,23,11,3,1,38
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,2,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,1,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,1,2,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-03-01,1,3,0,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,0,1,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,1,0,2
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,4,8,4,0,16
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,1,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,5,3,8
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,0,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,1,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,5,7,3,1,16
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,1,0,1,4
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,2,0,0,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,1,0,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,3,6,2,1,12
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,9,5,2,2,18
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,8,6,14
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,0,3,2,7
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,0,1,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,1,0,1,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,1,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,0,2,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,3,2,0,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,6,3,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,1,4,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,16,10,0,1,27
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,2,3,6
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,1,0,0,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,1,0,0,2
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,2,0,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-04-01,1,2,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,2,1,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,2,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,2,1,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,7,5,2,0,14
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,1,1,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,5,4,3,3,15
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,2,0,0,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,2,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,1,1,2
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,2,2,2,6
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,3,7,0,0,10
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,4,4,1,2,11
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,2,1,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,0,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,2,1,2,6
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,0,3,4,8
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,1,0,0,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,2,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,2,3,0,1,6
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2017-05-01,0,1,0,0,1
