,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,1,0,0,0,1
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,2,1,0,0,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-01-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,2,0,3
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,2,1,0,0,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,7,3,2,1,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,2,0,0,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,3,0,0,0,3
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,1,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,1,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,2,4,0,0,6
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,1,0,0,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,1,0,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,4,2,0,0,6
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,2,0,1,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,11,16,1,1,29
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,0,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,1,2,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,5,2,0,0,7
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,9,0,0,9
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-02-01,3,1,0,0,4
ALALAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,2,3,0,0,5
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,3,2,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,2,1,0,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,1,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,2,3,0,0,5
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,8,4,4,1,17
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,2,0,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,2,3,0,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,3,5,3,0,11
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,3,5,1,1,10
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,1,0,1,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,5,2,0,0,7
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,1,2,4,8
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,4,4,0,0,8
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,4,4,0,0,8
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,3,0,0,3
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,2,0,0,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,1,0,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,2,0,0,0,2
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,1,2,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,0,1,1
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,4,5,5,2,16
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,1,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,2,1,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,2,0,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,2,2,4,1,9
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,5,3,8
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,2,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,0,4,4
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,6,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,3,0,0,4
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,1,0,1,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-04-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,3,0,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,3,5,2,1,11
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,3,3,3,2,11
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,4,0,0,5
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,2,1,3
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,1,2,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,2,0,0,0,2
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,6,7
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,2,1,0,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,2,2,2,1,7
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,1,1,1,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,3,3,6
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,10,0,10
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,1,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,11,17,0,0,28
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,2,0,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,0,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,1,3,10,8,22
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-05-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,1,0,2
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,1,0,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,2,1,0,0,3
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,0,1,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,1,4,5
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,2,1,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,4,1,0,0,5
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,1,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,2,2,5,3,12
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,2,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,0,3,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,0,1,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,1,1,0,1,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,5,0,0,0,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,8,4,12
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,0,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2017-06-01,0,1,1,1,3
