municipality,group,variable,month,Otras actividades,TOTAL
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2024-01-01,43,43
COLQUECHACA,otras actividades de enfermeria,otras actividades,2024-01-01,30,30
COLQUENCHA,otras actividades de enfermeria,otras actividades,2024-01-01,4,4
COLQUIRI,otras actividades de enfermeria,otras actividades,2024-01-01,1327,1327
COMANCHE,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
COMARAPA,otras actividades de enfermeria,otras actividades,2024-01-01,54,54
COMBAYA,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
CONCEPCION,otras actividades de enfermeria,otras actividades,2024-01-01,881,881
COPACABANA,otras actividades de enfermeria,otras actividades,2024-01-01,25,25
CORIPATA,otras actividades de enfermeria,otras actividades,2024-01-01,53,53
CORO CORO,otras actividades de enfermeria,otras actividades,2024-01-01,30,30
COROICO,otras actividades de enfermeria,otras actividades,2024-01-01,22113,22113
CORQUE,otras actividades de enfermeria,otras actividades,2024-01-01,818,818
COTAGAITA,otras actividades de enfermeria,otras actividades,2024-01-01,3089,3089
COTOCA,otras actividades de enfermeria,otras actividades,2024-01-01,6823,6823
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2024-01-01,198,198
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2024-01-01,13,13
CUEVO,otras actividades de enfermeria,otras actividades,2024-01-01,19,19
CULPINA,otras actividades de enfermeria,otras actividades,2024-01-01,246,246
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2024-01-01,75,75
CURVA,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
DESAGUADERO,otras actividades de enfermeria,otras actividades,2024-01-01,12,12
EL ALTO,otras actividades de enfermeria,otras actividades,2024-01-01,639230,639230
EL CHORO,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2024-01-01,85,85
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2024-01-01,26,26
EL TORNO,otras actividades de enfermeria,otras actividades,2024-01-01,1383,1383
EL VILLAR,otras actividades de enfermeria,otras actividades,2024-01-01,207,207
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2024-01-01,7958,7958
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2024-01-01,1035,1035
ESCOMA,otras actividades de enfermeria,otras actividades,2024-01-01,54,54
ESMERALDA,otras actividades de enfermeria,otras actividades,2024-01-01,20,20
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2024-01-01,7,7
EXALTACION,otras actividades de enfermeria,otras actividades,2024-01-01,389,389
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2024-01-01,25,25
FILADELFIA,otras actividades de enfermeria,otras actividades,2024-01-01,131,131
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,otras actividades,2024-01-01,7,7
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2024-01-01,20,20
GIA-TIM,otras actividades de enfermeria,otras actividades,2024-01-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2024-01-01,78,78
GUANAY,otras actividades de enfermeria,otras actividades,2024-01-01,80,80
GUAQUI,otras actividades de enfermeria,otras actividades,2024-01-01,29,29
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2024-01-01,93063,93063
GUTIERREZ,otras actividades de enfermeria,otras actividades,2024-01-01,21,21
HUACARAJE,otras actividades de enfermeria,otras actividades,2024-01-01,19,19
HUACARETA,otras actividades de enfermeria,otras actividades,2024-01-01,1847,1847
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2024-01-01,78,78
HUACHACALLA,otras actividades de enfermeria,otras actividades,2024-01-01,134,134
HUANUNI,otras actividades de enfermeria,otras actividades,2024-01-01,98327,98327
HUARINA,otras actividades de enfermeria,otras actividades,2024-01-01,309,309
HUATAJATA,otras actividades de enfermeria,otras actividades,2024-01-01,8,8
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2024-01-01,143,143
HUMANATA,otras actividades de enfermeria,otras actividades,2024-01-01,19,19
ICHOCA,otras actividades de enfermeria,otras actividades,2024-01-01,86,86
ICLA,otras actividades de enfermeria,otras actividades,2024-01-01,796,796
INCAHUASI,otras actividades de enfermeria,otras actividades,2024-01-01,536,536
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2024-01-01,5,5
INQUISIVI,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2024-01-01,167,167
IXIAMAS,otras actividades de enfermeria,otras actividades,2024-01-01,1274,1274
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2024-01-01,16,16
LA ASUNTA,otras actividades de enfermeria,otras actividades,2024-01-01,140,140
LA GUARDIA,otras actividades de enfermeria,otras actividades,2024-01-01,1205,1205
LA PAZ,otras actividades de enfermeria,otras actividades,2024-01-01,203397,203397
LA RIVERA,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2024-01-01,327,327
LAJA,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2024-01-01,69,69
LICOMA PAMPA,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
LLALLAGUA,otras actividades de enfermeria,otras actividades,2024-01-01,27743,27743
LLICA,otras actividades de enfermeria,otras actividades,2024-01-01,280,280
LORETO,otras actividades de enfermeria,otras actividades,2024-01-01,34,34
LURIBAY,otras actividades de enfermeria,otras actividades,2024-01-01,30,30
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2024-01-01,116,116
MACHARETI,otras actividades de enfermeria,otras actividades,2024-01-01,772,772
MAGDALENA,otras actividades de enfermeria,otras actividades,2024-01-01,389,389
MAIRANA,otras actividades de enfermeria,otras actividades,2024-01-01,1311,1311
MALLA,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
MAPIRI,otras actividades de enfermeria,otras actividades,2024-01-01,54,54
MECAPACA,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
MINEROS,otras actividades de enfermeria,otras actividades,2024-01-01,366,366
MIZQUE,otras actividades de enfermeria,otras actividades,2024-01-01,7315,7315
MOCOMOCO,otras actividades de enfermeria,otras actividades,2024-01-01,84,84
MOJINETE,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
MOJOCOYA,otras actividades de enfermeria,otras actividades,2024-01-01,223,223
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2024-01-01,35300,35300
MONTERO,otras actividades de enfermeria,otras actividades,2024-01-01,199718,199718
MORO MORO,otras actividades de enfermeria,otras actividades,2024-01-01,16,16
MOROCHATA,otras actividades de enfermeria,otras actividades,2024-01-01,47,47
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2024-01-01,15,15
OCURI,otras actividades de enfermeria,otras actividades,2024-01-01,40,40
OKINAWA,otras actividades de enfermeria,otras actividades,2024-01-01,152,152
OMEREQUE,otras actividades de enfermeria,otras actividades,2024-01-01,30,30
ORURO,otras actividades de enfermeria,otras actividades,2024-01-01,345690,345690
PADCAYA,otras actividades de enfermeria,otras actividades,2024-01-01,979,979
PADILLA,otras actividades de enfermeria,otras actividades,2024-01-01,6106,6106
PAILON,otras actividades de enfermeria,otras actividades,2024-01-01,10693,10693
PALCA,otras actividades de enfermeria,otras actividades,2024-01-01,191,191
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2024-01-01,2178,2178
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2024-01-01,79,79
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2024-01-01,154,154
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2024-01-01,145,145
PASORAPA,otras actividades de enfermeria,otras actividades,2024-01-01,4,4
PATACAMAYA,otras actividades de enfermeria,otras actividades,2024-01-01,420,420
PAZÑA,otras actividades de enfermeria,otras actividades,2024-01-01,193,193
PELECHUCO,otras actividades de enfermeria,otras actividades,2024-01-01,146,146
POCOATA,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
POCONA,otras actividades de enfermeria,otras actividades,2024-01-01,178,178
POJO (CBBA),otras actividades de enfermeria,otras actividades,2024-01-01,22,22
POOPO,otras actividades de enfermeria,otras actividades,2024-01-01,110,110
PORCO,otras actividades de enfermeria,otras actividades,2024-01-01,35,35
POROMA,otras actividades de enfermeria,otras actividades,2024-01-01,121,121
PORONGO,otras actividades de enfermeria,otras actividades,2024-01-01,233,233
PORTACHUELO,otras actividades de enfermeria,otras actividades,2024-01-01,1327,1327
PORVENIR,otras actividades de enfermeria,otras actividades,2024-01-01,57,57
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
POTOSI,otras actividades de enfermeria,otras actividades,2024-01-01,80968,80968
PRESTO,otras actividades de enfermeria,otras actividades,2024-01-01,3828,3828
PUCARA,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
PUCARANI,otras actividades de enfermeria,otras actividades,2024-01-01,21,21
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2024-01-01,7,7
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2024-01-01,122,122
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2024-01-01,49,49
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2024-01-01,93,93
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2024-01-01,160,160
PUERTO RICO,otras actividades de enfermeria,otras actividades,2024-01-01,787,787
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2024-01-01,158,158
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2024-01-01,37362,37362
PUNA,otras actividades de enfermeria,otras actividades,2024-01-01,126,126
PUNATA,otras actividades de enfermeria,otras actividades,2024-01-01,49871,49871
QUIABAYA,otras actividades de enfermeria,otras actividades,2024-01-01,17,17
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2024-01-01,27081,27081
QUIME,otras actividades de enfermeria,otras actividades,2024-01-01,1983,1983
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2024-01-01,188,188
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2024-01-01,1,1
RAVELO,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
REYES,otras actividades de enfermeria,otras actividades,2024-01-01,1143,1143
RIBERALTA,otras actividades de enfermeria,otras actividades,2024-01-01,218680,218680
ROBORE,otras actividades de enfermeria,otras actividades,2024-01-01,15854,15854
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2024-01-01,1092,1092
SABAYA,otras actividades de enfermeria,otras actividades,2024-01-01,411,411
SACABA,otras actividades de enfermeria,otras actividades,2024-01-01,15181,15181
SACABAMBA,otras actividades de enfermeria,otras actividades,2024-01-01,18,18
SACACA,otras actividades de enfermeria,otras actividades,2024-01-01,15,15
SAIPINA,otras actividades de enfermeria,otras actividades,2024-01-01,30,30
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2024-01-01,1629,1629
SAMAIPATA,otras actividades de enfermeria,otras actividades,2024-01-01,55,55
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
SAN ANDRES,otras actividades de enfermeria,otras actividades,2024-01-01,192,192
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2024-01-01,20,20
SAN BORJA,otras actividades de enfermeria,otras actividades,2024-01-01,6152,6152
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2024-01-01,2136,2136
SAN CARLOS,otras actividades de enfermeria,otras actividades,2024-01-01,20926,20926
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2024-01-01,5101,5101
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2024-01-01,52120,52120
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2024-01-01,15,15
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2024-01-01,108,108
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2024-01-01,283,283
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2024-01-01,7445,7445
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2024-01-01,13,13
SAN JULIAN,otras actividades de enfermeria,otras actividades,2024-01-01,1144,1144
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2024-01-01,6,6
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2024-01-01,185,185
SAN LUCAS,otras actividades de enfermeria,otras actividades,2024-01-01,4604,4604
SAN MATIAS,otras actividades de enfermeria,otras actividades,2024-01-01,931,931
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2024-01-01,288,288
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
SAN PEDRO,otras actividades de enfermeria,otras actividades,2024-01-01,949,949
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2024-01-01,73,73
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2024-01-01,4,4
SAN PEDRO DE MACHA,otras actividades de enfermeria,otras actividades,2024-01-01,12,12
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2024-01-01,8,8
SAN PEDRO(PND),otras actividades de enfermeria,otras actividades,2024-01-01,5,5
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2024-01-01,24,24
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2024-01-01,373,373
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2024-01-01,73,73
SANTA ANA,otras actividades de enfermeria,otras actividades,2024-01-01,8938,8938
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2024-01-01,1115279,1115279
SANTA ROSA,otras actividades de enfermeria,otras actividades,2024-01-01,762,762
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2024-01-01,86,86
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2024-01-01,10,10
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2024-01-01,25,25
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2024-01-01,182,182
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2024-01-01,8,8
SENA,otras actividades de enfermeria,otras actividades,2024-01-01,421,421
SHINAOTA,otras actividades de enfermeria,otras actividades,2024-01-01,9311,9311
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2024-01-01,29,29
SICAYA,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
SIPE SIPE,otras actividades de enfermeria,otras actividades,2024-01-01,107,107
SOPACHUY,otras actividades de enfermeria,otras actividades,2024-01-01,260,260
SORACACHI,otras actividades de enfermeria,otras actividades,2024-01-01,43,43
SORATA,otras actividades de enfermeria,otras actividades,2024-01-01,996,996
SUCRE,otras actividades de enfermeria,otras actividades,2024-01-01,422859,422859
TACACHI,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
TACACOMA,otras actividades de enfermeria,otras actividades,2024-01-01,4,4
TACOBAMBA,otras actividades de enfermeria,otras actividades,2024-01-01,44,44
TACOPAYA,otras actividades de enfermeria,otras actividades,2024-01-01,8,8
TAHUA,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
TAPACARI,otras actividades de enfermeria,otras actividades,2024-01-01,114,114
TARABUCO,otras actividades de enfermeria,otras actividades,2024-01-01,2107,2107
TARACO,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
TARATA,otras actividades de enfermeria,otras actividades,2024-01-01,446,446
TARIJA,otras actividades de enfermeria,otras actividades,2024-01-01,548592,548592
TARVITA,otras actividades de enfermeria,otras actividades,2024-01-01,1090,1090
TEOPONTE,otras actividades de enfermeria,otras actividades,2024-01-01,255,255
TIAHUANACU,otras actividades de enfermeria,otras actividades,2024-01-01,111,111
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2024-01-01,18,18
TIPUANI,otras actividades de enfermeria,otras actividades,2024-01-01,142,142
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2024-01-01,351,351
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2024-01-01,73,73
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,otras actividades,2024-01-01,5,5
TOCO,otras actividades de enfermeria,otras actividades,2024-01-01,25,25
TODOS SANTOS,otras actividades de enfermeria,otras actividades,2024-01-01,1,1
TOLATA,otras actividades de enfermeria,otras actividades,2024-01-01,10,10
TOLEDO,otras actividades de enfermeria,otras actividades,2024-01-01,408,408
TOMAVE,otras actividades de enfermeria,otras actividades,2024-01-01,32,32
TOMINA,otras actividades de enfermeria,otras actividades,2024-01-01,2588,2588
TORO TORO,otras actividades de enfermeria,otras actividades,2024-01-01,6,6
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2024-01-01,1451,1451
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2024-01-01,43,43
TRIGAL,otras actividades de enfermeria,otras actividades,2024-01-01,3,3
TRINIDAD,otras actividades de enfermeria,otras actividades,2024-01-01,323691,323691
TUPIZA,otras actividades de enfermeria,otras actividades,2024-01-01,19160,19160
TURCO,otras actividades de enfermeria,otras actividades,2024-01-01,450,450
UMALA,otras actividades de enfermeria,otras actividades,2024-01-01,29,29
UNCIA,otras actividades de enfermeria,otras actividades,2024-01-01,150,150
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2024-01-01,808,808
URUBICHA,otras actividades de enfermeria,otras actividades,2024-01-01,60,60
UYUNI,otras actividades de enfermeria,otras actividades,2024-01-01,10444,10444
VACAS,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2024-01-01,20512,20512
VIACHA,otras actividades de enfermeria,otras actividades,2024-01-01,1813,1813
VILA VILA,otras actividades de enfermeria,otras actividades,2024-01-01,39,39
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2024-01-01,7,7
VILLA MONTES,otras actividades de enfermeria,otras actividades,2024-01-01,26560,26560
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2024-01-01,1749,1749
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2024-01-01,29156,29156
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2024-01-01,2508,2508
VILLAZON,otras actividades de enfermeria,otras actividades,2024-01-01,18143,18143
VINTO,otras actividades de enfermeria,otras actividades,2024-01-01,4073,4073
VITICHI,otras actividades de enfermeria,otras actividades,2024-01-01,16,16
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2024-01-01,10,10
WARNES,otras actividades de enfermeria,otras actividades,2024-01-01,22045,22045
YACO,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
YACUIBA,otras actividades de enfermeria,otras actividades,2024-01-01,70056,70056
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2024-01-01,29,29
YANACACHI,otras actividades de enfermeria,otras actividades,2024-01-01,9,9
YAPACANI,otras actividades de enfermeria,otras actividades,2024-01-01,2160,2160
YOCALLA,otras actividades de enfermeria,otras actividades,2024-01-01,2,2
YOTALA,otras actividades de enfermeria,otras actividades,2024-01-01,155,155
YUNCHARA,otras actividades de enfermeria,otras actividades,2024-01-01,21,21
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2024-01-01,1056,1056
ACACIO,otras actividades de enfermeria,otras actividades,2024-02-01,8,8
ACHACACHI,otras actividades de enfermeria,otras actividades,2024-02-01,273,273
ACHOCALLA,otras actividades de enfermeria,otras actividades,2024-02-01,238,238
AIQUILE,otras actividades de enfermeria,otras actividades,2024-02-01,1215,1215
ALALAY,otras actividades de enfermeria,otras actividades,2024-02-01,34,34
ALCALA,otras actividades de enfermeria,otras actividades,2024-02-01,332,332
ALTO BENI,otras actividades de enfermeria,otras actividades,2024-02-01,27,27
ANCORAIMES,otras actividades de enfermeria,otras actividades,2024-02-01,56,56
ANDAMARCA,otras actividades de enfermeria,otras actividades,2024-02-01,35,35
ANTEQUERA,otras actividades de enfermeria,otras actividades,2024-02-01,1,1
ANZALDO,otras actividades de enfermeria,otras actividades,2024-02-01,32,32
APOLO,otras actividades de enfermeria,otras actividades,2024-02-01,1281,1281
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2024-02-01,6,6
ARANI,otras actividades de enfermeria,otras actividades,2024-02-01,153,153
ARBIETO,otras actividades de enfermeria,otras actividades,2024-02-01,2,2
ARQUE,otras actividades de enfermeria,otras actividades,2024-02-01,37,37
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2024-02-01,6754,6754
ATOCHA,otras actividades de enfermeria,otras actividades,2024-02-01,7235,7235
AUCAPATA,otras actividades de enfermeria,otras actividades,2024-02-01,2,2
AYATA,otras actividades de enfermeria,otras actividades,2024-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2024-02-01,310,310
AZURDUY,otras actividades de enfermeria,otras actividades,2024-02-01,669,669
BATALLAS,otras actividades de enfermeria,otras actividades,2024-02-01,3,3
BAURES,otras actividades de enfermeria,otras actividades,2024-02-01,188,188
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2024-02-01,3,3
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2024-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,otras actividades,2024-02-01,389,389
BERMEJO,otras actividades de enfermeria,otras actividades,2024-02-01,155132,155132
BETANZOS,otras actividades de enfermeria,otras actividades,2024-02-01,2532,2532
BOLIVAR,otras actividades de enfermeria,otras actividades,2024-02-01,117,117
BOLPEBRA,otras actividades de enfermeria,otras actividades,2024-02-01,26,26
BOYUIBE,otras actividades de enfermeria,otras actividades,2024-02-01,8,8
