municipality,group,variable,month,Inyectables,TOTAL
ESCOMA,otras actividades de enfermeria,inyectables,2024-01-01,128,128
ESMERALDA,otras actividades de enfermeria,inyectables,2024-01-01,288,288
EUCALIPTUS,otras actividades de enfermeria,inyectables,2024-01-01,191,191
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2024-01-01,30,30
EXALTACION,otras actividades de enfermeria,inyectables,2024-01-01,158,158
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2024-01-01,1569,1569
FILADELFIA,otras actividades de enfermeria,inyectables,2024-01-01,507,507
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,inyectables,2024-01-01,770,770
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2024-01-01,1855,1855
GIA-TIM,otras actividades de enfermeria,inyectables,2024-01-01,245,245
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2024-01-01,361,361
GUANAY,otras actividades de enfermeria,inyectables,2024-01-01,754,754
GUAQUI,otras actividades de enfermeria,inyectables,2024-01-01,241,241
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2024-01-01,15234,15234
GUTIERREZ,otras actividades de enfermeria,inyectables,2024-01-01,646,646
HUACARAJE,otras actividades de enfermeria,inyectables,2024-01-01,684,684
HUACARETA,otras actividades de enfermeria,inyectables,2024-01-01,2336,2336
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2024-01-01,315,315
HUACHACALLA,otras actividades de enfermeria,inyectables,2024-01-01,333,333
HUANUNI,otras actividades de enfermeria,inyectables,2024-01-01,7196,7196
HUARINA,otras actividades de enfermeria,inyectables,2024-01-01,441,441
HUATAJATA,otras actividades de enfermeria,inyectables,2024-01-01,80,80
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2024-01-01,231,231
HUMANATA,otras actividades de enfermeria,inyectables,2024-01-01,27,27
ICHOCA,otras actividades de enfermeria,inyectables,2024-01-01,129,129
ICLA,otras actividades de enfermeria,inyectables,2024-01-01,629,629
INCAHUASI,otras actividades de enfermeria,inyectables,2024-01-01,1309,1309
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2024-01-01,741,741
INQUISIVI,otras actividades de enfermeria,inyectables,2024-01-01,444,444
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2024-01-01,810,810
IXIAMAS,otras actividades de enfermeria,inyectables,2024-01-01,701,701
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2024-01-01,310,310
LA ASUNTA,otras actividades de enfermeria,inyectables,2024-01-01,1969,1969
LA GUARDIA,otras actividades de enfermeria,inyectables,2024-01-01,7935,7935
LA PAZ,otras actividades de enfermeria,inyectables,2024-01-01,322757,322757
LA RIVERA,otras actividades de enfermeria,inyectables,2024-01-01,80,80
LAGUNILLAS,otras actividades de enfermeria,inyectables,2024-01-01,731,731
LAJA,otras actividades de enfermeria,inyectables,2024-01-01,330,330
LAS CARRERAS,otras actividades de enfermeria,inyectables,2024-01-01,516,516
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2024-01-01,150,150
LLALLAGUA,otras actividades de enfermeria,inyectables,2024-01-01,23275,23275
LLICA,otras actividades de enfermeria,inyectables,2024-01-01,271,271
LORETO,otras actividades de enfermeria,inyectables,2024-01-01,139,139
LURIBAY,otras actividades de enfermeria,inyectables,2024-01-01,516,516
MACHACAMARCA,otras actividades de enfermeria,inyectables,2024-01-01,320,320
MACHARETI,otras actividades de enfermeria,inyectables,2024-01-01,670,670
MAGDALENA,otras actividades de enfermeria,inyectables,2024-01-01,2464,2464
MAIRANA,otras actividades de enfermeria,inyectables,2024-01-01,1823,1823
MALLA,otras actividades de enfermeria,inyectables,2024-01-01,87,87
MAPIRI,otras actividades de enfermeria,inyectables,2024-01-01,652,652
MECAPACA,otras actividades de enfermeria,inyectables,2024-01-01,292,292
MINEROS,otras actividades de enfermeria,inyectables,2024-01-01,2118,2118
MIZQUE,otras actividades de enfermeria,inyectables,2024-01-01,1559,1559
MOCOMOCO,otras actividades de enfermeria,inyectables,2024-01-01,273,273
MOJINETE,otras actividades de enfermeria,inyectables,2024-01-01,114,114
MOJOCOYA,otras actividades de enfermeria,inyectables,2024-01-01,948,948
MONTEAGUDO,otras actividades de enfermeria,inyectables,2024-01-01,8861,8861
MONTERO,otras actividades de enfermeria,inyectables,2024-01-01,42131,42131
MORO MORO,otras actividades de enfermeria,inyectables,2024-01-01,217,217
MOROCHATA,otras actividades de enfermeria,inyectables,2024-01-01,285,285
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2024-01-01,841,841
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2024-01-01,30,30
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2024-01-01,189,189
OCURI,otras actividades de enfermeria,inyectables,2024-01-01,835,835
OKINAWA,otras actividades de enfermeria,inyectables,2024-01-01,1109,1109
OMEREQUE,otras actividades de enfermeria,inyectables,2024-01-01,959,959
ORURO,otras actividades de enfermeria,inyectables,2024-01-01,118285,118285
PADCAYA,otras actividades de enfermeria,inyectables,2024-01-01,1567,1567
PADILLA,otras actividades de enfermeria,inyectables,2024-01-01,3400,3400
PAILON,otras actividades de enfermeria,inyectables,2024-01-01,4287,4287
PALCA,otras actividades de enfermeria,inyectables,2024-01-01,460,460
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2024-01-01,3779,3779
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2024-01-01,222,222
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2024-01-01,611,611
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2024-01-01,175,175
PASORAPA,otras actividades de enfermeria,inyectables,2024-01-01,295,295
PATACAMAYA,otras actividades de enfermeria,inyectables,2024-01-01,1132,1132
PAZÑA,otras actividades de enfermeria,inyectables,2024-01-01,224,224
PELECHUCO,otras actividades de enfermeria,inyectables,2024-01-01,292,292
POCOATA,otras actividades de enfermeria,inyectables,2024-01-01,687,687
POCONA,otras actividades de enfermeria,inyectables,2024-01-01,794,794
POJO (CBBA),otras actividades de enfermeria,inyectables,2024-01-01,633,633
POOPO,otras actividades de enfermeria,inyectables,2024-01-01,628,628
PORCO,otras actividades de enfermeria,inyectables,2024-01-01,436,436
POROMA,otras actividades de enfermeria,inyectables,2024-01-01,959,959
PORONGO,otras actividades de enfermeria,inyectables,2024-01-01,1122,1122
PORTACHUELO,otras actividades de enfermeria,inyectables,2024-01-01,2226,2226
PORVENIR,otras actividades de enfermeria,inyectables,2024-01-01,1635,1635
POSTRER VALLE,otras actividades de enfermeria,inyectables,2024-01-01,79,79
POTOSI,otras actividades de enfermeria,inyectables,2024-01-01,78134,78134
PRESTO,otras actividades de enfermeria,inyectables,2024-01-01,1033,1033
PUCARA,otras actividades de enfermeria,inyectables,2024-01-01,169,169
PUCARANI,otras actividades de enfermeria,inyectables,2024-01-01,549,549
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2024-01-01,222,222
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2024-01-01,285,285
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2024-01-01,694,694
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2024-01-01,162,162
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2024-01-01,2047,2047
PUERTO RICO,otras actividades de enfermeria,inyectables,2024-01-01,1881,1881
PUERTO SILES,otras actividades de enfermeria,inyectables,2024-01-01,275,275
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2024-01-01,832,832
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2024-01-01,11771,11771
PUNA,otras actividades de enfermeria,inyectables,2024-01-01,1203,1203
PUNATA,otras actividades de enfermeria,inyectables,2024-01-01,8607,8607
QUIABAYA,otras actividades de enfermeria,inyectables,2024-01-01,128,128
QUILLACOLLO,otras actividades de enfermeria,inyectables,2024-01-01,9273,9273
QUIME,otras actividades de enfermeria,inyectables,2024-01-01,374,374
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2024-01-01,481,481
RAQAYPAMPA(ETA),otras actividades de enfermeria,inyectables,2024-01-01,399,399
RAVELO,otras actividades de enfermeria,inyectables,2024-01-01,1283,1283
REYES,otras actividades de enfermeria,inyectables,2024-01-01,1316,1316
RIBERALTA,otras actividades de enfermeria,inyectables,2024-01-01,76733,76733
ROBORE,otras actividades de enfermeria,inyectables,2024-01-01,6286,6286
RURRENABAQUE,otras actividades de enfermeria,inyectables,2024-01-01,3139,3139
SABAYA,otras actividades de enfermeria,inyectables,2024-01-01,881,881
SACABA,otras actividades de enfermeria,inyectables,2024-01-01,16061,16061
SACABAMBA,otras actividades de enfermeria,inyectables,2024-01-01,126,126
SACACA,otras actividades de enfermeria,inyectables,2024-01-01,313,313
SAIPINA,otras actividades de enfermeria,inyectables,2024-01-01,712,712
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2024-01-01,521,521
SAMAIPATA,otras actividades de enfermeria,inyectables,2024-01-01,668,668
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2024-01-01,198,198
SAN ANDRES,otras actividades de enfermeria,inyectables,2024-01-01,902,902
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2024-01-01,109,109
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2024-01-01,146,146
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2024-01-01,789,789
SAN BENITO,otras actividades de enfermeria,inyectables,2024-01-01,139,139
SAN BORJA,otras actividades de enfermeria,inyectables,2024-01-01,4381,4381
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2024-01-01,2068,2068
SAN CARLOS,otras actividades de enfermeria,inyectables,2024-01-01,7302,7302
SAN IGNACIO,otras actividades de enfermeria,inyectables,2024-01-01,3984,3984
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2024-01-01,14261,14261
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2024-01-01,220,220
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2024-01-01,532,532
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2024-01-01,1515,1515
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2024-01-01,4151,4151
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2024-01-01,115,115
SAN JULIAN,otras actividades de enfermeria,inyectables,2024-01-01,6972,6972
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2024-01-01,595,595
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2024-01-01,1904,1904
SAN LUCAS,otras actividades de enfermeria,inyectables,2024-01-01,3004,3004
SAN MATIAS,otras actividades de enfermeria,inyectables,2024-01-01,2260,2260
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2024-01-01,1316,1316
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2024-01-01,178,178
SAN PEDRO,otras actividades de enfermeria,inyectables,2024-01-01,1978,1978
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2024-01-01,512,512
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2024-01-01,164,164
SAN PEDRO DE MACHA,otras actividades de enfermeria,inyectables,2024-01-01,760,760
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2024-01-01,134,134
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2024-01-01,409,409
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2024-01-01,260,260
SAN RAFAEL,otras actividades de enfermeria,inyectables,2024-01-01,1392,1392
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2024-01-01,1254,1254
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2024-01-01,1771,1771
SANTA ANA,otras actividades de enfermeria,inyectables,2024-01-01,1952,1952
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2024-01-01,507467,507467
SANTA ROSA,otras actividades de enfermeria,inyectables,2024-01-01,992,992
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2024-01-01,1528,1528
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2024-01-01,131,131
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2024-01-01,443,443
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2024-01-01,151,151
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2024-01-01,179,179
SANTIVAÑES,otras actividades de enfermeria,inyectables,2024-01-01,439,439
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2024-01-01,99,99
SAPAHAQUI,otras actividades de enfermeria,inyectables,2024-01-01,420,420
SENA,otras actividades de enfermeria,inyectables,2024-01-01,990,990
SHINAOTA,otras actividades de enfermeria,inyectables,2024-01-01,2671,2671
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2024-01-01,369,369
SICAYA,otras actividades de enfermeria,inyectables,2024-01-01,75,75
SIPE SIPE,otras actividades de enfermeria,inyectables,2024-01-01,1625,1625
SOPACHUY,otras actividades de enfermeria,inyectables,2024-01-01,627,627
SORACACHI,otras actividades de enfermeria,inyectables,2024-01-01,281,281
SORATA,otras actividades de enfermeria,inyectables,2024-01-01,717,717
SUCRE,otras actividades de enfermeria,inyectables,2024-01-01,149259,149259
TACACHI,otras actividades de enfermeria,inyectables,2024-01-01,39,39
TACACOMA,otras actividades de enfermeria,inyectables,2024-01-01,626,626
TACOBAMBA,otras actividades de enfermeria,inyectables,2024-01-01,490,490
TACOPAYA,otras actividades de enfermeria,inyectables,2024-01-01,244,244
TAHUA,otras actividades de enfermeria,inyectables,2024-01-01,147,147
TAPACARI,otras actividades de enfermeria,inyectables,2024-01-01,596,596
TARABUCO,otras actividades de enfermeria,inyectables,2024-01-01,1776,1776
TARACO,otras actividades de enfermeria,inyectables,2024-01-01,283,283
TARATA,otras actividades de enfermeria,inyectables,2024-01-01,169,169
TARIJA,otras actividades de enfermeria,inyectables,2024-01-01,109782,109782
TARVITA,otras actividades de enfermeria,inyectables,2024-01-01,1871,1871
TEOPONTE,otras actividades de enfermeria,inyectables,2024-01-01,532,532
TIAHUANACU,otras actividades de enfermeria,inyectables,2024-01-01,365,365
TINGUIPAYA,otras actividades de enfermeria,inyectables,2024-01-01,792,792
TIPUANI,otras actividades de enfermeria,inyectables,2024-01-01,768,768
TIQUIPAYA,otras actividades de enfermeria,inyectables,2024-01-01,1379,1379
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2024-01-01,431,431
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2024-01-01,190,190
TOCO,otras actividades de enfermeria,inyectables,2024-01-01,243,243
TODOS SANTOS,otras actividades de enfermeria,inyectables,2024-01-01,60,60
TOLATA,otras actividades de enfermeria,inyectables,2024-01-01,121,121
TOLEDO,otras actividades de enfermeria,inyectables,2024-01-01,212,212
TOMAVE,otras actividades de enfermeria,inyectables,2024-01-01,684,684
TOMINA,otras actividades de enfermeria,inyectables,2024-01-01,1098,1098
TORO TORO,otras actividades de enfermeria,inyectables,2024-01-01,725,725
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2024-01-01,815,815
TOTORA(ORR),otras actividades de enfermeria,inyectables,2024-01-01,208,208
TRIGAL,otras actividades de enfermeria,inyectables,2024-01-01,164,164
TRINIDAD,otras actividades de enfermeria,inyectables,2024-01-01,73897,73897
TUPIZA,otras actividades de enfermeria,inyectables,2024-01-01,12060,12060
TURCO,otras actividades de enfermeria,inyectables,2024-01-01,405,405
UMALA,otras actividades de enfermeria,inyectables,2024-01-01,127,127
UNCIA,otras actividades de enfermeria,inyectables,2024-01-01,3350,3350
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2024-01-01,733,733
URUBICHA,otras actividades de enfermeria,inyectables,2024-01-01,755,755
UYUNI,otras actividades de enfermeria,inyectables,2024-01-01,6355,6355
VACAS,otras actividades de enfermeria,inyectables,2024-01-01,234,234
VALLEGRANDE,otras actividades de enfermeria,inyectables,2024-01-01,5046,5046
VIACHA,otras actividades de enfermeria,inyectables,2024-01-01,7646,7646
VILA VILA,otras actividades de enfermeria,inyectables,2024-01-01,211,211
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2024-01-01,771,771
VILLA MONTES,otras actividades de enfermeria,inyectables,2024-01-01,12374,12374
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2024-01-01,340,340
VILLA RIVERO,otras actividades de enfermeria,inyectables,2024-01-01,273,273
VILLA SERRANO,otras actividades de enfermeria,inyectables,2024-01-01,1476,1476
VILLA TUNARI,otras actividades de enfermeria,inyectables,2024-01-01,15528,15528
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2024-01-01,1249,1249
VILLAZON,otras actividades de enfermeria,inyectables,2024-01-01,6538,6538
VINTO,otras actividades de enfermeria,inyectables,2024-01-01,1445,1445
VITICHI,otras actividades de enfermeria,inyectables,2024-01-01,695,695
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2024-01-01,41,41
WARNES,otras actividades de enfermeria,inyectables,2024-01-01,14737,14737
YACO,otras actividades de enfermeria,inyectables,2024-01-01,186,186
YACUIBA,otras actividades de enfermeria,inyectables,2024-01-01,20436,20436
YAMPARAEZ,otras actividades de enfermeria,inyectables,2024-01-01,912,912
YANACACHI,otras actividades de enfermeria,inyectables,2024-01-01,479,479
YAPACANI,otras actividades de enfermeria,inyectables,2024-01-01,12547,12547
YOCALLA,otras actividades de enfermeria,inyectables,2024-01-01,337,337
YOTALA,otras actividades de enfermeria,inyectables,2024-01-01,1058,1058
YUNCHARA,otras actividades de enfermeria,inyectables,2024-01-01,273,273
YUNGUYO DE LITORAL,otras actividades de enfermeria,inyectables,2024-01-01,132,132
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2024-01-01,914,914
ACACIO,otras actividades de enfermeria,inyectables,2024-02-01,184,184
ACHACACHI,otras actividades de enfermeria,inyectables,2024-02-01,1521,1521
ACHOCALLA,otras actividades de enfermeria,inyectables,2024-02-01,533,533
AIQUILE,otras actividades de enfermeria,inyectables,2024-02-01,1685,1685
ALALAY,otras actividades de enfermeria,inyectables,2024-02-01,73,73
ALCALA,otras actividades de enfermeria,inyectables,2024-02-01,291,291
ALTO BENI,otras actividades de enfermeria,inyectables,2024-02-01,1150,1150
ANCORAIMES,otras actividades de enfermeria,inyectables,2024-02-01,193,193
ANDAMARCA,otras actividades de enfermeria,inyectables,2024-02-01,265,265
ANTEQUERA,otras actividades de enfermeria,inyectables,2024-02-01,61,61
ANZALDO,otras actividades de enfermeria,inyectables,2024-02-01,420,420
APOLO,otras actividades de enfermeria,inyectables,2024-02-01,508,508
ARAMPAMPA,otras actividades de enfermeria,inyectables,2024-02-01,92,92
ARANI,otras actividades de enfermeria,inyectables,2024-02-01,241,241
ARBIETO,otras actividades de enfermeria,inyectables,2024-02-01,640,640
ARQUE,otras actividades de enfermeria,inyectables,2024-02-01,215,215
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2024-02-01,8440,8440
ATOCHA,otras actividades de enfermeria,inyectables,2024-02-01,3863,3863
AUCAPATA,otras actividades de enfermeria,inyectables,2024-02-01,238,238
AYATA,otras actividades de enfermeria,inyectables,2024-02-01,228,228
AYO AYO,otras actividades de enfermeria,inyectables,2024-02-01,109,109
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2024-02-01,1000,1000
AZURDUY,otras actividades de enfermeria,inyectables,2024-02-01,827,827
BATALLAS,otras actividades de enfermeria,inyectables,2024-02-01,264,264
