municipality,group,variable,month,Sueros,TOTAL
DESAGUADERO,otras actividades de enfermeria,sueros,2024-01-01,22,22
EL ALTO,otras actividades de enfermeria,sueros,2024-01-01,20592,20592
EL CHORO,otras actividades de enfermeria,sueros,2024-01-01,5,5
EL PUENTE(STC),otras actividades de enfermeria,sueros,2024-01-01,196,196
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2024-01-01,29,29
EL TORNO,otras actividades de enfermeria,sueros,2024-01-01,765,765
EL VILLAR,otras actividades de enfermeria,sueros,2024-01-01,64,64
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2024-01-01,138,138
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2024-01-01,309,309
ESCOMA,otras actividades de enfermeria,sueros,2024-01-01,15,15
ESMERALDA,otras actividades de enfermeria,sueros,2024-01-01,3,3
EUCALIPTUS,otras actividades de enfermeria,sueros,2024-01-01,2,2
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2024-01-01,2,2
EXALTACION,otras actividades de enfermeria,sueros,2024-01-01,20,20
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2024-01-01,88,88
FILADELFIA,otras actividades de enfermeria,sueros,2024-01-01,56,56
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,sueros,2024-01-01,32,32
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2024-01-01,105,105
GIA-TIM,otras actividades de enfermeria,sueros,2024-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2024-01-01,19,19
GUANAY,otras actividades de enfermeria,sueros,2024-01-01,139,139
GUAQUI,otras actividades de enfermeria,sueros,2024-01-01,8,8
GUAYARAMERIN,otras actividades de enfermeria,sueros,2024-01-01,3032,3032
GUTIERREZ,otras actividades de enfermeria,sueros,2024-01-01,63,63
HUACARAJE,otras actividades de enfermeria,sueros,2024-01-01,65,65
HUACARETA,otras actividades de enfermeria,sueros,2024-01-01,323,323
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2024-01-01,25,25
HUACHACALLA,otras actividades de enfermeria,sueros,2024-01-01,8,8
HUANUNI,otras actividades de enfermeria,sueros,2024-01-01,521,521
HUARINA,otras actividades de enfermeria,sueros,2024-01-01,23,23
HUATAJATA,otras actividades de enfermeria,sueros,2024-01-01,7,7
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2024-01-01,15,15
ICHOCA,otras actividades de enfermeria,sueros,2024-01-01,7,7
ICLA,otras actividades de enfermeria,sueros,2024-01-01,53,53
INCAHUASI,otras actividades de enfermeria,sueros,2024-01-01,112,112
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2024-01-01,53,53
INQUISIVI,otras actividades de enfermeria,sueros,2024-01-01,10,10
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2024-01-01,48,48
IXIAMAS,otras actividades de enfermeria,sueros,2024-01-01,54,54
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2024-01-01,23,23
LA ASUNTA,otras actividades de enfermeria,sueros,2024-01-01,423,423
LA GUARDIA,otras actividades de enfermeria,sueros,2024-01-01,1326,1326
LA PAZ,otras actividades de enfermeria,sueros,2024-01-01,95821,95821
LAGUNILLAS,otras actividades de enfermeria,sueros,2024-01-01,43,43
LAJA,otras actividades de enfermeria,sueros,2024-01-01,19,19
LAS CARRERAS,otras actividades de enfermeria,sueros,2024-01-01,46,46
LICOMA PAMPA,otras actividades de enfermeria,sueros,2024-01-01,5,5
LLALLAGUA,otras actividades de enfermeria,sueros,2024-01-01,2555,2555
LLICA,otras actividades de enfermeria,sueros,2024-01-01,7,7
LORETO,otras actividades de enfermeria,sueros,2024-01-01,14,14
LURIBAY,otras actividades de enfermeria,sueros,2024-01-01,25,25
MACHACAMARCA,otras actividades de enfermeria,sueros,2024-01-01,11,11
MACHARETI,otras actividades de enfermeria,sueros,2024-01-01,43,43
MAGDALENA,otras actividades de enfermeria,sueros,2024-01-01,225,225
MAIRANA,otras actividades de enfermeria,sueros,2024-01-01,208,208
MALLA,otras actividades de enfermeria,sueros,2024-01-01,5,5
MAPIRI,otras actividades de enfermeria,sueros,2024-01-01,146,146
MECAPACA,otras actividades de enfermeria,sueros,2024-01-01,19,19
MINEROS,otras actividades de enfermeria,sueros,2024-01-01,148,148
MIZQUE,otras actividades de enfermeria,sueros,2024-01-01,183,183
MOCOMOCO,otras actividades de enfermeria,sueros,2024-01-01,18,18
MOJINETE,otras actividades de enfermeria,sueros,2024-01-01,4,4
MOJOCOYA,otras actividades de enfermeria,sueros,2024-01-01,27,27
MONTEAGUDO,otras actividades de enfermeria,sueros,2024-01-01,1752,1752
MONTERO,otras actividades de enfermeria,sueros,2024-01-01,5817,5817
MORO MORO,otras actividades de enfermeria,sueros,2024-01-01,4,4
MOROCHATA,otras actividades de enfermeria,sueros,2024-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2024-01-01,73,73
NAZACARA DE PACAJES,otras actividades de enfermeria,sueros,2024-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2024-01-01,7,7
OCURI,otras actividades de enfermeria,sueros,2024-01-01,27,27
OKINAWA,otras actividades de enfermeria,sueros,2024-01-01,104,104
OMEREQUE,otras actividades de enfermeria,sueros,2024-01-01,92,92
ORURO,otras actividades de enfermeria,sueros,2024-01-01,29073,29073
PADCAYA,otras actividades de enfermeria,sueros,2024-01-01,112,112
PADILLA,otras actividades de enfermeria,sueros,2024-01-01,457,457
PAILON,otras actividades de enfermeria,sueros,2024-01-01,1220,1220
PALCA,otras actividades de enfermeria,sueros,2024-01-01,47,47
PALOS BLANCOS,otras actividades de enfermeria,sueros,2024-01-01,567,567
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2024-01-01,10,10
PAMPA GRANDE,otras actividades de enfermeria,sueros,2024-01-01,124,124
PAPEL PAMPA,otras actividades de enfermeria,sueros,2024-01-01,5,5
PASORAPA,otras actividades de enfermeria,sueros,2024-01-01,10,10
PATACAMAYA,otras actividades de enfermeria,sueros,2024-01-01,259,259
PAZÑA,otras actividades de enfermeria,sueros,2024-01-01,8,8
PELECHUCO,otras actividades de enfermeria,sueros,2024-01-01,10,10
POCOATA,otras actividades de enfermeria,sueros,2024-01-01,17,17
POCONA,otras actividades de enfermeria,sueros,2024-01-01,24,24
POJO (CBBA),otras actividades de enfermeria,sueros,2024-01-01,34,34
POOPO,otras actividades de enfermeria,sueros,2024-01-01,38,38
PORCO,otras actividades de enfermeria,sueros,2024-01-01,18,18
POROMA,otras actividades de enfermeria,sueros,2024-01-01,34,34
PORONGO,otras actividades de enfermeria,sueros,2024-01-01,134,134
PORTACHUELO,otras actividades de enfermeria,sueros,2024-01-01,402,402
PORVENIR,otras actividades de enfermeria,sueros,2024-01-01,179,179
POSTRER VALLE,otras actividades de enfermeria,sueros,2024-01-01,8,8
POTOSI,otras actividades de enfermeria,sueros,2024-01-01,13148,13148
PRESTO,otras actividades de enfermeria,sueros,2024-01-01,60,60
PUCARA,otras actividades de enfermeria,sueros,2024-01-01,12,12
PUCARANI,otras actividades de enfermeria,sueros,2024-01-01,30,30
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2024-01-01,12,12
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2024-01-01,7,7
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2024-01-01,96,96
PUERTO PEREZ,otras actividades de enfermeria,sueros,2024-01-01,5,5
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2024-01-01,346,346
PUERTO RICO,otras actividades de enfermeria,sueros,2024-01-01,130,130
PUERTO SILES,otras actividades de enfermeria,sueros,2024-01-01,20,20
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2024-01-01,427,427
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2024-01-01,1719,1719
PUNA,otras actividades de enfermeria,sueros,2024-01-01,31,31
PUNATA,otras actividades de enfermeria,sueros,2024-01-01,1009,1009
QUIABAYA,otras actividades de enfermeria,sueros,2024-01-01,6,6
QUILLACOLLO,otras actividades de enfermeria,sueros,2024-01-01,1611,1611
QUIME,otras actividades de enfermeria,sueros,2024-01-01,29,29
QUIRUSILLAS,otras actividades de enfermeria,sueros,2024-01-01,38,38
RAQAYPAMPA(ETA),otras actividades de enfermeria,sueros,2024-01-01,12,12
RAVELO,otras actividades de enfermeria,sueros,2024-01-01,47,47
REYES,otras actividades de enfermeria,sueros,2024-01-01,78,78
RIBERALTA,otras actividades de enfermeria,sueros,2024-01-01,12661,12661
ROBORE,otras actividades de enfermeria,sueros,2024-01-01,657,657
RURRENABAQUE,otras actividades de enfermeria,sueros,2024-01-01,365,365
SABAYA,otras actividades de enfermeria,sueros,2024-01-01,41,41
SACABA,otras actividades de enfermeria,sueros,2024-01-01,3535,3535
SACABAMBA,otras actividades de enfermeria,sueros,2024-01-01,6,6
SACACA,otras actividades de enfermeria,sueros,2024-01-01,26,26
SAIPINA,otras actividades de enfermeria,sueros,2024-01-01,97,97
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2024-01-01,6,6
SAMAIPATA,otras actividades de enfermeria,sueros,2024-01-01,63,63
SAN AGUSTIN,otras actividades de enfermeria,sueros,2024-01-01,7,7
SAN ANDRES,otras actividades de enfermeria,sueros,2024-01-01,115,115
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2024-01-01,5,5
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2024-01-01,5,5
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2024-01-01,24,24
SAN BENITO,otras actividades de enfermeria,sueros,2024-01-01,11,11
SAN BORJA,otras actividades de enfermeria,sueros,2024-01-01,471,471
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2024-01-01,394,394
SAN CARLOS,otras actividades de enfermeria,sueros,2024-01-01,1080,1080
SAN IGNACIO,otras actividades de enfermeria,sueros,2024-01-01,443,443
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2024-01-01,1562,1562
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2024-01-01,17,17
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2024-01-01,40,40
SAN JOAQUIN,otras actividades de enfermeria,sueros,2024-01-01,153,153
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2024-01-01,724,724
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2024-01-01,19,19
SAN JULIAN,otras actividades de enfermeria,sueros,2024-01-01,927,927
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2024-01-01,79,79
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2024-01-01,90,90
SAN LUCAS,otras actividades de enfermeria,sueros,2024-01-01,332,332
SAN MATIAS,otras actividades de enfermeria,sueros,2024-01-01,228,228
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2024-01-01,90,90
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2024-01-01,2,2
SAN PEDRO,otras actividades de enfermeria,sueros,2024-01-01,155,155
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2024-01-01,25,25
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2024-01-01,4,4
SAN PEDRO DE MACHA,otras actividades de enfermeria,sueros,2024-01-01,10,10
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2024-01-01,2,2
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2024-01-01,49,49
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2024-01-01,10,10
SAN RAFAEL,otras actividades de enfermeria,sueros,2024-01-01,56,56
SAN RAMON BENI,otras actividades de enfermeria,sueros,2024-01-01,77,77
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2024-01-01,161,161
SANTA ANA,otras actividades de enfermeria,sueros,2024-01-01,289,289
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2024-01-01,80304,80304
SANTA ROSA,otras actividades de enfermeria,sueros,2024-01-01,206,206
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2024-01-01,105,105
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2024-01-01,2,2
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2024-01-01,24,24
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2024-01-01,20,20
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2024-01-01,11,11
SANTIVAÑES,otras actividades de enfermeria,sueros,2024-01-01,21,21
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2024-01-01,3,3
SAPAHAQUI,otras actividades de enfermeria,sueros,2024-01-01,13,13
SENA,otras actividades de enfermeria,sueros,2024-01-01,85,85
SHINAOTA,otras actividades de enfermeria,sueros,2024-01-01,340,340
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2024-01-01,38,38
SICAYA,otras actividades de enfermeria,sueros,2024-01-01,1,1
SIPE SIPE,otras actividades de enfermeria,sueros,2024-01-01,64,64
SOPACHUY,otras actividades de enfermeria,sueros,2024-01-01,68,68
SORACACHI,otras actividades de enfermeria,sueros,2024-01-01,11,11
SORATA,otras actividades de enfermeria,sueros,2024-01-01,68,68
SUCRE,otras actividades de enfermeria,sueros,2024-01-01,30861,30861
TACACHI,otras actividades de enfermeria,sueros,2024-01-01,1,1
TACACOMA,otras actividades de enfermeria,sueros,2024-01-01,51,51
TACOBAMBA,otras actividades de enfermeria,sueros,2024-01-01,13,13
TACOPAYA,otras actividades de enfermeria,sueros,2024-01-01,7,7
TAHUA,otras actividades de enfermeria,sueros,2024-01-01,7,7
TAPACARI,otras actividades de enfermeria,sueros,2024-01-01,54,54
TARABUCO,otras actividades de enfermeria,sueros,2024-01-01,160,160
TARACO,otras actividades de enfermeria,sueros,2024-01-01,8,8
TARATA,otras actividades de enfermeria,sueros,2024-01-01,36,36
TARIJA,otras actividades de enfermeria,sueros,2024-01-01,81516,81516
TARVITA,otras actividades de enfermeria,sueros,2024-01-01,94,94
TEOPONTE,otras actividades de enfermeria,sueros,2024-01-01,107,107
TIAHUANACU,otras actividades de enfermeria,sueros,2024-01-01,8,8
TINGUIPAYA,otras actividades de enfermeria,sueros,2024-01-01,19,19
TIPUANI,otras actividades de enfermeria,sueros,2024-01-01,154,154
TIQUIPAYA,otras actividades de enfermeria,sueros,2024-01-01,197,197
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2024-01-01,24,24
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2024-01-01,6,6
TOCO,otras actividades de enfermeria,sueros,2024-01-01,33,33
TOLATA,otras actividades de enfermeria,sueros,2024-01-01,5,5
TOLEDO,otras actividades de enfermeria,sueros,2024-01-01,7,7
TOMAVE,otras actividades de enfermeria,sueros,2024-01-01,13,13
TOMINA,otras actividades de enfermeria,sueros,2024-01-01,36,36
TORO TORO,otras actividades de enfermeria,sueros,2024-01-01,27,27
TOTORA(CBBA),otras actividades de enfermeria,sueros,2024-01-01,76,76
TOTORA(ORR),otras actividades de enfermeria,sueros,2024-01-01,6,6
TRIGAL,otras actividades de enfermeria,sueros,2024-01-01,10,10
TRINIDAD,otras actividades de enfermeria,sueros,2024-01-01,17021,17021
TUPIZA,otras actividades de enfermeria,sueros,2024-01-01,1856,1856
TURCO,otras actividades de enfermeria,sueros,2024-01-01,5,5
UMALA,otras actividades de enfermeria,sueros,2024-01-01,8,8
UNCIA,otras actividades de enfermeria,sueros,2024-01-01,745,745
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2024-01-01,52,52
URUBICHA,otras actividades de enfermeria,sueros,2024-01-01,101,101
UYUNI,otras actividades de enfermeria,sueros,2024-01-01,756,756
VACAS,otras actividades de enfermeria,sueros,2024-01-01,4,4
VALLEGRANDE,otras actividades de enfermeria,sueros,2024-01-01,4154,4154
VIACHA,otras actividades de enfermeria,sueros,2024-01-01,905,905
VILA VILA,otras actividades de enfermeria,sueros,2024-01-01,7,7
VILLA CHARCAS,otras actividades de enfermeria,sueros,2024-01-01,45,45
VILLA MONTES,otras actividades de enfermeria,sueros,2024-01-01,1324,1324
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2024-01-01,16,16
VILLA RIVERO,otras actividades de enfermeria,sueros,2024-01-01,14,14
VILLA SERRANO,otras actividades de enfermeria,sueros,2024-01-01,65,65
VILLA TUNARI,otras actividades de enfermeria,sueros,2024-01-01,2736,2736
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2024-01-01,102,102
VILLAZON,otras actividades de enfermeria,sueros,2024-01-01,1322,1322
VINTO,otras actividades de enfermeria,sueros,2024-01-01,215,215
VITICHI,otras actividades de enfermeria,sueros,2024-01-01,35,35
WALDO BALLIVIAN,otras actividades de enfermeria,sueros,2024-01-01,1,1
WARNES,otras actividades de enfermeria,sueros,2024-01-01,2454,2454
YACO,otras actividades de enfermeria,sueros,2024-01-01,11,11
YACUIBA,otras actividades de enfermeria,sueros,2024-01-01,3619,3619
YAMPARAEZ,otras actividades de enfermeria,sueros,2024-01-01,21,21
YANACACHI,otras actividades de enfermeria,sueros,2024-01-01,33,33
YAPACANI,otras actividades de enfermeria,sueros,2024-01-01,994,994
YOCALLA,otras actividades de enfermeria,sueros,2024-01-01,6,6
YOTALA,otras actividades de enfermeria,sueros,2024-01-01,77,77
YUNCHARA,otras actividades de enfermeria,sueros,2024-01-01,17,17
ZUDAÑEZ,otras actividades de enfermeria,sueros,2024-01-01,24,24
ACACIO,otras actividades de enfermeria,sueros,2024-02-01,16,16
ACHACACHI,otras actividades de enfermeria,sueros,2024-02-01,266,266
ACHOCALLA,otras actividades de enfermeria,sueros,2024-02-01,8,8
AIQUILE,otras actividades de enfermeria,sueros,2024-02-01,191,191
ALALAY,otras actividades de enfermeria,sueros,2024-02-01,1,1
ALCALA,otras actividades de enfermeria,sueros,2024-02-01,19,19
ALTO BENI,otras actividades de enfermeria,sueros,2024-02-01,62,62
ANCORAIMES,otras actividades de enfermeria,sueros,2024-02-01,11,11
ANDAMARCA,otras actividades de enfermeria,sueros,2024-02-01,10,10
ANTEQUERA,otras actividades de enfermeria,sueros,2024-02-01,1,1
ANZALDO,otras actividades de enfermeria,sueros,2024-02-01,29,29
APOLO,otras actividades de enfermeria,sueros,2024-02-01,18,18
ARAMPAMPA,otras actividades de enfermeria,sueros,2024-02-01,8,8
ARANI,otras actividades de enfermeria,sueros,2024-02-01,25,25
ARBIETO,otras actividades de enfermeria,sueros,2024-02-01,20,20
ARQUE,otras actividades de enfermeria,sueros,2024-02-01,12,12
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2024-02-01,960,960
ATOCHA,otras actividades de enfermeria,sueros,2024-02-01,268,268
AUCAPATA,otras actividades de enfermeria,sueros,2024-02-01,5,5
AYATA,otras actividades de enfermeria,sueros,2024-02-01,15,15
AYO AYO,otras actividades de enfermeria,sueros,2024-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2024-02-01,58,58
AZURDUY,otras actividades de enfermeria,sueros,2024-02-01,57,57
BATALLAS,otras actividades de enfermeria,sueros,2024-02-01,17,17
BAURES,otras actividades de enfermeria,sueros,2024-02-01,843,843
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2024-02-01,10,10
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2024-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,sueros,2024-02-01,64,64
BERMEJO,otras actividades de enfermeria,sueros,2024-02-01,1668,1668
BETANZOS,otras actividades de enfermeria,sueros,2024-02-01,78,78
BOLIVAR,otras actividades de enfermeria,sueros,2024-02-01,8,8
BOLPEBRA,otras actividades de enfermeria,sueros,2024-02-01,21,21
BOYUIBE,otras actividades de enfermeria,sueros,2024-02-01,9,9
BUENA VISTA,otras actividades de enfermeria,sueros,2024-02-01,47,47
CABEZAS,otras actividades de enfermeria,sueros,2024-02-01,431,431
CAIROMA,otras actividades de enfermeria,sueros,2024-02-01,17,17
"CAIZA ""D""",otras actividades de enfermeria,sueros,2024-02-01,34,34
CAJUATA,otras actividades de enfermeria,sueros,2024-02-01,67,67
CALACOTO,otras actividades de enfermeria,sueros,2024-02-01,4,4
CALAMARCA,otras actividades de enfermeria,sueros,2024-02-01,10,10
CAMARGO,otras actividades de enfermeria,sueros,2024-02-01,585,585
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2024-02-01,42,42
CAMIRI,otras actividades de enfermeria,sueros,2024-02-01,176,176
CAPINOTA,otras actividades de enfermeria,sueros,2024-02-01,151,151
CAQUIAVIRI,otras actividades de enfermeria,sueros,2024-02-01,3,3
CARACOLLO,otras actividades de enfermeria,sueros,2024-02-01,23,23
CARANAVI,otras actividades de enfermeria,sueros,2024-02-01,1696,1696
CARAPARI,otras actividades de enfermeria,sueros,2024-02-01,116,116
CARIPUYO,otras actividades de enfermeria,sueros,2024-02-01,16,16
