municipality,group,variable,month,Curaciones y/o suturas,TOTAL
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,25,25
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,681,681
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,95,95
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,155,155
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,90,90
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,554,554
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,65,65
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,439,439
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1732,1732
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,334,334
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,3,3
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,15,15
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,148,148
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,29,29
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,14,14
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,66,66
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,12329,12329
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,21,21
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,265,265
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,61,61
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1931,1931
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,70,70
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,198,198
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,639,639
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1,1
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,60,60
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,8,8
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,33,33
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,4,4
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,537,537
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,38,38
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,54,54
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,137,137
GIA-TIM,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,80,80
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,96,96
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,30,30
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1167,1167
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,32,32
HUACARAJE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,39,39
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,99,99
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,18,18
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,51,51
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,781,781
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,59,59
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,25,25
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,19,19
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,4,4
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,35,35
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,71,71
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,92,92
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,4,4
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,76,76
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,123,123
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,141,141
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,85,85
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,251,251
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,3057,3057
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,39609,39609
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,9,9
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,66,66
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,166,166
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,80,80
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,21,21
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1550,1550
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,51,51
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,13,13
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,148,148
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,39,39
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,75,75
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,421,421
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,272,272
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,17,17
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,138,138
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,168,168
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,354,354
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,381,381
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,80,80
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,19,19
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,83,83
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,415,415
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,5300,5300
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,67,67
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,540,540
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,40,40
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,20,20
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,76,76
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,173,173
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,66,66
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,16791,16791
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,239,239
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,188,188
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,730,730
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,232,232
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,467,467
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,7,7
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,125,125
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,55,55
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,26,26
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,243,243
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,35,35
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,41,41
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,204,204
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,178,178
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,66,66
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,72,72
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,66,66
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,25,25
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,467,467
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,447,447
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,35,35
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,16,16
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,6303,6303
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,89,89
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,9,9
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,304,304
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,48,48
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,74,74
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,58,58
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,33,33
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,541,541
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,68,68
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,15,15
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,488,488
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,870,870
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,139,139
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1606,1606
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,23,23
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1331,1331
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,104,104
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,54,54
RAQAYPAMPA(ETA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,22,22
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,50,50
REYES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,236,236
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,18690,18690
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,651,651
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,423,423
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,77,77
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,3318,3318
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,15,15
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,75,75
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,133,133
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,34,34
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,144,144
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,18,18
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,125,125
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,33,33
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,10,10
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,18,18
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,32,32
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,829,829
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,192,192
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,565,565
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,370,370
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,604,604
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,28,28
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,281,281
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,273,273
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,720,720
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,24,24
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1038,1038
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,14,14
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,300,300
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,244,244
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,133,133
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,118,118
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,19,19
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,378,378
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,141,141
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,57,57
SAN PEDRO DE MACHA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,67,67
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,11,11
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,63,63
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,10,10
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,70,70
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,217,217
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,198,198
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,591,591
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,845847,845847
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,295,295
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,401,401
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,24,24
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,62,62
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,45,45
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,22,22
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,72,72
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,12,12
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,86,86
SENA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,51,51
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,281,281
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,175,175
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,20,20
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,378,378
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,59,59
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,43,43
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,211,211
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,12398,12398
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,3,3
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,74,74
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,15,15
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,20,20
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,10,10
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,111,111
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,79,79
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,64,64
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,137,137
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,10538,10538
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,74,74
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,123,123
TIAHUANACU,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,112,112
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,56,56
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,119,119
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,890,890
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,85,85
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,28,28
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,61,61
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,13,13
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,48,48
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,26,26
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,43,43
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,134,134
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,93,93
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,87,87
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,27,27
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,8,8
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,7728,7728
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1064,1064
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,26,26
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,44,44
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,269,269
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,124,124
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,80,80
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1027,1027
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,32,32
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,679,679
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1099,1099
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,29,29
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,64,64
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2024-01-01,1418,1418
