,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,43,32,10,9,53,41,94
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,159,146,6,6,165,152,317
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2021-01-01,165,153,1,3,166,156,322
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,48,48,15,16,63,64,127
BAURES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,36,49,4,1,40,50,90
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,18,8,1,0,19,8,27
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,6,8,0,0,6,8,14
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2021-01-01,30,22,11,7,41,29,70
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,437,381,32,38,469,419,888
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,163,162,2,2,165,164,329
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2021-01-01,40,20,9,10,49,30,79
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,26,12,0,0,26,12,38
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,64,42,2,1,66,43,109
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,116,88,11,10,127,98,225
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,190,171,14,11,204,182,386
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,84,80,3,4,87,84,171
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2021-01-01,84,96,1,1,85,97,182
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,80,98,20,15,100,113,213
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,18,13,6,9,24,22,46
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,48,47,1,7,49,54,103
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,90,64,12,31,102,95,197
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,19,17,0,2,19,19,38
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,295,251,48,31,343,282,625
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,145,118,23,13,168,131,299
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,31,36,10,10,41,46,87
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,173,153,4,10,177,163,340
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,338,294,120,106,458,400,858
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,198,169,22,9,220,178,398
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,34,48,1,1,35,49,84
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,32,25,3,0,35,25,60
CATACORA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,17,35,5,0,22,35,57
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,13,10,0,0,13,10,23
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,129,110,8,9,137,119,256
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,62,35,1,0,63,35,98
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,444,392,25,14,469,406,875
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,11,9,0,1,11,10,21
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,73,62,3,0,76,62,138
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,375,345,5,8,380,353,733
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,7,10,0,2,7,12,19
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,4,7,0,0,4,7,11
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,5,9,3,5,8,14,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2021-01-01,106,80,18,11,124,91,215
CHUMA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,47,42,1,0,48,42,90
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,32,42,0,0,32,42,74
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,103,75,1,1,104,76,180
CLIZA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,126,104,16,7,142,111,253
COBIJA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,292,233,69,43,361,276,637
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,264,250,15,15,279,265,544
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,4012,3875,1291,1101,5303,4976,10279
COIPASA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,3,3,5,2,8,5,13
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,187,146,132,122,319,268,587
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2021-01-01,68,42,1,2,69,44,113
COLLANA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,15,20,1,0,16,20,36
COLOMI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,137,147,27,29,164,176,340
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,33,33,6,1,39,34,73
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,126,111,0,0,126,111,237
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,63,53,9,16,72,69,141
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,68,79,3,0,71,79,150
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,2,13,0,1,2,14,16
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,141,106,9,14,150,120,270
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,12,10,1,0,13,10,23
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2021-01-01,141,94,13,6,154,100,254
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,31,28,7,4,38,32,70
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,118,117,17,13,135,130,265
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,28,38,0,0,28,38,66
COROICO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,75,81,10,8,85,89,174
CORQUE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,52,42,5,5,57,47,104
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,194,230,3,8,197,238,435
COTOCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,341,293,10,11,351,304,655
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,111,106,16,12,127,118,245
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2021-01-01,30,22,0,0,30,22,52
CUEVO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,72,85,3,5,75,90,165
CULPINA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,103,117,1,5,104,122,226
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,16,17,3,0,19,17,36
CURVA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,29,23,3,2,32,25,57
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,14,9,9,9,23,18,41
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,3360,3119,1355,1273,4715,4392,9107
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,16,18,1,1,17,19,36
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2021-01-01,81,93,4,3,85,96,181
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,82,69,6,11,88,80,168
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,526,478,95,119,621,597,1218
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2021-01-01,89,80,1,1,90,81,171
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,199,185,3,3,202,188,390
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,376,390,39,41,415,431,846
ESCARA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,3,4,0,0,3,4,7
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,28,41,5,4,33,45,78
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,6,5,0,0,6,5,11
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,26,20,0,0,26,20,46
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2021-01-01,24,30,9,10,33,40,73
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2021-01-01,29,27,0,0,29,27,56
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,66,59,17,19,83,78,161
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,130,103,5,2,135,105,240
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,134,152,11,18,145,170,315
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2021-01-01,57,66,10,9,67,75,142
GUANAY,consulta externa,ninos  de 1 a 4 anos,2021-01-01,81,91,36,30,117,121,238
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,17,13,0,3,17,16,33
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2021-01-01,242,212,30,21,272,233,505
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,160,130,2,1,162,131,293
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,69,71,12,12,81,83,164
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,42,34,7,3,49,37,86
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,3,5,0,0,3,5,8
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,90,106,51,27,141,133,274
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,27,30,4,7,31,37,68
HUARINA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,36,25,14,15,50,40,90
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,3,6,9,3,12,9,21
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,15,22,8,5,23,27,50
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,8,10,21,25,29,35,64
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,31,40,2,3,33,43,76
ICLA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,92,87,23,25,115,112,227
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,136,143,0,1,136,144,280
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,22,11,0,0,22,11,33
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,75,83,2,1,77,84,161
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,120,141,7,12,127,153,280
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,149,103,11,8,160,111,271
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,57,40,34,23,91,63,154
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,349,296,32,30,381,326,707
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,929,872,481,292,1410,1164,2574
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,2356,2245,769,677,3125,2922,6047
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,1,2,0,0,1,2,3
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,155,122,19,18,174,140,314
LAJA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,69,54,9,3,78,57,135
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,47,25,0,0,47,25,72
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,19,11,1,1,20,12,32
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,246,206,5,12,251,218,469
LLICA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,20,12,4,0,24,12,36
LORETO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,30,28,2,4,32,32,64
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2021-01-01,55,47,7,5,62,52,114
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,30,37,1,0,31,37,68
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,49,74,0,0,49,74,123
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,41,39,1,2,42,41,83
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,64,45,6,6,70,51,121
MALLA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,20,19,0,0,20,19,39
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,118,89,21,17,139,106,245
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,73,75,3,6,76,81,157
MINEROS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,110,76,32,34,142,110,252
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,149,151,16,10,165,161,326
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,42,46,6,11,48,57,105
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,9,11,0,1,9,12,21
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,46,76,7,9,53,85,138
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,178,180,62,74,240,254,494
MONTERO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,937,830,213,198,1150,1028,2178
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,11,15,0,1,11,16,27
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,58,59,1,0,59,59,118
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,38,35,2,0,40,35,75
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,4,7,7,3,11,10,21
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,22,26,0,0,22,26,48
OCURI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,81,66,0,1,81,67,148
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,66,80,8,16,74,96,170
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,49,58,4,4,53,62,115
ORURO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,1282,1067,221,160,1503,1227,2730
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,206,205,24,32,230,237,467
PADILLA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,79,73,4,1,83,74,157
PAILON,consulta externa,ninos  de 1 a 4 anos,2021-01-01,208,213,22,21,230,234,464
PALCA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,87,71,2,1,89,72,161
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,238,221,25,44,263,265,528
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,24,26,0,1,24,27,51
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,49,33,4,1,53,34,87
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,37,38,6,4,43,42,85
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,22,23,0,0,22,23,45
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,132,130,1,3,133,133,266
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,26,20,2,0,28,20,48
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,78,58,8,2,86,60,146
POCOATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,131,126,3,2,134,128,262
POCONA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,93,92,5,3,98,95,193
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,56,58,15,22,71,80,151
POOPO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,24,30,3,4,27,34,61
PORCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,52,37,3,2,55,39,94
POROMA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,142,121,0,0,142,121,263
PORONGO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,68,65,3,8,71,73,144
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,51,55,0,0,51,55,106
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2021-01-01,61,43,7,3,68,46,114
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,8,5,0,2,8,7,15
POTOSI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,949,876,51,57,1000,933,1933
PRESTO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,77,84,2,0,79,84,163
PUCARA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,8,12,7,6,15,18,33
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,111,125,30,32,141,157,298
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,38,39,6,4,44,43,87
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,51,50,11,8,62,58,120
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,103,110,35,34,138,144,282
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,22,15,0,1,22,16,38
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,47,51,12,6,59,57,116
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,88,83,0,1,88,84,172
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,4,0,0,0,4,0,4
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,70,59,1,0,71,59,130
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2021-01-01,747,691,79,66,826,757,1583
PUNA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,80,70,0,0,80,70,150
PUNATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,168,161,41,36,209,197,406
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,8,12,12,16,20,28,48
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,805,726,261,249,1066,975,2041
QUIME,consulta externa,ninos  de 1 a 4 anos,2021-01-01,51,31,1,1,52,32,84
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,10,8,0,0,10,8,18
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,40,44,2,0,42,44,86
RAVELO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,123,82,1,1,124,83,207
REYES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,39,53,2,1,41,54,95
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,816,760,77,79,893,839,1732
ROBORE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,110,102,7,6,117,108,225
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2021-01-01,213,172,2,4,215,176,391
SABAYA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,25,19,0,0,25,19,44
SACABA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,713,686,175,176,888,862,1750
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,38,25,4,2,42,27,69
SACACA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,134,107,0,1,134,108,242
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,40,47,2,2,42,49,91
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,51,44,1,0,52,44,96
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,47,58,21,14,68,72,140
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2021-01-01,26,19,0,0,26,19,45
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,99,86,4,6,103,92,195
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,18,33,4,5,22,38,60
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,12,10,1,0,13,10,23
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,41,29,1,0,42,29,71
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,41,39,16,22,57,61,118
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,454,440,51,63,505,503,1008
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,79,60,1,3,80,63,143
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,80,57,30,11,110,68,178
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,153,134,14,21,167,155,322
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,574,513,9,18,583,531,1114
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2021-01-01,21,20,0,0,21,20,41
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2021-01-01,80,51,1,0,81,51,132
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2021-01-01,64,57,3,2,67,59,126
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,108,91,12,10,120,101,221
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,45,42,3,4,48,46,94
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2021-01-01,395,406,37,36,432,442,874
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2021-01-01,66,50,0,1,66,51,117
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2021-01-01,137,116,9,6,146,122,268
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,262,272,14,14,276,286,562
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2021-01-01,66,57,0,0,66,57,123
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,102,77,8,1,110,78,188
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,31,32,0,0,31,32,63
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2021-01-01,198,183,20,21,218,204,422
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,129,136,6,7,135,143,278
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,46,24,1,2,47,26,73
SAN PEDRO DE MACHA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,166,149,0,0,166,149,315
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2021-01-01,1,3,1,0,2,3,5
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,34,11,13,9,47,20,67
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2021-01-01,30,13,0,0,30,13,43
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2021-01-01,35,34,5,2,40,36,76
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,35,38,2,3,37,41,78
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2021-01-01,29,15,9,4,38,19,57
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,101,78,58,58,159,136,295
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,5053,4586,1549,1223,6602,5809,12411
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,126,109,6,8,132,117,249
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,129,123,5,1,134,124,258
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,11,24,0,2,11,26,37
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2021-01-01,46,29,12,20,58,49,107
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2021-01-01,18,11,0,1,18,12,30
