,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 40 a 49 anos,2021-01-01,114,141,5,6,119,147,266
AZURDUY,consulta externa,personas de 40 a 49 anos,2021-01-01,48,99,0,5,48,104,152
BATALLAS,consulta externa,personas de 40 a 49 anos,2021-01-01,21,28,7,11,28,39,67
BAURES,consulta externa,personas de 40 a 49 anos,2021-01-01,103,98,5,5,108,103,211
BELEN DE ANDAMARCA,consulta externa,personas de 40 a 49 anos,2021-01-01,15,18,2,1,17,19,36
BELEN DE URMIRI,consulta externa,personas de 40 a 49 anos,2021-01-01,9,6,0,0,9,6,15
BELLA FLOR,consulta externa,personas de 40 a 49 anos,2021-01-01,18,23,6,11,24,34,58
BERMEJO,consulta externa,personas de 40 a 49 anos,2021-01-01,297,439,27,73,324,512,836
BETANZOS,consulta externa,personas de 40 a 49 anos,2021-01-01,150,266,4,15,154,281,435
BOLIVAR,consulta externa,personas de 40 a 49 anos,2021-01-01,11,17,1,2,12,19,31
BOLPEBRA,consulta externa,personas de 40 a 49 anos,2021-01-01,13,6,1,3,14,9,23
BOYUIBE,consulta externa,personas de 40 a 49 anos,2021-01-01,35,41,7,17,42,58,100
BUENA VISTA,consulta externa,personas de 40 a 49 anos,2021-01-01,64,110,4,4,68,114,182
CABEZAS,consulta externa,personas de 40 a 49 anos,2021-01-01,192,202,11,16,203,218,421
CAIROMA,consulta externa,personas de 40 a 49 anos,2021-01-01,80,78,9,4,89,82,171
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2021-01-01,35,68,1,1,36,69,105
CAJUATA,consulta externa,personas de 40 a 49 anos,2021-01-01,45,72,1,5,46,77,123
CALACOTO,consulta externa,personas de 40 a 49 anos,2021-01-01,22,43,2,5,24,48,72
CALAMARCA,consulta externa,personas de 40 a 49 anos,2021-01-01,28,62,1,2,29,64,93
CAMARGO,consulta externa,personas de 40 a 49 anos,2021-01-01,118,155,163,160,281,315,596
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2021-01-01,22,32,0,3,22,35,57
CAMIRI,consulta externa,personas de 40 a 49 anos,2021-01-01,158,157,109,57,267,214,481
CAPINOTA,consulta externa,personas de 40 a 49 anos,2021-01-01,77,115,20,36,97,151,248
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2021-01-01,34,51,1,1,35,52,87
CARACOLLO,consulta externa,personas de 40 a 49 anos,2021-01-01,60,88,10,14,70,102,172
CARANAVI,consulta externa,personas de 40 a 49 anos,2021-01-01,193,256,42,77,235,333,568
CARANGAS,consulta externa,personas de 40 a 49 anos,2021-01-01,7,3,0,0,7,3,10
CARAPARI,consulta externa,personas de 40 a 49 anos,2021-01-01,135,246,21,37,156,283,439
CARIPUYO,consulta externa,personas de 40 a 49 anos,2021-01-01,27,45,0,1,27,46,73
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2021-01-01,44,48,3,3,47,51,98
CATACORA,consulta externa,personas de 40 a 49 anos,2021-01-01,14,22,0,0,14,22,36
CHACARILLA,consulta externa,personas de 40 a 49 anos,2021-01-01,7,14,1,0,8,14,22
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2021-01-01,98,152,11,11,109,163,272
CHAQUI,consulta externa,personas de 40 a 49 anos,2021-01-01,25,44,0,0,25,44,69
CHARAGUA,consulta externa,personas de 40 a 49 anos,2021-01-01,42,65,5,10,47,75,122
CHARAÑA,consulta externa,personas de 40 a 49 anos,2021-01-01,18,20,1,2,19,22,41
CHAYANTA,consulta externa,personas de 40 a 49 anos,2021-01-01,60,73,2,2,62,75,137
CHIMORE,consulta externa,personas de 40 a 49 anos,2021-01-01,116,245,4,5,120,250,370
CHIPAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,4,7,0,0,4,7,11
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2021-01-01,13,11,0,0,13,11,24
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2021-01-01,7,9,7,2,14,11,25
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2021-01-01,47,72,8,20,55,92,147
CHUMA,consulta externa,personas de 40 a 49 anos,2021-01-01,58,100,2,4,60,104,164
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2021-01-01,48,50,8,6,56,56,112
CKOCHAS,consulta externa,personas de 40 a 49 anos,2021-01-01,82,102,0,0,82,102,184
CLIZA,consulta externa,personas de 40 a 49 anos,2021-01-01,48,100,6,15,54,115,169
COBIJA,consulta externa,personas de 40 a 49 anos,2021-01-01,435,525,152,255,587,780,1367
COCAPATA,consulta externa,personas de 40 a 49 anos,2021-01-01,47,87,0,0,47,87,134
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2021-01-01,5830,9479,2602,5453,8432,14932,23364
COIPASA,consulta externa,personas de 40 a 49 anos,2021-01-01,3,1,2,1,5,2,7
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2021-01-01,170,223,51,107,221,330,551
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2021-01-01,61,110,13,3,74,113,187
COLLANA,consulta externa,personas de 40 a 49 anos,2021-01-01,6,25,0,0,6,25,31
COLOMI,consulta externa,personas de 40 a 49 anos,2021-01-01,23,62,3,7,26,69,95
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2021-01-01,26,103,28,17,54,120,174
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2021-01-01,83,114,1,1,84,115,199
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2021-01-01,20,47,3,7,23,54,77
COLQUIRI,consulta externa,personas de 40 a 49 anos,2021-01-01,68,69,9,8,77,77,154
COMANCHE,consulta externa,personas de 40 a 49 anos,2021-01-01,6,16,0,1,6,17,23
COMARAPA,consulta externa,personas de 40 a 49 anos,2021-01-01,85,181,24,46,109,227,336
COMBAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,11,19,0,1,11,20,31
CONCEPCION,consulta externa,personas de 40 a 49 anos,2021-01-01,60,76,7,7,67,83,150
COPACABANA,consulta externa,personas de 40 a 49 anos,2021-01-01,43,46,1,8,44,54,98
CORIPATA,consulta externa,personas de 40 a 49 anos,2021-01-01,60,75,6,10,66,85,151
CORO CORO,consulta externa,personas de 40 a 49 anos,2021-01-01,44,51,6,5,50,56,106
COROICO,consulta externa,personas de 40 a 49 anos,2021-01-01,69,128,16,53,85,181,266
CORQUE,consulta externa,personas de 40 a 49 anos,2021-01-01,24,52,2,1,26,53,79
COTAGAITA,consulta externa,personas de 40 a 49 anos,2021-01-01,177,332,10,15,187,347,534
COTOCA,consulta externa,personas de 40 a 49 anos,2021-01-01,164,418,20,63,184,481,665
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2021-01-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2021-01-01,104,128,27,35,131,163,294
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2021-01-01,3,5,0,0,3,5,8
CUEVO,consulta externa,personas de 40 a 49 anos,2021-01-01,47,65,2,10,49,75,124
CULPINA,consulta externa,personas de 40 a 49 anos,2021-01-01,57,165,2,7,59,172,231
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2021-01-01,11,24,0,2,11,26,37
CURVA,consulta externa,personas de 40 a 49 anos,2021-01-01,16,12,2,2,18,14,32
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2021-01-01,23,29,0,7,23,36,59
EL ALTO,consulta externa,personas de 40 a 49 anos,2021-01-01,2299,4273,1206,2279,3505,6552,10057
EL CHORO,consulta externa,personas de 40 a 49 anos,2021-01-01,15,28,0,0,15,28,43
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2021-01-01,60,70,7,8,67,78,145
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2021-01-01,52,111,0,1,52,112,164
EL TORNO,consulta externa,personas de 40 a 49 anos,2021-01-01,296,473,214,323,510,796,1306
EL VILLAR,consulta externa,personas de 40 a 49 anos,2021-01-01,69,112,0,0,69,112,181
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2021-01-01,151,267,8,32,159,299,458
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2021-01-01,114,207,7,20,121,227,348
ESCARA,consulta externa,personas de 40 a 49 anos,2021-01-01,14,13,2,0,16,13,29
ESCOMA,consulta externa,personas de 40 a 49 anos,2021-01-01,16,14,0,0,16,14,30
ESMERALDA,consulta externa,personas de 40 a 49 anos,2021-01-01,4,2,0,0,4,2,6
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2021-01-01,26,28,1,1,27,29,56
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2021-01-01,14,16,1,2,15,18,33
EXALTACION,consulta externa,personas de 40 a 49 anos,2021-01-01,14,19,3,1,17,20,37
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2021-01-01,38,55,8,23,46,78,124
FILADELFIA,consulta externa,personas de 40 a 49 anos,2021-01-01,82,101,8,22,90,123,213
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2021-01-01,60,116,2,9,62,125,187
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2021-01-01,61,51,3,4,64,55,119
GUANAY,consulta externa,personas de 40 a 49 anos,2021-01-01,43,49,26,20,69,69,138
GUAQUI,consulta externa,personas de 40 a 49 anos,2021-01-01,21,26,3,4,24,30,54
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2021-01-01,178,269,12,32,190,301,491
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2021-01-01,83,87,4,11,87,98,185
HUACARETA,consulta externa,personas de 40 a 49 anos,2021-01-01,96,110,3,4,99,114,213
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2021-01-01,46,51,0,2,46,53,99
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2021-01-01,6,12,1,1,7,13,20
HUANUNI,consulta externa,personas de 40 a 49 anos,2021-01-01,575,305,225,86,800,391,1191
HUARACAJE,consulta externa,personas de 40 a 49 anos,2021-01-01,90,107,10,12,100,119,219
HUARINA,consulta externa,personas de 40 a 49 anos,2021-01-01,12,27,14,19,26,46,72
HUATAJATA,consulta externa,personas de 40 a 49 anos,2021-01-01,8,2,5,1,13,3,16
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2021-01-01,22,41,1,3,23,44,67
HUMANATA,consulta externa,personas de 40 a 49 anos,2021-01-01,3,5,0,0,3,5,8
ICHOCA,consulta externa,personas de 40 a 49 anos,2021-01-01,11,12,0,0,11,12,23
ICLA,consulta externa,personas de 40 a 49 anos,2021-01-01,32,62,9,24,41,86,127
INCAHUASI,consulta externa,personas de 40 a 49 anos,2021-01-01,68,136,3,2,71,138,209
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2021-01-01,19,8,0,0,19,8,27
INQUISIVI,consulta externa,personas de 40 a 49 anos,2021-01-01,56,66,0,3,56,69,125
IRUPANA (VILLA DE LANZA),consulta externa,personas de 40 a 49 anos,2021-01-01,104,104,7,24,111,128,239
IXIAMAS,consulta externa,personas de 40 a 49 anos,2021-01-01,59,65,3,3,62,68,130
JESUS DE MACHACA,consulta externa,personas de 40 a 49 anos,2021-01-01,30,57,7,20,37,77,114
LA ASUNTA,consulta externa,personas de 40 a 49 anos,2021-01-01,102,170,10,14,112,184,296
LA GUARDIA,consulta externa,personas de 40 a 49 anos,2021-01-01,342,633,151,267,493,900,1393
LA PAZ,consulta externa,personas de 40 a 49 anos,2021-01-01,6257,9069,2652,5226,8909,14295,23204
LA RIVERA,consulta externa,personas de 40 a 49 anos,2021-01-01,2,4,0,0,2,4,6
LAGUNILLAS,consulta externa,personas de 40 a 49 anos,2021-01-01,71,98,3,5,74,103,177
LAJA,consulta externa,personas de 40 a 49 anos,2021-01-01,33,56,8,19,41,75,116
LAS CARRERAS,consulta externa,personas de 40 a 49 anos,2021-01-01,36,54,0,0,36,54,90
LICOMA PAMPA,consulta externa,personas de 40 a 49 anos,2021-01-01,17,27,0,2,17,29,46
LLALLAGUA,consulta externa,personas de 40 a 49 anos,2021-01-01,231,348,47,61,278,409,687
LLICA,consulta externa,personas de 40 a 49 anos,2021-01-01,14,15,0,0,14,15,29
LORETO,consulta externa,personas de 40 a 49 anos,2021-01-01,30,56,2,4,32,60,92
LURIBAY,consulta externa,personas de 40 a 49 anos,2021-01-01,50,63,7,2,57,65,122
MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2021-01-01,22,32,4,6,26,38,64
MACHARETI,consulta externa,personas de 40 a 49 anos,2021-01-01,47,100,6,5,53,105,158
MAGDALENA,consulta externa,personas de 40 a 49 anos,2021-01-01,92,115,14,33,106,148,254
MAIRANA,consulta externa,personas de 40 a 49 anos,2021-01-01,36,63,7,30,43,93,136
MALLA,consulta externa,personas de 40 a 49 anos,2021-01-01,16,20,0,0,16,20,36
MAPIRI,consulta externa,personas de 40 a 49 anos,2021-01-01,76,84,2,10,78,94,172
MECAPACA,consulta externa,personas de 40 a 49 anos,2021-01-01,32,54,0,4,32,58,90
MINEROS,consulta externa,personas de 40 a 49 anos,2021-01-01,43,97,0,8,43,105,148
MIZQUE,consulta externa,personas de 40 a 49 anos,2021-01-01,51,121,4,8,55,129,184
MOCOMOCO,consulta externa,personas de 40 a 49 anos,2021-01-01,45,47,7,7,52,54,106
MOJINETE,consulta externa,personas de 40 a 49 anos,2021-01-01,7,22,0,0,7,22,29
MOJOCOYA,consulta externa,personas de 40 a 49 anos,2021-01-01,37,98,6,17,43,115,158
MONTEAGUDO,consulta externa,personas de 40 a 49 anos,2021-01-01,205,399,48,69,253,468,721
MONTERO,consulta externa,personas de 40 a 49 anos,2021-01-01,857,1409,180,366,1037,1775,2812
MORO MORO,consulta externa,personas de 40 a 49 anos,2021-01-01,4,22,5,18,9,40,49
MOROCHATA,consulta externa,personas de 40 a 49 anos,2021-01-01,19,39,0,0,19,39,58
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 40 a 49 anos,2021-01-01,19,22,3,4,22,26,48
NAZACARA DE PACAJES,consulta externa,personas de 40 a 49 anos,2021-01-01,4,3,0,1,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 40 a 49 anos,2021-01-01,11,17,1,0,12,17,29
OCURI,consulta externa,personas de 40 a 49 anos,2021-01-01,45,87,1,2,46,89,135
OKINAWA,consulta externa,personas de 40 a 49 anos,2021-01-01,52,98,11,32,63,130,193
OMEREQUE,consulta externa,personas de 40 a 49 anos,2021-01-01,27,73,2,10,29,83,112
ORURO,consulta externa,personas de 40 a 49 anos,2021-01-01,2558,3879,1048,1597,3606,5476,9082
PADCAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,153,270,14,31,167,301,468
PADILLA,consulta externa,personas de 40 a 49 anos,2021-01-01,126,213,0,0,126,213,339
PAILON,consulta externa,personas de 40 a 49 anos,2021-01-01,87,128,11,6,98,134,232
PALCA,consulta externa,personas de 40 a 49 anos,2021-01-01,69,89,1,1,70,90,160
PALOS BLANCOS,consulta externa,personas de 40 a 49 anos,2021-01-01,121,151,11,33,132,184,316
PAMPA AULLAGAS,consulta externa,personas de 40 a 49 anos,2021-01-01,19,16,0,1,19,17,36
PAMPA GRANDE,consulta externa,personas de 40 a 49 anos,2021-01-01,30,42,25,10,55,52,107
PAPEL PAMPA,consulta externa,personas de 40 a 49 anos,2021-01-01,29,40,2,5,31,45,76
PASORAPA,consulta externa,personas de 40 a 49 anos,2021-01-01,35,44,1,2,36,46,82
PATACAMAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,47,61,9,17,56,78,134
PAZÑA,consulta externa,personas de 40 a 49 anos,2021-01-01,27,40,1,2,28,42,70
PELECHUCO,consulta externa,personas de 40 a 49 anos,2021-01-01,57,55,1,4,58,59,117
POCOATA,consulta externa,personas de 40 a 49 anos,2021-01-01,64,110,0,1,64,111,175
POCONA,consulta externa,personas de 40 a 49 anos,2021-01-01,43,87,2,2,45,89,134
POJO (CBBA),consulta externa,personas de 40 a 49 anos,2021-01-01,32,47,9,13,41,60,101
POOPO,consulta externa,personas de 40 a 49 anos,2021-01-01,41,36,20,10,61,46,107
PORCO,consulta externa,personas de 40 a 49 anos,2021-01-01,18,34,0,0,18,34,52
POROMA,consulta externa,personas de 40 a 49 anos,2021-01-01,88,184,0,2,88,186,274
PORONGO,consulta externa,personas de 40 a 49 anos,2021-01-01,94,108,17,26,111,134,245
PORTACHUELO,consulta externa,personas de 40 a 49 anos,2021-01-01,36,56,0,3,36,59,95
PORVENIR,consulta externa,personas de 40 a 49 anos,2021-01-01,82,105,11,25,93,130,223
POSTRER VALLE,consulta externa,personas de 40 a 49 anos,2021-01-01,13,23,0,3,13,26,39
POTOSI,consulta externa,personas de 40 a 49 anos,2021-01-01,1411,1988,267,499,1678,2487,4165
PRESTO,consulta externa,personas de 40 a 49 anos,2021-01-01,44,88,4,6,48,94,142
PUCARA,consulta externa,personas de 40 a 49 anos,2021-01-01,18,15,16,24,34,39,73
PUCARANI,consulta externa,personas de 40 a 49 anos,2021-01-01,59,70,2,4,61,74,135
PUERTO ACOSTA,consulta externa,personas de 40 a 49 anos,2021-01-01,27,38,0,0,27,38,65
PUERTO CARABUCO,consulta externa,personas de 40 a 49 anos,2021-01-01,46,68,2,4,48,72,120
PUERTO GONZALO MORENO,consulta externa,personas de 40 a 49 anos,2021-01-01,58,66,25,27,83,93,176
PUERTO PEREZ,consulta externa,personas de 40 a 49 anos,2021-01-01,27,34,1,2,28,36,64
PUERTO QUIJARRO,consulta externa,personas de 40 a 49 anos,2021-01-01,136,104,23,28,159,132,291
PUERTO RICO,consulta externa,personas de 40 a 49 anos,2021-01-01,40,66,5,18,45,84,129
PUERTO SILES,consulta externa,personas de 40 a 49 anos,2021-01-01,9,3,0,0,9,3,12
PUERTO SUAREZ,consulta externa,personas de 40 a 49 anos,2021-01-01,32,70,11,20,43,90,133
PUERTO VILLARROEL,consulta externa,personas de 40 a 49 anos,2021-01-01,272,452,93,106,365,558,923
PUNA,consulta externa,personas de 40 a 49 anos,2021-01-01,58,98,0,1,58,99,157
PUNATA,consulta externa,personas de 40 a 49 anos,2021-01-01,148,285,79,116,227,401,628
QUIABAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,19,25,0,1,19,26,45
QUILLACOLLO,consulta externa,personas de 40 a 49 anos,2021-01-01,530,951,278,492,808,1443,2251
QUIME,consulta externa,personas de 40 a 49 anos,2021-01-01,131,44,6,0,137,44,181
QUIRUSILLAS,consulta externa,personas de 40 a 49 anos,2021-01-01,13,23,1,14,14,37,51
RAQAYPAMPA(ETA),consulta externa,personas de 40 a 49 anos,2021-01-01,16,54,0,0,16,54,70
RAVELO,consulta externa,personas de 40 a 49 anos,2021-01-01,61,126,0,1,61,127,188
REYES,consulta externa,personas de 40 a 49 anos,2021-01-01,38,88,12,9,50,97,147
RIBERALTA,consulta externa,personas de 40 a 49 anos,2021-01-01,763,1178,158,181,921,1359,2280
ROBORE,consulta externa,personas de 40 a 49 anos,2021-01-01,172,217,29,66,201,283,484
RURRENABAQUE,consulta externa,personas de 40 a 49 anos,2021-01-01,145,192,41,38,186,230,416
SABAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,59,51,10,14,69,65,134
SACABA,consulta externa,personas de 40 a 49 anos,2021-01-01,331,583,141,232,472,815,1287
SACABAMBA,consulta externa,personas de 40 a 49 anos,2021-01-01,16,27,3,6,19,33,52
SACACA,consulta externa,personas de 40 a 49 anos,2021-01-01,44,85,0,1,44,86,130
SAIPINA,consulta externa,personas de 40 a 49 anos,2021-01-01,32,76,9,11,41,87,128
SALINAS DE GARCI MENDOZA,consulta externa,personas de 40 a 49 anos,2021-01-01,61,92,6,6,67,98,165
SAMAIPATA,consulta externa,personas de 40 a 49 anos,2021-01-01,42,71,14,18,56,89,145
SAN AGUSTIN,consulta externa,personas de 40 a 49 anos,2021-01-01,20,49,0,0,20,49,69
SAN ANDRES,consulta externa,personas de 40 a 49 anos,2021-01-01,59,88,3,13,62,101,163
SAN ANDRES DE MACHACA,consulta externa,personas de 40 a 49 anos,2021-01-01,19,36,6,9,25,45,70
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 40 a 49 anos,2021-01-01,15,11,0,0,15,11,26
SAN ANTONIO DE LOMERIO,consulta externa,personas de 40 a 49 anos,2021-01-01,23,41,6,6,29,47,76
SAN BENITO,consulta externa,personas de 40 a 49 anos,2021-01-01,13,36,14,16,27,52,79
SAN BORJA,consulta externa,personas de 40 a 49 anos,2021-01-01,191,297,15,42,206,339,545
SAN BUENA VENTURA,consulta externa,personas de 40 a 49 anos,2021-01-01,52,63,2,6,54,69,123
SAN CARLOS,consulta externa,personas de 40 a 49 anos,2021-01-01,30,51,2,3,32,54,86
SAN IGNACIO,consulta externa,personas de 40 a 49 anos,2021-01-01,108,179,13,25,121,204,325
SAN IGNACIO DE VELASCO,consulta externa,personas de 40 a 49 anos,2021-01-01,112,213,46,46,158,259,417
SAN JAVIER(BNI),consulta externa,personas de 40 a 49 anos,2021-01-01,13,32,0,4,13,36,49
SAN JAVIER(STC),consulta externa,personas de 40 a 49 anos,2021-01-01,31,33,2,0,33,33,66
SAN JOAQUIN,consulta externa,personas de 40 a 49 anos,2021-01-01,49,96,2,7,51,103,154
SAN JOSE DE CHIQUITOS,consulta externa,personas de 40 a 49 anos,2021-01-01,107,148,17,25,124,173,297
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2021-01-01,49,117,6,8,55,125,180
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2021-01-01,169,390,9,27,178,417,595
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2021-01-01,51,77,2,4,53,81,134
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2021-01-01,119,216,7,13,126,229,355
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2021-01-01,140,273,2,5,142,278,420
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2021-01-01,25,25,0,2,25,27,52
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2021-01-01,47,100,3,31,50,131,181
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2021-01-01,15,28,0,0,15,28,43
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2021-01-01,144,217,39,51,183,268,451
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2021-01-01,55,101,0,1,55,102,157
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2021-01-01,26,42,0,5,26,47,73
SAN PEDRO DE MACHA,consulta externa,personas de 40 a 49 anos,2021-01-01,65,118,0,0,65,118,183
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2021-01-01,13,15,2,1,15,16,31
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2021-01-01,28,48,19,15,47,63,110
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2021-01-01,9,19,0,5,9,24,33
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2021-01-01,49,59,15,23,64,82,146
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2021-01-01,24,34,3,0,27,34,61
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2021-01-01,26,42,5,15,31,57,88
SANTA ANA,consulta externa,personas de 40 a 49 anos,2021-01-01,112,200,12,19,124,219,343
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2021-01-01,10024,14837,3649,5686,13673,20523,34196
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2021-01-01,92,180,15,27,107,207,314
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2021-01-01,106,205,1,7,107,212,319
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2021-01-01,15,16,0,0,15,16,31
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2021-01-01,62,49,7,3,69,52,121
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2021-01-01,4,13,1,1,5,14,19
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2021-01-01,9,21,1,1,10,22,32
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2021-01-01,26,27,2,3,28,30,58
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2021-01-01,12,20,2,1,14,21,35
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2021-01-01,34,30,5,2,39,32,71
SENA,consulta externa,personas de 40 a 49 anos,2021-01-01,34,45,2,2,36,47,83
SHINAOTA,consulta externa,personas de 40 a 49 anos,2021-01-01,124,166,6,21,130,187,317
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2021-01-01,75,102,10,12,85,114,199
SICAYA,consulta externa,personas de 40 a 49 anos,2021-01-01,10,12,0,3,10,15,25
