municipality,group,variable,month,AQV femenino,TOTAL
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-01-01,1,1
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-01-01,3,3
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-01-01,2,2
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,6,6
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,4,4
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,6,6
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,33,33
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,4,4
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,5,5
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,10,10
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,8,8
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,5,5
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,6,6
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,5,5
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,5,5
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,64,64
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,7,7
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,32,32
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,17,17
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,6,6
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,1,1
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,3,3
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,9,9
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-02-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,11,11
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,18,18
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,46,46
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,5,5
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,7,7
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,12,12
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,55,55
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,6,6
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,7,7
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,9,9
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,5,5
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,2,2
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,6,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,60,60
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,1,1
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,5,5
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,3,3
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,56,56
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,22,22
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,19,19
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,4,4
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,14,14
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,5,5
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,19,19
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-03-01,6,6
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,13,13
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,15,15
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,17,17
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,21,21
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,4,4
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,7,7
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,6,6
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,4,4
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,12,12
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,13,13
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,23,23
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,7,7
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,9,9
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,4,4
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,7,7
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,4,4
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,33,33
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,41,41
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,7,7
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,4,4
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,19,19
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,3,3
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,20,20
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-04-01,2,2
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,3,3
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,3,3
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,12,12
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,20,20
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,7,7
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,3,3
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,3,3
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,6,6
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,5,5
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,26,26
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,3,3
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,20,20
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,5,5
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,16,16
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,5,5
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,10,10
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,5,5
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,75,75
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,37,37
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,1,1
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,2,2
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,2,2
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,9,9
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-05-01,4,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,5,5
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,3,3
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,3,3
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,2,2
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,7,7
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,7,7
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,21,21
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,1,1
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2009-06-01,1,1
