municipality,group,variable,month,Píldora: Usuarias Nuevas,TOTAL
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,13,13
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,18,18
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,10,10
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,123,123
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,25,25
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,14,14
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,10,10
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,48,48
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,25,25
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,32,32
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,28,28
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,128,128
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,12,12
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,10,10
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,14,14
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,11,11
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,16,16
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,22,22
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,33,33
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,14,14
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,22,22
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,18,18
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,9,9
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,37,37
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,13,13
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,11,11
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,16,16
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,12,12
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,13,13
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,47,47
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,9,9
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,11,11
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,7,7
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,24,24
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,286,286
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,16,16
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,36,36
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,15,15
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,16,16
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,14,14
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,28,28
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,26,26
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,22,22
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,278,278
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,18,18
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,15,15
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,12,12
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,74,74
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,50,50
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,12,12
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,17,17
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,6,6
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,18,18
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,2,2
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,56,56
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,3,3
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,5,5
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,14,14
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,1,1
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,8,8
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,10,10
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,4,4
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2009-01-01,10,10
