municipality,group,variable,month,Número de DIU insertados,TOTAL
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,295,295
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,8,8
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,101,101
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,2,2
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,102,102
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,17,17
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,18,18
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,8,8
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,3,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,7,7
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,4,4
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,7,7
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,10,10
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,9,9
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,4,4
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,6,6
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,7,7
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,1,1
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-01-01,9,9
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,18,18
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,209,209
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,88,88
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,10,10
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,8,8
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,13,13
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,271,271
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,8,8
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,13,13
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,7,7
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,39,39
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,8,8
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,41,41
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,7,7
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,15,15
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,6,6
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,30,30
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,9,9
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,7,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,6,6
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,244,244
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,69,69
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,76,76
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,9,9
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,29,29
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,9,9
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,3,3
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,9,9
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,1,1
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,15,15
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,5,5
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,11,11
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,9,9
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-02-01,2,2
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,4,4
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,1,1
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,8,8
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,4,4
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,1,1
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,3,3
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,16,16
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,5,5
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,2,2
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de diu insertados,2009-03-01,2,2
