municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
COBIJA,referencias,pacientes referidos a otros establecimientos,2005-01-01,76,76
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2005-01-01,283,283
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2005-01-01,7,7
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
COLOMI,referencias,pacientes referidos a otros establecimientos,2005-01-01,19,19
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2005-01-01,33,33
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
COMANCHE,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
COMARAPA,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
COMBAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
COPACABANA,referencias,pacientes referidos a otros establecimientos,2005-01-01,13,13
COROICO,referencias,pacientes referidos a otros establecimientos,2005-01-01,20,20
CORQUE,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2005-01-01,43,43
COTOCA,referencias,pacientes referidos a otros establecimientos,2005-01-01,35,35
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
CUCHUMUELA (V. G. VILLARROEL),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
CUEVO,referencias,pacientes referidos a otros establecimientos,2005-01-01,9,9
CULPINA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
CURVA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2005-01-01,7,7
EL ALTO,referencias,pacientes referidos a otros establecimientos,2005-01-01,884,884
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
EL TORNO,referencias,pacientes referidos a otros establecimientos,2005-01-01,47,47
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2005-01-01,32,32
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
EUREKA (SANTOS MERCADO),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
EXALTACION,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
GUANAY,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
GUAQUI,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2005-01-01,120,120
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,17,17
HUACARETA,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
HUANUNI,referencias,pacientes referidos a otros establecimientos,2005-01-01,10,10
HUAYLLAMARCA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
INQUISIVI,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
JESUS DE MACHACA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2005-01-01,57,57
LA PAZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,5963,5963
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,10,10
LAJA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
LAS CARRERAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
LORETO,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
LURIBAY,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
MACHACAMARCA,referencias,pacientes referidos a otros establecimientos,2005-01-01,26,26
MACHARETI,referencias,pacientes referidos a otros establecimientos,2005-01-01,10,10
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2005-01-01,15,15
MAIRANA,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
MAPIRI,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
MECAPACA,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
MINEROS,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
MIZQUE,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
MOCOMOCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
MOJINETE,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
MOJOCOYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2005-01-01,21,21
MONTERO,referencias,pacientes referidos a otros establecimientos,2005-01-01,86,86
MORO MORO,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
OKINAWA,referencias,pacientes referidos a otros establecimientos,2005-01-01,10,10
OMEREQUE,referencias,pacientes referidos a otros establecimientos,2005-01-01,7,7
ORURO,referencias,pacientes referidos a otros establecimientos,2005-01-01,631,631
PADCAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
PADILLA,referencias,pacientes referidos a otros establecimientos,2005-01-01,7,7
PAILON,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
PALOS BLANCOS,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
PAMPA AULLAGAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
PAMPA GRANDE,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
PAPEL PAMPA,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
PASORAPA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
PATACAMAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
PAZÑA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
PELECHUCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
POCOATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
POCONA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
POOPO,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
PORCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
POROMA,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
PORTACHUELO,referencias,pacientes referidos a otros establecimientos,2005-01-01,15,15
PORVENIR,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
POSTRER VALLE,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
POTOSI,referencias,pacientes referidos a otros establecimientos,2005-01-01,215,215
PRESTO,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
PUCARA,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
PUERTO ACOSTA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
PUERTO CARABUCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
PUERTO GONZALO MORENO,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
PUERTO RICO,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
PUERTO SUAREZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
PUERTO VILLARROEL,referencias,pacientes referidos a otros establecimientos,2005-01-01,39,39
PUNA,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
PUNATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,125,125
QUIABAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
QUILLACOLLO,referencias,pacientes referidos a otros establecimientos,2005-01-01,86,86
QUIRUSILLAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
RAVELO,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
RIBERALTA,referencias,pacientes referidos a otros establecimientos,2005-01-01,35,35
ROBORE,referencias,pacientes referidos a otros establecimientos,2005-01-01,21,21
RURRENABAQUE,referencias,pacientes referidos a otros establecimientos,2005-01-01,27,27
SABAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SACABA,referencias,pacientes referidos a otros establecimientos,2005-01-01,177,177
SACACA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
SAIPINA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN AGUSTIN,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
SAN ANDRES DE MACHACA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN ANTONIO DE ESMORUCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2005-01-01,13,13
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,9,9
SAN JAVIER(STC),referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
SAN JOAQUIN,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2005-01-01,16,16
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2005-01-01,24,24
SAN LORENZO(PND),referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,9,9
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,7,7
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2005-01-01,22,22
SAN PEDRO DE BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN PEDRO DE TIQUINA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
SAN PEDRO(PND),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1116,1116
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2005-01-01,14,14
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
SENA,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
SICA SICA (VILLA AROMA),referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2005-01-01,16,16
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
SORACACHI,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
SORATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
SUCRE,referencias,pacientes referidos a otros establecimientos,2005-01-01,664,664
TACACHI,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
TACACOMA,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,11,11
TAPACARI,referencias,pacientes referidos a otros establecimientos,2005-01-01,18,18
TARABUCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,21,21
TARACO,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
TARATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
TARIJA,referencias,pacientes referidos a otros establecimientos,2005-01-01,125,125
TARVITA,referencias,pacientes referidos a otros establecimientos,2005-01-01,10,10
TEOPONTE,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
TIAWANACU,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
TIPUANI,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2005-01-01,45,45
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2005-01-01,15,15
TOCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
TOLATA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
TOLEDO,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
TOMAVE,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
TOMINA,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
TORO TORO,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
TOTORA(CBBA),referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
TOTORA(ORR),referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
TRIGAL,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2005-01-01,97,97
TUPIZA,referencias,pacientes referidos a otros establecimientos,2005-01-01,58,58
TURCO,referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
UMALA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
UNCIA,referencias,pacientes referidos a otros establecimientos,2005-01-01,27,27
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2005-01-01,21,21
URUBICHA,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
UYUNI,referencias,pacientes referidos a otros establecimientos,2005-01-01,38,38
VACAS,referencias,pacientes referidos a otros establecimientos,2005-01-01,9,9
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2005-01-01,2,2
VIACHA,referencias,pacientes referidos a otros establecimientos,2005-01-01,47,47
VILA VILA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2005-01-01,21,21
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2005-01-01,6,6
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2005-01-01,17,17
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2005-01-01,49,49
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2005-01-01,3,3
VILLAZON,referencias,pacientes referidos a otros establecimientos,2005-01-01,167,167
VITICHI,referencias,pacientes referidos a otros establecimientos,2005-01-01,12,12
WARNES,referencias,pacientes referidos a otros establecimientos,2005-01-01,32,32
YACUIBA,referencias,pacientes referidos a otros establecimientos,2005-01-01,105,105
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,9,9
YAPACANI,referencias,pacientes referidos a otros establecimientos,2005-01-01,34,34
YOCALLA,referencias,pacientes referidos a otros establecimientos,2005-01-01,5,5
YOTALA,referencias,pacientes referidos a otros establecimientos,2005-01-01,8,8
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2005-01-01,1,1
ZUDAÑEZ,referencias,pacientes referidos a otros establecimientos,2005-01-01,4,4
ACACIO,referencias,pacientes referidos a otros establecimientos,2005-02-01,8,8
ACHACACHI,referencias,pacientes referidos a otros establecimientos,2005-02-01,56,56
ACHOCALLA,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
AIQUILE,referencias,pacientes referidos a otros establecimientos,2005-02-01,23,23
ALALAY,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
ALCALA,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
ANCORAIMES,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
ANDAMARCA,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
ANZALDO,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
APOLO,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
ARAMPAMPA,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
ARANI,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
ARBIETO,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
ARQUE,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
ASCENCION DE GUARAYOS,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
ATOCHA,referencias,pacientes referidos a otros establecimientos,2005-02-01,66,66
AUCAPATA,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
AZURDUY,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
BATALLAS,referencias,pacientes referidos a otros establecimientos,2005-02-01,12,12
BAURES,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
BERMEJO,referencias,pacientes referidos a otros establecimientos,2005-02-01,30,30
BETANZOS,referencias,pacientes referidos a otros establecimientos,2005-02-01,21,21
BOLIVAR,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
BOYUIBE,referencias,pacientes referidos a otros establecimientos,2005-02-01,12,12
BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2005-02-01,16,16
CABEZAS,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
CAIROMA,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
"CAIZA ""D""",referencias,pacientes referidos a otros establecimientos,2005-02-01,8,8
CAJUATA,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
CALAMARCA,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
CAMARGO,referencias,pacientes referidos a otros establecimientos,2005-02-01,4,4
CAMIRI,referencias,pacientes referidos a otros establecimientos,2005-02-01,15,15
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2005-02-01,17,17
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2005-02-01,9,9
CARANAVI,referencias,pacientes referidos a otros establecimientos,2005-02-01,11,11
CARAPARI,referencias,pacientes referidos a otros establecimientos,2005-02-01,13,13
CARIPUYO,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
CARMEN RIVERO TORREZ,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
CHAQUI,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2005-02-01,15,15
CHAYANTA,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
CHIMORE,referencias,pacientes referidos a otros establecimientos,2005-02-01,27,27
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2005-02-01,8,8
CHUMA,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
CLIZA,referencias,pacientes referidos a otros establecimientos,2005-02-01,8,8
COBIJA,referencias,pacientes referidos a otros establecimientos,2005-02-01,63,63
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2005-02-01,234,234
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2005-02-01,17,17
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
COLOMI,referencias,pacientes referidos a otros establecimientos,2005-02-01,48,48
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2005-02-01,35,35
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2005-02-01,9,9
COLQUENCHA,referencias,pacientes referidos a otros establecimientos,2005-02-01,4,4
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2005-02-01,4,4
COMANCHE,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
COMARAPA,referencias,pacientes referidos a otros establecimientos,2005-02-01,15,15
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2005-02-01,5,5
COPACABANA,referencias,pacientes referidos a otros establecimientos,2005-02-01,13,13
CORIPATA,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
COROICO,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
CORQUE,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2005-02-01,11,11
COTOCA,referencias,pacientes referidos a otros establecimientos,2005-02-01,29,29
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2005-02-01,17,17
CUCHUMUELA (V. G. VILLARROEL),referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
CUEVO,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
CULPINA,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
CURAHUARA DE CARANGAS,referencias,pacientes referidos a otros establecimientos,2005-02-01,9,9
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2005-02-01,6,6
EL ALTO,referencias,pacientes referidos a otros establecimientos,2005-02-01,1200,1200
EL CHORO,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2005-02-01,12,12
EL TORNO,referencias,pacientes referidos a otros establecimientos,2005-02-01,46,46
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2005-02-01,18,18
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2005-02-01,20,20
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2005-02-01,3,3
EUREKA (SANTOS MERCADO),referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
EXALTACION,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2005-02-01,5,5
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2005-02-01,8,8
GUANAY,referencias,pacientes referidos a otros establecimientos,2005-02-01,7,7
GUAQUI,referencias,pacientes referidos a otros establecimientos,2005-02-01,5,5
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2005-02-01,86,86
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2005-02-01,22,22
HUACARETA,referencias,pacientes referidos a otros establecimientos,2005-02-01,4,4
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
HUACHACALLA,referencias,pacientes referidos a otros establecimientos,2005-02-01,2,2
HUANUNI,referencias,pacientes referidos a otros establecimientos,2005-02-01,12,12
HUAYLLAMARCA,referencias,pacientes referidos a otros establecimientos,2005-02-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2005-02-01,5,5
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2005-02-01,14,14
