municipality,group,variable,month,Número de condones entregados,Número de condones entregados1,Número de condones entregados2,Número de condones entregados3,Número de condones entregados4,TOTAL
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,86,36,0,158
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,26,280,147,0,453
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,156,552,168,0,876
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,132,0,0,144
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,48,188,48,0,284
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,84,504,36,0,624
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,24,0,0,24
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,12,0,24
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,21,0,0,21
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,96,12,0,108
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,113,12,0,161
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,60,24,0,84
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,60,0,0,60
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,186,48,0,258
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,12,12,0,36
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,12,0,132,24,12,180
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,0,0,36
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,48,24,0,72
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,0,12,0,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,36,12,0,72
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,60,0,12,72
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,48,12,0,72
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,84,0,0,120
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,120,36,12,192
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,12,24,12,60
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,12,0,48
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,252,12,0,300
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,46,312,168,0,526
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,238,1975,469,57,2739
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,96,60,0,156
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,36,24,0,72
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,170,36,0,206
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,12,0,24
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,0,12,0,12
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,72,12,0,96
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,24,0,0,24
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,60,12,0,96
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,102,60,0,174
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,0,0,0,12
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,72,135,0,207
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,48,36,24,0,108
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,13,53,37,0,103
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,48,24,0,72
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,0,0,36
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,72,60,0,132
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,60,228,120,36,444
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,121,409,132,0,662
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,0,12,0,24
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,51,0,87
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,48,0,0,48
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,192,12,0,204
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,156,36,0,192
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,60,48,0,144
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,100,12,0,136
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,129,1296,353,0,1778
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,104,420,48,0,572
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,72,24,0,108
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,38,136,24,0,198
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,24,36,12,24,0,96
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,168,120,0,300
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,12,36,0,60
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,24,24,0,48
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,48,36,0,84
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,12,0,24
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,0,0,36
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,108,0,0,108
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,74,12,0,86
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,84,72,0,180
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,121,1,0,146
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,36,120,84,0,240
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,12,0,48
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,48,12,0,72
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,120,45,0,189
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,192,12,0,216
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,72,0,0,84
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,12,0,48
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,341,624,96,0,1061
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,48,156,36,12,252
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,12,0,0,24
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,84,60,0,144
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,48,24,0,84
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,60,12,0,72
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,36,12,0,72
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,12,0,24
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,48,30,0,90
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,0,0,36
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,84,540,120,0,744
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,24,0,60
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,84,156,72,0,312
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,121,964,26,1,1112
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,96,12,0,132
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,36,12,0,72
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,36,0,0,60
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,48,190,626,368,36,1268
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,60,60,0,0,120
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,37,49,0,98
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,120,768,72,0,960
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,0,0,36
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,0,0,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,204,60,0,264
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,36,0,0,48
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,60,0,0,60
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,24,0,0,48
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,24,0,0,36
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,36,24,0,72
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,216,24,0,264
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,0,12,0,12
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,60,432,24,0,516
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,110,22,0,132
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,84,300,48,0,432
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,38,0,0,38
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,12,0,0,24
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,0,0,12,24
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,36,12,0,48
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,60,60,12,0,132
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,0,12,12,0,24
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,20,102,108,0,230
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,24,96,36,0,156
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-01-01,0,12,0,0,0,12
