municipality,group,variable,month,úmero de DIU Insertados,úmero de DIU Insertados1,úmero de DIU Insertados2,úmero de DIU Insertados3,úmero de DIU Insertados4,TOTAL
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,1,0,2,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,5,2,1,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,8,22,1,0,31
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,5,0,0,5
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,1,0,1,1,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,11,4,0,15
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,4,5,1,0,10
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,1,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,2,8,0,0,10
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,1,0,3
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,0,0,2
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,1,40,220,54,0,315
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,2,1,0,3
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,2,2,0,5
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,2,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,7,90,11,0,108
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,5,56,13,1,75
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,6,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,4,2,16,2,0,24
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,3,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,3,1,0,4
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,5,1,0,6
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,4,2,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,7,1,0,9
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,2,6,0,0,8
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,1,7,0,0,8
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,11,1,0,12
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-01-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,1,0,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,2,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,3,3,0,6
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,5,1,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,9,166,151,0,326
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,3,0,0,3
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,3,0,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,8,55,13,0,76
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,1,6,5,1,0,13
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,4,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,0,0,0,2
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,1,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,2,0,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,4,1,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,22,200,9,1,232
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,4,0,0,5
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,3,3,0,0,6
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,2,0,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,4,5,0,0,9
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,1,1,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,8,0,0,8
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,5,17,5,0,27
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,2,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,3,0,0,5
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,12,7,0,20
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,3,0,0,3
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,6,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,14,5,0,0,19
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,5,2,0,9
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,3,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,3,7,6,0,16
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,1,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,4,1,0,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,29,197,61,0,287
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,1,1,0,3
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,7,1,0,10
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,5,47,16,0,68
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,12,52,23,0,87
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,6,3,0,9
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,1,3,14,1,0,19
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,3,1,0,4
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,1,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,4,9,0,0,13
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-02-01,0,2,9,1,1,13
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,3,0,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,0,0,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,7,1,0,8
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,4,1,0,5
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,13,150,40,2,205
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,5,1,0,6
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
