municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,17,17
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,6,6
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,5,5
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,7,7
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,6,6
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,10,10
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,3,3
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,6,6
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,8,8
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-01-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,9,9
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,6,6
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,6,6
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
BAURES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,10,10
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
BOLPEBRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
CARANGAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,9,9
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,10,10
COIPASA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,6,6
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,13,13
CUEVO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,23,23
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
ESMERALDA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,5,5
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,5,5
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,16,16
LA RIVERA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
LLICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,8,8
MAGDALENA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,5,5
OKINAWA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,6,6
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,6,6
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,10,10
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,7,7
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,30,30
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,10,10
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,9,9
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SAN MATIAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2023-02-01,37,37
