municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,12,12
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,4,4
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,7,7
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
TAHUA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,5,5
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-02-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,4,4
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,7,7
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,6,6
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
COIPASA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,14,14
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,19,19
ESCOMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,4,4
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,5,5
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,4,4
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,8,8
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-03-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,18,18
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,15,15
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,4,4
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,6,6
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,6,6
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,5,5
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-04-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,4,4
APOLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
BAURES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,9,9
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
COIPASA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,9,9
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,24,24
GUAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,3,3
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,4,4
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,7,7
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
